s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.2054300E-002
 5.0100000E+000, 6.9932363E+001, 0.0000000E+000, 3.2054300E-002
 1.0010000E+001, 1.3094978E+002, 0.0000000E+000, 3.2054300E-002
 1.5010000E+001, 1.7226607E+002, 0.0000000E+000, 3.2054300E-002
 2.0000000E+001, 2.0512488E+002, 0.0000000E+000, 3.2054300E-002
 2.5000000E+001, 2.3278197E+002, 0.0000000E+000, 3.2054300E-002
 3.0000000E+001, 2.5309480E+002, 1.4414711E-010, 3.2054300E-002
 3.5000000E+001, 2.7276921E+002, 3.1036678E-009, 3.2054300E-002
 4.0000000E+001, 2.8988278E+002, 2.1204281E-008, 3.2054300E-002
 4.5010000E+001, 3.0813497E+002, 1.2913777E-007, 3.2054300E-002
 5.0010000E+001, 3.2265182E+002, 5.4701314E-007, 3.2054299E-002
 5.5010000E+001, 3.3773315E+002, 2.1695451E-006, 3.2054294E-002
 6.0010000E+001, 3.4999126E+002, 6.4988167E-006, 3.2054280E-002
 6.5010000E+001, 3.6265541E+002, 1.9289217E-005, 3.2054237E-002
 7.0010000E+001, 3.7338602E+002, 4.6525319E-005, 3.2054123E-002
 7.5000000E+001, 3.8370143E+002, 1.0755472E-004, 3.2053859E-002
 8.0000000E+001, 3.9316690E+002, 2.2402279E-004, 3.2053275E-002
 8.5000000E+001, 4.0123437E+002, 4.1671887E-004, 3.2052146E-002
 9.0000000E+001, 4.0872795E+002, 7.3146582E-004, 3.2050102E-002
 9.5000000E+001, 4.1467634E+002, 1.1326796E-003, 3.2046744E-002
 1.0000000E+002, 4.1960317E+002, 1.6291879E-003, 3.2041771E-002
 1.0500000E+002, 4.2360753E+002, 2.1783401E-003, 3.2034865E-002
 1.1000000E+002, 4.2654921E+002, 2.6957205E-003, 3.2026033E-002
 1.1500000E+002, 4.2903167E+002, 3.2286217E-003, 3.2015300E-002
 1.2000000E+002, 4.3099376E+002, 3.7114325E-003, 3.2002697E-002
 1.2500000E+002, 4.3255062E+002, 4.1460496E-003, 3.1988463E-002
 1.3000000E+002, 4.3396147E+002, 4.5814908E-003, 3.1972643E-002
 1.3500000E+002, 4.3511537E+002, 4.9586430E-003, 3.1955340E-002
 1.4000000E+002, 4.3613337E+002, 5.3201982E-003, 3.1936722E-002
 1.4500000E+002, 4.3707768E+002, 5.6737253E-003, 3.1916791E-002
 1.5000000E+002, 4.3591188E+002, 5.7732382E-003, 3.1896000E-002
 1.5500000E+002, 4.3649712E+002, 6.1738931E-003, 3.1874427E-002
 1.6001000E+002, 4.3739889E+002, 6.5278023E-003, 3.1851376E-002
 1.6501000E+002, 4.3819843E+002, 6.8516169E-003, 3.1827105E-002
 1.7001000E+002, 4.3890435E+002, 7.1389548E-003, 3.1801749E-002
 1.7501000E+002, 4.3956079E+002, 7.4162050E-003, 3.1775379E-002
 1.8001000E+002, 4.4017069E+002, 7.6787270E-003, 3.1748026E-002
 1.8501000E+002, 4.4073880E+002, 7.9318829E-003, 3.1719745E-002
 1.9001000E+002, 4.4127031E+002, 8.1754497E-003, 3.1690560E-002
 1.9501000E+002, 4.4176671E+002, 8.4110988E-003, 3.1660510E-002
 2.0001000E+002, 4.4223190E+002, 8.6394014E-003, 3.1629617E-002
 2.0501000E+002, 4.4266542E+002, 8.8602567E-003, 3.1597912E-002
 2.1001000E+002, 4.4042578E+002, 8.8897309E-003, 3.1565740E-002
 2.1501000E+002, 4.4070027E+002, 9.1824381E-003, 3.1533038E-002
 2.2001000E+002, 4.4128507E+002, 9.4436228E-003, 3.1499279E-002
 2.2501000E+002, 4.4180833E+002, 9.6683681E-003, 3.1464647E-002
 2.3001000E+002, 4.4229186E+002, 9.8731191E-003, 3.1429240E-002
 2.3501000E+002, 4.4274154E+002, 1.0063817E-002, 3.1393118E-002
 2.4001000E+002, 4.4316648E+002, 1.0249992E-002, 3.1356317E-002
 2.4501000E+002, 4.4356926E+002, 1.0437463E-002, 3.1318840E-002
 2.5001000E+002, 4.4395337E+002, 1.0629230E-002, 3.1280677E-002
 2.5501000E+002, 4.4206663E+002, 1.0650799E-002, 3.1242101E-002
 2.6001000E+002, 4.4216371E+002, 1.0934088E-002, 3.1203049E-002
 2.6501000E+002, 4.4269437E+002, 1.1192577E-002, 3.1162950E-002
 2.7001000E+002, 4.4317762E+002, 1.1420279E-002, 3.1121977E-002
 2.7501000E+002, 4.4362542E+002, 1.1631515E-002, 3.1080213E-002
 2.8001000E+002, 4.4404566E+002, 1.1834007E-002, 3.1037699E-002
 2.8501000E+002, 4.4444026E+002, 1.2030099E-002, 3.0994465E-002
 2.9001000E+002, 4.4464489E+002, 1.2202080E-002, 3.0950534E-002
 2.9501000E+002, 4.4265421E+002, 1.2229022E-002, 3.0906363E-002
 3.0001000E+002, 4.4320256E+002, 1.2531616E-002, 3.0861465E-002
 3.0501000E+002, 4.4367412E+002, 1.2754216E-002, 3.0815644E-002
 3.1001000E+002, 4.4410425E+002, 1.2947203E-002, 3.0769077E-002
 3.1501000E+002, 4.4450606E+002, 1.3126272E-002, 3.0721839E-002
 3.2001000E+002, 4.4488111E+002, 1.3295814E-002, 3.0673969E-002
 3.2501000E+002, 4.4489190E+002, 1.3417944E-002, 3.0625510E-002
 3.3001000E+002, 4.4323398E+002, 1.3465934E-002, 3.0576926E-002
 3.3501000E+002, 4.4374054E+002, 1.3728498E-002, 3.0527617E-002
