s,kW,C,kg/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.759E-011
 2.012E+000, 0.000E+000, 4.281E+001, 0.000E+000, 1.900E-002, 5.003E+001
 4.003E+000, 0.000E+000, 7.515E+001, 0.000E+000, 1.900E-002, 5.016E+001
 6.006E+000, 0.000E+000, 9.898E+001, 0.000E+000, 1.900E-002, 5.028E+001
 8.002E+000, 0.000E+000, 1.187E+002, 0.000E+000, 1.900E-002, 5.032E+001
 1.000E+001, 0.000E+000, 1.358E+002, 0.000E+000, 1.900E-002, 5.035E+001
 1.201E+001, 9.156E-010, 1.510E+002, 0.000E+000, 1.900E-002, 5.038E+001
 1.401E+001, 6.716E-008, 1.648E+002, 0.000E+000, 1.900E-002, 5.040E+001
 1.601E+001, 4.791E-007, 1.775E+002, 0.000E+000, 1.900E-002, 5.053E+001
 1.801E+001, 2.085E-006, 1.894E+002, 0.000E+000, 1.900E-002, 5.064E+001
 2.001E+001, 7.525E-006, 2.003E+002, 0.000E+000, 1.900E-002, 5.058E+001
 2.201E+001, 2.363E-005, 2.104E+002, 0.000E+000, 1.900E-002, 5.054E+001
 2.401E+001, 6.642E-005, 2.202E+002, 0.000E+000, 1.900E-002, 5.069E+001
 2.601E+001, 1.704E-004, 2.296E+002, 0.000E+000, 1.900E-002, 5.080E+001
 2.800E+001, 4.046E-004, 2.383E+002, 0.000E+000, 1.900E-002, 5.077E+001
 3.000E+001, 8.991E-004, 2.467E+002, 0.000E+000, 1.900E-002, 5.081E+001
 3.201E+001, 1.890E-003, 2.550E+002, 0.000E+000, 1.900E-002, 5.100E+001
 3.401E+001, 3.782E-003, 2.626E+002, 0.000E+000, 1.900E-002, 5.091E+001
 3.600E+001, 7.227E-003, 2.701E+002, 0.000E+000, 1.900E-002, 5.103E+001
 3.801E+001, 1.330E-002, 2.771E+002, 0.000E+000, 1.900E-002, 5.093E+001
 4.001E+001, 2.366E-002, 2.842E+002, 0.000E+000, 1.900E-002, 5.116E+001
 4.200E+001, 4.079E-002, 2.912E+002, 0.000E+000, 1.900E-002, 5.129E+001
 4.401E+001, 6.843E-002, 2.976E+002, 0.000E+000, 1.900E-002, 5.118E+001
 4.600E+001, 1.119E-001, 3.041E+002, 0.000E+000, 1.900E-002, 5.130E+001
 4.801E+001, 1.791E-001, 3.103E+002, 0.000E+000, 1.900E-002, 5.135E+001
 5.000E+001, 2.808E-001, 3.164E+002, 0.000E+000, 1.900E-002, 5.136E+001
 5.201E+001, 4.320E-001, 3.221E+002, 0.000E+000, 1.900E-002, 5.141E+001
 5.401E+001, 6.554E-001, 3.281E+002, 0.000E+000, 1.900E-002, 5.164E+001
 5.600E+001, 9.789E-001, 3.338E+002, 0.000E+000, 1.900E-002, 5.185E+001
 5.800E+001, 1.445E+000, 3.401E+002, 0.000E+000, 1.900E-002, 5.257E+001
 6.000E+001, 2.113E+000, 3.462E+002, 0.000E+000, 1.900E-002, 5.284E+001
 6.201E+001, 3.064E+000, 3.521E+002, 0.000E+000, 1.900E-002, 5.316E+001
 6.400E+001, 4.418E+000, 3.585E+002, 0.000E+000, 1.900E-002, 5.466E+001
 6.601E+001, 6.371E+000, 3.663E+002, 0.000E+000, 1.900E-002, 5.691E+001
 6.801E+001, 9.169E+000, 3.736E+002, 0.000E+000, 1.900E-002, 5.764E+001
 7.000E+001, 1.330E+001, 3.822E+002, 0.000E+000, 1.899E-002, 6.155E+001
 7.200E+001, 1.980E+001, 3.936E+002, 0.000E+000, 1.899E-002, 6.834E+001
 7.400E+001, 3.087E+001, 4.089E+002, 0.000E+000, 1.898E-002, 7.725E+001
 7.600E+001, 5.032E+001, 4.228E+002, 0.000E+000, 1.897E-002, 8.157E+001
 7.800E+001, 8.105E+001, 4.317E+002, 0.000E+000, 1.894E-002, 8.307E+001
 8.000E+001, 1.298E+002, 4.358E+002, 0.000E+000, 1.890E-002, 8.301E+001
 8.200E+001, 1.900E+002, 4.390E+002, 0.000E+000, 1.886E-002, 8.337E+001
 8.400E+001, 2.724E+002, 4.390E+002, 0.000E+000, 1.881E-002, 8.205E+001
 8.600E+001, 3.561E+002, 4.365E+002, 0.000E+000, 1.876E-002, 7.955E+001
 8.800E+001, 4.534E+002, 4.383E+002, 0.000E+000, 1.871E-002, 8.008E+001
 9.000E+001, 5.410E+002, 4.395E+002, 0.000E+000, 1.865E-002, 7.952E+001
 9.200E+001, 6.208E+002, 4.420E+002, 0.000E+000, 1.859E-002, 8.170E+001
 9.400E+001, 6.959E+002, 4.430E+002, 0.000E+000, 1.853E-002, 8.150E+001
 9.600E+001, 7.400E+002, 4.410E+002, 0.000E+000, 1.847E-002, 8.074E+001
 9.800E+001, 7.931E+002, 4.402E+002, 0.000E+000, 1.840E-002, 7.967E+001
 1.000E+002, 8.138E+002, 4.419E+002, 0.000E+000, 1.834E-002, 8.061E+001
 1.020E+002, 8.623E+002, 4.441E+002, 0.000E+000, 1.827E-002, 8.218E+001
 1.040E+002, 9.013E+002, 4.453E+002, 0.000E+000, 1.819E-002, 8.225E+001
 1.060E+002, 9.272E+002, 4.417E+002, 0.000E+000, 1.812E-002, 8.053E+001
 1.080E+002, 9.651E+002, 4.446E+002, 0.000E+000, 1.804E-002, 8.452E+001
 1.100E+002, 9.694E+002, 4.461E+002, 0.000E+000, 1.796E-002, 8.238E+001
 1.120E+002, 1.033E+003, 4.461E+002, 0.000E+000, 1.788E-002, 8.192E+001
 1.140E+002, 1.045E+003, 4.436E+002, 0.000E+000, 1.779E-002, 8.213E+001
 1.160E+002, 1.059E+003, 4.460E+002, 0.000E+000, 1.770E-002, 8.248E+001
 1.180E+002, 1.097E+003, 4.469E+002, 0.000E+000, 1.761E-002, 8.183E+001
 1.200E+002, 1.141E+003, 4.456E+002, 0.000E+000, 1.752E-002, 8.188E+001
 1.220E+002, 1.168E+003, 4.462E+002, 0.000E+000, 1.742E-002, 8.282E+001
 1.240E+002, 1.212E+003, 4.475E+002, 0.000E+000, 1.732E-002, 8.212E+001
 1.260E+002, 1.273E+003, 4.473E+002, 0.000E+000, 1.721E-002, 8.353E+001
 1.280E+002, 1.293E+003, 4.471E+002, 0.000E+000, 1.710E-002, 8.249E+001
 1.300E+002, 1.333E+003, 4.487E+002, 0.000E+000, 1.699E-002, 8.289E+001
 1.320E+002, 1.384E+003, 4.476E+002, 0.000E+000, 1.687E-002, 8.260E+001
 1.340E+002, 1.470E+003, 4.489E+002, 0.000E+000, 1.674E-002, 8.462E+001
 1.360E+002, 1.499E+003, 4.498E+002, 0.000E+000, 1.661E-002, 8.433E+001
 1.380E+002, 1.524E+003, 4.486E+002, 0.000E+000, 1.648E-002, 8.327E+001
 1.400E+002, 1.578E+003, 4.503E+002, 0.000E+000, 1.634E-002, 8.328E+001
 1.420E+002, 1.646E+003, 4.491E+002, 0.000E+000, 1.621E-002, 8.362E+001
 1.440E+002, 1.616E+003, 4.508E+002, 0.000E+000, 1.606E-002, 8.321E+001
 1.460E+002, 1.662E+003, 4.508E+002, 0.000E+000, 1.592E-002, 8.410E+001
 1.480E+002, 1.716E+003, 4.524E+002, 0.000E+000, 1.578E-002, 8.448E+001
 1.500E+002, 1.674E+003, 4.539E+002, 0.000E+000, 1.563E-002, 8.428E+001
 1.520E+002, 1.748E+003, 4.562E+002, 0.000E+000, 1.549E-002, 8.365E+001
 1.540E+002, 1.711E+003, 4.612E+002, 0.000E+000, 1.535E-002, 8.406E+001
 1.560E+002, 1.580E+003, 4.681E+002, 0.000E+000, 1.522E-002, 8.353E+001
