s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.2234300E-002
 5.0100000E+000, 6.9967871E+001, 0.0000000E+000, 3.2234300E-002
 1.0010000E+001, 1.2929794E+002, 0.0000000E+000, 3.2234300E-002
 1.5010000E+001, 1.6897876E+002, 0.0000000E+000, 3.2234300E-002
 2.0000000E+001, 2.0047666E+002, 0.0000000E+000, 3.2234300E-002
 2.5000000E+001, 2.2700003E+002, 0.0000000E+000, 3.2234300E-002
 3.0000000E+001, 2.5005021E+002, 0.0000000E+000, 3.2234300E-002
 3.5000000E+001, 2.6466986E+002, 4.1642639E-010, 3.2234300E-002
 4.0000000E+001, 2.8383119E+002, 5.2145068E-009, 3.2234300E-002
 4.5010000E+001, 2.9770244E+002, 2.2334368E-008, 3.2234300E-002
 5.0010000E+001, 3.1477210E+002, 1.1880257E-007, 3.2234300E-002
 5.5010000E+001, 3.2724711E+002, 3.6666478E-007, 3.2234299E-002
 6.0010000E+001, 3.4052511E+002, 1.2394377E-006, 3.2234296E-002
 6.5010000E+001, 3.5273255E+002, 3.4525274E-006, 3.2234286E-002
 7.0010000E+001, 3.6291508E+002, 8.1986008E-006, 3.2234262E-002
 7.5000000E+001, 3.7396127E+002, 2.0019827E-005, 3.2234204E-002
 8.0000000E+001, 3.8316367E+002, 4.0791507E-005, 3.2234076E-002
 8.5000000E+001, 3.9202336E+002, 8.1082363E-005, 3.2233821E-002
 9.0000000E+001, 4.0083057E+002, 1.5600078E-004, 3.2233318E-002
 9.5000000E+001, 4.0819151E+002, 2.6654636E-004, 3.2232416E-002
 1.0000000E+002, 4.1539432E+002, 4.4825900E-004, 3.2230894E-002
 1.0500000E+002, 4.2203061E+002, 7.1253624E-004, 3.2228392E-002
 1.1000000E+002, 4.2750059E+002, 1.0406293E-003, 3.2224611E-002
 1.1500000E+002, 4.3259607E+002, 1.4760083E-003, 3.2219177E-002
 1.2000000E+002, 4.3690415E+002, 1.9682023E-003, 3.2211688E-002
 1.2500000E+002, 4.4037266E+002, 2.4799796E-003, 3.2202037E-002
 1.3000000E+002, 4.4348563E+002, 3.0446362E-003, 3.2190033E-002
 1.3500000E+002, 4.4600035E+002, 3.5764728E-003, 3.2175614E-002
 1.4000000E+002, 4.4811321E+002, 4.0931714E-003, 3.2158948E-002
 1.4500000E+002, 4.5002018E+002, 4.6119350E-003, 3.2140006E-002
 1.5000000E+002, 4.5158897E+002, 5.0728021E-003, 3.2118937E-002
 1.5500000E+002, 4.5301604E+002, 5.5317334E-003, 3.2095885E-002
 1.6001000E+002, 4.5429305E+002, 5.9632827E-003, 3.2070848E-002
 1.6501000E+002, 4.5541485E+002, 6.3662358E-003, 3.2044018E-002
 1.7001000E+002, 4.5646395E+002, 6.7644303E-003, 3.2015461E-002
 1.7501000E+002, 4.5739455E+002, 7.1324196E-003, 3.1985244E-002
 1.8001000E+002, 4.5826217E+002, 7.4957825E-003, 3.1953438E-002
 1.8501000E+002, 4.5747132E+002, 7.7242161E-003, 3.1920197E-002
 1.9001000E+002, 4.5617487E+002, 8.0114849E-003, 3.1886187E-002
 1.9501000E+002, 4.5726377E+002, 8.4410409E-003, 3.1850386E-002
 2.0001000E+002, 4.5820908E+002, 8.8096522E-003, 3.1812867E-002
 2.0501000E+002, 4.5906457E+002, 9.1448287E-003, 3.1773826E-002
 2.1001000E+002, 4.5985448E+002, 9.4598755E-003, 3.1733372E-002
 2.1501000E+002, 4.6058446E+002, 9.7584591E-003, 3.1691587E-002
 2.2001000E+002, 4.6125948E+002, 1.0043275E-002, 3.1648534E-002
 2.2501000E+002, 4.6188241E+002, 1.0315744E-002, 3.1604269E-002
 2.3001000E+002, 4.5944797E+002, 1.0372706E-002, 3.1559276E-002
 2.3501000E+002, 4.5988084E+002, 1.0737455E-002, 3.1513432E-002
 2.4001000E+002, 4.6069466E+002, 1.1054444E-002, 3.1466035E-002
 2.4501000E+002, 4.6142954E+002, 1.1335739E-002, 3.1417354E-002
 2.5001000E+002, 4.6211743E+002, 1.1610988E-002, 3.1367469E-002
 2.5501000E+002, 4.6276724E+002, 1.1889908E-002, 3.1316380E-002
 2.6001000E+002, 4.6337853E+002, 1.2173116E-002, 3.1264069E-002
 2.6501000E+002, 4.6092566E+002, 1.2244762E-002, 3.1211035E-002
 2.7001000E+002, 4.6164570E+002, 1.2684407E-002, 3.1156829E-002
 2.7501000E+002, 4.6244193E+002, 1.3043373E-002, 3.1100877E-002
 2.8001000E+002, 4.6316253E+002, 1.3363896E-002, 3.1043460E-002
 2.8501000E+002, 4.6382363E+002, 1.3665226E-002, 3.0984694E-002
 2.9001000E+002, 4.6442861E+002, 1.3953803E-002, 3.0924647E-002
 2.9501000E+002, 4.6203736E+002, 1.4022152E-002, 3.0863920E-002
 3.0001000E+002, 4.6286597E+002, 1.4472664E-002, 3.0801915E-002
 3.0501000E+002, 4.6360962E+002, 1.4809837E-002, 3.0738234E-002
 3.1001000E+002, 4.6428104E+002, 1.5106857E-002, 3.0673186E-002
 3.1501000E+002, 4.6489149E+002, 1.5382451E-002, 3.0606899E-002
 3.2001000E+002, 4.6347059E+002, 1.5473530E-002, 3.0539741E-002
 3.2501000E+002, 4.6338854E+002, 1.5842925E-002, 3.0471781E-002
