s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.100E-002,-4.653E-011
 2.012E+000, 0.000E+000, 7.750E+001, 5.891E-018, 2.100E-002, 9.208E+001
 4.003E+000, 2.857E-007, 1.613E+002, 2.309E-010, 2.100E-002, 9.249E+001
 6.007E+000, 1.019E-002, 2.231E+002, 7.841E-006, 2.100E-002, 9.274E+001
 8.001E+000, 1.145E+001, 2.739E+002, 1.053E-002, 2.100E-002, 9.860E+001
 1.000E+001, 1.546E+002, 3.065E+002, 9.502E-002, 2.100E-002, 1.140E+002
 1.200E+001, 1.634E+002, 3.647E+002, 8.802E-002, 2.100E-002, 1.154E+002
 1.400E+001, 1.427E+002, 4.201E+002, 5.241E-002, 2.100E-002, 1.170E+002
 1.600E+001, 1.390E+002, 4.743E+002, 8.299E-002, 2.100E-002, 1.208E+002
 1.800E+001, 1.714E+002, 5.112E+002, 4.216E-002, 2.100E-002, 1.226E+002
 2.000E+001, 2.199E+002, 5.292E+002, 7.545E-002, 2.100E-002, 1.216E+002
 2.200E+001, 2.801E+002, 5.366E+002, 2.051E-002, 2.100E-002, 1.201E+002
 2.400E+001, 2.937E+002, 5.495E+002, 4.662E-002, 2.100E-002, 1.214E+002
 2.600E+001, 3.516E+002, 5.644E+002, 6.031E-002, 2.100E-002, 1.270E+002
 2.800E+001, 3.326E+002, 5.800E+002, 3.059E-002, 2.100E-002, 1.267E+002
 3.000E+001, 3.048E+002, 5.977E+002, 3.147E-002, 2.100E-002, 1.236E+002
 3.200E+001, 3.026E+002, 6.080E+002, 5.253E-002, 2.100E-002, 1.240E+002
 3.400E+001, 3.200E+002, 6.145E+002, 4.943E-002, 2.100E-002, 1.252E+002
 3.600E+001, 2.917E+002, 6.241E+002, 1.990E-002, 2.100E-002, 1.257E+002
 3.800E+001, 2.821E+002, 6.314E+002, 3.801E-002, 2.100E-002, 1.223E+002
 4.000E+001, 2.735E+002, 6.434E+002, 4.889E-002, 2.100E-002, 1.239E+002
 4.200E+001, 2.746E+002, 6.528E+002, 3.976E-002, 2.100E-002, 1.247E+002
 4.400E+001, 2.723E+002, 6.582E+002, 2.065E-002, 2.100E-002, 1.244E+002
 4.600E+001, 2.756E+002, 6.610E+002, 3.805E-002, 2.100E-002, 1.225E+002
 4.800E+001, 2.657E+002, 6.674E+002, 4.496E-002, 2.100E-002, 1.240E+002
 5.000E+001, 2.415E+002, 6.778E+002, 3.770E-002, 2.100E-002, 1.263E+002
 5.200E+001, 2.453E+002, 6.896E+002, 1.937E-002, 2.100E-002, 1.278E+002
 5.400E+001, 2.588E+002, 6.927E+002, 3.452E-002, 2.100E-002, 1.266E+002
 5.600E+001, 2.596E+002, 6.999E+002, 4.286E-002, 2.100E-002, 1.275E+002
 5.800E+001, 2.410E+002, 7.013E+002, 3.980E-002, 2.100E-002, 1.269E+002
 6.000E+001, 2.286E+002, 7.103E+002, 2.069E-002, 2.100E-002, 1.291E+002
 6.200E+001, 2.375E+002, 7.104E+002, 2.841E-002, 2.100E-002, 1.267E+002
 6.400E+001, 2.404E+002, 7.148E+002, 3.781E-002, 2.100E-002, 1.255E+002
 6.600E+001, 2.374E+002, 7.196E+002, 3.954E-002, 2.100E-002, 1.267E+002
 6.800E+001, 2.187E+002, 7.254E+002, 2.849E-002, 2.100E-002, 1.272E+002
 7.000E+001, 2.192E+002, 7.255E+002, 2.147E-002, 2.100E-002, 1.259E+002
 7.200E+001, 2.250E+002, 7.295E+002, 3.263E-002, 2.100E-002, 1.267E+002
 7.400E+001, 2.294E+002, 7.314E+002, 3.747E-002, 2.100E-002, 1.258E+002
 7.600E+001, 2.207E+002, 7.332E+002, 3.536E-002, 2.100E-002, 1.245E+002
 7.800E+001, 2.114E+002, 7.361E+002, 2.190E-002, 2.100E-002, 1.254E+002
 8.000E+001, 2.094E+002, 7.449E+002, 2.538E-002, 2.100E-002, 1.285E+002
 8.200E+001, 2.201E+002, 7.474E+002, 3.415E-002, 2.100E-002, 1.278E+002
 8.400E+001, 2.190E+002, 7.502E+002, 3.700E-002, 2.100E-002, 1.275E+002
 8.600E+001, 2.132E+002, 7.515E+002, 3.244E-002, 2.100E-002, 1.262E+002
 8.800E+001, 2.082E+002, 7.537E+002, 2.165E-002, 2.100E-002, 1.283E+002
 9.000E+001, 2.081E+002, 7.570E+002, 2.941E-002, 2.100E-002, 1.272E+002
 9.200E+001, 2.102E+002, 7.587E+002, 3.525E-002, 2.100E-002, 1.264E+002
 9.400E+001, 2.141E+002, 7.598E+002, 3.582E-002, 2.100E-002, 1.264E+002
 9.600E+001, 2.083E+002, 7.655E+002, 2.856E-002, 2.100E-002, 1.291E+002
 9.800E+001, 2.100E+002, 7.684E+002, 2.527E-002, 2.100E-002, 1.278E+002
 1.000E+002, 2.084E+002, 7.697E+002, 3.360E-002, 2.100E-002, 1.290E+002
 1.020E+002, 2.072E+002, 7.735E+002, 3.693E-002, 2.100E-002, 1.292E+002
 1.040E+002, 2.081E+002, 7.756E+002, 3.458E-002, 2.100E-002, 1.295E+002
 1.060E+002, 2.101E+002, 7.793E+002, 2.670E-002, 2.100E-002, 1.298E+002
 1.080E+002, 2.132E+002, 7.816E+002, 3.248E-002, 2.100E-002, 1.306E+002
 1.100E+002, 2.116E+002, 7.856E+002, 3.769E-002, 2.100E-002, 1.318E+002
 1.120E+002, 2.079E+002, 7.903E+002, 3.771E-002, 2.100E-002, 1.328E+002
 1.140E+002, 2.132E+002, 7.881E+002, 3.124E-002, 2.100E-002, 1.297E+002
 1.160E+002, 2.192E+002, 7.905E+002, 3.388E-002, 2.100E-002, 1.304E+002
 1.180E+002, 2.151E+002, 7.888E+002, 3.957E-002, 2.100E-002, 1.284E+002
 1.200E+002, 2.132E+002, 7.894E+002, 3.975E-002, 2.100E-002, 1.287E+002
 1.220E+002, 2.176E+002, 7.911E+002, 3.446E-002, 2.100E-002, 1.288E+002
 1.240E+002, 2.227E+002, 7.946E+002, 3.731E-002, 2.100E-002, 1.310E+002
 1.260E+002, 2.240E+002, 8.032E+002, 4.249E-002, 2.100E-002, 1.343E+002
 1.280E+002, 2.217E+002, 8.032E+002, 4.236E-002, 2.100E-002, 1.318E+002
 1.300E+002, 2.261E+002, 8.020E+002, 3.851E-002, 2.100E-002, 1.307E+002
