s,kW,C,kg/s,m,kW/m2
 1.500E+002, 6.020E+002, 7.028E+002, 3.053E-002, 1.901E-002, 8.340E+001
 1.520E+002, 5.700E+002, 7.021E+002, 2.945E-002, 1.901E-002, 8.091E+001
 1.540E+002, 5.618E+002, 7.016E+002, 2.883E-002, 1.901E-002, 8.045E+001
 1.560E+002, 5.589E+002, 7.032E+002, 2.878E-002, 1.901E-002, 8.061E+001
 1.580E+002, 5.644E+002, 7.069E+002, 2.892E-002, 1.902E-002, 8.144E+001
 1.600E+002, 5.631E+002, 7.082E+002, 2.885E-002, 1.902E-002, 8.105E+001
 1.620E+002, 5.593E+002, 7.115E+002, 2.847E-002, 1.902E-002, 8.210E+001
 1.640E+002, 5.437E+002, 7.159E+002, 2.785E-002, 1.902E-002, 8.296E+001
 1.660E+002, 5.222E+002, 7.161E+002, 2.699E-002, 1.902E-002, 8.187E+001
 1.680E+002, 5.086E+002, 7.134E+002, 2.602E-002, 1.902E-002, 8.092E+001
 1.700E+002, 4.986E+002, 7.175E+002, 2.524E-002, 1.902E-002, 8.248E+001
 1.720E+002, 4.841E+002, 7.211E+002, 2.480E-002, 1.902E-002, 8.386E+001
 1.740E+002, 4.780E+002, 7.215E+002, 2.460E-002, 1.902E-002, 8.146E+001
 1.760E+002, 4.755E+002, 7.188E+002, 2.442E-002, 1.902E-002, 8.104E+001
 1.780E+002, 4.708E+002, 7.202E+002, 2.414E-002, 1.902E-002, 8.082E+001
 1.800E+002, 4.620E+002, 7.208E+002, 2.373E-002, 1.902E-002, 8.084E+001
 1.820E+002, 4.577E+002, 7.245E+002, 2.320E-002, 1.902E-002, 8.296E+001
 1.840E+002, 4.405E+002, 7.228E+002, 2.263E-002, 1.902E-002, 8.035E+001
 1.860E+002, 4.307E+002, 7.246E+002, 2.202E-002, 1.902E-002, 8.174E+001
 1.880E+002, 4.175E+002, 7.279E+002, 2.150E-002, 1.902E-002, 8.261E+001
 1.900E+002, 4.140E+002, 7.253E+002, 2.112E-002, 1.902E-002, 8.055E+001
 1.920E+002, 4.044E+002, 7.276E+002, 2.079E-002, 1.902E-002, 8.178E+001
 1.940E+002, 4.050E+002, 7.311E+002, 2.046E-002, 1.902E-002, 8.295E+001
 1.960E+002, 3.883E+002, 7.387E+002, 2.011E-002, 1.902E-002, 8.520E+001
 1.980E+002, 3.902E+002, 7.318E+002, 1.971E-002, 1.902E-002, 8.113E+001
 2.000E+002, 3.733E+002, 7.330E+002, 1.923E-002, 1.902E-002, 8.162E+001
 2.020E+002, 3.660E+002, 7.381E+002, 1.875E-002, 1.902E-002, 8.468E+001
 2.040E+002, 3.564E+002, 7.401E+002, 1.833E-002, 1.902E-002, 8.320E+001
 2.060E+002, 3.505E+002, 7.380E+002, 1.794E-002, 1.902E-002, 8.301E+001
 2.080E+002, 3.455E+002, 7.344E+002, 1.756E-002, 1.902E-002, 8.117E+001
 2.100E+002, 3.333E+002, 7.358E+002, 1.716E-002, 1.902E-002, 8.165E+001
 2.120E+002, 3.268E+002, 7.344E+002, 1.673E-002, 1.903E-002, 8.095E+001
 2.140E+002, 3.167E+002, 7.407E+002, 1.624E-002, 1.903E-002, 8.370E+001
 2.160E+002, 3.098E+002, 7.420E+002, 1.571E-002, 1.903E-002, 8.334E+001
 2.180E+002, 2.952E+002, 7.421E+002, 1.517E-002, 1.903E-002, 8.296E+001
 2.200E+002, 2.856E+002, 7.453E+002, 1.466E-002, 1.903E-002, 8.381E+001
 2.220E+002, 2.770E+002, 7.447E+002, 1.415E-002, 1.903E-002, 8.358E+001
 2.240E+002, 2.671E+002, 7.414E+002, 1.361E-002, 1.903E-002, 8.130E+001
 2.260E+002, 2.546E+002, 7.441E+002, 1.300E-002, 1.903E-002, 8.360E+001
 2.280E+002, 2.417E+002, 7.497E+002, 1.228E-002, 1.903E-002, 8.478E+001
 2.300E+002, 2.241E+002, 7.476E+002, 1.145E-002, 1.903E-002, 8.265E+001
 2.320E+002, 2.051E+002, 7.480E+002, 1.047E-002, 1.903E-002, 8.328E+001
 2.340E+002, 1.834E+002, 7.459E+002, 9.277E-003, 1.903E-002, 8.297E+001
 2.360E+002, 1.583E+002, 7.539E+002, 8.046E-003, 1.903E-002, 8.595E+001
 2.380E+002, 1.370E+002, 7.529E+002, 6.968E-003, 1.903E-002, 8.426E+001
 2.400E+002, 1.185E+002, 7.529E+002, 6.047E-003, 1.903E-002, 8.489E+001
 2.420E+002, 1.031E+002, 7.468E+002, 5.276E-003, 1.903E-002, 8.123E+001
 2.440E+002, 9.245E+001, 7.253E+002, 4.734E-003, 1.903E-002, 7.246E+001
 2.460E+002, 8.500E+001, 7.004E+002, 4.352E-003, 1.904E-002, 6.618E+001
 2.480E+002, 8.003E+001, 6.873E+002, 4.098E-003, 1.904E-002, 6.338E+001
 2.500E+002, 7.659E+001, 6.838E+002, 3.925E-003, 1.904E-002, 6.399E+001
 2.520E+002, 7.362E+001, 6.841E+002, 3.771E-003, 1.904E-002, 6.443E+001
 2.540E+002, 7.056E+001, 6.872E+002, 3.615E-003, 1.904E-002, 6.540E+001
 2.560E+002, 6.747E+001, 6.862E+002, 3.456E-003, 1.904E-002, 6.428E+001
 2.580E+002, 6.430E+001, 6.821E+002, 3.295E-003, 1.904E-002, 6.272E+001
 2.600E+002, 6.132E+001, 6.766E+002, 3.142E-003, 1.904E-002, 6.208E+001
 2.620E+002, 5.866E+001, 6.730E+002, 3.005E-003, 1.904E-002, 5.993E+001
 2.640E+002, 5.627E+001, 6.675E+002, 2.884E-003, 1.904E-002, 5.978E+001
 2.660E+002, 5.399E+001, 6.753E+002, 2.766E-003, 1.904E-002, 6.313E+001
 2.680E+002, 5.166E+001, 6.767E+002, 2.646E-003, 1.904E-002, 6.138E+001
 2.700E+002, 4.918E+001, 6.752E+002, 2.521E-003, 1.904E-002, 6.148E+001
 2.720E+002, 4.670E+001, 6.758E+002, 2.391E-003, 1.904E-002, 6.141E+001
 2.740E+002, 4.405E+001, 6.706E+002, 2.256E-003, 1.904E-002, 5.975E+001
 2.760E+002, 4.133E+001, 6.716E+002, 2.116E-003, 1.904E-002, 6.028E+001
 2.780E+002, 3.848E+001, 6.667E+002, 1.969E-003, 1.904E-002, 5.851E+001
 2.800E+002, 3.547E+001, 6.680E+002, 1.816E-003, 1.904E-002, 5.978E+001
 2.820E+002, 3.235E+001, 6.665E+002, 1.656E-003, 1.904E-002, 5.833E+001
 2.840E+002, 2.915E+001, 6.619E+002, 1.490E-003, 1.904E-002, 5.726E+001
 2.860E+002, 2.583E+001, 6.578E+002, 1.320E-003, 1.904E-002, 5.612E+001
 2.880E+002, 2.250E+001, 6.524E+002, 1.149E-003, 1.904E-002, 5.490E+001
 2.900E+002, 1.917E+001, 6.466E+002, 9.798E-004, 1.904E-002, 5.386E+001
 2.920E+002, 1.605E+001, 6.420E+002, 8.187E-004, 1.904E-002, 5.314E+001
 2.940E+002, 1.318E+001, 6.378E+002, 6.730E-004, 1.904E-002, 5.298E+001
 2.960E+002, 1.075E+001, 6.431E+002, 5.476E-004, 1.904E-002, 5.351E+001
 2.980E+002, 8.719E+000, 6.384E+002, 4.446E-004, 1.904E-002, 5.261E+001
 3.000E+002, 7.104E+000, 6.333E+002, 3.623E-004, 1.904E-002, 5.209E+001
