s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 1.9000000E-002
 5.0100000E+000, 5.9615082E+001, 5.8498406E-030, 1.9000000E-002
 1.0010000E+001, 1.1418020E+002, 3.0827845E-024, 1.9000000E-002
 1.5010000E+001, 1.5376377E+002, 1.6057765E-020, 1.9000000E-002
 2.0000000E+001, 1.8613864E+002, 8.1527979E-018, 1.9000000E-002
 2.5000000E+001, 2.1388151E+002, 1.0269735E-015, 1.9000000E-002
 3.0000000E+001, 2.3827914E+002, 5.0561413E-014, 1.9000000E-002
 3.5000000E+001, 2.6005086E+002, 1.2689272E-012, 1.9000000E-002
 4.0000000E+001, 2.7969026E+002, 1.9227891E-011, 1.9000000E-002
 4.5010000E+001, 2.9756319E+002, 1.9774519E-010, 1.9000000E-002
 5.0010000E+001, 3.1391064E+002, 1.4889786E-009, 1.9000000E-002
 5.5010000E+001, 3.2891967E+002, 8.7126920E-009, 1.9000000E-002
 6.0010000E+001, 3.4276884E+002, 4.1478481E-008, 1.9000000E-002
 6.5010000E+001, 3.5559017E+002, 1.6624953E-007, 1.8999999E-002
 7.0010000E+001, 3.6749382E+002, 5.7627700E-007, 1.8999997E-002
 7.5000000E+001, 3.7856213E+002, 1.7627608E-006, 1.8999991E-002
 8.0000000E+001, 3.8888547E+002, 4.8494081E-006, 1.8999973E-002
 8.5000000E+001, 3.9853900E+002, 1.2169819E-005, 1.8999927E-002
 9.0000000E+001, 4.0756442E+002, 2.8144374E-005, 1.8999815E-002
 9.5000000E+001, 4.1599950E+002, 6.0493040E-005, 1.8999568E-002
 1.0000000E+002, 4.2386417E+002, 1.2157599E-004, 1.8999056E-002
 1.0500000E+002, 4.3115685E+002, 2.2927844E-004, 1.8998063E-002
 1.1000000E+002, 4.3785244E+002, 4.0621494E-004, 1.8996254E-002
 1.1500000E+002, 4.4390534E+002, 6.7559704E-004, 1.8993157E-002
 1.2000000E+002, 4.4926170E+002, 1.0530617E-003, 1.8988184E-002
 1.2500000E+002, 4.5388195E+002, 1.5372655E-003, 1.8980699E-002
 1.3000000E+002, 4.5776414E+002, 2.1057431E-003, 1.8970138E-002
 1.3500000E+002, 4.6095578E+002, 2.7210621E-003, 1.8956116E-002
 1.4000000E+002, 4.6354512E+002, 3.3438466E-003, 1.8938477E-002
 1.4500000E+002, 4.6563855E+002, 3.9436292E-003, 1.8917272E-002
 1.5000000E+002, 4.6734045E+002, 4.5029742E-003, 1.8892693E-002
 1.5500000E+002, 4.6874037E+002, 5.0155180E-003, 1.8864997E-002
 1.6001000E+002, 4.6990892E+002, 5.4819031E-003, 1.8834426E-002
 1.6501000E+002, 4.7089767E+002, 5.9054511E-003, 1.8801268E-002
 1.7001000E+002, 4.7174411E+002, 6.2905385E-003, 1.8765795E-002
 1.7501000E+002, 4.7247918E+002, 6.6431972E-003, 1.8728181E-002
 1.8001000E+002, 4.7204853E+002, 6.8648629E-003, 1.8688760E-002
 1.8501000E+002, 4.7191391E+002, 7.0938608E-003, 1.8648338E-002
 1.9001000E+002, 4.7269082E+002, 7.4361313E-003, 1.8606089E-002
 1.9501000E+002, 4.7338636E+002, 7.7508750E-003, 1.8561924E-002
 2.0001000E+002, 4.7400156E+002, 8.0376632E-003, 1.8516013E-002
 2.0501000E+002, 4.7454977E+002, 8.3024600E-003, 1.8468502E-002
 2.1001000E+002, 4.7504091E+002, 8.5496886E-003, 1.8419504E-002
 2.1501000E+002, 4.7419856E+002, 8.6275921E-003, 1.8369432E-002
 2.2001000E+002, 4.7430656E+002, 8.8323649E-003, 1.8318842E-002
 2.2501000E+002, 4.7493449E+002, 9.1206341E-003, 1.8266639E-002
 2.3001000E+002, 4.7549035E+002, 9.3807054E-003, 1.8212842E-002
 2.3501000E+002, 4.7598265E+002, 9.6187519E-003, 1.8157600E-002
 2.4001000E+002, 4.7642177E+002, 9.8411894E-003, 1.8101023E-002
 2.4501000E+002, 4.7520966E+002, 9.8345752E-003, 1.8043806E-002
 2.5001000E+002, 4.7575244E+002, 1.0102942E-002, 1.7985903E-002
 2.5501000E+002, 4.7632626E+002, 1.0377192E-002, 1.7926350E-002
 2.6001000E+002, 4.7682725E+002, 1.0621536E-002, 1.7865294E-002
 2.6501000E+002, 4.7726879E+002, 1.0846360E-002, 1.7802878E-002
 2.7001000E+002, 4.7633823E+002, 1.0863587E-002, 1.7739664E-002
 2.7501000E+002, 4.7662561E+002, 1.1099255E-002, 1.7675962E-002
 2.8001000E+002, 4.7719321E+002, 1.1382307E-002, 1.7610589E-002
 2.8501000E+002, 4.7768646E+002, 1.1632891E-002, 1.7543670E-002
 2.9001000E+002, 4.7791627E+002, 1.1832852E-002, 1.7475371E-002
 2.9501000E+002, 4.7699172E+002, 1.1847242E-002, 1.7406644E-002
 3.0001000E+002, 4.7758940E+002, 1.2158022E-002, 1.7336863E-002
 3.0501000E+002, 4.7812508E+002, 1.2439379E-002, 1.7265338E-002
 3.1001000E+002, 4.7858864E+002, 1.2690600E-002, 1.7192274E-002
 3.1501000E+002, 4.7781266E+002, 1.2725971E-002, 1.7118264E-002
 3.2001000E+002, 4.7806147E+002, 1.2982876E-002, 1.7043696E-002
 3.2501000E+002, 4.7862048E+002, 1.3291178E-002, 1.6967294E-002
 3.3001000E+002, 4.7909988E+002, 1.3561218E-002, 1.6889219E-002
 3.3501000E+002, 4.7843513E+002, 1.3618247E-002, 1.6810062E-002
 3.4001000E+002, 4.7862560E+002, 1.3880410E-002, 1.6730316E-002
 3.4501000E+002, 4.7918565E+002, 1.4205910E-002, 1.6648642E-002
 3.5001000E+002, 4.7966366E+002, 1.4490078E-002, 1.6565207E-002
 3.5501000E+002, 4.7875677E+002, 1.4514923E-002, 1.6480878E-002
 3.6001000E+002, 4.7927945E+002, 1.4866028E-002, 1.6395521E-002
 3.6501000E+002, 4.7981887E+002, 1.5197170E-002, 1.6308101E-002
 3.7001000E+002, 4.7974660E+002, 1.5385491E-002, 1.6218994E-002
 3.7501000E+002, 4.7941335E+002, 1.5559380E-002, 1.6129290E-002
 3.8001000E+002, 4.8000093E+002, 1.5940358E-002, 1.6037690E-002
 3.8501000E+002, 4.8048657E+002, 1.6266422E-002, 1.5944038E-002
 3.9001000E+002, 4.7962342E+002, 1.6320700E-002, 1.5849360E-002
 3.9501000E+002, 4.8022901E+002, 1.6735966E-002, 1.5753257E-002
 4.0001000E+002, 4.8075827E+002, 1.7100576E-002, 1.5654867E-002
 4.0501000E+002, 4.8014910E+002, 1.7214294E-002, 1.5555020E-002
 4.1001000E+002, 4.8051576E+002, 1.7602684E-002, 1.5453943E-002
 4.1501000E+002, 4.8106035E+002, 1.7999651E-002, 1.5350415E-002
 4.2001000E+002, 4.8051839E+002, 1.8144621E-002, 1.5245239E-002
 4.2501000E+002, 4.8086577E+002, 1.8557487E-002, 1.5138693E-002
 4.3001000E+002, 4.8141001E+002, 1.8979949E-002, 1.5029539E-002
 4.3501000E+002, 4.8075303E+002, 1.9129400E-002, 1.4918750E-002
 4.4001000E+002, 4.8127483E+002, 1.9613657E-002, 1.4806166E-002
 4.4501000E+002, 4.8155862E+002, 1.9996079E-002, 1.4690853E-002
 4.5001000E+002, 4.8113362E+002, 2.0251793E-002, 1.4574065E-002
