s,kW,C,kg/m2/s,m,kW/m2
Time,"HRR","temp","MLR","thick","flux"
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.040E-002,-4.653E-011
 2.012E+000, 0.000E+000, 6.951E+001, 1.459E-024, 2.040E-002, 9.206E+001
 4.004E+000, 0.000E+000, 1.422E+002, 1.038E-018, 2.040E-002, 9.241E+001
 6.009E+000, 0.000E+000, 1.965E+002, 4.460E-015, 2.040E-002, 9.264E+001
 8.009E+000, 8.778E-009, 2.409E+002, 1.524E-012, 2.040E-002, 9.270E+001
 1.000E+001, 1.879E-006, 2.789E+002, 1.234E-010, 2.040E-002, 9.291E+001
 1.201E+001, 6.081E-005, 3.124E+002, 4.058E-009, 2.040E-002, 9.322E+001
 1.400E+001, 9.770E-004, 3.419E+002, 6.625E-008, 2.040E-002, 9.330E+001
 1.601E+001, 9.662E-003, 3.682E+002, 6.667E-007, 2.040E-002, 9.351E+001
 1.801E+001, 6.601E-002, 3.924E+002, 4.755E-006, 2.040E-002, 9.381E+001
 2.000E+001, 3.376E-001, 4.140E+002, 2.502E-005, 2.040E-002, 9.402E+001
 2.200E+001, 1.395E+000, 4.343E+002, 1.079E-004, 2.040E-002, 9.511E+001
 2.400E+001, 4.995E+000, 4.551E+002, 4.436E-004, 2.040E-002, 9.870E+001
 2.600E+001, 1.742E+001, 4.826E+002, 2.525E-003, 2.040E-002, 1.124E+002
 2.800E+001, 6.911E+001, 5.153E+002, 1.427E-002, 2.040E-002, 1.224E+002
 3.000E+001, 2.297E+002, 5.272E+002, 2.454E-002, 2.040E-002, 1.189E+002
 3.200E+001, 4.606E+002, 5.332E+002, 2.775E-002, 2.040E-002, 1.196E+002
 3.400E+001, 6.000E+002, 5.394E+002, 2.873E-002, 2.040E-002, 1.210E+002
 3.600E+001, 6.433E+002, 5.465E+002, 2.790E-002, 2.040E-002, 1.204E+002
 3.800E+001, 6.286E+002, 5.570E+002, 2.600E-002, 2.040E-002, 1.217E+002
 4.000E+001, 5.572E+002, 5.732E+002, 2.281E-002, 2.040E-002, 1.231E+002
 4.200E+001, 5.067E+002, 5.865E+002, 2.200E-002, 2.040E-002, 1.216E+002
 4.400E+001, 5.229E+002, 5.926E+002, 2.467E-002, 2.040E-002, 1.236E+002
 4.600E+001, 5.173E+002, 5.963E+002, 2.556E-002, 2.040E-002, 1.234E+002
 4.800E+001, 5.124E+002, 6.009E+002, 2.491E-002, 2.040E-002, 1.237E+002
 5.000E+001, 4.934E+002, 6.085E+002, 2.335E-002, 2.040E-002, 1.229E+002
 5.200E+001, 4.719E+002, 6.202E+002, 2.077E-002, 2.040E-002, 1.248E+002
 5.400E+001, 4.669E+002, 6.300E+002, 2.097E-002, 2.040E-002, 1.226E+002
 5.600E+001, 4.895E+002, 6.324E+002, 2.231E-002, 2.040E-002, 1.219E+002
 5.800E+001, 4.858E+002, 6.353E+002, 2.313E-002, 2.040E-002, 1.219E+002
 6.000E+001, 4.765E+002, 6.411E+002, 2.361E-002, 2.040E-002, 1.245E+002
 6.200E+001, 4.552E+002, 6.437E+002, 2.244E-002, 2.040E-002, 1.219E+002
 6.400E+001, 4.373E+002, 6.516E+002, 2.097E-002, 2.040E-002, 1.239E+002
 6.600E+001, 4.416E+002, 6.596E+002, 1.974E-002, 2.040E-002, 1.231E+002
 6.800E+001, 4.588E+002, 6.652E+002, 2.043E-002, 2.040E-002, 1.227E+002
 7.000E+001, 4.768E+002, 6.690E+002, 2.189E-002, 2.040E-002, 1.233E+002
 7.200E+001, 4.669E+002, 6.720E+002, 2.253E-002, 2.040E-002, 1.236E+002
 7.400E+001, 4.523E+002, 6.738E+002, 2.209E-002, 2.040E-002, 1.230E+002
 7.600E+001, 4.352E+002, 6.814E+002, 2.208E-002, 2.040E-002, 1.256E+002
 7.800E+001, 4.257E+002, 6.851E+002, 2.060E-002, 2.040E-002, 1.246E+002
 8.000E+001, 4.397E+002, 6.922E+002, 2.003E-002, 2.040E-002, 1.252E+002
 8.200E+001, 4.523E+002, 6.960E+002, 2.078E-002, 2.040E-002, 1.239E+002
 8.400E+001, 4.631E+002, 6.992E+002, 2.178E-002, 2.040E-002, 1.246E+002
 8.600E+001, 4.580E+002, 7.010E+002, 2.215E-002, 2.040E-002, 1.242E+002
 8.800E+001, 4.541E+002, 7.054E+002, 2.223E-002, 2.040E-002, 1.259E+002
 9.000E+001, 4.393E+002, 7.086E+002, 2.181E-002, 2.040E-002, 1.258E+002
 9.200E+001, 4.328E+002, 7.145E+002, 2.123E-002, 2.040E-002, 1.261E+002
 9.400E+001, 4.438E+002, 7.151E+002, 2.029E-002, 2.040E-002, 1.237E+002
 9.600E+001, 4.548E+002, 7.187E+002, 2.079E-002, 2.040E-002, 1.241E+002
 9.800E+001, 4.652E+002, 7.231E+002, 2.188E-002, 2.040E-002, 1.252E+002
 1.000E+002, 4.628E+002, 7.289E+002, 2.280E-002, 2.040E-002, 1.271E+002
 1.020E+002, 4.544E+002, 7.269E+002, 2.248E-002, 2.040E-002, 1.242E+002
 1.040E+002, 4.524E+002, 7.287E+002, 2.183E-002, 2.040E-002, 1.241E+002
 1.060E+002, 4.540E+002, 7.330E+002, 2.139E-002, 2.040E-002, 1.250E+002
 1.080E+002, 4.581E+002, 7.398E+002, 2.137E-002, 2.040E-002, 1.286E+002
 1.100E+002, 4.652E+002, 7.462E+002, 2.266E-002, 2.040E-002, 1.279E+002
 1.120E+002, 4.777E+002, 7.463E+002, 2.327E-002, 2.040E-002, 1.264E+002
 1.140E+002, 4.756E+002, 7.493E+002, 2.347E-002, 2.040E-002, 1.285E+002
 1.160E+002, 4.797E+002, 7.514E+002, 2.378E-002, 2.040E-002, 1.276E+002
 1.180E+002, 4.745E+002, 7.513E+002, 2.318E-002, 2.040E-002, 1.254E+002
 1.200E+002, 4.789E+002, 7.522E+002, 2.272E-002, 2.040E-002, 1.244E+002
 1.220E+002, 4.844E+002, 7.566E+002, 2.271E-002, 2.040E-002, 1.265E+002
 1.240E+002, 4.921E+002, 7.565E+002, 2.323E-002, 2.040E-002, 1.240E+002
 1.260E+002, 4.972E+002, 7.568E+002, 2.360E-002, 2.040E-002, 1.229E+002
 1.280E+002, 5.011E+002, 7.614E+002, 2.390E-002, 2.040E-002, 1.264E+002
 1.300E+002, 5.040E+002, 7.656E+002, 2.433E-002, 2.040E-002, 1.263E+002
 1.320E+002, 5.128E+002, 7.675E+002, 2.433E-002, 2.040E-002, 1.261E+002
 1.340E+002, 5.208E+002, 7.675E+002, 2.419E-002, 2.040E-002, 1.244E+002
 1.360E+002, 5.135E+002, 7.691E+002, 2.422E-002, 2.040E-002, 1.243E+002
 1.380E+002, 5.233E+002, 7.715E+002, 2.463E-002, 2.040E-002, 1.250E+002
 1.400E+002, 5.327E+002, 7.746E+002, 2.520E-002, 2.040E-002, 1.258E+002
 1.420E+002, 5.268E+002, 7.761E+002, 2.553E-002, 2.040E-002, 1.254E+002
 1.440E+002, 5.358E+002, 7.779E+002, 2.561E-002, 2.040E-002, 1.250E+002
 1.460E+002, 5.453E+002, 7.788E+002, 2.550E-002, 2.040E-002, 1.246E+002
 1.480E+002, 5.442E+002, 7.817E+002, 2.546E-002, 2.040E-002, 1.261E+002
 1.500E+002, 5.450E+002, 7.855E+002, 2.588E-002, 2.040E-002, 1.262E+002
 1.520E+002, 5.559E+002, 7.857E+002, 2.627E-002, 2.040E-002, 1.254E+002
 1.540E+002, 5.526E+002, 7.852E+002, 2.638E-002, 2.040E-002, 1.240E+002
 1.560E+002, 5.489E+002, 7.877E+002, 2.631E-002, 2.040E-002, 1.253E+002
 1.580E+002, 5.512E+002, 7.902E+002, 2.626E-002, 2.040E-002, 1.256E+002
 1.600E+002, 5.640E+002, 7.919E+002, 2.618E-002, 2.040E-002, 1.261E+002
 1.620E+002, 5.591E+002, 7.934E+002, 2.616E-002, 2.040E-002, 1.255E+002
 1.640E+002, 5.556E+002, 7.956E+002, 2.625E-002, 2.040E-002, 1.259E+002
 1.660E+002, 5.552E+002, 7.957E+002, 2.637E-002, 2.040E-002, 1.244E+002
 1.680E+002, 5.556E+002, 7.976E+002, 2.623E-002, 2.040E-002, 1.260E+002
 1.700E+002, 5.539E+002, 7.998E+002, 2.607E-002, 2.040E-002, 1.265E+002
 1.720E+002, 5.513E+002, 8.015E+002, 2.589E-002, 2.040E-002, 1.260E+002
 1.740E+002, 5.542E+002, 8.028E+002, 2.570E-002, 2.040E-002, 1.262E+002
 1.760E+002, 5.426E+002, 8.039E+002, 2.556E-002, 2.040E-002, 1.258E+002
 1.780E+002, 5.444E+002, 8.057E+002, 2.546E-002, 2.040E-002, 1.267E+002
 1.800E+002, 5.404E+002, 8.060E+002, 2.540E-002, 2.040E-002, 1.249E+002
 1.820E+002, 5.350E+002, 8.064E+002, 2.515E-002, 2.040E-002, 1.256E+002
 1.840E+002, 5.353E+002, 8.107E+002, 2.485E-002, 2.040E-002, 1.286E+002
 1.860E+002, 5.207E+002, 8.112E+002, 2.470E-002, 2.040E-002, 1.260E+002
 1.880E+002, 5.288E+002, 8.137E+002, 2.451E-002, 2.040E-002, 1.287E+002
 1.900E+002, 5.169E+002, 8.167E+002, 2.444E-002, 2.040E-002, 1.277E+002
 1.920E+002, 5.227E+002, 8.142E+002, 2.439E-002, 2.040E-002, 1.265E+002
 1.940E+002, 5.050E+002, 8.151E+002, 2.412E-002, 2.040E-002, 1.259E+002
 1.960E+002, 5.102E+002, 8.158E+002, 2.382E-002, 2.040E-002, 1.263E+002
 1.980E+002, 5.102E+002, 8.161E+002, 2.351E-002, 2.040E-002, 1.262E+002
 2.000E+002, 5.000E+002, 8.165E+002, 2.323E-002, 2.040E-002, 1.252E+002
 2.020E+002, 4.900E+002, 8.204E+002, 2.300E-002, 2.040E-002, 1.283E+002
 2.040E+002, 4.917E+002, 8.204E+002, 2.291E-002, 2.040E-002, 1.263E+002
 2.060E+002, 4.851E+002, 8.199E+002, 2.278E-002, 2.040E-002, 1.256E+002
 2.080E+002, 4.806E+002, 8.247E+002, 2.255E-002, 2.040E-002, 1.292E+002
 2.100E+002, 4.742E+002, 8.234E+002, 2.238E-002, 2.040E-002, 1.263E+002
 2.120E+002, 4.715E+002, 8.230E+002, 2.212E-002, 2.040E-002, 1.257E+002
 2.140E+002, 4.645E+002, 8.232E+002, 2.182E-002, 2.040E-002, 1.255E+002
 2.160E+002, 4.636E+002, 8.239E+002, 2.155E-002, 2.040E-002, 1.262E+002
 2.180E+002, 4.517E+002, 8.245E+002, 2.130E-002, 2.040E-002, 1.249E+002
 2.200E+002, 4.527E+002, 8.243E+002, 2.106E-002, 2.040E-002, 1.251E+002
 2.220E+002, 4.425E+002, 8.275E+002, 2.075E-002, 2.040E-002, 1.274E+002
 2.240E+002, 4.342E+002, 8.301E+002, 2.046E-002, 2.040E-002, 1.288E+002
 2.260E+002, 4.265E+002, 8.327E+002, 2.023E-002, 2.040E-002, 1.281E+002
 2.280E+002, 4.205E+002, 8.318E+002, 2.002E-002, 2.040E-002, 1.273E+002
 2.300E+002, 4.115E+002, 8.347E+002, 1.970E-002, 2.040E-002, 1.293E+002
 2.320E+002, 3.950E+002, 8.338E+002, 1.935E-002, 2.040E-002, 1.269E+002
 2.340E+002, 3.780E+002, 8.326E+002, 1.887E-002, 2.040E-002, 1.261E+002
 2.360E+002, 3.439E+002, 8.360E+002, 1.822E-002, 2.040E-002, 1.277E+002
 2.380E+002, 3.043E+002, 8.343E+002, 1.750E-002, 2.040E-002, 1.269E+002
 2.400E+002, 2.607E+002, 8.379E+002, 1.657E-002, 2.040E-002, 1.286E+002
 2.420E+002, 2.249E+002, 8.369E+002, 1.534E-002, 2.040E-002, 1.287E+002
 2.440E+002, 1.880E+002, 8.397E+002, 1.332E-002, 2.040E-002, 1.294E+002
 2.460E+002, 1.653E+002, 8.386E+002, 9.658E-003, 2.040E-002, 1.278E+002
 2.480E+002, 1.496E+002, 8.391E+002, 2.815E-003, 2.040E-002, 1.270E+002
 2.500E+002, 1.438E+002, 8.325E+002, 1.124E-005, 2.040E-002, 1.220E+002
 2.520E+002, 1.397E+002, 8.295E+002, 3.078E-014, 2.040E-002, 1.191E+002
 2.540E+002, 1.345E+002, 8.315E+002, 0.000E+000, 2.040E-002, 1.175E+002
 2.560E+002, 1.285E+002, 8.304E+002, 0.000E+000, 2.040E-002, 1.165E+002
 2.580E+002, 1.219E+002, 8.357E+002, 0.000E+000, 2.040E-002, 1.184E+002
 2.600E+002, 1.191E+002, 8.337E+002, 0.000E+000, 2.040E-002, 1.138E+002
 2.620E+002, 1.159E+002, 8.337E+002, 0.000E+000, 2.040E-002, 1.147E+002
 2.640E+002, 1.126E+002, 8.397E+002, 0.000E+000, 2.040E-002, 1.176E+002
 2.660E+002, 1.086E+002, 8.385E+002, 0.000E+000, 2.040E-002, 1.136E+002
 2.680E+002, 1.041E+002, 8.363E+002, 0.000E+000, 2.040E-002, 1.127E+002
 2.700E+002, 9.853E+001, 8.398E+002, 0.000E+000, 2.040E-002, 1.149E+002
 2.720E+002, 9.048E+001, 8.381E+002, 0.000E+000, 2.040E-002, 1.111E+002
 2.740E+002, 7.906E+001, 8.327E+002, 0.000E+000, 2.040E-002, 1.087E+002
 2.760E+002, 6.181E+001, 8.292E+002, 0.000E+000, 2.040E-002, 1.049E+002
 2.780E+002, 4.293E+001, 8.159E+002, 0.000E+000, 2.040E-002, 9.829E+001
 2.800E+002, 3.091E+001, 8.095E+002, 0.000E+000, 2.040E-002, 9.709E+001
 2.820E+002, 2.392E+001, 8.065E+002, 0.000E+000, 2.040E-002, 9.605E+001
 2.840E+002, 1.699E+001, 8.048E+002, 0.000E+000, 2.040E-002, 9.649E+001
 2.860E+002, 1.157E+001, 8.027E+002, 0.000E+000, 2.040E-002, 9.578E+001
 2.880E+002, 1.033E+001, 8.011E+002, 0.000E+000, 2.040E-002, 9.583E+001
