s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2000351E+002, 1.4998955E+001, 1.4999091E+001, 1.4999627E+001, 1.5000009E+001, 1.5003803E+001, 1.5034040E+001, 1.5137374E+001, 1.5313304E+001, 1.5298488E+001, 1.5122237E+001, 1.5201836E+001, 1.5127310E+001, 1.5102290E+001, 1.5009862E+001, 1.4999381E+001, 1.4999640E+001, 3.2908540E-001
 1.3000012E+002, 1.4999251E+001, 1.4999018E+001, 1.4998990E+001, 1.4999384E+001, 1.5000697E+001, 1.5014458E+001, 1.5091521E+001, 1.5201144E+001, 1.5188020E+001, 1.5155785E+001, 1.5169278E+001, 1.5123785E+001, 1.5127203E+001, 1.5041029E+001, 1.5016568E+001, 1.4999645E+001, 2.1333015E-001
 1.4006813E+002, 1.4999428E+001, 1.4999135E+001, 1.4998902E+001, 1.4998928E+001, 1.4999592E+001, 1.5004478E+001, 1.5033209E+001, 1.5178086E+001, 1.5336572E+001, 1.5390974E+001, 1.5202541E+001, 1.5052842E+001, 1.5141531E+001, 1.5049293E+001, 1.5030414E+001, 1.5000406E+001, 8.2071534E-003
 1.5006474E+002, 1.4999329E+001, 1.4999030E+001, 1.4998745E+001, 1.4998710E+001, 1.4999180E+001, 1.5008569E+001, 1.5091386E+001, 1.5256318E+001, 1.5352723E+001, 1.5499838E+001, 1.5247636E+001, 1.5065322E+001, 1.5121767E+001, 1.5047369E+001, 1.5040077E+001, 1.5010373E+001,-1.0250560E-001
 1.6006135E+002, 1.4999136E+001, 1.4998749E+001, 1.4998654E+001, 1.4998605E+001, 1.5015791E+001, 1.5104972E+001, 1.5135717E+001, 1.5227432E+001, 1.5256839E+001, 1.5307289E+001, 1.5194130E+001, 1.5067855E+001, 1.5077883E+001, 1.5051503E+001, 1.5041922E+001, 1.5007197E+001,-5.4144495E-002
 1.7005796E+002, 1.4998821E+001, 1.4998715E+001, 1.4998543E+001, 1.4998549E+001, 1.5096768E+001, 1.5081412E+001, 1.5163364E+001, 1.5185391E+001, 1.5194688E+001, 1.5196709E+001, 1.5148863E+001, 1.5046368E+001, 1.5048372E+001, 1.5052632E+001, 1.5045258E+001, 1.5015657E+001, 3.5619904E-002
 1.8005457E+002, 1.4998234E+001, 1.4998704E+001, 1.4998529E+001, 1.5037596E+001, 1.5097279E+001, 1.5113080E+001, 1.5163559E+001, 1.5157223E+001, 1.5142802E+001, 1.5132748E+001, 1.5114494E+001, 1.5033694E+001, 1.5038437E+001, 1.5051622E+001, 1.5046647E+001, 1.5022044E+001,-1.6370782E-001
 1.9005117E+002, 1.4997551E+001, 1.4997799E+001, 1.4998294E+001, 1.5062490E+001, 1.5094135E+001, 1.5144608E+001, 1.5142538E+001, 1.5136106E+001, 1.5120496E+001, 1.5122718E+001, 1.5089695E+001, 1.5039374E+001, 1.5035305E+001, 1.5046733E+001, 1.5046108E+001, 1.5015475E+001, 3.2985015E-001
 2.0004778E+002, 1.4997303E+001, 1.4997488E+001, 1.4997583E+001, 1.5054856E+001, 1.5091259E+001, 1.5132666E+001, 1.5185805E+001, 1.5315110E+001, 1.5114443E+001, 1.5129839E+001, 1.5108428E+001, 1.5071656E+001, 1.5022850E+001, 1.5034368E+001, 1.5047242E+001, 1.5026955E+001,-2.1959926E-001
 2.1004439E+002, 1.4996532E+001, 1.4997276E+001, 1.4997641E+001, 1.5073576E+001, 1.5087932E+001, 1.5239847E+001, 1.5310795E+001, 1.5370398E+001, 1.5139704E+001, 1.5121102E+001, 1.5097730E+001, 1.5079363E+001, 1.5020661E+001, 1.5028813E+001, 1.5044491E+001, 1.5022942E+001, 2.1507788E-001
 2.2004100E+002, 1.4995945E+001, 1.4997007E+001, 1.5004767E+001, 1.5079376E+001, 1.5108551E+001, 1.5166231E+001, 1.5172773E+001, 1.5170763E+001, 1.5122407E+001, 1.5156097E+001, 1.5152050E+001, 1.5099279E+001, 1.5034426E+001, 1.5029044E+001, 1.5039430E+001, 1.5028886E+001,-3.2497034E-001
 2.3003761E+002, 1.4995844E+001, 1.4997402E+001, 1.5047805E+001, 1.5095362E+001, 1.5093949E+001, 1.5118805E+001, 1.5155046E+001, 1.5105472E+001, 1.5137756E+001, 1.5169900E+001, 1.5127602E+001, 1.5120016E+001, 1.5030560E+001, 1.5022389E+001, 1.5030150E+001, 1.5010326E+001, 8.2156560E-002
 2.4003422E+002, 1.4996378E+001, 1.5030005E+001, 1.5073049E+001, 1.5078363E+001, 1.5086433E+001, 1.5166207E+001, 1.5158351E+001, 1.5166107E+001, 1.5278682E+001, 1.5339807E+001, 1.5110105E+001, 1.5181307E+001, 1.5028612E+001, 1.5017045E+001, 1.5023083E+001, 1.5003468E+001,-2.7775585E-001
 2.5003083E+002, 1.5037990E+001, 1.5053484E+001, 1.5057761E+001, 1.5087581E+001, 1.5122707E+001, 1.5175732E+001, 1.5212680E+001, 1.5253444E+001, 1.5261562E+001, 1.5203934E+001, 1.5117155E+001, 1.5086339E+001, 1.5029487E+001, 1.5019477E+001, 1.5013489E+001, 1.5000854E+001,-2.4318232E-001
 2.6002744E+002, 1.5053088E+001, 1.5047935E+001, 1.5071372E+001, 1.5088435E+001, 1.5163651E+001, 1.5179723E+001, 1.5204362E+001, 1.5214748E+001, 1.5220698E+001, 1.5290595E+001, 1.5297834E+001, 1.5040205E+001, 1.5031914E+001, 1.5024885E+001, 1.5004109E+001, 1.5000305E+001, 4.8712691E-002
 2.7002405E+002, 1.5043054E+001, 1.5062688E+001, 1.5080946E+001, 1.5100969E+001, 1.5135800E+001, 1.5150251E+001, 1.5214417E+001, 1.5306958E+001, 1.5295359E+001, 1.5338581E+001, 1.5323225E+001, 1.5026066E+001, 1.5026813E+001, 1.5018503E+001, 1.5001298E+001, 1.5000166E+001,-4.1657147E-001
 2.8003707E+002, 1.5047622E+001, 1.5071887E+001, 1.5088553E+001, 1.5094204E+001, 1.5120483E+001, 1.5171613E+001, 1.5246175E+001, 1.5261034E+001, 1.5200290E+001, 1.5190321E+001, 1.5138961E+001, 1.5098314E+001, 1.5029467E+001, 1.5005950E+001, 1.5000491E+001, 1.5000086E+001, 4.6569959E-001
 2.9000687E+002, 1.5017008E+001, 1.5028302E+001, 1.5036516E+001, 1.5043252E+001, 1.5054730E+001, 1.5071360E+001, 1.5093656E+001, 1.5103489E+001, 1.5094966E+001, 1.5095808E+001, 1.5087601E+001, 1.5098266E+001, 1.5094154E+001, 1.5061139E+001, 1.5051250E+001, 1.5043511E+001, 3.6401801E+000
 3.0000358E+002, 1.5000564E+001, 1.5001336E+001, 1.5001943E+001, 1.5002473E+001, 1.5003277E+001, 1.5004384E+001, 1.5005674E+001, 1.5005197E+001, 1.5002742E+001, 1.5002734E+001, 1.5004502E+001, 1.5011854E+001, 1.5007669E+001, 1.5009393E+001, 1.5009252E+001, 1.5010840E+001, 6.3829571E+000
 3.1000186E+002, 1.4999425E+001, 1.4999371E+001, 1.4999316E+001, 1.4999240E+001, 1.4999184E+001, 1.4999174E+001, 1.4999221E+001, 1.4999168E+001, 1.4998888E+001, 1.4998938E+001, 1.4999995E+001, 1.5004629E+001, 1.5002846E+001, 1.5000394E+001, 1.4999388E+001, 1.4998866E+001, 6.5326768E+000
 3.2000254E+002, 1.4999354E+001, 1.4999293E+001, 1.4999242E+001, 1.4999196E+001, 1.4999175E+001, 1.4999170E+001, 1.4999189E+001, 1.4999128E+001, 1.4998852E+001, 1.4998894E+001, 1.4999610E+001, 1.5008028E+001, 1.5001405E+001, 1.4999967E+001, 1.4998604E+001, 1.4997908E+001, 6.2950305E+000
 3.3000568E+002, 1.4999347E+001, 1.4999284E+001, 1.4999234E+001, 1.4999178E+001, 1.4999123E+001, 1.4999067E+001, 1.4999036E+001, 1.4998934E+001, 1.4998679E+001, 1.4998748E+001, 1.4999267E+001, 1.5009904E+001, 1.5002002E+001, 1.4999687E+001, 1.4998452E+001, 1.4997904E+001, 6.5827962E+000
 3.4000018E+002, 1.4999409E+001, 1.4999351E+001, 1.4999287E+001, 1.4999203E+001, 1.4999154E+001, 1.4999138E+001, 1.4999135E+001, 1.4999047E+001, 1.4998813E+001, 1.4998872E+001, 1.5000027E+001, 1.5007141E+001, 1.5001455E+001, 1.4998826E+001, 1.4998534E+001, 1.4998222E+001, 6.7454541E+000
 3.5000153E+002, 1.4999293E+001, 1.4999198E+001, 1.4999127E+001, 1.4999053E+001, 1.4998998E+001, 1.4998974E+001, 1.4998986E+001, 1.4998930E+001, 1.4998680E+001, 1.4998733E+001, 1.5000317E+001, 1.5009873E+001, 1.5001384E+001, 1.4999145E+001, 1.4998459E+001, 1.4998025E+001, 6.6828709E+000
 3.6000499E+002, 1.4999455E+001, 1.4999369E+001, 1.4999316E+001, 1.4999321E+001, 1.4999380E+001, 1.4999542E+001, 1.4999796E+001, 1.5000132E+001, 1.5000142E+001, 1.5000276E+001, 1.5002454E+001, 1.5040205E+001, 1.5023263E+001, 1.5010689E+001, 1.5008189E+001, 1.5006161E+001, 6.8273817E+000
 3.7000465E+002, 1.5006726E+001, 1.5008347E+001, 1.5009051E+001, 1.5009433E+001, 1.5010353E+001, 1.5013939E+001, 1.5021336E+001, 1.5035351E+001, 1.5045058E+001, 1.5043728E+001, 1.5125885E+001, 1.6101765E+001, 1.5671746E+001, 1.5574099E+001, 1.5504241E+001, 1.5427508E+001, 6.9753897E+000
 3.8000452E+002, 1.5062866E+001, 1.5090373E+001, 1.5108368E+001, 1.5113674E+001, 1.5105715E+001, 1.5112346E+001, 1.5162836E+001, 1.5329554E+001, 1.5514383E+001, 1.5512441E+001, 1.6067697E+001, 2.7221252E+001, 2.3193599E+001, 2.1791458E+001, 2.2559253E+001, 2.1874589E+001, 7.1871796E+000
 3.9000420E+002, 1.5473641E+001, 1.5598620E+001, 1.5691395E+001, 1.5778634E+001, 1.5801288E+001, 1.5834566E+001, 1.6113135E+001, 1.7292323E+001, 1.9293744E+001, 2.0570880E+001, 1.9599228E+001, 1.1151728E+002, 6.7926033E+001, 4.7876511E+001, 4.4963266E+001, 4.1513826E+001, 7.2141241E+000
 4.0000212E+002, 1.6096011E+001, 1.6309482E+001, 1.6485736E+001, 1.6729210E+001, 1.6905398E+001, 1.7066685E+001, 1.7586000E+001, 1.9697153E+001, 2.3446907E+001, 2.7853429E+001, 2.8309751E+001, 1.6123252E+002, 8.8294723E+001, 1.0613583E+002, 9.8710701E+001, 9.2821635E+001, 7.3575055E+000
 4.1000076E+002, 1.6342693E+001, 1.6661996E+001, 1.6929918E+001, 1.7271945E+001, 1.7495287E+001, 1.7708121E+001, 1.8378870E+001, 2.0860147E+001, 2.4900192E+001, 3.0191282E+001, 3.2362294E+001, 1.3012123E+002, 1.2113722E+002, 1.6541337E+002, 1.5058334E+002, 1.4432415E+002, 7.4339165E+000
 4.2000151E+002, 1.6591382E+001, 1.7002061E+001, 1.7375588E+001, 1.7898851E+001, 1.8326641E+001, 1.8767357E+001, 1.9825585E+001, 2.3342259E+001, 2.9037378E+001, 3.6599293E+001, 4.0787887E+001, 1.3065323E+002, 2.3788533E+002, 2.4217838E+002, 2.2538478E+002, 2.1556204E+002, 7.3153730E+000
 4.3000114E+002, 1.6685889E+001, 1.7158837E+001, 1.7609869E+001, 1.8239187E+001, 1.8801938E+001, 1.9446096E+001, 2.0843788E+001, 2.5162518E+001, 3.2105025E+001, 4.1613271E+001, 4.7839482E+001, 1.3915887E+002, 3.9104124E+002, 3.4036155E+002, 3.1341575E+002, 2.8319231E+002, 7.2253170E+000
 4.4000342E+002, 1.6752802E+001, 1.7236412E+001, 1.7696358E+001, 1.8351756E+001, 1.8965973E+001, 1.9727085E+001, 2.1315341E+001, 2.6021356E+001, 3.3535700E+001, 4.3992869E+001, 5.1573454E+001, 1.2566852E+002, 4.4716704E+002, 3.6691589E+002, 3.2346061E+002, 2.9506990E+002, 7.0797586E+000
 4.5000022E+002, 1.6882093E+001, 1.7434336E+001, 1.7972165E+001, 1.8722974E+001, 1.9448711E+001, 2.0360116E+001, 2.2235640E+001, 2.7862443E+001, 3.7153656E+001, 5.0317022E+001, 6.1749755E+001, 1.4062035E+002, 5.5141599E+002, 4.1542335E+002, 3.7341659E+002, 3.3858078E+002, 7.1281164E+000
 4.6000411E+002, 1.7005297E+001, 1.7647850E+001, 1.8313548E+001, 1.9284313E+001, 2.0175859E+001, 2.1183998E+001, 2.3303941E+001, 2.9870738E+001, 4.0603568E+001, 5.5525118E+001, 6.9235088E+001, 1.5752210E+002, 5.7121448E+002, 4.7019516E+002, 4.2084028E+002, 3.7914383E+002, 7.4332553E+000
 4.7000404E+002, 1.7022975E+001, 1.7666376E+001, 1.8326855E+001, 1.9273190E+001, 2.0171288E+001, 2.1297846E+001, 2.3649166E+001, 3.0523459E+001, 4.1605961E+001, 5.7730710E+001, 7.2826236E+001, 1.4086229E+002, 5.9175518E+002, 4.6751816E+002, 4.2289051E+002, 3.8453372E+002, 7.0898088E+000
 4.8000060E+002, 1.7078596E+001, 1.7766025E+001, 1.8471223E+001, 1.9489023E+001, 2.0473596E+001, 2.1756683E+001, 2.4354252E+001, 3.1841154E+001, 4.4098254E+001, 6.1680930E+001, 7.6694212E+001, 1.3678808E+002, 6.1635333E+002, 4.9315117E+002, 4.3802475E+002, 3.9897985E+002, 7.3300073E+000
 4.9000302E+002, 1.7121809E+001, 1.7851987E+001, 1.8619195E+001, 1.9716284E+001, 2.0750985E+001, 2.2058823E+001, 2.4722219E+001, 3.2410328E+001, 4.5372466E+001, 6.4272537E+001, 8.2529191E+001, 1.1657630E+002, 6.3500543E+002, 4.9821049E+002, 4.4633653E+002, 4.0683878E+002, 7.3090715E+000
 5.0000258E+002, 1.7266118E+001, 1.8018433E+001, 1.8769608E+001, 1.9783506E+001, 2.0726806E+001, 2.2053737E+001, 2.4969042E+001, 3.3323064E+001, 4.7288474E+001, 6.8486106E+001, 9.3575497E+001, 1.5488600E+002, 6.8349702E+002, 4.8985692E+002, 4.4067971E+002, 3.9535222E+002, 6.8872865E+000
 5.1000007E+002, 1.7270241E+001, 1.8058376E+001, 1.8854946E+001, 1.9963565E+001, 2.1006546E+001, 2.2429139E+001, 2.5477382E+001, 3.4235753E+001, 4.8839529E+001, 7.0035711E+001, 9.7571170E+001, 1.8256575E+002, 6.5101036E+002, 4.9697892E+002, 4.5870892E+002, 4.1642925E+002, 7.1403654E+000
 5.2000262E+002, 1.7225837E+001, 1.8014450E+001, 1.8888454E+001, 2.0186317E+001, 2.1412295E+001, 2.2861802E+001, 2.5892488E+001, 3.5044699E+001, 5.0832967E+001, 7.2482640E+001, 9.0813269E+001, 1.7196964E+002, 6.6329323E+002, 5.2401657E+002, 4.6409372E+002, 4.2468947E+002, 7.5426613E+000
 5.3000269E+002, 1.7239568E+001, 1.8061116E+001, 1.8960467E+001, 2.0267399E+001, 2.1495975E+001, 2.3029224E+001, 2.6237356E+001, 3.5834673E+001, 5.2440745E+001, 7.6035799E+001, 1.0826501E+002, 1.4357788E+002, 6.6374946E+002, 5.4625859E+002, 4.9529625E+002, 4.4555490E+002, 7.3241080E+000
 5.4000373E+002, 1.7231639E+001, 1.8042666E+001, 1.8936629E+001, 2.0233835E+001, 2.1471428E+001, 2.3120434E+001, 2.6561705E+001, 3.6553076E+001, 5.3692516E+001, 7.7485726E+001, 1.0733949E+002, 1.5222235E+002, 7.0965334E+002, 5.6029519E+002, 5.0403152E+002, 4.5286413E+002, 7.5696299E+000
 5.5000039E+002, 1.7346715E+001, 1.8163689E+001, 1.9090363E+001, 2.0537817E+001, 2.1961179E+001, 2.3722175E+001, 2.7269825E+001, 3.7997449E+001, 5.6996220E+001, 8.2693597E+001, 1.0509245E+002, 1.7700885E+002, 7.3990948E+002, 5.9398723E+002, 5.1933001E+002, 4.6565160E+002, 8.0405457E+000
 5.6000304E+002, 1.7403647E+001, 1.8279025E+001, 1.9269557E+001, 2.0801872E+001, 2.2298796E+001, 2.4157581E+001, 2.7913668E+001, 3.9247261E+001, 5.9514135E+001, 8.6298650E+001, 1.0997476E+002, 1.8476564E+002, 7.3152265E+002, 6.4528814E+002, 5.6798507E+002, 5.0942970E+002, 8.0687515E+000
 5.7000131E+002, 1.7477781E+001, 1.8390302E+001, 1.9447032E+001, 2.1057834E+001, 2.2623434E+001, 2.4543742E+001, 2.8500895E+001, 4.0383471E+001, 6.1738165E+001, 8.9582283E+001, 1.1330818E+002, 1.7778648E+002, 7.0707797E+002, 5.8570537E+002, 5.2457369E+002, 4.7807773E+002, 7.8218443E+000
 5.8000089E+002, 1.7564147E+001, 1.8515120E+001, 1.9598354E+001, 2.1248740E+001, 2.2802432E+001, 2.4673983E+001, 2.8487583E+001, 3.9993045E+001, 6.0952984E+001, 8.9385378E+001, 1.1572622E+002, 1.8156765E+002, 6.7619873E+002, 5.7203660E+002, 5.1120453E+002, 4.6192927E+002, 8.0220576E+000
 5.9000242E+002, 1.7547749E+001, 1.8490349E+001, 1.9594327E+001, 2.1302331E+001, 2.2975511E+001, 2.5029388E+001, 2.9084121E+001, 4.1238405E+001, 6.3690997E+001, 9.3228870E+001, 1.1659449E+002, 1.9712757E+002, 6.4911327E+002, 5.8183372E+002, 5.2382179E+002, 4.7268458E+002, 8.2525568E+000
 6.0000245E+002, 1.7630365E+001, 1.8612439E+001, 1.9753318E+001, 2.1498024E+001, 2.3239924E+001, 2.5463529E+001, 2.9934770E+001, 4.3246949E+001, 6.7591856E+001, 1.0013914E+002, 1.3118005E+002, 1.9857578E+002, 7.6173028E+002, 6.1676473E+002, 5.4921420E+002, 4.9238414E+002, 7.6705069E+000
 6.1000393E+002, 1.7664000E+001, 1.8653694E+001, 1.9791966E+001, 2.1558463E+001, 2.3367798E+001, 2.5780842E+001, 3.0563984E+001, 4.4514777E+001, 6.9962935E+001, 1.0604179E+002, 1.5788801E+002, 2.6309215E+002, 7.5807416E+002, 6.3617323E+002, 5.7450864E+002, 5.1188045E+002, 7.7654254E+000
 6.2000223E+002, 1.7689521E+001, 1.8656058E+001, 1.9794914E+001, 2.1642592E+001, 2.3596018E+001, 2.6145603E+001, 3.1033615E+001, 4.5285737E+001, 7.1191082E+001, 1.0769352E+002, 1.4903482E+002, 1.9150034E+002, 8.0624853E+002, 6.4312161E+002, 5.8046489E+002, 5.2222942E+002, 7.7775317E+000
 6.3000374E+002, 1.7676100E+001, 1.8638100E+001, 1.9776025E+001, 2.1630554E+001, 2.3591997E+001, 2.6132291E+001, 3.0896840E+001, 4.4885406E+001, 7.0938668E+001, 1.0589133E+002, 1.3910053E+002, 2.2339417E+002, 6.8242819E+002, 6.0658162E+002, 5.4667655E+002, 4.9296764E+002, 8.1809035E+000
 6.4000153E+002, 1.7644307E+001, 1.8578228E+001, 1.9767873E+001, 2.1906123E+001, 2.4225393E+001, 2.6909163E+001, 3.1444971E+001, 4.5353418E+001, 7.2768455E+001, 1.0673729E+002, 1.2357919E+002, 3.6228550E+002, 3.6898430E+002, 5.4215593E+002, 4.9654452E+002, 4.5551391E+002, 8.7721071E+000
 6.5000035E+002, 1.7617661E+001, 1.8578518E+001, 1.9851257E+001, 2.2124692E+001, 2.4586690E+001, 2.7467552E+001, 3.2464933E+001, 4.7744317E+001, 7.8793258E+001, 1.1645643E+002, 1.3453862E+002, 3.6783786E+002, 5.3636025E+002, 6.9271762E+002, 6.2573967E+002, 5.5393256E+002, 9.2741630E+000
 6.6000060E+002, 1.7652717E+001, 1.8618791E+001, 1.9891204E+001, 2.2081118E+001, 2.4469006E+001, 2.7355150E+001, 3.2588925E+001, 4.8009319E+001, 7.9205627E+001, 1.1679995E+002, 1.3802921E+002, 3.5068651E+002, 6.6996922E+002, 7.7444883E+002, 7.0722777E+002, 6.3989053E+002, 9.6677296E+000
 6.7000395E+002, 1.7633980E+001, 1.8603499E+001, 1.9889482E+001, 2.2212788E+001, 2.4836192E+001, 2.7966869E+001, 3.3216931E+001, 4.9069239E+001, 8.1528748E+001, 1.2043177E+002, 1.4112599E+002, 4.1662401E+002, 4.9128226E+002, 7.8383599E+002, 7.2999391E+002, 6.6358480E+002, 9.9018621E+000
 6.8000166E+002, 1.7609381E+001, 1.8571433E+001, 1.9927374E+001, 2.2543600E+001, 2.5632472E+001, 2.9347276E+001, 3.5206461E+001, 5.2914372E+001, 9.0284044E+001, 1.3650284E+002, 1.5978851E+002, 5.2970245E+002, 4.5488428E+002, 6.8661701E+002, 6.6808567E+002, 6.1455448E+002, 9.7988873E+000
 6.9000356E+002, 1.7573317E+001, 1.8533061E+001, 1.9904123E+001, 2.2546421E+001, 2.5584063E+001, 2.9191631E+001, 3.5214090E+001, 5.3886071E+001, 9.3689599E+001, 1.4174306E+002, 1.6638649E+002, 5.2687344E+002, 5.0450832E+002, 7.5082526E+002, 7.1450035E+002, 6.4073104E+002, 9.7640461E+000
 7.0000054E+002, 1.7649261E+001, 1.8624034E+001, 1.9990149E+001, 2.2565965E+001, 2.5491226E+001, 2.9030294E+001, 3.5078992E+001, 5.4122927E+001, 9.4175510E+001, 1.4120285E+002, 1.6362873E+002, 4.6202451E+002, 5.5686394E+002, 7.5356050E+002, 7.1187373E+002, 6.4153910E+002, 9.5646508E+000
 7.1000305E+002, 1.7834595E+001, 1.8899074E+001, 2.0323819E+001, 2.2806118E+001, 2.5554909E+001, 2.8923839E+001, 3.5036588E+001, 5.3838382E+001, 9.2301113E+001, 1.3613017E+002, 1.5706879E+002, 3.9864569E+002, 5.7556876E+002, 7.1559167E+002, 6.5514002E+002, 5.9170124E+002, 9.2544321E+000
 7.2000189E+002, 1.7762945E+001, 1.8704880E+001, 1.9999326E+001, 2.2353192E+001, 2.5016499E+001, 2.8265524E+001, 3.4069599E+001, 5.2414988E+001, 9.0949310E+001, 1.3455230E+002, 1.5537502E+002, 4.2303709E+002, 5.3518753E+002, 6.8303023E+002, 6.3307931E+002, 5.6396014E+002, 9.1739337E+000
 7.3000419E+002, 1.7911586E+001, 1.8992957E+001, 2.0406235E+001, 2.2812236E+001, 2.5341307E+001, 2.8379726E+001, 3.4062053E+001, 5.1598747E+001, 8.7101062E+001, 1.2746463E+002, 1.4787020E+002, 2.7508788E+002, 5.6322702E+002, 6.1897247E+002, 5.6377637E+002, 5.0863083E+002, 8.8687267E+000
 7.4000221E+002, 1.7645845E+001, 1.8581714E+001, 1.9783373E+001, 2.1805693E+001, 2.3935115E+001, 2.6437878E+001, 3.1212089E+001, 4.6322214E+001, 7.6692141E+001, 1.0823073E+002, 1.1743146E+002, 2.4501837E+002, 2.4152862E+002, 3.6798481E+002, 3.5952653E+002, 3.3905346E+002, 7.9703589E+000
 7.5000669E+002, 1.6193107E+001, 1.6718148E+001, 1.7446756E+001, 1.8701765E+001, 2.0056392E+001, 2.1715278E+001, 2.4918897E+001, 3.4792495E+001, 5.4279753E+001, 7.3539520E+001, 8.1624458E+001, 9.0125600E+001, 9.2305722E+001, 1.3175028E+002, 1.4973908E+002, 1.4377890E+002, 6.2801605E+000
 7.6000048E+002, 1.5666102E+001, 1.6019572E+001, 1.6557756E+001, 1.7520322E+001, 1.8552364E+001, 1.9784909E+001, 2.2152095E+001, 2.9637854E+001, 4.5086816E+001, 6.1944798E+001, 7.3050072E+001, 5.4804563E+001, 6.2575832E+001, 8.1167225E+001, 8.2845850E+001, 7.6033952E+001, 6.2057063E+000
