s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-2.0458419E-002,-2.2644064E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0458442E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0013103E+001, 2.2950921E+000,-7.4666474E-001,-4.3880971E-001,-1.1411597E-001,-3.2883458E-004, 0.0000000E+000, 0.0000000E+000, 1.4634403E+000, 9.9517288E-001,-2.9737096E-002, 5.4309109E-005,-1.8348473E-118, 0.0000000E+000
 2.0014553E+001, 4.3010764E+000,-1.5440346E+000, 2.4299186E-002,-4.5786727E-001,-5.9616336E-004, 0.0000000E+000, 0.0000000E+000, 2.3682226E+000, 2.3228775E+000, 3.0579302E-002, 9.8628573E-005,-3.9692063E-077, 0.0000000E+000
 3.0012035E+001, 4.1171933E+000,-1.5079839E+000, 3.8043169E-001,-6.0749906E-001,-5.6927337E-004, 0.0000000E+000, 0.0000000E+000, 2.1408348E+000, 2.3815728E+000,-1.0663299E-001, 9.4124316E-005,-3.9791480E-007, 0.0000000E+000
 4.0011646E+001, 2.8545858E+000,-1.0613652E+000,-6.6146409E-001,-6.6121512E-001,-3.9536359E-004, 0.0000000E+000, 0.0000000E+000, 8.8346536E-001, 4.7014598E-001,-9.0536090E-002, 6.5227686E-005,-1.6753721E-004, 0.0000000E+000
 5.0017094E+001, 1.7365015E+000,-6.5287483E-001,-6.3752238E-001,-5.5539593E-001,-2.3366215E-004, 0.0000000E+000, 0.0000000E+000, 9.5719115E-002,-1.0952530E-001,-1.5019122E-002, 4.0224844E-005,-8.4837539E-005, 0.0000000E+000
 6.0019016E+001, 1.0696525E+000,-3.5116218E-001,-1.1386679E+000,-4.7969793E-001,-1.3340646E-004, 0.0000000E+000, 0.0000000E+000,-6.6776529E-001,-9.0000885E-001, 1.5413469E-002, 2.3912626E-005,-3.0268006E-005, 0.0000000E+000
 7.0040100E+001, 1.4459971E+000,-4.9275647E-001,-3.2384869E-001,-3.8434276E-001,-1.9382287E-004, 0.0000000E+000, 0.0000000E+000,-2.0261489E-002, 2.4485540E-001, 4.5755866E-002, 3.3673620E-005,-2.3564784E-005, 0.0000000E+000
 8.0005409E+001, 6.1761621E+000,-2.2953798E+000,-3.0270572E-001,-6.7903107E-001,-8.5589699E-004, 0.0000000E+000, 0.0000000E+000, 2.8468255E+000, 2.8981896E+000, 1.6513284E-004, 1.4293753E-004,-7.0493180E-005, 0.0000000E+000
