s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6909462E-002,-2.2644081E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.6909484E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0051712E+001, 9.8208866E-002, 0.0000000E+000,-2.9288456E-002,-9.5291650E-001,-4.7587533E-003,-1.4177351E-005, 0.0000000E+000, 0.0000000E+000, 6.1794739E-002,-8.8876902E-001,-1.1957856E-001, 2.3198964E-006,-2.0486604E-090
 2.0023619E+001, 2.6112177E-001, 0.0000000E+000,-9.2397279E-002, 1.2146116E+000,-1.5141634E-002,-3.5129905E-005, 0.0000000E+000, 0.0000000E+000, 1.7681757E-001, 1.3681593E+000, 6.0875558E-002, 5.7505610E-006,-6.1254130E-089
 3.0042078E+001, 5.4197470E-001, 0.0000000E+000,-1.9497893E-001,-1.2178606E+000,-3.0586350E-002,-7.7415737E-005, 0.0000000E+000, 0.0000000E+000, 3.2623226E-001,-9.0152860E-001,-6.0886291E-002, 1.2687092E-005,-3.8339211E-066
 4.0039989E+001, 6.7789957E-001, 0.0000000E+000,-2.5839293E-001,-1.2948349E+000,-6.5038074E-002,-9.7720748E-005, 0.0000000E+000, 0.0000000E+000, 3.3640691E-001,-9.4046403E-001, 1.5528801E-002, 1.6020856E-005,-3.3691713E-059
 5.0055687E+001, 7.4219564E-001, 0.0000000E+000,-2.8373225E-001,-4.1413171E-001,-8.2799445E-002,-1.0524189E-004, 0.0000000E+000, 0.0000000E+000, 3.7153503E-001,-3.8573000E-002, 2.7453969E-001, 1.7254691E-005,-9.3465355E-060
 6.0048122E+001, 9.5604202E-001, 0.0000000E+000,-3.7064885E-001, 4.0485690E-001,-1.2628203E-001,-1.3293823E-004, 0.0000000E+000, 0.0000000E+000, 4.9116365E-001, 8.6383510E-001, 1.3383785E-002, 2.1805396E-005,-1.9622255E-038
 7.0000992E+001, 9.9766199E-001, 0.0000000E+000,-3.9330776E-001,-1.2920630E-001,-1.5054407E-001,-1.3978148E-004, 0.0000000E+000, 0.0000000E+000, 4.4884558E-001, 3.2446408E-001,-3.0855608E-002, 2.2933626E-005,-5.9462592E-024
 8.0047997E+001, 7.0987251E-001, 0.0000000E+000,-2.9267412E-001,-2.8016028E-001,-1.5913496E-001,-9.7464994E-005, 0.0000000E+000, 0.0000000E+000, 2.0513216E-001,-2.2194311E-002, 3.6551694E-001, 1.5981367E-005,-2.3440969E-008
 9.0013550E+001, 5.1157420E-001, 0.0000000E+000,-2.0875812E-001, 2.8739078E-001,-1.5620891E-001,-6.9995235E-005, 0.0000000E+000, 0.0000000E+000,-8.7164406E-002, 4.3392796E-001, 4.4171785E-001, 1.1494699E-005,-2.8073534E-007
