s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0458420E-002,-2.2644081E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0458442E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0040877E+001, 0.0000000E+000, 0.0000000E+000,-4.2935171E-004,-1.7264959E-001, 8.4871713E-004,-1.8820930E-019, 0.0000000E+000, 0.0000000E+000, 1.7840966E-003,-1.7223022E-001,-9.0452785E-002, 0.0000000E+000, 0.0000000E+000
 2.0037487E+001, 0.0000000E+000, 0.0000000E+000,-1.7978432E-005,-1.2171736E+000,-1.9523399E-003,-3.3893731E-019, 0.0000000E+000, 0.0000000E+000,-2.6756112E-003,-1.2191439E+000,-6.0969980E-002, 0.0000000E+000, 0.0000000E+000
 3.0034096E+001, 0.0000000E+000, 0.0000000E+000, 4.8693376E-005, 2.3493821E+000,-2.8959145E-003,-2.3673149E-019, 0.0000000E+000, 0.0000000E+000,-9.7178559E-004, 2.3465348E+000,-7.6163990E-002, 0.0000000E+000, 0.0000000E+000
 4.0030704E+001, 0.0000000E+000, 0.0000000E+000, 6.1980469E-005,-1.5041439E+000,-2.1313137E-003,-8.8445803E-019, 0.0000000E+000, 0.0000000E+000,-2.6217699E-003,-1.5062133E+000,-1.7323699E-005, 0.0000000E+000, 0.0000000E+000
 5.0027313E+001, 0.0000000E+000, 0.0000000E+000, 9.7454005E-005, 1.2287043E+000,-1.1615793E-003,-4.2477936E-019, 0.0000000E+000, 0.0000000E+000,-1.4023291E-003, 1.2276402E+000,-3.0378353E-002, 0.0000000E+000, 0.0000000E+000
 6.0023922E+001, 0.0000000E+000, 0.0000000E+000, 1.1386352E-004,-9.9819494E-001,-8.4475626E-004,-1.7645311E-019, 0.0000000E+000, 0.0000000E+000,-1.0707179E-003,-9.9892583E-001,-4.5787516E-002, 0.0000000E+000, 0.0000000E+000
 7.0020531E+001, 0.0000000E+000, 0.0000000E+000, 1.2816488E-004,-1.0307849E-001,-9.1622813E-004,-1.7059320E-018, 0.0000000E+000, 0.0000000E+000,-8.8069011E-004,-1.0386655E-001, 6.0764338E-002, 0.0000000E+000, 0.0000000E+000
 8.0017143E+001, 0.0000000E+000, 0.0000000E+000, 1.3862444E-004, 1.6234085E+000,-1.4758032E-003,-9.7231581E-019, 0.0000000E+000, 0.0000000E+000,-1.7901858E-003, 1.6220713E+000, 7.6310102E-002, 0.0000000E+000, 0.0000000E+000
 9.0013748E+001, 0.0000000E+000, 0.0000000E+000, 1.7484486E-004,-2.7501496E+000,-1.1070372E-003,-1.8660556E-018, 0.0000000E+000, 0.0000000E+000,-2.1348573E-003,-2.7510818E+000, 9.1150336E-002, 0.0000000E+000, 0.0000000E+000
 1.0001036E+002, 0.0000000E+000, 0.0000000E+000, 1.8986918E-004, 2.9747647E+000,-5.1136079E-004,-1.9444023E-018, 0.0000000E+000, 0.0000000E+000,-1.1400872E-003, 2.9744432E+000, 1.5231688E-001, 0.0000000E+000, 0.0000000E+000
 1.1000697E+002, 0.0000000E+000, 0.0000000E+000, 2.2109488E-004,-2.5210728E+000,-1.0817484E-003,-2.3862072E-018, 0.0000000E+000, 0.0000000E+000,-3.0474358E-003,-2.5219335E+000, 1.8260861E-001, 0.0000000E+000, 0.0000000E+000
 1.2000358E+002, 0.0000000E+000, 0.0000000E+000, 2.4387746E-004, 1.4818102E+000,-5.0580093E-004,-3.2798789E-018, 0.0000000E+000, 0.0000000E+000, 5.9823157E-004, 1.4815483E+000, 2.5865364E-001, 0.0000000E+000, 0.0000000E+000
 1.3000018E+002, 0.0000000E+000, 0.0000000E+000, 1.8976897E-004, 1.1994311E-001,-5.8470119E-004,-1.5142759E-018, 0.0000000E+000, 0.0000000E+000, 3.5774550E-003, 1.1954817E-001, 2.4412583E-001, 0.0000000E+000, 0.0000000E+000
