s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2000319E+002, 1.8975137E+001, 2.0375065E+001, 2.1949301E+001, 2.3757827E+001, 2.5174824E+001, 2.7000096E+001, 2.9016012E+001, 2.9731034E+001, 2.7746788E+001, 2.9873207E+001, 3.9544143E+001, 4.2406063E+001, 7.0512233E+001, 6.5309838E+001, 5.4815495E+001, 5.2777944E+001, 5.1362451E+000
 1.3000374E+002, 1.5512290E+001, 1.5624336E+001, 1.5712681E+001, 1.5805761E+001, 1.5893401E+001, 1.6053918E+001, 1.6316548E+001, 1.6621107E+001, 1.6694589E+001, 1.6869762E+001, 1.7309848E+001, 2.6884677E+001, 2.8076235E+001, 4.2871403E+001, 4.0852886E+001, 4.0481242E+001, 6.1256600E+000
 1.4000172E+002, 1.5191814E+001, 1.5242893E+001, 1.5275759E+001, 1.5299388E+001, 1.5316309E+001, 1.5361375E+001, 1.5481817E+001, 1.5769331E+001, 1.6075767E+001, 1.6181834E+001, 1.6053367E+001, 2.5971684E+001, 2.2464613E+001, 3.6022096E+001, 3.6041431E+001, 3.4486347E+001, 5.8452110E+000
 1.5000117E+002, 1.5110224E+001, 1.5151656E+001, 1.5181783E+001, 1.5205560E+001, 1.5222790E+001, 1.5258220E+001, 1.5347444E+001, 1.5563272E+001, 1.5807743E+001, 1.5903253E+001, 1.7191242E+001, 2.5444064E+001, 2.3412251E+001, 2.9959910E+001, 3.1402619E+001, 3.0903374E+001, 5.6332701E+000
 1.6000549E+002, 1.5103182E+001, 1.5150248E+001, 1.5188248E+001, 1.5220098E+001, 1.5239111E+001, 1.5276158E+001, 1.5364821E+001, 1.5591506E+001, 1.5878990E+001, 1.5983731E+001, 1.7021196E+001, 2.5530193E+001, 2.2641227E+001, 2.9368339E+001, 3.0614539E+001, 3.0738149E+001, 5.7937125E+000
 1.7000099E+002, 1.5098537E+001, 1.5144542E+001, 1.5183366E+001, 1.5213978E+001, 1.5229227E+001, 1.5257491E+001, 1.5353066E+001, 1.5622759E+001, 1.5968162E+001, 1.6053130E+001, 1.6030083E+001, 2.6011839E+001, 2.3714972E+001, 2.9469599E+001, 3.0570947E+001, 3.1038281E+001, 6.0949312E+000
 1.8000163E+002, 1.5097458E+001, 1.5149029E+001, 1.5195479E+001, 1.5234425E+001, 1.5252929E+001, 1.5285446E+001, 1.5392430E+001, 1.5702367E+001, 1.6115658E+001, 1.6191035E+001, 1.6476716E+001, 3.2248913E+001, 2.7960495E+001, 3.0593113E+001, 3.0395921E+001, 3.0488590E+001, 5.8062299E+000
 1.9000429E+002, 1.5159781E+001, 1.5219925E+001, 1.5263964E+001, 1.5296888E+001, 1.5311579E+001, 1.5353955E+001, 1.5499798E+001, 1.5900367E+001, 1.6435477E+001, 1.6513757E+001, 1.6386735E+001, 2.1179036E+001, 2.6959811E+001, 3.4831668E+001, 3.3581777E+001, 3.1941662E+001, 5.4029730E+000
 2.0000131E+002, 1.5192413E+001, 1.5262489E+001, 1.5306941E+001, 1.5332739E+001, 1.5341088E+001, 1.5381224E+001, 1.5541336E+001, 1.5988295E+001, 1.6604708E+001, 1.6679035E+001, 1.6492621E+001, 1.8915930E+001, 2.3308328E+001, 3.9226193E+001, 3.4628946E+001, 3.3201810E+001, 5.7071163E+000
 2.1000356E+002, 1.5153541E+001, 1.5220577E+001, 1.5272867E+001, 1.5311256E+001, 1.5324208E+001, 1.5360353E+001, 1.5517390E+001, 1.5982354E+001, 1.6646521E+001, 1.6687805E+001, 1.6534122E+001, 2.2025578E+001, 2.2278407E+001, 3.3882727E+001, 3.4111487E+001, 3.3356899E+001, 5.9009001E+000
 2.2000577E+002, 1.5116996E+001, 1.5166906E+001, 1.5210874E+001, 1.5253093E+001, 1.5277198E+001, 1.5322148E+001, 1.5475152E+001, 1.5923747E+001, 1.6595475E+001, 1.6621628E+001, 1.6805680E+001, 2.5037971E+001, 2.2665571E+001, 3.0364744E+001, 3.1920429E+001, 3.1682808E+001, 6.0363062E+000
 2.3000512E+002, 1.5110572E+001, 1.5162759E+001, 1.5209996E+001, 1.5252206E+001, 1.5273364E+001, 1.5314887E+001, 1.5473059E+001, 1.5967110E+001, 1.6753424E+001, 1.6769653E+001, 1.6655968E+001, 3.1652721E+001, 2.6581422E+001, 2.9484664E+001, 3.0802578E+001, 3.1203437E+001, 6.0454082E+000
 2.4000415E+002, 1.5148377E+001, 1.5205494E+001, 1.5251213E+001, 1.5290493E+001, 1.5310271E+001, 1.5358868E+001, 1.5545161E+001, 1.6118151E+001, 1.7036096E+001, 1.7018739E+001, 1.6902248E+001, 3.0742504E+001, 2.6277975E+001, 3.4878201E+001, 3.4839933E+001, 3.3558347E+001, 5.7590342E+000
 2.5000667E+002, 1.5157666E+001, 1.5212079E+001, 1.5256807E+001, 1.5300622E+001, 1.5327697E+001, 1.5384067E+001, 1.5582757E+001, 1.6185333E+001, 1.7150729E+001, 1.7107414E+001, 1.6887167E+001, 2.4162841E+001, 2.2681095E+001, 3.6286268E+001, 3.5446171E+001, 3.4043511E+001, 5.6399306E+000
 2.6000207E+002, 1.5129288E+001, 1.5183901E+001, 1.5230304E+001, 1.5272468E+001, 1.5297164E+001, 1.5344374E+001, 1.5531211E+001, 1.6124000E+001, 1.7116505E+001, 1.7054507E+001, 1.6758136E+001, 2.1559051E+001, 2.0191288E+001, 3.2070446E+001, 3.2300761E+001, 3.1905285E+001, 5.6220292E+000
 2.7000023E+002, 1.5060852E+001, 1.5092667E+001, 1.5128302E+001, 1.5172378E+001, 1.5202263E+001, 1.5244275E+001, 1.5398645E+001, 1.5912431E+001, 1.6869816E+001, 1.6818879E+001, 1.6665588E+001, 2.2619118E+001, 2.0491202E+001, 2.3689487E+001, 2.4451656E+001, 2.4914398E+001, 5.3973904E+000
 2.8000243E+002, 1.5051650E+001, 1.5085200E+001, 1.5126158E+001, 1.5180212E+001, 1.5214520E+001, 1.5254663E+001, 1.5412309E+001, 1.5941144E+001, 1.6937481E+001, 1.6933454E+001, 1.7020425E+001, 1.9438526E+001, 1.8655153E+001, 1.9872901E+001, 2.0566089E+001, 2.0909323E+001, 5.6485168E+000
 2.9000416E+002, 1.5051688E+001, 1.5083250E+001, 1.5119618E+001, 1.5164659E+001, 1.5193067E+001, 1.5233751E+001, 1.5393262E+001, 1.5937506E+001, 1.6953482E+001, 1.6910569E+001, 1.7073550E+001, 2.0882620E+001, 1.9536604E+001, 2.0354305E+001, 2.0796189E+001, 2.1246070E+001, 5.8747598E+000
 3.0000629E+002, 1.5085602E+001, 1.5129332E+001, 1.5172582E+001, 1.5219041E+001, 1.5246211E+001, 1.5293623E+001, 1.5478198E+001, 1.6093840E+001, 1.7207489E+001, 1.7165575E+001, 1.7532421E+001, 2.5979043E+001, 2.2807376E+001, 2.5728990E+001, 2.5905153E+001, 2.6152171E+001, 5.7903516E+000
 3.1000139E+002, 1.5230700E+001, 1.5313703E+001, 1.5377570E+001, 1.5430667E+001, 1.5446131E+001, 1.5495574E+001, 1.5751995E+001, 1.6600017E+001, 1.8000222E+001, 1.8053610E+001, 1.8101692E+001, 2.6433557E+001, 3.0126829E+001, 3.4821799E+001, 3.4668642E+001, 3.3461285E+001, 5.9705720E+000
 3.2000273E+002, 1.5509409E+001, 1.5631936E+001, 1.5707853E+001, 1.5763461E+001, 1.5780293E+001, 1.5839185E+001, 1.6191658E+001, 1.7387394E+001, 1.9285434E+001, 1.9626132E+001, 1.8923435E+001, 2.0438233E+001, 4.2396215E+001, 4.8771506E+001, 4.3472147E+001, 4.1372649E+001, 6.1901078E+000
 3.3000567E+002, 1.5702074E+001, 1.5839747E+001, 1.5916911E+001, 1.5998890E+001, 1.6049696E+001, 1.6128714E+001, 1.6526970E+001, 1.7886326E+001, 2.0091653E+001, 2.1005789E+001, 2.0815709E+001, 3.5058113E+001, 6.5479669E+001, 5.9610424E+001, 5.3777482E+001, 5.3703974E+001, 6.1463650E+000
 3.4000093E+002, 1.5847889E+001, 1.5995493E+001, 1.6069698E+001, 1.6127509E+001, 1.6155984E+001, 1.6259019E+001, 1.6729411E+001, 1.8295166E+001, 2.0834029E+001, 2.2001118E+001, 2.1993481E+001, 3.0632312E+001, 8.8850750E+001, 8.3554580E+001, 7.3239179E+001, 7.2221284E+001, 6.1365600E+000
 3.5000076E+002, 1.5969744E+001, 1.6090111E+001, 1.6126444E+001, 1.6135693E+001, 1.6147155E+001, 1.6277422E+001, 1.6808667E+001, 1.8448036E+001, 2.1053757E+001, 2.2195033E+001, 2.2211518E+001, 4.3096027E+001, 7.4819727E+001, 9.1527741E+001, 8.3012385E+001, 7.6907392E+001, 6.3805615E+000
 3.6000325E+002, 1.6051268E+001, 1.6189911E+001, 1.6246547E+001, 1.6288592E+001, 1.6318336E+001, 1.6444950E+001, 1.6988415E+001, 1.8836860E+001, 2.1955451E+001, 2.3714456E+001, 2.3695191E+001, 4.9188310E+001, 8.4896044E+001, 9.8581754E+001, 9.0155373E+001, 8.6320296E+001, 6.4385027E+000
 3.7000303E+002, 1.6223415E+001, 1.6431569E+001, 1.6550134E+001, 1.6656565E+001, 1.6704558E+001, 1.6844289E+001, 1.7490990E+001, 1.9722943E+001, 2.3328248E+001, 2.5479968E+001, 2.5121194E+001, 5.5778232E+001, 8.9670992E+001, 1.1912235E+002, 1.0994447E+002, 1.0284805E+002, 6.4322568E+000
 3.8000471E+002, 1.6105148E+001, 1.6315228E+001, 1.6456108E+001, 1.6618506E+001, 1.6744727E+001, 1.6986847E+001, 1.7740459E+001, 1.9991334E+001, 2.3501843E+001, 2.6048996E+001, 2.8005286E+001, 4.1618031E+001, 1.2953190E+002, 1.2700893E+002, 1.1923216E+002, 1.1693717E+002, 6.4236686E+000
 3.9000509E+002, 1.6202886E+001, 1.6463125E+001, 1.6642618E+001, 1.6831897E+001, 1.6974258E+001, 1.7264358E+001, 1.8157255E+001, 2.0837546E+001, 2.5025840E+001, 2.8179273E+001, 2.9781605E+001, 4.5101822E+001, 1.8983304E+002, 1.4875727E+002, 1.4030149E+002, 1.3307541E+002, 6.0629635E+000
 4.0000480E+002, 1.6141905E+001, 1.6372541E+001, 1.6562907E+001, 1.6806369E+001, 1.7018396E+001, 1.7383764E+001, 1.8390876E+001, 2.1344353E+001, 2.5945194E+001, 2.9862403E+001, 3.2504628E+001, 4.7021005E+001, 2.1131725E+002, 1.4140472E+002, 1.4103227E+002, 1.4179481E+002, 6.2244352E+000
 4.1000157E+002, 1.6319833E+001, 1.6627519E+001, 1.6892127E+001, 1.7230841E+001, 1.7495916E+001, 1.7852884E+001, 1.8891918E+001, 2.2215491E+001, 2.7721464E+001, 3.2307049E+001, 3.4057681E+001, 9.2422893E+001, 1.9071529E+002, 1.5870766E+002, 1.4531099E+002, 1.4070997E+002, 6.4522090E+000
 4.2000279E+002, 1.6519066E+001, 1.6892202E+001, 1.7180630E+001, 1.7488872E+001, 1.7701892E+001, 1.8119908E+001, 1.9385031E+001, 2.3159369E+001, 2.9129236E+001, 3.4267834E+001, 3.7052775E+001, 5.7166629E+001, 2.6407680E+002, 1.9748052E+002, 1.8196754E+002, 1.6814026E+002, 5.7777502E+000
 4.3000240E+002, 1.6698832E+001, 1.7077664E+001, 1.7334380E+001, 1.7574446E+001, 1.7748936E+001, 1.8207785E+001, 1.9571989E+001, 2.3447838E+001, 2.9510735E+001, 3.4962974E+001, 4.1458004E+001, 5.8222338E+001, 2.6765789E+002, 2.0429547E+002, 1.9445831E+002, 1.8421071E+002, 5.5021572E+000
 4.4000016E+002, 1.6735127E+001, 1.7150477E+001, 1.7452954E+001, 1.7758515E+001, 1.7964795E+001, 1.8376823E+001, 1.9713956E+001, 2.3709772E+001, 3.0096813E+001, 3.5703541E+001, 3.9794104E+001, 4.3353247E+001, 2.6085980E+002, 1.9691263E+002, 1.8556121E+002, 1.7658815E+002, 5.4931714E+000
 4.5000237E+002, 1.6712932E+001, 1.7166153E+001, 1.7527755E+001, 1.7917753E+001, 1.8194600E+001, 1.8699958E+001, 2.0181750E+001, 2.4580957E+001, 3.1637294E+001, 3.8499266E+001, 4.9578144E+001, 6.8134279E+001, 2.8821426E+002, 2.0958636E+002, 1.9843078E+002, 1.9050431E+002, 5.4765288E+000
 4.6000205E+002, 1.6638156E+001, 1.7092747E+001, 1.7478037E+001, 1.7924024E+001, 1.8261415E+001, 1.8773376E+001, 2.0239634E+001, 2.4743842E+001, 3.2230577E+001, 3.9474835E+001, 4.9603311E+001, 5.6720838E+001, 3.0683833E+002, 2.1372435E+002, 2.0064080E+002, 1.8952295E+002, 5.4732834E+000
 4.7000059E+002, 1.6898281E+001, 1.7442967E+001, 1.7891236E+001, 1.8378123E+001, 1.8723935E+001, 1.9321999E+001, 2.1117585E+001, 2.6356940E+001, 3.4894043E+001, 4.4080683E+001, 6.7554464E+001, 1.0810474E+002, 3.4254357E+002, 2.3127402E+002, 2.2441001E+002, 2.1374723E+002, 5.4820485E+000
 4.8000125E+002, 1.6666746E+001, 1.7142865E+001, 1.7570144E+001, 1.8106802E+001, 1.8565928E+001, 1.9332963E+001, 2.1302419E+001, 2.6829596E+001, 3.5537533E+001, 4.5280838E+001, 7.9297217E+001, 1.0484374E+002, 3.6387667E+002, 2.4654254E+002, 2.4027011E+002, 2.2599333E+002, 5.3240039E+000
 4.9000149E+002, 1.6707430E+001, 1.7228284E+001, 1.7696854E+001, 1.8247912E+001, 1.8691441E+001, 1.9522231E+001, 2.1664836E+001, 2.7602812E+001, 3.7333999E+001, 4.9046761E+001, 1.4913855E+002, 2.3338239E+002, 3.6733859E+002, 2.7104313E+002, 2.5760340E+002, 2.4254005E+002, 5.2765724E+000
 5.0000463E+002, 1.6997510E+001, 1.7551427E+001, 1.8021028E+001, 1.8555783E+001, 1.8976241E+001, 1.9781252E+001, 2.1910411E+001, 2.7806329E+001, 3.7313646E+001, 4.7742928E+001, 9.2644498E+001, 1.7434431E+002, 3.2721003E+002, 2.6369929E+002, 2.4945211E+002, 2.3303351E+002, 5.2604585E+000
 5.1000267E+002, 1.6595864E+001, 1.7051419E+001, 1.7489852E+001, 1.8064092E+001, 1.8577236E+001, 1.9412694E+001, 2.1411303E+001, 2.6999196E+001, 3.6059526E+001, 4.6068387E+001, 7.6549081E+001, 1.0109897E+002, 3.1472068E+002, 2.1480064E+002, 2.2253227E+002, 2.1572761E+002, 5.2046648E+000
 5.2000258E+002, 1.6719098E+001, 1.7215686E+001, 1.7681173E+001, 1.8296148E+001, 1.8832650E+001, 1.9722390E+001, 2.1860193E+001, 2.7871383E+001, 3.7662656E+001, 4.8165379E+001, 6.1652582E+001, 1.0781070E+002, 3.6109731E+002, 2.3446375E+002, 2.3186712E+002, 2.2446036E+002, 5.3653450E+000
 5.3000135E+002, 1.6841215E+001, 1.7404208E+001, 1.7927243E+001, 1.8584820E+001, 1.9142671E+001, 2.0081678E+001, 2.2360042E+001, 2.8799070E+001, 3.9431079E+001, 5.1416618E+001, 9.8394484E+001, 1.5796500E+002, 3.8422676E+002, 2.5322332E+002, 2.4789382E+002, 2.4042040E+002, 5.2284680E+000
 5.4000029E+002, 1.7158569E+001, 1.7805614E+001, 1.8374456E+001, 1.9057342E+001, 1.9617364E+001, 2.0625194E+001, 2.3188953E+001, 3.0309024E+001, 4.2014311E+001, 6.6196401E+001, 2.4168895E+002, 3.0241208E+002, 3.5596821E+002, 2.6937717E+002, 2.6100536E+002, 2.4811792E+002, 4.9495520E+000
 5.5000252E+002, 1.7014026E+001, 1.7641087E+001, 1.8215192E+001, 1.8883805E+001, 1.9456086E+001, 2.0560780E+001, 2.3326249E+001, 3.0783576E+001, 5.3029305E+001, 1.6451270E+002, 3.2299374E+002, 3.2421629E+002, 3.6882134E+002, 2.9129603E+002, 2.7801835E+002, 2.6029024E+002, 4.9245394E+000
 5.6000290E+002, 1.6934937E+001, 1.7487153E+001, 1.7989691E+001, 1.8603223E+001, 1.9139128E+001, 2.0028456E+001, 2.2271483E+001, 2.8726003E+001, 4.2174894E+001, 6.7375583E+001, 1.4106608E+002, 1.6673842E+002, 2.9754982E+002, 2.5049109E+002, 2.4677700E+002, 2.3799439E+002, 5.0640111E+000
 5.7000232E+002, 1.6642416E+001, 1.7110625E+001, 1.7516421E+001, 1.8004035E+001, 1.8438016E+001, 1.9158992E+001, 2.0968928E+001, 2.6238971E+001, 3.5371208E+001, 4.4304175E+001, 7.0401226E+001, 6.7169181E+001, 2.1359897E+002, 1.8137781E+002, 1.7931242E+002, 1.7386090E+002, 4.7466298E+000
 5.8000487E+002, 1.6403764E+001, 1.6791754E+001, 1.7148925E+001, 1.7620259E+001, 1.8118666E+001, 1.8916281E+001, 2.0738496E+001, 2.5900225E+001, 3.4758402E+001, 4.3915947E+001, 1.0652903E+002, 9.5462475E+001, 1.9582460E+002, 1.5732498E+002, 1.5459116E+002, 1.4978739E+002, 4.2793096E+000
 5.9000128E+002, 1.6241651E+001, 1.6574042E+001, 1.6890896E+001, 1.7330453E+001, 1.7783620E+001, 1.8544830E+001, 2.0291284E+001, 2.5154866E+001, 3.3608867E+001, 4.1298225E+001, 1.0588940E+002, 1.0215832E+002, 1.8881724E+002, 1.4619911E+002, 1.4795768E+002, 1.4028893E+002, 4.2141473E+000
 6.0000473E+002, 1.6154275E+001, 1.6447860E+001, 1.6730707E+001, 1.7138043E+001, 1.7578198E+001, 1.8267781E+001, 1.9825346E+001, 2.4271974E+001, 3.2219583E+001, 3.9024784E+001, 7.9156718E+001, 9.3573119E+001, 1.7390940E+002, 1.4791076E+002, 1.4485244E+002, 1.3335798E+002, 4.3987676E+000
 6.1000088E+002, 1.6143382E+001, 1.6433636E+001, 1.6710686E+001, 1.7102640E+001, 1.7505169E+001, 1.8145203E+001, 1.9624328E+001, 2.3888333E+001, 3.1350291E+001, 3.7266957E+001, 4.6696635E+001, 4.0627989E+001, 1.6582565E+002, 1.3802570E+002, 1.3113137E+002, 1.2312483E+002, 4.7445709E+000
 6.2000135E+002, 1.6153842E+001, 1.6426028E+001, 1.6686909E+001, 1.7063125E+001, 1.7477556E+001, 1.8160889E+001, 1.9697870E+001, 2.4037863E+001, 3.1372240E+001, 3.7031325E+001, 4.4105790E+001, 4.1953826E+001, 1.6784499E+002, 1.3146573E+002, 1.2602643E+002, 1.1949060E+002, 4.5957926E+000
 6.3000039E+002, 1.6154963E+001, 1.6477007E+001, 1.6783500E+001, 1.7205209E+001, 1.7635359E+001, 1.8344589E+001, 1.9963738E+001, 2.4490766E+001, 3.2152873E+001, 3.8838029E+001, 6.9274015E+001, 8.4329668E+001, 1.7716002E+002, 1.3911185E+002, 1.3377415E+002, 1.2231139E+002, 4.1395027E+000
 6.4000033E+002, 1.6285449E+001, 1.6628371E+001, 1.6937073E+001, 1.7337834E+001, 1.7751505E+001, 1.8503034E+001, 2.0259684E+001, 2.5060510E+001, 3.3215665E+001, 4.5638573E+001, 1.2422135E+002, 1.4145691E+002, 1.8252468E+002, 1.4931775E+002, 1.4166753E+002, 1.3243655E+002, 4.2727452E+000
 6.5000313E+002, 1.6493419E+001, 1.6866532E+001, 1.7180622E+001, 1.7611703E+001, 1.8054264E+001, 1.8841012E+001, 2.0632882E+001, 2.5580173E+001, 3.3794443E+001, 4.2149612E+001, 7.9475209E+001, 1.2867703E+002, 2.0128134E+002, 1.6821434E+002, 1.6027070E+002, 1.4638208E+002, 4.5446203E+000
 6.6000599E+002, 1.6492558E+001, 1.6853313E+001, 1.7168766E+001, 1.7615700E+001, 1.8111968E+001, 1.8961177E+001, 2.0834129E+001, 2.5837632E+001, 3.3972309E+001, 4.1840232E+001, 1.0197007E+002, 1.2365466E+002, 2.0635928E+002, 1.7037162E+002, 1.6511539E+002, 1.5324620E+002, 4.3235623E+000
 6.7000437E+002, 1.5949153E+001, 1.6208693E+001, 1.6478589E+001, 1.6897832E+001, 1.7362320E+001, 1.8079037E+001, 1.9601715E+001, 2.3776710E+001, 3.0959638E+001, 3.7008464E+001, 7.7719827E+001, 6.9716123E+001, 1.5184436E+002, 1.3900566E+002, 1.4022861E+002, 1.3224546E+002, 4.1110621E+000
 6.8000047E+002, 1.5529848E+001, 1.5748800E+001, 1.6030172E+001, 1.6474063E+001, 1.6916505E+001, 1.7521923E+001, 1.8727680E+001, 2.2137317E+001, 2.8205318E+001, 3.2194998E+001, 3.6310517E+001, 3.0740529E+001, 6.4601628E+001, 7.6574586E+001, 8.2794708E+001, 8.4717725E+001, 4.0308546E+000
 6.9000159E+002, 1.5341888E+001, 1.5547756E+001, 1.5834082E+001, 1.6287333E+001, 1.6709805E+001, 1.7209534E+001, 1.8255539E+001, 2.1291142E+001, 2.6774491E+001, 2.9954130E+001, 3.1621546E+001, 2.4606199E+001, 3.2168421E+001, 4.3341054E+001, 4.5042407E+001, 4.6090720E+001, 3.9394190E+000
 7.0000003E+002, 1.5289109E+001, 1.5476518E+001, 1.5736921E+001, 1.6157780E+001, 1.6565055E+001, 1.7078606E+001, 1.8127591E+001, 2.1065722E+001, 2.6364690E+001, 2.9592048E+001, 3.1887289E+001, 2.5099178E+001, 2.5716684E+001, 3.2807546E+001, 3.3962595E+001, 3.4378063E+001, 3.8066965E+000
 7.1000352E+002, 1.5267454E+001, 1.5439092E+001, 1.5676939E+001, 1.6066846E+001, 1.6426667E+001, 1.6876988E+001, 1.7844085E+001, 2.0651778E+001, 2.5902458E+001, 2.9381757E+001, 3.1948465E+001, 2.5238624E+001, 2.5489096E+001, 3.0364860E+001, 3.1127404E+001, 3.0878492E+001, 3.8217280E+000
 7.2000164E+002, 1.5275018E+001, 1.5462667E+001, 1.5712934E+001, 1.6105219E+001, 1.6476926E+001, 1.6917292E+001, 1.7830924E+001, 2.0403088E+001, 2.5281267E+001, 2.8518387E+001, 3.0758369E+001, 2.5063193E+001, 2.5211883E+001, 2.8872840E+001, 2.9809993E+001, 2.9484000E+001, 3.9037878E+000
 7.3000269E+002, 1.5257389E+001, 1.5420883E+001, 1.5642362E+001, 1.5989816E+001, 1.6339375E+001, 1.6764436E+001, 1.7624133E+001, 2.0111408E+001, 2.4725194E+001, 2.7835074E+001, 3.0316888E+001, 2.4158626E+001, 2.4659343E+001, 2.8357877E+001, 2.8980936E+001, 2.8772719E+001, 3.7073989E+000
 7.4000899E+002, 1.5294070E+001, 1.5495941E+001, 1.5743597E+001, 1.6106904E+001, 1.6454733E+001, 1.6867172E+001, 1.7711851E+001, 2.0090486E+001, 2.4443654E+001, 2.7444229E+001, 2.9853445E+001, 2.4283418E+001, 2.4279748E+001, 2.9235474E+001, 2.9652498E+001, 2.9143568E+001, 3.6634691E+000
 7.5000816E+002, 1.5242030E+001, 1.5410951E+001, 1.5647407E+001, 1.6023014E+001, 1.6375636E+001, 1.6813443E+001, 1.7641834E+001, 1.9873102E+001, 2.4024916E+001, 2.7103219E+001, 2.9908688E+001, 2.3674147E+001, 2.3840798E+001, 2.8316957E+001, 2.8457879E+001, 2.8514939E+001, 3.8215638E+000
 7.6000512E+002, 1.5226374E+001, 1.5377664E+001, 1.5591459E+001, 1.5934802E+001, 1.6232773E+001, 1.6645494E+001, 1.7444093E+001, 1.9532391E+001, 2.3420924E+001, 2.6290500E+001, 2.8448519E+001, 2.2974707E+001, 2.2997878E+001, 2.8087806E+001, 2.7745820E+001, 2.7303910E+001, 3.8028246E+000
