s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_N-HEPTANE,MLR_PRODUCTS,MLR_WATER VAPOR
 0.0000000E+000, 0.0000000E+000,-4.5217986E-002,-1.5205782E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.5217986E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0009505E+001, 1.4894702E+000,-4.6678086E-001, 8.3467319E-001,-1.1276275E-001,-2.0991321E-004, 0.0000000E+000, 0.0000000E+000, 9.3083886E-001, 1.7443898E+000, 1.0581240E-001, 3.4541005E-005,-4.1561544E-209, 0.0000000E+000
 2.0005838E+001, 2.8948743E+000,-8.9167686E-001,-4.1564648E-001,-4.0882688E-001,-4.0398743E-004, 0.0000000E+000, 0.0000000E+000, 1.6195263E+000, 1.1783201E+000,-1.2173033E-001, 6.6547278E-005,-2.1238760E-121, 0.0000000E+000
 3.0000460E+001, 3.5429300E+000,-1.1308971E+000, 1.9789610E-001,-5.6634878E-001,-4.9408960E-004, 0.0000000E+000, 0.0000000E+000, 1.9092042E+000, 2.0430861E+000, 4.5482544E-002, 8.1509057E-005,-1.7857950E-093, 0.0000000E+000
 4.0010788E+001, 6.9733068E+000,-2.4998092E+000, 1.9256493E-001,-1.0198266E+000,-9.6829421E-004, 0.0000000E+000, 0.0000000E+000, 3.5637318E+000, 3.6452676E+000, 2.5868031E-001, 1.6078884E-004,-4.0803454E-043, 0.0000000E+000
 5.0004696E+001, 7.5826625E+000,-2.9151627E+000,-5.1042668E-001,-1.4971608E+000,-1.0427358E-003, 0.0000000E+000, 0.0000000E+000, 2.4177048E+000, 2.6588695E+000, 2.4346745E-001, 1.7313929E-004,-7.5043187E-007, 0.0000000E+000
 6.0009552E+001, 5.8979748E+000,-2.2543163E+000,-1.5709863E+000,-1.4865067E+000,-8.1160071E-004, 0.0000000E+000, 0.0000000E+000, 5.7436989E-001, 5.8535394E-001, 3.3478672E-001, 1.3543438E-004,-9.7116859E-006, 0.0000000E+000
 7.0004036E+001, 4.9635160E+000,-1.8884142E+000,-2.0330745E+000,-1.3627974E+000,-6.8151420E-004, 0.0000000E+000, 0.0000000E+000,-2.5978216E-001,-3.2145168E-001,-5.6994316E-002, 1.1352110E-004,-8.8483974E-004, 0.0000000E+000
 8.0006920E+001, 1.3640093E+001,-5.2328421E+000,-1.5355498E+000,-1.8228629E+000,-1.8671867E-003, 0.0000000E+000, 0.0000000E+000, 5.1545372E+000, 5.0469709E+000,-4.2459475E-002, 3.1604540E-004,-7.2131676E-004, 0.0000000E+000
