s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m3/s
 1.2003096E+002, 2.1074769E+001, 2.1399148E+001, 2.1705512E+001, 2.2235759E+001, 2.2449074E+001, 2.2759686E+001, 2.3076065E+001, 2.3229350E+001, 2.3810048E+001, 2.3864411E+001, 2.4091039E+001, 2.3076810E+001, 2.1445448E+001, 2.0276257E+001, 1.9917544E+001, 1.9379249E+001, 1.1353646E-002
 1.3001871E+002, 2.0740047E+001, 2.1286749E+001, 2.1406599E+001, 2.2023303E+001, 2.2619686E+001, 2.3299733E+001, 2.3513039E+001, 2.4186131E+001, 2.4915530E+001, 2.5651767E+001, 2.5708075E+001, 2.4577271E+001, 2.3263069E+001, 2.0779184E+001, 1.9705935E+001, 1.9075440E+001, 1.4937299E-001
 1.4000095E+002, 2.0483006E+001, 2.1135772E+001, 2.1417969E+001, 2.2210957E+001, 2.2404407E+001, 2.3169332E+001, 2.3801018E+001, 2.4347809E+001, 2.5247195E+001, 2.6976237E+001, 2.8297569E+001, 2.8068962E+001, 2.6416586E+001, 2.2722394E+001, 2.1912144E+001, 2.1168089E+001, 1.1850035E+000
 1.5000839E+002, 1.6922745E+001, 1.7748380E+001, 1.8409234E+001, 1.9204879E+001, 1.9690438E+001, 2.0326687E+001, 2.0803029E+001, 2.1283694E+001, 2.1292279E+001, 2.3277162E+001, 2.9724342E+001, 2.9344296E+001, 3.7510992E+001, 3.1401037E+001, 2.6899392E+001, 2.5327917E+001, 3.2513819E+000
 1.6000770E+002, 1.5200200E+001, 1.5288848E+001, 1.5367779E+001, 1.5470252E+001, 1.5557716E+001, 1.5667683E+001, 1.5770262E+001, 1.5870044E+001, 1.5795563E+001, 1.5882097E+001, 1.6743143E+001, 1.8903735E+001, 2.0493475E+001, 2.7926863E+001, 2.7047204E+001, 2.6474532E+001, 4.4467993E+000
 1.7000716E+002, 1.5034923E+001, 1.5049424E+001, 1.5061350E+001, 1.5073645E+001, 1.5084495E+001, 1.5100783E+001, 1.5126023E+001, 1.5164708E+001, 1.5180786E+001, 1.5198421E+001, 1.5519749E+001, 1.8646440E+001, 1.8669782E+001, 2.4325943E+001, 2.4094545E+001, 2.4147105E+001, 4.3375532E+000
 1.8000650E+002, 1.5012525E+001, 1.5018322E+001, 1.5024026E+001, 1.5030713E+001, 1.5036728E+001, 1.5046014E+001, 1.5062223E+001, 1.5092558E+001, 1.5125318E+001, 1.5142674E+001, 1.5528659E+001, 1.7623581E+001, 1.7384966E+001, 1.9300114E+001, 1.9786648E+001, 2.0374153E+001, 4.2699419E+000
 1.9000261E+002, 1.5009425E+001, 1.5013912E+001, 1.5018592E+001, 1.5024612E+001, 1.5030147E+001, 1.5038016E+001, 1.5052559E+001, 1.5082742E+001, 1.5124004E+001, 1.5139483E+001, 1.5491699E+001, 1.7007321E+001, 1.6758671E+001, 1.7868022E+001, 1.8049673E+001, 1.8476175E+001, 4.3647007E+000
 2.0000966E+002, 1.5009620E+001, 1.5014452E+001, 1.5019484E+001, 1.5025835E+001, 1.5031332E+001, 1.5039023E+001, 1.5054508E+001, 1.5088731E+001, 1.5138112E+001, 1.5148903E+001, 1.5454223E+001, 1.6827597E+001, 1.6545604E+001, 1.7804843E+001, 1.8014416E+001, 1.8310793E+001, 4.1244784E+000
 2.1000466E+002, 1.5011491E+001, 1.5017441E+001, 1.5023472E+001, 1.5030769E+001, 1.5037231E+001, 1.5045960E+001, 1.5064141E+001, 1.5106064E+001, 1.5165789E+001, 1.5176498E+001, 1.5469358E+001, 1.6655613E+001, 1.6415093E+001, 1.7681657E+001, 1.8367272E+001, 1.8469146E+001, 3.8594269E+000
 2.2000023E+002, 1.5009324E+001, 1.5014488E+001, 1.5020330E+001, 1.5027915E+001, 1.5034295E+001, 1.5042389E+001, 1.5060503E+001, 1.5105162E+001, 1.5174295E+001, 1.5184392E+001, 1.5532187E+001, 1.7062182E+001, 1.6684894E+001, 1.8087570E+001, 1.8189728E+001, 1.8343227E+001, 4.1730392E+000
 2.3000062E+002, 1.5011297E+001, 1.5017295E+001, 1.5023297E+001, 1.5030405E+001, 1.5036479E+001, 1.5044812E+001, 1.5064339E+001, 1.5112144E+001, 1.5187770E+001, 1.5198072E+001, 1.5516542E+001, 1.7256733E+001, 1.6827196E+001, 1.7860738E+001, 1.8000812E+001, 1.8041756E+001, 4.3885892E+000
 2.4000322E+002, 1.5009815E+001, 1.5014698E+001, 1.5019911E+001, 1.5026791E+001, 1.5033174E+001, 1.5041917E+001, 1.5062132E+001, 1.5113357E+001, 1.5196700E+001, 1.5203818E+001, 1.5504892E+001, 1.6726527E+001, 1.6357684E+001, 1.7589851E+001, 1.7952693E+001, 1.8442646E+001, 4.3968062E+000
 2.5000651E+002, 1.5009348E+001, 1.5014557E+001, 1.5020366E+001, 1.5028142E+001, 1.5034648E+001, 1.5042846E+001, 1.5062758E+001, 1.5115743E+001, 1.5205166E+001, 1.5211088E+001, 1.5386428E+001, 1.6842908E+001, 1.6560417E+001, 1.7215718E+001, 1.7335038E+001, 1.7741825E+001, 4.1808882E+000
 2.6000569E+002, 1.5007948E+001, 1.5012081E+001, 1.5017096E+001, 1.5024159E+001, 1.5030356E+001, 1.5038698E+001, 1.5058716E+001, 1.5114283E+001, 1.5214403E+001, 1.5227609E+001, 1.5403234E+001, 1.6504806E+001, 1.6220934E+001, 1.7281513E+001, 1.7312916E+001, 1.7365104E+001, 4.1444272E+000
 2.7000471E+002, 1.5006947E+001, 1.5011040E+001, 1.5015950E+001, 1.5022380E+001, 1.5027226E+001, 1.5033842E+001, 1.5052845E+001, 1.5108634E+001, 1.5210859E+001, 1.5218454E+001, 1.5414319E+001, 1.6283834E+001, 1.6158477E+001, 1.6758800E+001, 1.6956721E+001, 1.7153770E+001, 4.3598390E+000
 2.8000762E+002, 1.5014209E+001, 1.5021148E+001, 1.5027988E+001, 1.5036169E+001, 1.5042835E+001, 1.5054016E+001, 1.5082902E+001, 1.5162307E+001, 1.5286226E+001, 1.5286160E+001, 1.5501926E+001, 1.7280379E+001, 1.6684839E+001, 1.6854244E+001, 1.6893989E+001, 1.6958523E+001, 4.3152964E+000
 2.9000252E+002, 1.5161395E+001, 1.5180317E+001, 1.5177450E+001, 1.5167158E+001, 1.5172774E+001, 1.5221411E+001, 1.5333270E+001, 1.5585792E+001, 1.5922508E+001, 1.6060289E+001, 1.9817782E+001, 1.9109747E+001, 4.9424897E+001, 3.2949888E+001, 3.0352565E+001, 2.7500049E+001, 4.0955322E+000
 3.0000216E+002, 1.5457716E+001, 1.5505351E+001, 1.5484255E+001, 1.5429473E+001, 1.5420164E+001, 1.5528317E+001, 1.5792861E+001, 1.6338780E+001, 1.7004312E+001, 1.7289311E+001, 3.0055003E+001, 2.7462722E+001, 1.1486532E+002, 7.2147390E+001, 6.7343255E+001, 6.3978196E+001, 4.1341920E+000
 3.1000398E+002, 1.5852288E+001, 1.5936218E+001, 1.5898640E+001, 1.5796853E+001, 1.5759579E+001, 1.5916210E+001, 1.6347369E+001, 1.7284619E+001, 1.8458274E+001, 1.9344858E+001, 3.1098439E+001, 3.8487249E+001, 1.5420912E+002, 1.1497214E+002, 1.0862963E+002, 1.0213958E+002, 4.6223282E+000
 3.2000227E+002, 1.6097906E+001, 1.6249819E+001, 1.6265248E+001, 1.6201014E+001, 1.6167467E+001, 1.6354110E+001, 1.6911805E+001, 1.8222879E+001, 1.9919536E+001, 2.1671644E+001, 2.3998143E+001, 3.5178315E+001, 1.8180378E+002, 1.4156900E+002, 1.3383794E+002, 1.2657117E+002, 4.9618149E+000
 3.3000204E+002, 1.6303427E+001, 1.6563148E+001, 1.6684403E+001, 1.6723910E+001, 1.6737501E+001, 1.6961404E+001, 1.7710829E+001, 1.9697854E+001, 2.2447476E+001, 2.5882171E+001, 3.5054611E+001, 6.3545616E+001, 2.2658199E+002, 1.6696852E+002, 1.6012356E+002, 1.5045438E+002, 5.0688441E+000
 3.4000279E+002, 1.6265098E+001, 1.6560241E+001, 1.6757488E+001, 1.6946613E+001, 1.7099452E+001, 1.7426045E+001, 1.8326550E+001, 2.0791633E+001, 2.4340272E+001, 2.9733794E+001, 5.7548717E+001, 1.0977641E+002, 2.8325180E+002, 1.9030559E+002, 1.9869543E+002, 1.9438947E+002, 5.1128082E+000
 3.5000158E+002, 1.6689288E+001, 1.7141798E+001, 1.7449504E+001, 1.7706078E+001, 1.7898147E+001, 1.8451708E+001, 1.9940308E+001, 2.3708789E+001, 2.9131430E+001, 3.8568658E+001, 2.6008294E+002, 3.1765149E+002, 3.9418228E+002, 2.7237117E+002, 2.6277502E+002, 2.4958946E+002, 5.4164015E+000
 3.6000028E+002, 1.6902014E+001, 1.7457376E+001, 1.7874074E+001, 1.8309940E+001, 1.8715899E+001, 1.9516903E+001, 2.1360559E+001, 2.6073947E+001, 3.2735218E+001, 4.3118094E+001, 8.6283331E+001, 1.7691767E+002, 5.1071815E+002, 3.5713691E+002, 3.2853380E+002, 2.9467760E+002, 6.0487113E+000
 3.7000277E+002, 1.6884903E+001, 1.7471553E+001, 1.7929177E+001, 1.8363789E+001, 1.8756751E+001, 1.9647183E+001, 2.1665060E+001, 2.6143167E+001, 3.2521100E+001, 4.2964320E+001, 6.0208680E+001, 1.1425391E+002, 3.5709969E+002, 3.6716125E+002, 3.4340731E+002, 3.0985665E+002, 6.5317297E+000
 3.8000055E+002, 1.6856609E+001, 1.7452653E+001, 1.7909317E+001, 1.8290068E+001, 1.8669584E+001, 1.9650770E+001, 2.1736325E+001, 2.6456367E+001, 3.2592468E+001, 4.3992538E+001, 6.3750400E+001, 1.4325577E+002, 3.3435102E+002, 3.5793577E+002, 3.3542595E+002, 3.0618598E+002, 6.3639275E+000
 3.9000029E+002, 1.6993353E+001, 1.7621227E+001, 1.8069431E+001, 1.8427655E+001, 1.8847524E+001, 2.0019800E+001, 2.2371315E+001, 2.7400478E+001, 3.4342493E+001, 4.6973268E+001, 6.2629502E+001, 1.4668995E+002, 3.8677662E+002, 3.6549130E+002, 3.4475072E+002, 3.1414516E+002, 6.1996600E+000
 4.0000221E+002, 1.7001167E+001, 1.7633105E+001, 1.8077717E+001, 1.8410043E+001, 1.8780189E+001, 1.9892421E+001, 2.2134450E+001, 2.6759292E+001, 3.4317501E+001, 4.7175206E+001, 5.8608786E+001, 1.2534814E+002, 3.0312838E+002, 3.3346196E+002, 3.1891593E+002, 2.9251655E+002, 5.7726124E+000
 4.1000139E+002, 1.7008336E+001, 1.7603696E+001, 1.7966613E+001, 1.8215366E+001, 1.8646972E+001, 1.9990091E+001, 2.2309510E+001, 2.7058356E+001, 3.4878219E+001, 5.3532064E+001, 7.0121909E+001, 1.4842774E+002, 3.9040142E+002, 3.3246789E+002, 3.1477515E+002, 2.8367027E+002, 5.3425331E+000
 4.2000113E+002, 1.6936185E+001, 1.7516067E+001, 1.7869379E+001, 1.8077983E+001, 1.8351793E+001, 1.9454383E+001, 2.1502840E+001, 2.5298236E+001, 3.0816996E+001, 4.3895776E+001, 6.3273973E+001, 1.0629561E+002, 3.0645935E+002, 2.9268580E+002, 2.7749119E+002, 2.5352472E+002, 5.3656403E+000
 4.3000090E+002, 1.6967856E+001, 1.7564888E+001, 1.7956493E+001, 1.8179649E+001, 1.8423683E+001, 1.9442084E+001, 2.1534350E+001, 2.5489115E+001, 3.1291069E+001, 4.5338682E+001, 6.7385129E+001, 1.1324022E+002, 3.0305570E+002, 2.9921468E+002, 2.8526863E+002, 2.6206495E+002, 5.7884776E+000
 4.4000068E+002, 1.7003783E+001, 1.7641978E+001, 1.8101945E+001, 1.8438271E+001, 1.8761629E+001, 1.9766004E+001, 2.1887534E+001, 2.6164241E+001, 3.2786379E+001, 4.6111600E+001, 5.9958177E+001, 1.2627667E+002, 3.0343475E+002, 3.1022609E+002, 2.9586753E+002, 2.7030338E+002, 6.0182528E+000
 4.5000011E+002, 1.7063387E+001, 1.7720633E+001, 1.8147237E+001, 1.8424288E+001, 1.8781779E+001, 2.0006348E+001, 2.2280694E+001, 2.6769002E+001, 3.3543738E+001, 4.7546149E+001, 6.1014818E+001, 1.2217961E+002, 3.4726768E+002, 3.0663731E+002, 2.8552794E+002, 2.6319673E+002, 5.4832401E+000
 4.6000020E+002, 1.7259025E+001, 1.7964412E+001, 1.8368468E+001, 1.8550585E+001, 1.8855827E+001, 2.0141149E+001, 2.2431908E+001, 2.6899293E+001, 3.4138315E+001, 6.1282428E+001, 1.1825411E+002, 1.1381338E+002, 3.3248708E+002, 3.1807371E+002, 2.9775790E+002, 2.6765799E+002, 5.2748322E+000
 4.7000047E+002, 1.7059714E+001, 1.7712006E+001, 1.8128056E+001, 1.8386372E+001, 1.8718378E+001, 1.9989389E+001, 2.2312255E+001, 2.6982938E+001, 3.4505445E+001, 5.5485486E+001, 9.2026892E+001, 1.0106800E+002, 3.2643998E+002, 3.1508233E+002, 2.9523752E+002, 2.6855734E+002, 5.5020282E+000
 4.8000174E+002, 1.7108754E+001, 1.7736806E+001, 1.8137133E+001, 1.8397034E+001, 1.8749359E+001, 2.0063861E+001, 2.2540081E+001, 2.7477449E+001, 3.5830411E+001, 5.3605080E+001, 7.1041552E+001, 1.1277997E+002, 3.5845144E+002, 3.2687746E+002, 3.0487298E+002, 2.7850165E+002, 5.8077058E+000
 4.9000038E+002, 1.7147519E+001, 1.7839059E+001, 1.8330722E+001, 1.8768236E+001, 1.9319294E+001, 2.0677862E+001, 2.3157239E+001, 2.8275129E+001, 3.6397350E+001, 5.2004506E+001, 7.0073838E+001, 1.5231086E+002, 3.4190656E+002, 3.3746649E+002, 3.2008989E+002, 2.9277658E+002, 6.0361315E+000
 5.0000064E+002, 1.7254196E+001, 1.8039570E+001, 1.8606719E+001, 1.9088991E+001, 1.9595084E+001, 2.0894792E+001, 2.3399648E+001, 2.8774027E+001, 3.6933791E+001, 5.6414570E+001, 8.1379710E+001, 1.5909356E+002, 3.7299958E+002, 3.2741713E+002, 3.1637620E+002, 2.8899860E+002, 5.8344821E+000
 5.1000227E+002, 1.7377924E+001, 1.8205913E+001, 1.8805790E+001, 1.9320732E+001, 1.9929712E+001, 2.1431148E+001, 2.4185433E+001, 2.9780179E+001, 3.8682314E+001, 6.6188649E+001, 1.0811109E+002, 1.7618822E+002, 4.0699781E+002, 3.4837353E+002, 3.3003347E+002, 3.0211273E+002, 5.8158003E+000
 5.2000029E+002, 1.7453406E+001, 1.8249633E+001, 1.8775376E+001, 1.9213606E+001, 1.9708276E+001, 2.1123455E+001, 2.3682896E+001, 2.9096544E+001, 3.8081081E+001, 5.9597862E+001, 8.0064831E+001, 1.4283487E+002, 3.6214016E+002, 3.3156233E+002, 3.1589688E+002, 2.9269564E+002, 5.7887697E+000
 5.3000348E+002, 1.7467143E+001, 1.8327015E+001, 1.8936261E+001, 1.9422495E+001, 1.9971597E+001, 2.1473538E+001, 2.4167564E+001, 2.9570546E+001, 3.8522553E+001, 5.9611052E+001, 1.2013608E+002, 1.6305427E+002, 3.7051917E+002, 3.3268357E+002, 3.1370451E+002, 2.9088660E+002, 5.7154051E+000
 5.4000066E+002, 1.7326821E+001, 1.8092121E+001, 1.8638500E+001, 1.9137821E+001, 1.9764018E+001, 2.1312168E+001, 2.3963909E+001, 2.9353825E+001, 3.8353603E+001, 5.9168624E+001, 1.0252214E+002, 1.6718341E+002, 4.2646952E+002, 3.5307332E+002, 3.3139450E+002, 3.0057062E+002, 5.7308421E+000
 5.5000305E+002, 1.7430292E+001, 1.8268781E+001, 1.8891623E+001, 1.9508299E+001, 2.0256879E+001, 2.1887611E+001, 2.4684596E+001, 3.0412439E+001, 4.0314284E+001, 6.3882688E+001, 1.0512322E+002, 1.7779913E+002, 4.0147638E+002, 3.4651167E+002, 3.2071154E+002, 2.9062738E+002, 5.7453510E+000
 5.6000080E+002, 1.7464859E+001, 1.8271927E+001, 1.8841086E+001, 1.9341483E+001, 2.0010989E+001, 2.1766773E+001, 2.4713016E+001, 3.0099684E+001, 3.9404137E+001, 6.2140660E+001, 1.4264921E+002, 1.8285211E+002, 4.1009779E+002, 3.7573681E+002, 3.5285374E+002, 3.2066205E+002, 5.8801216E+000
 5.7000257E+002, 1.7400351E+001, 1.8164023E+001, 1.8721199E+001, 1.9204046E+001, 1.9834700E+001, 2.1581953E+001, 2.4632512E+001, 3.0484847E+001, 4.0580463E+001, 6.0054988E+001, 7.2713447E+001, 1.3234585E+002, 3.8206010E+002, 3.8911877E+002, 3.6697165E+002, 3.3772130E+002, 6.0440135E+000
 5.8000234E+002, 1.7383290E+001, 1.8172388E+001, 1.8735493E+001, 1.9232747E+001, 1.9854712E+001, 2.1511304E+001, 2.4445265E+001, 3.0275656E+001, 3.9980193E+001, 6.0025652E+001, 6.8329143E+001, 1.4615515E+002, 3.7863402E+002, 3.8223922E+002, 3.5462330E+002, 3.1246599E+002, 6.1005799E+000
 5.9000174E+002, 1.7323944E+001, 1.8049612E+001, 1.8597974E+001, 1.9120707E+001, 1.9796504E+001, 2.1495101E+001, 2.4550846E+001, 3.0737892E+001, 4.1053260E+001, 6.1716376E+001, 7.6035521E+001, 1.7685975E+002, 4.0999435E+002, 3.8560694E+002, 3.5871604E+002, 3.2648135E+002, 6.0957476E+000
 6.0000075E+002, 1.7474078E+001, 1.8265701E+001, 1.8827711E+001, 1.9314241E+001, 1.9969744E+001, 2.1683112E+001, 2.4616138E+001, 3.0629772E+001, 4.0436053E+001, 6.1371804E+001, 7.0045006E+001, 1.5350916E+002, 4.3805298E+002, 3.9472211E+002, 3.6596623E+002, 3.3159831E+002, 5.8980813E+000
 6.1000079E+002, 1.7633389E+001, 1.8542142E+001, 1.9209457E+001, 1.9814247E+001, 2.0583638E+001, 2.2541700E+001, 2.5842690E+001, 3.2113842E+001, 4.3729210E+001, 6.6012286E+001, 8.8615419E+001, 1.5993090E+002, 4.3290443E+002, 3.9346421E+002, 3.6848364E+002, 3.3473682E+002, 6.0828676E+000
 6.2000130E+002, 1.7625472E+001, 1.8477629E+001, 1.9061375E+001, 1.9597625E+001, 2.0334329E+001, 2.2313062E+001, 2.5614524E+001, 3.1921578E+001, 4.3092077E+001, 7.2129560E+001, 1.0516362E+002, 1.8091277E+002, 4.5084564E+002, 4.2017755E+002, 3.8592028E+002, 3.5057323E+002, 6.2287391E+000
 6.3000049E+002, 1.7710148E+001, 1.8612110E+001, 1.9293236E+001, 1.9954634E+001, 2.0832131E+001, 2.3050132E+001, 2.6995940E+001, 3.4121785E+001, 4.4747349E+001, 7.5319129E+001, 1.0388042E+002, 1.8511124E+002, 4.8197568E+002, 4.3897008E+002, 4.0845295E+002, 3.7150347E+002, 6.4151800E+000
 6.4000181E+002, 1.7785482E+001, 1.8750797E+001, 1.9519418E+001, 2.0304473E+001, 2.1298712E+001, 2.3584092E+001, 2.7720914E+001, 3.5484125E+001, 4.8365070E+001, 7.5542160E+001, 1.2412323E+002, 2.3740195E+002, 5.9162583E+002, 5.0434305E+002, 4.6200859E+002, 4.1442852E+002, 6.7092902E+000
 6.5000219E+002, 1.7780743E+001, 1.8770259E+001, 1.9575811E+001, 2.0436402E+001, 2.1483897E+001, 2.3720999E+001, 2.7467861E+001, 3.5352806E+001, 4.9412017E+001, 7.6726432E+001, 1.6076387E+002, 2.1646004E+002, 5.7965960E+002, 5.1675416E+002, 4.7436175E+002, 4.3133662E+002, 6.6217330E+000
 6.6000259E+002, 1.8028517E+001, 1.9168598E+001, 2.0017754E+001, 2.0834696E+001, 2.1812454E+001, 2.4107834E+001, 2.8016077E+001, 3.5212782E+001, 4.8564722E+001, 8.1399169E+001, 1.5172304E+002, 2.2768782E+002, 5.2137232E+002, 4.6438183E+002, 4.3759853E+002, 4.0341697E+002, 6.0528902E+000
 6.7000317E+002, 1.7753738E+001, 1.8721210E+001, 1.9418804E+001, 2.0102456E+001, 2.0975995E+001, 2.3046715E+001, 2.6449848E+001, 3.2632572E+001, 4.4938276E+001, 6.6754931E+001, 7.6562207E+001, 1.5866366E+002, 4.1176495E+002, 3.7602723E+002, 3.5884123E+002, 3.3065573E+002, 5.7108940E+000
 6.8000341E+002, 1.7671802E+001, 1.8576249E+001, 1.9177173E+001, 1.9720537E+001, 2.0478657E+001, 2.2385740E+001, 2.5233666E+001, 3.0810214E+001, 4.2150850E+001, 6.2729463E+001, 7.3320900E+001, 1.4861029E+002, 3.7459288E+002, 3.4707484E+002, 3.2034992E+002, 2.8417715E+002, 5.4941889E+000
 6.9000008E+002, 1.7293780E+001, 1.8028200E+001, 1.8542254E+001, 1.8954715E+001, 1.9511528E+001, 2.1013399E+001, 2.3488300E+001, 2.8245323E+001, 3.6619174E+001, 5.4565875E+001, 6.0647761E+001, 1.0580850E+002, 2.9010897E+002, 2.8347089E+002, 2.7395680E+002, 2.4814476E+002, 5.2088025E+000
 7.0000212E+002, 1.6749877E+001, 1.7279244E+001, 1.7667529E+001, 1.7997772E+001, 1.8382875E+001, 1.9382319E+001, 2.1210694E+001, 2.4961319E+001, 3.0982207E+001, 4.5122350E+001, 4.4821183E+001, 7.1056252E+001, 1.8837395E+002, 2.2815026E+002, 2.2153033E+002, 2.1097297E+002, 5.2345373E+000
 7.1000095E+002, 1.6408325E+001, 1.6834826E+001, 1.7142394E+001, 1.7408456E+001, 1.7775697E+001, 1.8530107E+001, 1.9857397E+001, 2.2772864E+001, 2.7580834E+001, 3.8925521E+001, 3.6681202E+001, 5.6777035E+001, 9.4035351E+001, 1.6984331E+002, 1.6503942E+002, 1.6067757E+002, 5.1487939E+000
 7.2000053E+002, 1.6077584E+001, 1.6473834E+001, 1.6808957E+001, 1.7097386E+001, 1.7445329E+001, 1.8047660E+001, 1.9143647E+001, 2.1318473E+001, 2.5087430E+001, 3.4276884E+001, 3.2242362E+001, 4.7266657E+001, 6.6262515E+001, 1.2777440E+002, 1.2875694E+002, 1.2489080E+002, 4.6809934E+000
 7.3000075E+002, 1.5823999E+001, 1.6119257E+001, 1.6393481E+001, 1.6715495E+001, 1.7068423E+001, 1.7616606E+001, 1.8531884E+001, 2.0445709E+001, 2.4115255E+001, 3.2353546E+001, 3.0074535E+001, 4.2986711E+001, 5.1409431E+001, 9.9810838E+001, 1.0248961E+002, 9.9099727E+001, 4.5774122E+000
 7.4000046E+002, 1.5703385E+001, 1.5977919E+001, 1.6225306E+001, 1.6561629E+001, 1.6932537E+001, 1.7451672E+001, 1.8212631E+001, 1.9989472E+001, 2.3142839E+001, 3.0960181E+001, 2.8095152E+001, 4.0869164E+001, 4.3803709E+001, 7.6306909E+001, 8.5602098E+001, 8.2778955E+001, 4.3670831E+000
 7.5000069E+002, 1.5627564E+001, 1.5887019E+001, 1.6116924E+001, 1.6415955E+001, 1.6742424E+001, 1.7203656E+001, 1.7916002E+001, 1.9475353E+001, 2.2215742E+001, 2.9734034E+001, 2.6678373E+001, 3.7522027E+001, 3.9396763E+001, 6.9063195E+001, 7.2696388E+001, 6.7338527E+001, 4.0050876E+000
 7.6000313E+002, 1.5479888E+001, 1.5671112E+001, 1.5860081E+001, 1.6146974E+001, 1.6473031E+001, 1.6930355E+001, 1.7615447E+001, 1.9085176E+001, 2.1801991E+001, 2.8918690E+001, 2.5838813E+001, 3.7551013E+001, 3.6935703E+001, 4.5641741E+001, 5.4717295E+001, 5.8968976E+001, 3.7951382E+000
