s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 6.4000549E+002, 4.8800468E+002,-2.0460967E+002,-2.8662564E+002, 1.7436534E+001,-5.2677506E-002, 0.0000000E+000, 0.0000000E+000, 1.3961940E+001, 1.4153227E+001, 4.1431053E+000, 1.1124537E-002,-7.6002437E-101
 6.5000598E+002, 5.3191800E+002,-2.2199461E+002,-3.1884956E+002, 1.7653463E+001,-5.5780446E-002, 0.0000000E+000, 0.0000000E+000, 8.4572209E+000, 8.6715121E+000, 4.3866939E+000, 1.2360971E-002,-1.0735444E-105
 6.6000378E+002, 4.5886443E+002,-1.9153218E+002,-3.0238033E+002, 1.7502443E+001,-4.8299770E-002, 0.0000000E+000, 0.0000000E+000,-1.7634734E+001,-1.7593935E+001, 4.2343676E+000, 1.0304240E-002,-7.4007586E-110
 6.7000708E+002, 2.4419617E+002,-8.9895834E+001,-2.4099718E+002, 2.5588325E+001,-2.8368322E-002, 0.0000000E+000, 0.0000000E+000,-6.1097465E+001,-6.1136884E+001, 4.3867755E+000, 5.4193945E-003,-1.5353388E-110
 6.8000885E+002, 7.3028614E+001,-1.2986780E+001,-1.4032576E+002, 3.5632808E+001,-9.5297108E-003, 0.0000000E+000, 0.0000000E+000,-4.4657276E+001,-4.4660651E+001, 4.5999169E+000, 1.6601340E-003,-3.2613850E-111
 6.9000488E+002, 1.9992385E+001, 4.3504184E+000,-8.1967384E+001, 3.8552882E+001,-2.7251819E-003, 0.0000000E+000, 0.0000000E+000,-1.9097149E+001,-1.9074423E+001, 4.5999803E+000, 4.5638815E-004,-5.3380283E-110
 7.0001031E+002, 1.2184256E+001, 5.3604100E+000,-5.9133189E+001, 3.7972666E+001,-1.6762786E-003, 0.0000000E+000, 0.0000000E+000,-3.6369601E+000,-3.6175325E+000, 4.4627828E+000, 2.7872200E-004,-2.9295484E-105
 7.1000146E+002, 9.4112916E+000, 5.2472076E+000,-5.5192897E+001, 3.6651193E+001,-1.3015457E-003, 0.0000000E+000, 0.0000000E+000,-3.8812531E+000,-3.8845058E+000, 4.4933534E+000, 2.1569473E-004,-4.0664243E-105
 7.2000153E+002, 7.7674076E+000, 5.2297118E+000,-5.0727367E+001, 3.5621108E+001,-1.0750826E-003, 0.0000000E+000, 0.0000000E+000,-2.1244801E+000,-2.1102148E+000, 4.6000372E+000, 1.7783297E-004,-7.6288985E-100
 7.3000421E+002, 6.3095164E+000, 5.1702609E+000,-4.6416061E+001, 3.4332320E+001,-8.7517448E-004, 0.0000000E+000, 0.0000000E+000,-6.2460399E-001,-6.0483878E-001, 4.3715275E+000, 1.4456509E-004,-8.8971091E-097
 7.4000616E+002, 5.2117347E+000, 5.0784886E+000,-4.5704177E+001, 3.3286975E+001,-7.2371376E-004, 0.0000000E+000, 0.0000000E+000,-2.1337444E+000,-2.1277017E+000, 4.3257859E+000, 1.1931047E-004,-9.1828958E-100
 7.5000970E+002, 3.5690189E+000, 5.2621564E+000,-4.4074807E+001, 3.2485224E+001,-4.9473020E-004, 0.0000000E+000, 0.0000000E+000,-2.7696953E+000,-2.7589030E+000, 4.5238672E+000, 8.1409838E-005,-4.5272760E-104
 7.6000171E+002, 1.3700293E+000, 5.6901201E+000,-4.0391931E+001, 3.1950593E+001,-1.8860190E-004, 0.0000000E+000, 0.0000000E+000,-1.4019552E+000,-1.3813777E+000, 4.5085445E+000, 3.0924397E-005,-2.3440816E-105
 7.7000446E+002, 4.9493410E-001, 5.6349489E+000,-3.9042842E+001, 3.1140525E+001,-7.0212330E-005, 0.0000000E+000, 0.0000000E+000,-1.7779686E+000,-1.7725042E+000, 4.4171529E+000, 1.1487113E-005,-2.1172724E-101
 7.8000415E+002, 7.9986119E-001, 5.3591231E+000,-3.6580624E+001, 3.0025985E+001,-1.1217525E-004, 0.0000000E+000, 0.0000000E+000,-4.0781349E-001,-3.9576662E-001, 4.4781034E+000, 1.8359902E-005,-3.7169760E-099
 7.9000012E+002, 8.0032995E-001, 5.1273208E+000,-3.5962405E+001, 2.9119438E+001,-1.1218010E-004, 0.0000000E+000, 0.0000000E+000,-9.2453874E-001,-9.1542812E-001, 4.4781034E+000, 1.8359902E-005,-1.4613148E-090
 8.0000000E+002, 8.0059577E-001, 4.9224674E+000,-3.4649600E+001, 2.8305921E+001,-1.1217627E-004, 0.0000000E+000, 0.0000000E+000,-6.2771310E-001,-6.2072759E-001, 4.4781034E+000, 1.8359902E-005,-4.1454570E-091
