m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.0477718E-001, 9.3952939E-001,-1.9000000E-001, 2.5028514E-001
 5.5718177E-001, 6.6805664E-001,-1.3510204E-001, 3.6392746E-001
 6.0958639E-001, 5.6511239E-001,-8.0204082E-002, 5.4552702E-001
 6.6199104E-001, 4.3183336E-001,-2.5306122E-002, 8.4839395E-001
 7.1439570E-001, 4.3183336E-001, 2.9591837E-002, 1.9613735E+000
 7.6680038E-001, 3.4046208E-001, 8.4489796E-002, 2.2740216E+000
 8.1920507E-001, 2.7487488E-001, 1.3938776E-001, 2.4588412E+000
 8.7160978E-001, 2.4478689E-001, 1.9428571E-001, 2.5600734E+000
 9.2401449E-001, 2.0316667E-001, 2.4918367E-001, 2.6156954E+000
 9.7641920E-001, 1.8305563E-001, 3.0408163E-001, 2.6108345E+000
 1.0288239E+000, 1.5505308E-001, 3.5897959E-001, 2.5560685E+000
 1.0812287E+000, 1.4102738E-001, 4.1387755E-001, 2.4762834E+000
 1.1336334E+000, 1.3251869E-001, 4.6877551E-001, 2.3796458E+000
 1.1860381E+000, 1.1407578E-001, 5.2367347E-001, 2.2724137E+000
 1.2384429E+000, 1.0498505E-001, 5.7857143E-001, 2.1591775E+000
 1.2908476E+000, 9.1342474E-002, 6.3346939E-001, 2.0436592E+000
 1.3432523E+000, 8.4555374E-002, 6.8836735E-001, 1.9285521E+000
 1.3956571E+000, 7.4184786E-002, 7.4326531E-001, 1.8156624E+000
 1.4480618E+000, 6.5295736E-002, 7.9816327E-001, 1.7061341E+000
 1.5004666E+000, 6.0950389E-002, 8.5306122E-001, 1.5001916E+000
NaN,NaN, 9.0795918E-001, 1.4048842E+000
NaN,NaN, 9.6285714E-001, 1.3149298E+000
NaN,NaN, 1.0177551E+000, 1.2302562E+000
NaN,NaN, 1.0726531E+000, 1.1507290E+000
NaN,NaN, 1.1275510E+000, 1.0761315E+000
NaN,NaN, 1.1824490E+000, 1.0062778E+000
NaN,NaN, 1.2373469E+000, 9.4088867E-001
NaN,NaN, 1.2922449E+000, 8.7968011E-001
NaN,NaN, 1.3471429E+000, 8.2246865E-001
NaN,NaN, 1.4020408E+000, 7.1926616E-001
NaN,NaN, 1.4569388E+000, 6.7300359E-001
NaN,NaN, 1.5118367E+000, 6.3003823E-001
NaN,NaN, 1.5667347E+000, 5.9010860E-001
NaN,NaN, 1.6216327E+000, 5.5302596E-001
NaN,NaN, 1.6765306E+000, 5.1859919E-001
NaN,NaN, 1.7314286E+000, 4.8660701E-001
NaN,NaN, 1.7863265E+000, 4.5686424E-001
NaN,NaN, 1.8412245E+000, 4.2918571E-001
NaN,NaN, 1.8961224E+000, 4.0341387E-001
NaN,NaN, 1.9510204E+000, 3.5705705E-001
NaN,NaN, 2.0059184E+000, 3.3623028E-001
NaN,NaN, 2.0608163E+000, 3.1680405E-001
NaN,NaN, 2.1157143E+000, 2.9868296E-001
NaN,NaN, 2.1706122E+000, 2.8176882E-001
NaN,NaN, 2.2255102E+000, 2.6596183E-001
NaN,NaN, 2.2804082E+000, 2.5118976E-001
NaN,NaN, 2.3353061E+000, 2.3738445E-001
NaN,NaN, 2.3902041E+000, 2.2446390E-001
NaN,NaN, 2.4451020E+000, 2.1235422E-001
NaN,NaN, 2.5000000E+000, 1.9031994E-001
