m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 5.2160611E-001, 0.0000000E+000, 6.1285061E-001
 5.9321271E-002, 5.2160611E-001, 6.0309278E-003, 6.1285061E-001
 6.6249925E-002, 3.8549916E-001, 1.2061856E-002, 7.7146397E-001
 7.3178673E-002, 2.9274323E-001, 1.8092784E-002, 7.7146397E-001
 8.0107492E-002, 2.9274323E-001, 2.4123711E-002, 8.6307675E-001
 8.7036363E-002, 1.9031258E-001, 3.0154639E-002, 9.2013846E-001
 9.3965276E-002, 1.5299364E-001, 3.6185567E-002, 9.2013846E-001
 1.0089422E-001, 1.5299364E-001, 4.2216495E-002, 9.4850636E-001
 1.0782319E-001, 1.2463800E-001, 4.8247423E-002, 9.4850636E-001
 1.1475219E-001, 1.0277181E-001, 5.4278351E-002, 9.5132427E-001
 1.2168120E-001, 1.0277181E-001, 6.0309278E-002, 9.3410205E-001
 1.2861022E-001, 7.8042704E-002, 6.6340206E-002, 9.3410205E-001
 1.3553926E-001, 6.6036702E-002, 7.2371134E-002, 9.0256981E-001
 1.4246831E-001, 6.6036702E-002, 7.8402062E-002, 9.0256981E-001
 1.4939737E-001, 5.6315043E-002, 8.4432990E-002, 8.6148117E-001
 1.5632644E-001, 4.8376580E-002, 9.0463918E-002, 8.1449960E-001
 1.6325552E-001, 4.8376580E-002, 9.6494845E-002, 8.1449960E-001
 1.7018460E-001, 3.9454219E-002, 1.0252577E-001, 7.6440698E-001
 1.7711368E-001, 3.4446002E-002, 1.0855670E-001, 7.6440698E-001
 1.8404278E-001, 3.4446002E-002, 1.1458763E-001, 7.1328889E-001
 1.9097187E-001, 3.0227760E-002, 1.2061856E-001, 6.6264405E-001
 1.9790097E-001, 2.6654645E-002, 1.2664948E-001, 6.6264405E-001
 2.0483007E-001, 2.6654645E-002, 1.3268041E-001, 6.1349586E-001
 2.1175918E-001, 2.2747114E-002, 1.3871134E-001, 6.1349586E-001
 2.1868829E-001, 2.0298129E-002, 1.4474227E-001, 5.6654424E-001
 2.2561740E-001, 2.0298129E-002, 1.5077320E-001, 5.2221332E-001
