m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 1.2167608E+001, 0.0000000E+000, 2.4583902E+000
 6.1669954E-002, 1.0498335E+001, 1.0059172E-002, 2.5793019E+000
 7.0947373E-002, 1.0498335E+001, 2.0118343E-002, 2.6973492E+000
 8.0224930E-002, 9.2344896E+000, 3.0177515E-002, 2.8132478E+000
 8.9502582E-002, 7.9512517E+000, 4.0236686E-002, 2.9303318E+000
 9.8780302E-002, 7.1626847E+000, 5.0295858E-002, 3.0458551E+000
 1.0805807E-001, 6.4958812E+000, 6.0355030E-002, 3.1546382E+000
 1.1733588E-001, 5.9247564E+000, 7.0414201E-002, 3.2559026E+000
 1.2661372E-001, 5.1508458E+000, 8.0473373E-002, 3.3525408E+000
 1.3589159E-001, 4.7627777E+000, 9.0532544E-002, 3.4474735E+000
 1.4516947E-001, 4.4197745E+000, 1.0059172E-001, 3.5414863E+000
 1.5444737E-001, 4.1144002E+000, 1.1065089E-001, 3.6335165E+000
 1.6372528E-001, 4.1144002E+000, 1.2071006E-001, 3.7224683E+000
 1.7300321E-001, 3.6748155E+000, 1.3076923E-001, 3.8081870E+000
 1.8228114E-001, 3.4492051E+000, 1.4082840E-001, 3.8913441E+000
 1.9155908E-001, 3.2431876E+000, 1.5088757E-001, 3.9731942E+000
 2.0083703E-001, 3.0542845E+000, 1.6094675E-001, 4.0549896E+000
 2.1011499E-001, 2.7819951E+000, 1.7100592E-001, 4.1369232E+000
 2.1939294E-001, 2.6311341E+000, 1.8106509E-001, 4.2179811E+000
 2.2867091E-001, 2.4911749E+000, 1.9112426E-001, 4.2967653E+000
 2.3794888E-001, 2.3610771E+000, 2.0118343E-001, 4.3726969E+000
 2.4722685E-001, 2.2399450E+000, 2.1124260E-001, 4.4454758E+000
 2.5650482E-001, 2.1726062E+000, 2.2130178E-001, 4.5138476E+000
 2.6578280E-001, 2.0646123E+000, 2.3136095E-001, 4.5763838E+000
 2.7506078E-001, 1.9636074E+000, 2.4142012E-001, 4.6325766E+000
 2.8433877E-001, 1.8690320E+000, 2.5147929E-001, 4.6834222E+000
 2.9361675E-001, 1.7340437E+000, 2.6153846E-001, 4.7311690E+000
 3.0289474E-001, 1.6536374E+000, 2.7159763E-001, 4.7777872E+000
 3.1217273E-001, 1.5780040E+000, 2.8165680E-001, 4.8236876E+000
 3.2145072E-001, 1.5067991E+000, 2.9171598E-001, 4.8684733E+000
 3.3072871E-001, 1.4397084E+000, 3.0177515E-001, 4.9111540E+000
 3.4000670E-001, 1.4084730E+000, 3.1183432E-001, 4.9497238E+000
 3.4928469E-001, 1.3468803E+000, 3.2189349E-001, 4.9818618E+000
 3.5856269E-001, 1.2886792E+000, 3.3195266E-001, 5.0061156E+000
 3.6784069E-001, 1.2336475E+000, 3.4201183E-001, 5.0214043E+000
 3.7711868E-001, 1.1603525E+000, 3.5207101E-001, 5.0271889E+000
 3.8639668E-001, 1.1121191E+000, 3.6213018E-001, 5.0243685E+000
 3.9567468E-001, 1.0663637E+000, 3.7218935E-001, 5.0144318E+000
 4.0495268E-001, 1.0229359E+000, 3.8224852E-001, 4.9980700E+000
 4.1423068E-001, 9.8169657E-001, 3.9230769E-001, 4.9755532E+000
 4.2350868E-001, 9.2815587E-001, 4.0236686E-001, 4.9479506E+000
 4.3278669E-001, 9.2815587E-001, 4.1242604E-001, 4.9170195E+000
 4.4206469E-001, 8.9156666E-001, 4.2248521E-001, 4.8836947E+000
 4.5134269E-001, 8.5672831E-001, 4.3254438E-001, 4.8470979E+000
 4.6062069E-001, 8.1233393E-001, 4.4260355E-001, 4.8054595E+000
 4.6989870E-001, 7.8129249E-001, 4.5266272E-001, 4.7567134E+000
 4.7917670E-001, 7.5167175E-001, 4.6272189E-001, 4.6999733E+000
 4.8845471E-001, 7.2339717E-001, 4.7278107E-001, 4.6363347E+000
 4.9773271E-001, 6.8807870E-001, 4.8284024E-001, 4.5671061E+000
 5.0701072E-001, 6.6278406E-001, 4.9289941E-001, 4.4929220E+000
 5.1628873E-001, 6.3859440E-001, 5.0295858E-001, 4.4140596E+000
 5.2556673E-001, 6.3859440E-001, 5.1301775E-001, 4.3312755E+000
 5.3484474E-001, 6.1545352E-001, 5.2307692E-001, 4.2449138E+000
 5.4412275E-001, 5.8735592E-001, 5.3313609E-001, 4.1549585E+000
 5.5340075E-001, 5.6658027E-001, 5.4319527E-001, 4.0615045E+000
 5.6267876E-001, 5.4667059E-001, 5.5325444E-001, 3.9651187E+000
 5.7195677E-001, 5.2758345E-001, 5.6331361E-001, 3.8666426E+000
 5.8123478E-001, 5.0520065E-001, 5.7337278E-001, 3.7670171E+000
 5.9051279E-001, 4.8800287E-001, 5.8343195E-001, 3.6666638E+000
 5.9979080E-001, 4.7148821E-001, 5.9349112E-001, 3.5651314E+000
NaN,NaN, 6.0355030E-001, 3.4619732E+000
NaN,NaN, 6.1360947E-001, 3.3581094E+000
NaN,NaN, 6.2366864E-001, 3.2546790E+000
NaN,NaN, 6.3372781E-001, 3.1522980E+000
NaN,NaN, 6.4378698E-001, 3.0505040E+000
NaN,NaN, 6.5384615E-001, 2.9484979E+000
NaN,NaN, 6.6390533E-001, 2.8460598E+000
NaN,NaN, 6.7396450E-001, 2.7440164E+000
NaN,NaN, 6.8402367E-001, 2.6437274E+000
NaN,NaN, 6.9408284E-001, 2.5462506E+000
NaN,NaN, 7.0414201E-001, 2.4520498E+000
NaN,NaN, 7.1420118E-001, 2.3611504E+000
NaN,NaN, 7.2426036E-001, 2.2734037E+000
NaN,NaN, 7.3431953E-001, 2.1885337E+000
NaN,NaN, 7.4437870E-001, 2.1059208E+000
NaN,NaN, 7.5443787E-001, 2.0248214E+000
NaN,NaN, 7.6449704E-001, 1.9450496E+000
NaN,NaN, 7.7455621E-001, 1.8667600E+000
NaN,NaN, 7.8461538E-001, 1.7904450E+000
NaN,NaN, 7.9467456E-001, 1.7166578E+000
NaN,NaN, 8.0473373E-001, 1.6456947E+000
NaN,NaN, 8.1479290E-001, 1.5776804E+000
NaN,NaN, 8.2485207E-001, 1.5127295E+000
NaN,NaN, 8.3491124E-001, 1.4508704E+000
NaN,NaN, 8.4497041E-001, 1.3918694E+000
NaN,NaN, 8.5502959E-001, 1.3353159E+000
NaN,NaN, 8.6508876E-001, 1.2807611E+000
NaN,NaN, 8.7514793E-001, 1.2279652E+000
NaN,NaN, 8.8520710E-001, 1.1769319E+000
NaN,NaN, 8.9526627E-001, 1.1277408E+000
NaN,NaN, 9.0532544E-001, 1.0804148E+000
NaN,NaN, 9.1538462E-001, 1.0349919E+000
NaN,NaN, 9.2544379E-001, 9.9149800E-001
NaN,NaN, 9.3550296E-001, 9.4992920E-001
NaN,NaN, 9.4556213E-001, 9.1032473E-001
NaN,NaN, 9.5562130E-001, 8.7271079E-001
NaN,NaN, 9.6568047E-001, 8.3707286E-001
NaN,NaN, 9.7573964E-001, 8.0326998E-001
NaN,NaN, 9.8579882E-001, 7.7112576E-001
NaN,NaN, 9.9585799E-001, 7.4047560E-001
NaN,NaN, 1.0059172E+000, 7.1118265E-001
