m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 5.0718292E-001, 0.0000000E+000, 2.8875655E-001
 2.3449903E-001, 4.0281194E-001, 3.7373737E-002, 2.9633398E-001
 2.6503754E-001, 2.7605204E-001, 7.4747475E-002, 3.0216370E-001
 2.9557623E-001, 2.2967737E-001, 1.1212121E-001, 2.9085388E-001
 3.2611504E-001, 1.9329274E-001, 1.4949495E-001, 2.8369754E-001
 3.5665395E-001, 1.6433341E-001, 1.8686869E-001, 2.7016093E-001
 3.8719293E-001, 1.2196066E-001, 2.2424242E-001, 2.6221952E-001
 4.1773197E-001, 9.7666827E-002, 2.6161616E-001, 2.4442224E-001
 4.4827106E-001, 8.5876938E-002, 2.9898990E-001, 2.3518718E-001
 4.7881017E-001, 7.5937459E-002, 3.3636364E-001, 2.1623272E-001
 5.0934932E-001, 6.0299226E-002, 3.7373737E-001, 2.0671626E-001
 5.3988850E-001, 5.0995371E-002, 4.1111111E-001, 1.8823037E-001
 5.7042769E-001, 4.5946468E-002, 4.4848485E-001, 1.7930493E-001
 6.0096691E-001, 4.1548438E-002, 4.8585859E-001, 1.6211958E-001
 6.3150614E-001, 3.7702016E-002, 5.2323232E-001, 1.5397674E-001
 6.6204538E-001, 3.0170059E-002, 5.6060606E-001, 1.3867800E-001
 6.9258463E-001, 2.7621252E-002, 5.9797980E-001, 1.3153622E-001
 7.2312389E-001, 2.5351151E-002, 6.3535354E-001, 1.1845415E-001
 7.5366316E-001, 2.3323639E-002, 6.7272727E-001, 1.1244750E-001
 7.8420244E-001, 2.1508070E-002, 7.1010101E-001, 1.0135343E-001
 8.1474173E-001, 1.8023210E-002, 7.4747475E-001, 9.6246380E-002
 8.4528102E-001, 1.6718527E-002, 7.8484848E-001, 8.6820243E-002
 8.7582032E-001, 1.5533748E-002, 8.2222222E-001, 8.2513855E-002
 9.0635962E-001, 1.4455855E-002, 8.5959596E-001, 7.4644457E-002
 9.3689892E-001, 1.3368519E-002, 8.9696970E-001, 7.1039911E-002
 9.6743823E-001, 1.1674434E-002, 9.3434343E-001, 6.4445887E-002
 9.9797755E-001, 1.0927960E-002, 9.7171717E-001, 6.1455863E-002
 1.0285169E+000, 1.0240089E-002, 1.0090909E+000, 5.6031022E-002
 1.0590562E+000, 9.6255382E-003, 1.0464646E+000, 5.3565757E-002
 1.0895955E+000, 9.0505367E-003, 1.0838384E+000, 4.9081943E-002
 1.1201348E+000, 8.0193200E-003, 1.1212121E+000, 4.7039423E-002
 1.1506742E+000, 7.5564903E-003, 1.1585859E+000, 4.3303199E-002
 1.1812135E+000, 7.1250239E-003, 1.1959596E+000, 4.1597844E-002
 1.2117528E+000, 6.7990384E-003, 1.2333333E+000, 3.8469588E-002
 1.2422922E+000, 6.4314938E-003, 1.2707071E+000, 3.7032750E-002
 1.2728315E+000, 6.0864182E-003, 1.3080808E+000, 3.4387318E-002
 1.3033708E+000, 5.4571281E-003, 1.3454545E+000, 3.3168306E-002
 1.3339102E+000, 5.2562905E-003, 1.3828283E+000, 3.0929008E-002
 1.3644495E+000, 4.9946078E-003, 1.4202020E+000, 2.9904931E-002
 1.3949888E+000, 4.7469673E-003, 1.4575758E+000, 2.8043877E-002
 1.4255282E+000, 4.2902450E-003, 1.4949495E+000, 2.7208790E-002
 1.4560675E+000, 4.0794886E-003, 1.5323232E+000, 2.5647536E-002
 1.4866069E+000, 3.9679807E-003, 1.5696970E+000, 2.4892423E-002
 1.5171462E+000, 3.7855428E-003, 1.6070707E+000, 2.3430155E-002
NaN,NaN, 1.6444444E+000, 2.2734047E-002
NaN,NaN, 1.6818182E+000, 2.1427876E-002
NaN,NaN, 1.7191919E+000, 2.0846172E-002
NaN,NaN, 1.7565657E+000, 1.9786775E-002
NaN,NaN, 1.7939394E+000, 1.9298097E-002
NaN,NaN, 1.8313131E+000, 1.8390484E-002
NaN,NaN, 1.8686869E+000, 1.7974679E-002
NaN,NaN, 1.9060606E+000, 1.7218208E-002
NaN,NaN, 1.9434343E+000, 1.6873185E-002
NaN,NaN, 1.9808081E+000, 1.6231420E-002
NaN,NaN, 2.0181818E+000, 1.5925635E-002
NaN,NaN, 2.0555556E+000, 1.5335465E-002
NaN,NaN, 2.0929293E+000, 1.5049470E-002
NaN,NaN, 2.1303030E+000, 1.4481534E-002
NaN,NaN, 2.1676768E+000, 1.4202049E-002
NaN,NaN, 2.2050505E+000, 1.3660594E-002
NaN,NaN, 2.2424242E+000, 1.3395320E-002
NaN,NaN, 2.2797980E+000, 1.2869051E-002
NaN,NaN, 2.3171717E+000, 1.2608008E-002
NaN,NaN, 2.3545455E+000, 1.2088131E-002
NaN,NaN, 2.3919192E+000, 1.1827495E-002
NaN,NaN, 2.4292929E+000, 1.1303383E-002
NaN,NaN, 2.4666667E+000, 1.1037568E-002
NaN,NaN, 2.5040404E+000, 1.0513735E-002
NaN,NaN, 2.5414141E+000, 1.0256716E-002
NaN,NaN, 2.5787879E+000, 9.7521239E-003
NaN,NaN, 2.6161616E+000, 9.5066512E-003
NaN,NaN, 2.6535354E+000, 9.0300270E-003
NaN,NaN, 2.6909091E+000, 8.7968116E-003
NaN,NaN, 2.7282828E+000, 8.3386595E-003
NaN,NaN, 2.7656566E+000, 8.1135244E-003
NaN,NaN, 2.8030303E+000, 7.6766255E-003
NaN,NaN, 2.8404040E+000, 7.4685481E-003
NaN,NaN, 2.8777778E+000, 7.0718247E-003
NaN,NaN, 2.9151515E+000, 6.8800589E-003
NaN,NaN, 2.9525253E+000, 6.5193321E-003
NaN,NaN, 2.9898990E+000, 6.3505625E-003
NaN,NaN, 3.0272727E+000, 6.0286925E-003
NaN,NaN, 3.0646465E+000, 5.8722075E-003
NaN,NaN, 3.1020202E+000, 5.5640533E-003
NaN,NaN, 3.1393939E+000, 5.4146588E-003
NaN,NaN, 3.1767677E+000, 5.1299982E-003
NaN,NaN, 3.2141414E+000, 4.9946555E-003
NaN,NaN, 3.2515152E+000, 4.7394129E-003
NaN,NaN, 3.2888889E+000, 4.6181123E-003
NaN,NaN, 3.3262626E+000, 4.3786070E-003
NaN,NaN, 3.3636364E+000, 4.2592937E-003
NaN,NaN, 3.4010101E+000, 4.0258416E-003
NaN,NaN, 3.4383838E+000, 3.9143149E-003
NaN,NaN, 3.4757576E+000, 3.7011356E-003
NaN,NaN, 3.5131313E+000, 3.5966587E-003
NaN,NaN, 3.5505051E+000, 3.3912375E-003
NaN,NaN, 3.5878788E+000, 3.2886112E-003
NaN,NaN, 3.6252525E+000, 3.0861578E-003
NaN,NaN, 3.6626263E+000, 2.9868341E-003
NaN,NaN, 3.7000000E+000, 2.7686569E-003
