m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.2006413E+000, 0.0000000E+000, 4.4434029E-001
 2.3077672E-001, 9.6597332E-001, 7.5510204E-002, 4.8181535E-001
 2.5759274E-001, 6.7241908E-001, 1.5102041E-001, 4.5537834E-001
 2.8440883E-001, 5.6508441E-001, 2.2653061E-001, 4.4098476E-001
 3.1122496E-001, 4.8004674E-001, 3.0204082E-001, 4.1422838E-001
 3.3804113E-001, 4.1167336E-001, 3.7755102E-001, 3.7664576E-001
 3.6485732E-001, 3.5599656E-001, 4.5306122E-001, 3.3868047E-001
 3.9167354E-001, 2.8259471E-001, 5.2857143E-001, 3.0035700E-001
 4.1848978E-001, 2.4873835E-001, 6.0408163E-001, 2.6302002E-001
 4.4530603E-001, 2.2014520E-001, 6.7959184E-001, 2.2979309E-001
 4.7212229E-001, 1.9583173E-001, 7.5510204E-001, 2.0044768E-001
 4.9893857E-001, 1.7502789E-001, 8.3061224E-001, 1.7462581E-001
 5.2575485E-001, 1.4748911E-001, 9.0612245E-001, 1.5209108E-001
 5.5257114E-001, 1.3296138E-001, 9.8163265E-001, 1.3278960E-001
 5.7938743E-001, 1.2027989E-001, 1.0571429E+000, 1.1651192E-001
 6.0620373E-001, 1.0916614E-001, 1.1326531E+000, 1.0272803E-001
 6.3302004E-001, 9.9390212E-002, 1.2081633E+000, 9.0920668E-002
 6.5983635E-001, 8.7035673E-002, 1.2836735E+000, 8.0848687E-002
 6.8665266E-001, 7.9646290E-002, 1.3591837E+000, 7.2159256E-002
 7.1346898E-001, 6.7163509E-002, 1.4346939E+000, 6.4640287E-002
 7.4028530E-001, 6.1881216E-002, 1.5102041E+000, 5.8121121E-002
 7.6710162E-001, 5.7135146E-002, 1.5857143E+000, 5.2442884E-002
 7.9391795E-001, 5.1592552E-002, 1.6612245E+000, 4.7422386E-002
 8.2073427E-001, 4.7789565E-002, 1.7367347E+000, 4.2949922E-002
 8.4755060E-001, 4.4336225E-002, 1.8122449E+000, 3.8942043E-002
 8.7436693E-001, 4.1194848E-002, 1.8877551E+000, 3.5391466E-002
 9.0118327E-001, 3.8332711E-002, 1.9632653E+000, 3.2296832E-002
 9.2799960E-001, 3.5394066E-002, 2.0387755E+000, 2.9578977E-002
 9.5481593E-001, 3.3031386E-002, 2.1142857E+000, 2.7212031E-002
 9.8163227E-001, 3.0859397E-002, 2.1897959E+000, 2.5184284E-002
 1.0084486E+000, 2.8860041E-002, 2.2653061E+000, 2.3477217E-002
 1.0352649E+000, 2.7017454E-002, 2.3408163E+000, 2.2034797E-002
 1.0620813E+000, 2.5379870E-002, 2.4163265E+000, 2.0753480E-002
 1.0888976E+000, 2.3831703E-002, 2.4918367E+000, 1.9570870E-002
 1.1157140E+000, 2.2393759E-002, 2.5673469E+000, 1.8468507E-002
 1.1425303E+000, 2.1056720E-002, 2.6428571E+000, 1.7406782E-002
 1.1693467E+000, 1.9812375E-002, 2.7183673E+000, 1.6357136E-002
 1.1961630E+000, 1.8856639E-002, 2.7938776E+000, 1.5296992E-002
 1.2229793E+000, 1.6809794E-002, 2.8693878E+000, 1.4255355E-002
 1.2497957E+000, 1.5881259E-002, 2.9448980E+000, 1.3214182E-002
 1.2766120E+000, 1.5009545E-002, 3.0204082E+000, 1.2174102E-002
 1.3034284E+000, 1.4190745E-002, 3.0959184E+000, 1.1175036E-002
 1.3302447E+000, 1.3677761E-002, 3.1714286E+000, 1.0218035E-002
 1.3570611E+000, 1.2974638E-002, 3.2469388E+000, 9.2974223E-003
 1.3838774E+000, 1.2310079E-002, 3.3224490E+000, 8.4231420E-003
 1.4106938E+000, 1.1681538E-002, 3.3979592E+000, 7.5996698E-003
 1.4375101E+000, 1.1086849E-002, 3.4734694E+000, 6.8179981E-003
 1.4643265E+000, 1.0760066E-002, 3.5489796E+000, 6.0800671E-003
 1.4911428E+000, 1.0247738E-002, 3.6244898E+000, 5.3813314E-003
 1.5179592E+000, 9.7600897E-003, 3.7000000E+000, 4.4994093E-003
