m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 8.2716160E+000, 0.0000000E+000, 2.3971191E+000
 2.3245767E-001, 6.6555767E+000, 7.5510204E-002, 2.6381691E+000
 2.6095458E-001, 4.8084968E+000, 1.5102041E-001, 2.5253621E+000
 2.8945151E-001, 4.0678940E+000, 2.2653061E-001, 2.5200622E+000
 3.1794844E-001, 3.4841417E+000, 3.0204082E-001, 2.4572207E+000
 3.4644539E-001, 3.0152134E+000, 3.7755102E-001, 2.3437160E+000
 3.7494234E-001, 2.6324944E+000, 4.5306122E-001, 2.2012213E+000
 4.0343930E-001, 2.1252967E+000, 5.2857143E-001, 2.0542411E+000
 4.3193626E-001, 1.8908837E+000, 6.0408163E-001, 1.8919434E+000
 4.6043322E-001, 1.5201519E+000, 6.7959184E-001, 1.7110898E+000
 4.8893019E-001, 1.3723012E+000, 7.5510204E-001, 1.5184498E+000
 5.1742716E-001, 1.1655055E+000, 8.3061224E-001, 1.3446377E+000
 5.4592413E-001, 1.0613282E+000, 9.0612245E-001, 1.1865079E+000
 5.7442110E-001, 9.6947282E-001, 9.8163265E-001, 1.0437789E+000
 6.0291807E-001, 8.8812459E-001, 1.0571429E+000, 9.2049468E-001
 6.3141505E-001, 8.1578551E-001, 1.1326531E+000, 8.0981659E-001
 6.5991203E-001, 7.1291929E-001, 1.2081633E+000, 7.0911870E-001
 6.8840900E-001, 6.0781797E-001, 1.2836735E+000, 6.1911924E-001
 7.1690598E-001, 5.6285833E-001, 1.3591837E+000, 5.4093990E-001
 7.4540296E-001, 5.2217685E-001, 1.4346939E+000, 4.7437217E-001
 7.7389994E-001, 4.6702922E-001, 1.5102041E+000, 4.1801541E-001
 8.0239692E-001, 4.3435496E-001, 1.5857143E+000, 3.6996015E-001
 8.3089390E-001, 4.0455328E-001, 1.6612245E+000, 3.2843180E-001
 8.5939088E-001, 3.7733411E-001, 1.7367347E+000, 2.9231125E-001
 8.8788786E-001, 3.5244173E-001, 1.8122449E+000, 2.6072405E-001
 9.1638484E-001, 3.2224881E-001, 1.8877551E+000, 2.3297355E-001
 9.4488183E-001, 2.8266845E-001, 1.9632653E+000, 2.0862584E-001
 9.7337881E-001, 2.6518156E-001, 2.0387755E+000, 1.8728631E-001
 1.0018758E+000, 2.4904862E-001, 2.1142857E+000, 1.6851396E-001
 1.0303728E+000, 2.3415116E-001, 2.1897959E+000, 1.5205493E-001
 1.0588698E+000, 2.1879149E-001, 2.2653061E+000, 1.3775142E-001
 1.0873667E+000, 2.0609473E-001, 2.3408163E+000, 1.2538896E-001
 1.1158637E+000, 1.9428972E-001, 2.4163265E+000, 1.1472024E-001
 1.1443607E+000, 1.8330477E-001, 2.4918367E+000, 1.0548451E-001
 1.1728577E+000, 1.6458207E-001, 2.5673469E+000, 9.7520472E-002
 1.2013547E+000, 1.5570790E-001, 2.6428571E+000, 9.0656074E-002
 1.2298517E+000, 1.4738866E-001, 2.7183673E+000, 8.4657380E-002
 1.2583486E+000, 1.3958400E-001, 2.7938776E+000, 7.9280941E-002
 1.2868456E+000, 1.3225691E-001, 2.8693878E+000, 7.4338669E-002
 1.3153426E+000, 1.2744312E-001, 2.9448980E+000, 6.9710812E-002
 1.3438396E+000, 1.2101458E-001, 3.0204082E+000, 6.5296482E-002
 1.3723366E+000, 1.1494298E-001, 3.0959184E+000, 6.0972014E-002
 1.4008336E+000, 1.0920433E-001, 3.1714286E+000, 5.6692215E-002
 1.4293306E+000, 1.0092469E-001, 3.2469388E+000, 5.2457270E-002
 1.4578275E+000, 9.6135899E-002, 3.3224490E+000, 4.8258006E-002
 1.4863245E+000, 9.1581928E-002, 3.3979592E+000, 4.4095050E-002
 1.5148215E+000, 8.7249734E-002, 3.4734694E+000, 4.0003078E-002
NaN,NaN, 3.5489796E+000, 3.6033110E-002
NaN,NaN, 3.6244898E+000, 3.2208759E-002
NaN,NaN, 3.7000000E+000, 2.7393382E-002
