m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 1.0474283E+000, 0.0000000E+000, 9.7524068E-001
 5.9321271E-002, 1.0474283E+000, 6.0309278E-003, 9.7524068E-001
 6.6249925E-002, 7.7032779E-001, 1.2061856E-002, 1.1337689E+000
 7.3178673E-002, 5.8327758E-001, 1.8092784E-002, 1.1337689E+000
 8.0107492E-002, 5.8327758E-001, 2.4123711E-002, 1.2094289E+000
 8.7036363E-002, 3.6704718E-001, 3.0154639E-002, 1.2527133E+000
 9.3965276E-002, 2.9586735E-001, 3.6185567E-002, 1.2527133E+000
 1.0089422E-001, 2.9586735E-001, 4.2216495E-002, 1.2683544E+000
 1.0782319E-001, 2.4169702E-001, 4.8247423E-002, 1.2683544E+000
 1.1475219E-001, 1.9983492E-001, 5.4278351E-002, 1.2559579E+000
 1.2168120E-001, 1.9983492E-001, 6.0309278E-002, 1.2211288E+000
 1.2861022E-001, 1.5187785E-001, 6.6340206E-002, 1.2211288E+000
 1.3553926E-001, 1.2881899E-001, 7.2371134E-002, 1.1707718E+000
 1.4246831E-001, 1.2881899E-001, 7.8402062E-002, 1.1707718E+000
 1.4939737E-001, 1.1010181E-001, 8.4432990E-002, 1.1108431E+000
 1.5632644E-001, 9.4779923E-002, 9.0463918E-002, 1.0456113E+000
 1.6325552E-001, 9.4779923E-002, 9.6494845E-002, 1.0456113E+000
 1.7018460E-001, 7.7280819E-002, 1.0252577E-001, 9.7795579E-001
 1.7711368E-001, 6.7569648E-002, 1.0855670E-001, 9.7795579E-001
 1.8404278E-001, 6.7569648E-002, 1.1458763E-001, 9.1001178E-001
 1.9097187E-001, 5.9374118E-002, 1.2061856E-001, 8.4341879E-001
 1.9790097E-001, 5.2418860E-002, 1.2664948E-001, 8.4341879E-001
 2.0483007E-001, 5.2418860E-002, 1.3268041E-001, 7.7931642E-001
 2.1175918E-001, 4.4725391E-002, 1.3871134E-001, 7.7931642E-001
 2.1868829E-001, 3.9938489E-002, 1.4474227E-001, 7.1849936E-001
 2.2561740E-001, 3.9938489E-002, 1.5077320E-001, 6.6143161E-001
 2.3254652E-001, 3.5787118E-002, 1.5680412E-001, 6.6143161E-001
 2.3947563E-001, 3.2171931E-002, 1.6283505E-001, 6.0832884E-001
 2.4640475E-001, 3.2171931E-002, 1.6886598E-001, 6.0832884E-001
 2.5333387E-001, 2.8293124E-002, 1.7489691E-001, 5.5926286E-001
 2.6026299E-001, 2.5667301E-002, 1.8092784E-001, 5.1404328E-001
 2.6719212E-001, 2.5667301E-002, 1.8695876E-001, 5.1404328E-001
 2.7412124E-001, 2.3343427E-002, 1.9298969E-001, 4.7233463E-001
 2.8105037E-001, 2.1279916E-002, 1.9902062E-001, 4.7233463E-001
 2.8797949E-001, 2.1279916E-002, 2.0505155E-001, 4.3405723E-001
 2.9490862E-001, 1.9095306E-002, 2.1108247E-001, 3.9904597E-001
 3.0183775E-001, 1.7538619E-002, 2.1711340E-001, 3.9904597E-001
 3.0876688E-001, 1.7538619E-002, 2.2314433E-001, 3.6710042E-001
 3.1569601E-001, 1.6139421E-002, 2.2917526E-001, 3.6710042E-001
 3.2262515E-001, 1.4878199E-002, 2.3520619E-001, 3.3798249E-001
 3.2955428E-001, 1.4878199E-002, 2.4123711E-001, 3.1145245E-001
 3.3648341E-001, 1.3532357E-002, 2.4726804E-001, 3.1145245E-001
 3.4341255E-001, 1.2553437E-002, 2.5329897E-001, 2.8729752E-001
 3.5034168E-001, 1.1662916E-002, 2.5932990E-001, 2.8729752E-001
 3.5727082E-001, 1.1662916E-002, 2.6536082E-001, 2.6530422E-001
 3.6419995E-001, 1.0850749E-002, 2.7139175E-001, 2.4527707E-001
 3.7112909E-001, 1.0108195E-002, 2.7742268E-001, 2.4527707E-001
 3.7805823E-001, 9.9600860E-003, 2.8345361E-001, 2.2703472E-001
 3.8498737E-001, 9.3152115E-003, 2.8948454E-001, 2.2703472E-001
 3.9191650E-001, 8.7230163E-003, 2.9551546E-001, 2.1040556E-001
