m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.5127971E+001, 0.0000000E+000, 4.4472745E+000
 2.3245767E-001, 1.2562153E+001, 7.5510204E-002, 4.9679664E+000
 2.6095458E-001, 9.8134689E+000, 1.5102041E-001, 5.0555320E+000
 2.8945151E-001, 8.5349227E+000, 2.2653061E-001, 5.2080568E+000
 3.1794844E-001, 7.5088052E+000, 3.0204082E-001, 5.3123452E+000
 3.4644539E-001, 6.6678358E+000, 3.7755102E-001, 5.3865400E+000
 3.7494234E-001, 5.9668515E+000, 4.5306122E-001, 5.4098448E+000
 4.0343930E-001, 5.0088695E+000, 5.2857143E-001, 5.3545822E+000
 4.3193626E-001, 4.5594635E+000, 6.0408163E-001, 5.2545138E+000
 4.6043322E-001, 3.8239516E+000, 6.7959184E-001, 5.0675154E+000
 4.8893019E-001, 3.5198004E+000, 7.5510204E-001, 4.8173981E+000
 5.1742716E-001, 3.0899549E+000, 8.3061224E-001, 4.5694018E+000
 5.4592413E-001, 2.8655491E+000, 9.0612245E-001, 4.2503247E+000
 5.7442110E-001, 2.6633919E+000, 9.8163265E-001, 3.8682374E+000
 6.0291807E-001, 2.4806662E+000, 1.0571429E+000, 3.4787822E+000
 6.3141505E-001, 2.3149981E+000, 1.1326531E+000, 3.1267236E+000
 6.5991203E-001, 2.0699802E+000, 1.2081633E+000, 2.7730912E+000
 6.8840900E-001, 1.8194468E+000, 1.2836735E+000, 2.4411090E+000
 7.1690598E-001, 1.7095781E+000, 1.3591837E+000, 2.1363798E+000
 7.4540296E-001, 1.6085382E+000, 1.4346939E+000, 1.8508169E+000
 7.7389994E-001, 1.4569805E+000, 1.5102041E+000, 1.6004786E+000
 8.0239692E-001, 1.3733865E+000, 1.5857143E+000, 1.3905589E+000
 8.3089390E-001, 1.2959313E+000, 1.6612245E+000, 1.2112716E+000
 8.5939088E-001, 1.2240521E+000, 1.7367347E+000, 1.0556896E+000
 8.8788786E-001, 1.1572530E+000, 1.8122449E+000, 9.2033970E-001
 9.1638484E-001, 1.0603963E+000, 1.8877551E+000, 8.0322690E-001
 9.4488183E-001, 9.5009701E-001, 1.9632653E+000, 7.0256619E-001
 9.7337881E-001, 9.0034037E-001, 2.0387755E+000, 6.1620816E-001
 1.0018758E+000, 8.5382298E-001, 2.1142857E+000, 5.4217381E-001
 1.0303728E+000, 8.1030730E-001, 2.1897959E+000, 4.7881068E-001
 1.0588698E+000, 7.5158093E-001, 2.2653061E+000, 4.2456906E-001
 1.0873667E+000, 7.1369463E-001, 2.3408163E+000, 3.7808212E-001
 1.1158637E+000, 6.7812357E-001, 2.4163265E+000, 3.3817659E-001
 1.1443607E+000, 6.4470819E-001, 2.4918367E+000, 3.0376605E-001
 1.1728577E+000, 5.7636045E-001, 2.5673469E+000, 2.7405667E-001
 1.2013547E+000, 5.4866526E-001, 2.6428571E+000, 2.4846052E-001
 1.2298517E+000, 5.2252257E-001, 2.7183673E+000, 2.2642387E-001
 1.2583486E+000, 4.9783388E-001, 2.7938776E+000, 2.0723649E-001
 1.2868456E+000, 4.7450930E-001, 2.8693878E+000, 1.9043071E-001
 1.3153426E+000, 4.5145408E-001, 2.9448980E+000, 1.7564921E-001
 1.3438396E+000, 4.3070349E-001, 3.0204082E+000, 1.6234184E-001
 1.3723366E+000, 4.1102282E-001, 3.0959184E+000, 1.5020789E-001
 1.4008336E+000, 3.9235160E-001, 3.1714286E+000, 1.3907940E-001
 1.4293306E+000, 3.6028527E-001, 3.2469388E+000, 1.2878138E-001
 1.4578275E+000, 3.4446920E-001, 3.3224490E+000, 1.1910991E-001
 1.4863245E+000, 3.2940815E-001, 3.3979592E+000, 1.0986903E-001
 1.5148215E+000, 3.1506399E-001, 3.4734694E+000, 1.0098612E-001
NaN,NaN, 3.5489796E+000, 9.2365394E-002
NaN,NaN, 3.6244898E+000, 8.4010505E-002
NaN,NaN, 3.7000000E+000, 7.3304406E-002
