m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.5230365E+001, 0.0000000E+000, 4.4912566E+000
 2.2829520E-001, 1.5230365E+001, 7.5510204E-002, 5.0197204E+000
 2.5262965E-001, 1.2688786E+001, 1.5102041E-001, 5.1340374E+000
 2.7696412E-001, 9.9585116E+000, 2.2653061E-001, 5.3057259E+000
 3.0129859E-001, 8.6829380E+000, 3.0204082E-001, 5.4565998E+000
 3.2563308E-001, 7.6558353E+000, 3.7755102E-001, 5.5415922E+000
 3.4996757E-001, 6.8114445E+000, 4.5306122E-001, 5.5325014E+000
 3.7430207E-001, 6.1055885E+000, 5.2857143E-001, 5.4869857E+000
 3.9863658E-001, 5.1414819E+000, 6.0408163E-001, 5.4277054E+000
 4.2297109E-001, 4.6849297E+000, 6.7959184E-001, 5.2915281E+000
 4.4730560E-001, 4.2867134E+000, 7.5510204E-001, 5.0484876E+000
 4.7164012E-001, 3.9367031E+000, 8.3061224E-001, 4.7548602E+000
 4.9597463E-001, 3.6269734E+000, 9.0612245E-001, 4.4278285E+000
 5.2030915E-001, 3.1899527E+000, 9.8163265E-001, 4.0837795E+000
 5.4464368E-001, 2.9613066E+000, 1.0571429E+000, 3.7391183E+000
 5.6897820E-001, 2.7550053E+000, 1.1326531E+000, 3.3630047E+000
 5.9331273E-001, 2.5681410E+000, 1.2081633E+000, 2.9798451E+000
 6.1764725E-001, 2.3982984E+000, 1.2836735E+000, 2.6318209E+000
 6.4198178E-001, 2.2434580E+000, 1.3591837E+000, 2.3228190E+000
 6.6631631E-001, 2.0170617E+000, 1.4346939E+000, 2.0370777E+000
 6.9065084E-001, 1.8933974E+000, 1.5102041E+000, 1.7762381E+000
 7.1498537E-001, 1.7796594E+000, 1.5857143E+000, 1.5444237E+000
 7.3931990E-001, 1.6748724E+000, 1.6612245E+000, 1.3434865E+000
 7.6365444E-001, 1.6748724E+000, 1.7367347E+000, 1.1692666E+000
 7.8798897E-001, 1.5225220E+000, 1.8122449E+000, 1.0183731E+000
 8.1232350E-001, 1.4357572E+000, 1.8877551E+000, 8.8872319E-001
 8.3665804E-001, 1.3553368E+000, 1.9632653E+000, 7.7748723E-001
 8.6099257E-001, 1.2807091E+000, 2.0387755E+000, 6.8233365E-001
 8.8532710E-001, 1.2113773E+000, 2.1142857E+000, 6.0067859E-001
 9.0966164E-001, 1.1137114E+000, 2.1897959E+000, 5.3058993E-001
 9.3399617E-001, 1.0546181E+000, 2.2653061E+000, 4.7030218E-001
 9.5833071E-001, 9.9945081E-001, 2.3408163E+000, 4.1837559E-001
 9.8266525E-001, 9.4790314E-001, 2.4163265E+000, 3.7366352E-001
 1.0069998E+000, 8.9969714E-001, 2.4918367E+000, 3.3505973E-001
 1.0313343E+000, 8.5457927E-001, 2.5673469E+000, 3.0186091E-001
 1.0556689E+000, 7.9483613E-001, 2.6428571E+000, 2.7314436E-001
 1.0800034E+000, 7.5550514E-001, 2.7183673E+000, 2.4817804E-001
 1.1043379E+000, 7.1854717E-001, 2.7938776E+000, 2.2641191E-001
 1.1286725E+000, 6.8379866E-001, 2.8693878E+000, 2.0737905E-001
 1.1530070E+000, 6.5110918E-001, 2.9448980E+000, 1.9071509E-001
 1.1773415E+000, 6.1298406E-001, 3.0204082E+000, 1.7588380E-001
 1.2016761E+000, 5.8412251E-001, 3.0959184E+000, 1.6248115E-001
 1.2260106E+000, 5.5686356E-001, 3.1714286E+000, 1.5031284E-001
 1.2503452E+000, 5.3110550E-001, 3.2469388E+000, 1.3913123E-001
 1.2746797E+000, 5.0675512E-001, 3.3224490E+000, 1.2859483E-001
 1.2990142E+000, 5.0554465E-001, 3.3979592E+000, 1.1865149E-001
 1.3233488E+000, 4.8267069E-001, 3.4734694E+000, 1.0927800E-001
 1.3476833E+000, 4.6096938E-001, 3.5489796E+000, 1.0032490E-001
 1.3720179E+000, 4.4037099E-001, 3.6244898E+000, 9.1638302E-002
 1.3963524E+000, 4.2081114E-001, 3.7000000E+000, 8.0416116E-002
