m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 1.0312872E+001, 0.0000000E+000, 2.9647123E+000
 2.2829520E-001, 1.0312872E+001, 7.5510204E-002, 3.2839699E+000
 2.5262965E-001, 8.3547926E+000, 1.5102041E-001, 3.1865103E+000
 2.7696412E-001, 6.1654590E+000, 2.2653061E-001, 3.1955713E+000
 3.0129859E-001, 5.2528098E+000, 3.0204082E-001, 3.1691769E+000
 3.2563308E-001, 4.5299602E+000, 3.7755102E-001, 3.0884147E+000
 3.4996757E-001, 3.9460886E+000, 4.5306122E-001, 2.9519872E+000
 3.7430207E-001, 3.4667931E+000, 5.2857143E-001, 2.7763542E+000
 3.9863658E-001, 2.8250546E+000, 6.0408163E-001, 2.6000263E+000
 4.2297109E-001, 2.5292129E+000, 6.7959184E-001, 2.4225303E+000
 4.4730560E-001, 2.2759723E+000, 7.5510204E-001, 2.2064153E+000
 4.7164012E-001, 2.0575045E+000, 8.3061224E-001, 1.9777139E+000
 4.9597463E-001, 1.8677256E+000, 9.0612245E-001, 1.7666485E+000
 5.2030915E-001, 1.6057625E+000, 9.8163265E-001, 1.5690961E+000
 5.4464368E-001, 1.4705379E+000, 1.0571429E+000, 1.3883189E+000
 5.6897820E-001, 1.3505605E+000, 1.1326531E+000, 1.2190491E+000
 5.9331273E-001, 1.2436792E+000, 1.2081633E+000, 1.0605587E+000
 6.1764725E-001, 1.1481089E+000, 1.2836735E+000, 9.2171315E-001
 6.4198178E-001, 1.0623564E+000, 1.3591837E+000, 8.0489840E-001
 6.6631631E-001, 9.3983841E-001, 1.4346939E+000, 7.0625030E-001
 6.9065084E-001, 8.7297348E-001, 1.5102041E+000, 6.2148503E-001
 7.1498537E-001, 8.1233300E-001, 1.5857143E+000, 5.4690028E-001
 7.3931990E-001, 7.5721285E-001, 1.6612245E+000, 4.8092587E-001
 7.6365444E-001, 7.5721285E-001, 1.7367347E+000, 4.2366743E-001
 7.8798897E-001, 6.8143366E-001, 1.8122449E+000, 3.7457236E-001
 8.1232350E-001, 6.3666314E-001, 1.8877551E+000, 3.3236629E-001
 8.3665804E-001, 5.9562809E-001, 1.9632653E+000, 2.9570042E-001
 8.6099257E-001, 5.5795655E-001, 2.0387755E+000, 2.6363594E-001
 8.8532710E-001, 5.2332059E-001, 2.1142857E+000, 2.3552694E-001
 9.0966164E-001, 4.7839272E-001, 2.1897959E+000, 2.1109881E-001
 9.3399617E-001, 4.4934248E-001, 2.2653061E+000, 1.8996402E-001
 9.5833071E-001, 4.2245845E-001, 2.3408163E+000, 1.7172826E-001
 9.8266525E-001, 3.9755392E-001, 2.4163265E+000, 1.5599570E-001
 1.0069998E+000, 3.7446184E-001, 2.4918367E+000, 1.4242309E-001
 1.0313343E+000, 3.5303243E-001, 2.5673469E+000, 1.3069652E-001
 1.0556689E+000, 3.2767671E-001, 2.6428571E+000, 1.2054175E-001
 1.0800034E+000, 3.0927339E-001, 2.7183673E+000, 1.1168395E-001
 1.1043379E+000, 2.9210392E-001, 2.7938776E+000, 1.0386407E-001
 1.1286725E+000, 2.7607568E-001, 2.8693878E+000, 9.6849886E-002
 1.1530070E+000, 2.6110450E-001, 2.9448980E+000, 9.0454890E-002
 1.1773415E+000, 2.4596855E-001, 3.0204082E+000, 8.4482685E-002
 1.2016761E+000, 2.3295580E-001, 3.0959184E+000, 7.8808779E-002
 1.2260106E+000, 2.2073785E-001, 3.1714286E+000, 7.3344780E-002
 1.2503452E+000, 2.0926051E-001, 3.2469388E+000, 6.8017931E-002
 1.2746797E+000, 1.9847389E-001, 3.3224490E+000, 6.2816961E-002
 1.2990142E+000, 1.9949677E-001, 3.3979592E+000, 5.7713893E-002
 1.3233488E+000, 1.8948360E-001, 3.4734694E+000, 5.2673860E-002
 1.3476833E+000, 1.8003142E-001, 3.5489796E+000, 4.7770923E-002
 1.3720179E+000, 1.7110424E-001, 3.6244898E+000, 4.3010393E-002
 1.3963524E+000, 1.6266879E-001, 3.7000000E+000, 3.6889176E-002
