m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 6.5290174E+000, 0.0000000E+000, 1.8018673E+000
 6.1669954E-002, 5.1047202E+000, 1.0086207E-002, 1.9032902E+000
 7.0947373E-002, 5.1047202E+000, 2.0172414E-002, 1.9801860E+000
 8.0224930E-002, 4.1448087E+000, 3.0258621E-002, 2.0249062E+000
 8.9502582E-002, 2.9635011E+000, 4.0344828E-002, 2.0556092E+000
 9.8780302E-002, 2.5434308E+000, 5.0431034E-002, 2.0852500E+000
 1.0805807E-001, 2.2103157E+000, 6.0517241E-002, 2.1145866E+000
 1.1733588E-001, 1.9404357E+000, 7.0603448E-002, 2.1414200E+000
 1.2661372E-001, 1.5563610E+000, 8.0689655E-002, 2.1643343E+000
 1.3589159E-001, 1.3971241E+000, 9.0775862E-002, 2.1828009E+000
 1.4516947E-001, 1.2607455E+000, 1.0086207E-001, 2.1963334E+000
 1.5444737E-001, 1.1429511E+000, 1.1094828E-001, 2.2045507E+000
 1.6372528E-001, 1.1429511E+000, 1.2103448E-001, 2.2076012E+000
 1.7300321E-001, 9.7397665E-001, 1.3112069E-001, 2.2061131E+000
 1.8228114E-001, 8.9115622E-001, 1.4120690E-001, 2.2006874E+000
 1.9155908E-001, 8.1783191E-001, 1.5129310E-001, 2.1918729E+000
 2.0083703E-001, 7.5264245E-001, 1.6137931E-001, 2.1801095E+000
 2.1011499E-001, 6.6134061E-001, 1.7146552E-001, 2.1656554E+000
 2.1939294E-001, 6.1159980E-001, 1.8155172E-001, 2.1483625E+000
 2.2867091E-001, 5.6673145E-001, 1.9163793E-001, 2.1277271E+000
 2.3794888E-001, 5.2615248E-001, 2.0172414E-001, 2.1031307E+000
 2.4722685E-001, 4.8936298E-001, 2.1181034E-001, 2.0745026E+000
 2.5650482E-001, 4.7322446E-001, 2.2189655E-001, 2.0423556E+000
 2.6578280E-001, 4.4078798E-001, 2.3198276E-001, 2.0077016E+000
 2.7506078E-001, 4.1113388E-001, 2.4206897E-001, 1.9714748E+000
 2.8433877E-001, 3.8397553E-001, 2.5215517E-001, 1.9331533E+000
 2.9361675E-001, 3.5183651E-001, 2.6224138E-001, 1.8914563E+000
 3.0289474E-001, 3.2952741E-001, 2.7232759E-001, 1.8462346E+000
 3.1217273E-001, 3.0892817E-001, 2.8241379E-001, 1.7970807E+000
 3.2145072E-001, 2.8988367E-001, 2.9250000E-001, 1.7444216E+000
 3.3072871E-001, 2.7225620E-001, 3.0258621E-001, 1.6893153E+000
 3.4000670E-001, 2.6942771E-001, 3.1267241E-001, 1.6327379E+000
 3.4928469E-001, 2.5354648E-001, 3.2275862E-001, 1.5754910E+000
 3.5856269E-001, 2.3876887E-001, 3.3284483E-001, 1.5176610E+000
 3.6784069E-001, 2.2500321E-001, 3.4293103E-001, 1.4594284E+000
 3.7711868E-001, 2.1126988E-001, 3.5301724E-001, 1.4010686E+000
 3.8639668E-001, 1.9968411E-001, 3.6310345E-001, 1.3428672E+000
 3.9567468E-001, 1.8883306E-001, 3.7318966E-001, 1.2846341E+000
 4.0495268E-001, 1.7865902E-001, 3.8327586E-001, 1.2259957E+000
 4.1423068E-001, 1.6910988E-001, 3.9336207E-001, 1.1671325E+000
 4.2350868E-001, 1.6023592E-001, 4.0344828E-001, 1.1086146E+000
 4.3278669E-001, 1.6023592E-001, 4.1353448E-001, 1.0512903E+000
 4.4206469E-001, 1.5211596E-001, 4.2362069E-001, 9.9592541E-001
