m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 3.4215342E-001, 0.0000000E+000, 4.7282627E-001
 5.9321271E-002, 3.4215342E-001, 6.0309278E-003, 4.7282627E-001
 6.6249925E-002, 2.5358349E-001, 1.2061856E-002, 6.2978843E-001
 7.3178673E-002, 1.9312528E-001, 1.8092784E-002, 6.2978843E-001
 8.0107492E-002, 1.9312528E-001, 2.4123711E-002, 7.2626270E-001
 8.7036363E-002, 1.2620317E-001, 3.0154639E-002, 7.9117649E-001
 9.3965276E-002, 1.0163650E-001, 3.6185567E-002, 7.9117649E-001
 1.0089422E-001, 1.0163650E-001, 4.2216495E-002, 8.2808734E-001
 1.0782319E-001, 8.2937814E-002, 4.8247423E-002, 8.2808734E-001
 1.1475219E-001, 6.8494520E-002, 5.4278351E-002, 8.3899098E-001
 1.2168120E-001, 6.8494520E-002, 6.0309278E-002, 8.2942722E-001
 1.2861022E-001, 5.2083161E-002, 6.6340206E-002, 8.2942722E-001
 1.3553926E-001, 4.4127459E-002, 7.2371134E-002, 8.0539116E-001
 1.4246831E-001, 4.4127459E-002, 7.8402062E-002, 8.0539116E-001
 1.4939737E-001, 3.7677368E-002, 8.4432990E-002, 7.7169008E-001
 1.5632644E-001, 3.2403957E-002, 9.0463918E-002, 7.3189117E-001
 1.6325552E-001, 3.2403957E-002, 9.6494845E-002, 7.3189117E-001
 1.7018460E-001, 2.6457864E-002, 1.0252577E-001, 6.8865418E-001
 1.7711368E-001, 2.3121955E-002, 1.0855670E-001, 6.8865418E-001
 1.8404278E-001, 2.3121955E-002, 1.1458763E-001, 6.4398744E-001
 1.9097187E-001, 2.0309470E-002, 1.2061856E-001, 5.9934040E-001
 1.9790097E-001, 1.7924868E-002, 1.2664948E-001, 5.9934040E-001
 2.0483007E-001, 1.7924868E-002, 1.3268041E-001, 5.5574839E-001
 2.1175918E-001, 1.5312618E-002, 1.3871134E-001, 5.5574839E-001
 2.1868829E-001, 1.3674743E-002, 1.4474227E-001, 5.1390637E-001
 2.2561740E-001, 1.3674743E-002, 1.5077320E-001, 4.7424270E-001
 2.3254652E-001, 1.2255367E-002, 1.5680412E-001, 4.7424270E-001
 2.3947563E-001, 1.1020131E-002, 1.6283505E-001, 4.3702208E-001
 2.4640475E-001, 1.1020131E-002, 1.6886598E-001, 4.3702208E-001
 2.5333387E-001, 9.6980104E-003, 1.7489691E-001, 4.0243226E-001
 2.6026299E-001, 8.8025638E-003, 1.8092784E-001, 3.7043534E-001
 2.6719212E-001, 8.8025638E-003, 1.8695876E-001, 3.7043534E-001
 2.7412124E-001, 8.0104876E-003, 1.9298969E-001, 3.4095215E-001
 2.8105037E-001, 7.3074164E-003, 1.9902062E-001, 3.4095215E-001
 2.8797949E-001, 7.3074164E-003, 2.0505155E-001, 3.1386726E-001
 2.9490862E-001, 6.5584365E-003, 2.1108247E-001, 2.8904071E-001
 3.0183775E-001, 6.0288392E-003, 2.1711340E-001, 2.8904071E-001
 3.0876688E-001, 6.0288392E-003, 2.2314433E-001, 2.6632419E-001
 3.1569601E-001, 5.5528884E-003, 2.2917526E-001, 2.6632419E-001
 3.2262515E-001, 5.1238586E-003, 2.3520619E-001, 2.4557048E-001
 3.2955428E-001, 5.1238586E-003, 2.4123711E-001, 2.2662759E-001
 3.3648341E-001, 4.6594926E-003, 2.4726804E-001, 2.2662759E-001
 3.4341255E-001, 4.3267479E-003, 2.5329897E-001, 2.0934181E-001
 3.5034168E-001, 4.0239776E-003, 2.5932990E-001, 2.0934181E-001
 3.5727082E-001, 4.0239776E-003, 2.6536082E-001, 1.9356804E-001
 3.6419995E-001, 3.7477378E-003, 2.7139175E-001, 1.7917370E-001
 3.7112909E-001, 3.4950384E-003, 2.7742268E-001, 1.7917370E-001
 3.7805823E-001, 3.4386801E-003, 2.8345361E-001, 1.6603609E-001
 3.8498737E-001, 3.2193688E-003, 2.8948454E-001, 1.6603609E-001
 3.9191650E-001, 3.0178643E-003, 2.9551546E-001, 1.5403823E-001
 3.9884564E-001, 3.0178643E-003, 3.0154639E-001, 1.4307399E-001
 4.0577478E-001, 2.8322610E-003, 3.0757732E-001, 1.4307399E-001
 4.1270392E-001, 2.6608821E-003, 3.1360825E-001, 1.3304842E-001
 4.1963306E-001, 2.6149459E-003, 3.1963918E-001, 1.3304842E-001
 4.2656220E-001, 2.4646562E-003, 3.2567010E-001, 1.2387485E-001
 4.3349134E-001, 2.3255043E-003, 3.3170103E-001, 1.1547271E-001
 4.4042049E-001, 2.3255043E-003, 3.3773196E-001, 1.1547271E-001
 4.4734963E-001, 2.1963648E-003, 3.4376289E-001, 1.0776931E-001
 4.5427877E-001, 2.0762352E-003, 3.4979381E-001, 1.0776931E-001
 4.6120791E-001, 2.0368729E-003, 3.5582474E-001, 1.0070045E-001
 4.6813705E-001, 1.9304719E-003, 3.6185567E-001, 9.4208873E-002
 4.7506620E-001, 1.8313569E-003, 3.6788660E-001, 9.4208873E-002
 4.8199534E-001, 1.8313569E-003, 3.7391753E-001, 8.8241685E-002
 4.8892448E-001, 1.7388265E-003, 3.7994845E-001, 8.8241685E-002
 4.9585362E-001, 1.6522485E-003, 3.8597938E-001, 8.2750820E-002
 5.0278277E-001, 1.6177695E-003, 3.9201031E-001, 7.7693637E-002
 5.0971191E-001, 1.5403344E-003, 3.9804124E-001, 7.7693637E-002
 5.1664106E-001, 1.4678605E-003, 4.0407216E-001, 7.3031854E-002
 5.2357020E-001, 1.4678605E-003, 4.1010309E-001, 6.8730609E-002
 5.3049934E-001, 1.3998896E-003, 4.1613402E-001, 6.8730609E-002
 5.3742849E-001, 1.3360038E-003, 4.2216495E-001, 6.4758138E-002
 5.4435763E-001, 1.3055290E-003, 4.2819588E-001, 6.4758138E-002
 5.5128678E-001, 1.2478378E-003, 4.3422680E-001, 6.1085874E-002
 5.5821592E-001, 1.1936502E-003, 4.4025773E-001, 5.7688371E-002
 5.6514507E-001, 1.1936502E-003, 4.4628866E-001, 5.7688371E-002
 5.7207421E-001, 1.1426538E-003, 4.5231959E-001, 5.4541787E-002
 5.7900336E-001, 1.0945602E-003, 4.5835052E-001, 5.4541787E-002
 5.8593251E-001, 1.0675268E-003, 4.6438144E-001, 5.1624222E-002
 5.9286165E-001, 1.0236828E-003, 4.7041237E-001, 4.8915947E-002
 5.9979080E-001, 9.8239340E-004, 4.7644330E-001, 4.8915947E-002
NaN,NaN, 4.8247423E-001, 4.6399194E-002
NaN,NaN, 4.8850515E-001, 4.6399194E-002
NaN,NaN, 4.9453608E-001, 4.4057447E-002
