m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 7.3610966E+000, 0.0000000E+000, 1.5457042E+000
 2.3077672E-001, 6.4343295E+000, 7.5510204E-002, 1.7081936E+000
 2.5759274E-001, 5.4929271E+000, 1.5102041E-001, 1.8559518E+000
 2.8440883E-001, 4.9574058E+000, 2.2653061E-001, 1.9743498E+000
 3.1122496E-001, 4.5119806E+000, 3.0204082E-001, 2.1063995E+000
 3.3804113E-001, 4.1350888E+000, 3.7755102E-001, 2.2293551E+000
 3.6485732E-001, 3.8110776E+000, 4.5306122E-001, 2.3398792E+000
 3.9167354E-001, 3.3847767E+000, 5.2857143E-001, 2.4527109E+000
 4.1848978E-001, 3.1561415E+000, 6.0408163E-001, 2.5680024E+000
 4.4530603E-001, 2.9515019E+000, 6.7959184E-001, 2.6512334E+000
 4.7212229E-001, 2.7672560E+000, 7.5510204E-001, 2.7039265E+000
 4.9893857E-001, 2.6004555E+000, 8.3061224E-001, 2.7576922E+000
 5.2575485E-001, 2.3692427E+000, 9.0612245E-001, 2.8076829E+000
 5.5257114E-001, 2.2396813E+000, 9.8163265E-001, 2.8203131E+000
 5.7938743E-001, 2.1202446E+000, 1.0571429E+000, 2.8002186E+000
 6.0620373E-001, 2.0097293E+000, 1.1326531E+000, 2.7676880E+000
 6.3302004E-001, 1.9071357E+000, 1.2081633E+000, 2.7095233E+000
 6.5983635E-001, 1.7606888E+000, 1.2836735E+000, 2.6341465E+000
 6.8665266E-001, 1.6760367E+000, 1.3591837E+000, 2.5421502E+000
 7.1346898E-001, 1.5224370E+000, 1.4346939E+000, 2.4224806E+000
 7.4028530E-001, 1.4526692E+000, 1.5102041E+000, 2.2925700E+000
 7.6710162E-001, 1.3871217E+000, 1.5857143E+000, 2.1649549E+000
 7.9391795E-001, 1.2905981E+000, 1.6612245E+000, 2.0255967E+000
 8.2073427E-001, 1.2346511E+000, 1.7367347E+000, 1.8816173E+000
 8.4755060E-001, 1.1818962E+000, 1.8122449E+000, 1.7357994E+000
 8.7436693E-001, 1.1321055E+000, 1.8877551E+000, 1.5900644E+000
 9.0118327E-001, 1.0850674E+000, 1.9632653E+000, 1.4556856E+000
 9.2799960E-001, 1.0140721E+000, 2.0387755E+000, 1.3333327E+000
 9.5481593E-001, 9.7300619E-001, 2.1142857E+000, 1.2189672E+000
 9.8163227E-001, 9.3407327E-001, 2.1897959E+000, 1.1089691E+000
 1.0084486E+000, 8.9713315E-001, 2.2653061E+000, 1.0036287E+000
 1.0352649E+000, 8.6205843E-001, 2.3408163E+000, 9.0715481E-001
 1.0620813E+000, 8.0933363E-001, 2.4163265E+000, 8.2092346E-001
 1.0888976E+000, 7.7819078E-001, 2.4918367E+000, 7.4450278E-001
 1.1157140E+000, 7.4854561E-001, 2.5673469E+000, 6.7721247E-001
 1.1425303E+000, 7.2031268E-001, 2.6428571E+000, 6.1506513E-001
 1.1693467E+000, 6.9341257E-001, 2.7183673E+000, 5.5681886E-001
 1.1961630E+000, 6.5473256E-001, 2.7938776E+000, 5.0260472E-001
 1.2229793E+000, 6.0747931E-001, 2.8693878E+000, 4.5437378E-001
 1.2497957E+000, 5.8543406E-001, 2.9448980E+000, 4.1286097E-001
 1.2766120E+000, 5.6437250E-001, 3.0204082E+000, 3.7526233E-001
 1.3034284E+000, 5.4424439E-001, 3.0959184E+000, 3.4130989E-001
 1.3302447E+000, 5.1730263E-001, 3.1714286E+000, 3.1049104E-001
 1.3570611E+000, 4.9901314E-001, 3.2469388E+000, 2.8250568E-001
 1.3838774E+000, 4.8150251E-001, 3.3224490E+000, 2.5752773E-001
 1.4106938E+000, 4.6473495E-001, 3.3979592E+000, 2.3534387E-001
 1.4375101E+000, 4.4867658E-001, 3.4734694E+000, 2.1538471E-001
 1.4643265E+000, 4.2915714E-001, 3.5489796E+000, 1.9741208E-001
 1.4911428E+000, 4.1445297E-001, 3.6244898E+000, 1.8134845E-001
 1.5179592E+000, 4.0034217E-001, 3.7000000E+000, 1.6220458E-001
