m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 2.5469214E+000, 0.0000000E+000, 3.8734161E-001
 2.3077672E-001, 2.0776158E+000, 7.5510204E-002, 4.4530657E-001
 2.5759274E-001, 1.5288607E+000, 1.5102041E-001, 4.4165771E-001
 2.8440883E-001, 1.3024484E+000, 2.2653061E-001, 4.3475906E-001
 3.1122496E-001, 1.1214141E+000, 3.0204082E-001, 4.3190794E-001
 3.3804113E-001, 9.7433002E-001, 3.7755102E-001, 4.2239011E-001
 3.6485732E-001, 8.5320329E-001, 4.5306122E-001, 4.1151528E-001
 3.9167354E-001, 6.9118897E-001, 5.2857143E-001, 3.9111253E-001
 4.1848978E-001, 6.1591498E-001, 6.0408163E-001, 3.6336401E-001
 4.4530603E-001, 5.5148837E-001, 6.7959184E-001, 3.3908381E-001
 4.7212229E-001, 4.9595660E-001, 7.5510204E-001, 3.1668027E-001
 4.9893857E-001, 4.4779067E-001, 8.3061224E-001, 2.9179353E-001
 5.2575485E-001, 3.8158063E-001, 9.0612245E-001, 2.6415307E-001
 5.5257114E-001, 3.4745198E-001, 9.8163265E-001, 2.3792963E-001
 5.7938743E-001, 3.1730121E-001, 1.0571429E+000, 2.1623873E-001
 6.0620373E-001, 2.9056899E-001, 1.1326531E+000, 1.9767973E-001
 6.3302004E-001, 2.6678828E-001, 1.2081633E+000, 1.7951837E-001
 6.5983635E-001, 2.3434237E-001, 1.2836735E+000, 1.6144577E-001
 6.8665266E-001, 2.1624969E-001, 1.3591837E+000, 1.4490156E-001
 7.1346898E-001, 1.8526280E-001, 1.4346939E+000, 1.3084385E-001
 7.4028530E-001, 1.7196411E-001, 1.5102041E+000, 1.1878512E-001
 7.6710162E-001, 1.5990536E-001, 1.5857143E+000, 1.0812153E-001
 7.9391795E-001, 1.4395219E-001, 1.6612245E+000, 9.8484380E-002
 8.2073427E-001, 1.3421486E-001, 1.7367347E+000, 8.9905862E-002
 8.4755060E-001, 1.2530900E-001, 1.8122449E+000, 8.2363185E-002
 8.7436693E-001, 1.1715142E-001, 1.8877551E+000, 7.5673193E-002
 9.0118327E-001, 1.0966926E-001, 1.9632653E+000, 6.9707417E-002
 9.2799960E-001, 1.0056070E-001, 2.0387755E+000, 6.4417646E-002
 9.5481593E-001, 9.4329747E-002, 2.1142857E+000, 5.9724963E-002
 9.8163227E-001, 8.8578645E-002, 2.1897959E+000, 5.5537461E-002
 1.0084486E+000, 8.3264810E-002, 2.2653061E+000, 5.1759433E-002
 1.0352649E+000, 7.8350464E-002, 2.3408163E+000, 4.8341275E-002
 1.0620813E+000, 7.3077124E-002, 2.4163265E+000, 4.5167134E-002
 1.0888976E+000, 6.8901699E-002, 2.4918367E+000, 4.2133441E-002
 1.1157140E+000, 6.5015139E-002, 2.5673469E+000, 3.9234300E-002
 1.1425303E+000, 6.1393871E-002, 2.6428571E+000, 3.6470054E-002
 1.1693467E+000, 5.8016848E-002, 2.7183673E+000, 3.3839693E-002
 1.1961630E+000, 5.4906135E-002, 2.7938776E+000, 3.1369963E-002
 1.2229793E+000, 4.9250946E-002, 2.8693878E+000, 2.9088223E-002
 1.2497957E+000, 4.6679571E-002, 2.9448980E+000, 2.7013509E-002
 1.2766120E+000, 4.4261945E-002, 3.0204082E+000, 2.5158541E-002
 1.3034284E+000, 4.1987561E-002, 3.0959184E+000, 2.3531887E-002
 1.3302447E+000, 4.0250689E-002, 3.1714286E+000, 2.2126710E-002
 1.3570611E+000, 3.8253922E-002, 3.2469388E+000, 2.0919037E-002
 1.3838774E+000, 3.6364990E-002, 3.3224490E+000, 1.9890599E-002
 1.4106938E+000, 3.4576936E-002, 3.3979592E+000, 1.9012718E-002
 1.4375101E+000, 3.2884391E-002, 3.4734694E+000, 1.8252415E-002
 1.4643265E+000, 3.1799063E-002, 3.5489796E+000, 1.7573807E-002
 1.4911428E+000, 3.0303472E-002, 3.6244898E+000, 1.6950530E-002
 1.5179592E+000, 2.8880193E-002, 3.7000000E+000, 1.6132819E-002
