m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 4.7691721E-001, 0.0000000E+000, 3.8079281E-001
 6.1669954E-002, 3.5439123E-001, 1.0277778E-002, 4.1474551E-001
 7.0947373E-002, 3.5439123E-001, 2.0555556E-002, 4.2610198E-001
 8.0224930E-002, 2.7052895E-001, 3.0833333E-002, 4.2512837E-001
 8.9502582E-002, 1.7625148E-001, 4.1111111E-002, 4.1648903E-001
 9.8780302E-002, 1.4223539E-001, 5.1388889E-002, 4.0267675E-001
 1.0805807E-001, 1.1626787E-001, 6.1666667E-002, 3.8512652E-001
 1.1733588E-001, 9.6154116E-002, 7.1944444E-002, 3.6504548E-001
 1.2661372E-001, 7.3125395E-002, 8.2222222E-002, 3.4334576E-001
 1.3589159E-001, 6.1992096E-002, 9.2500000E-002, 3.2086902E-001
 1.4516947E-001, 5.2949300E-002, 1.0277778E-001, 2.9826320E-001
 1.5444737E-001, 4.5544223E-002, 1.1305556E-001, 2.7607190E-001
 1.6372528E-001, 4.5544223E-002, 1.2333333E-001, 2.5467948E-001
 1.7300321E-001, 3.7157925E-002, 1.3361111E-001, 2.3432091E-001
 1.8228114E-001, 3.2460003E-002, 1.4388889E-001, 2.1512056E-001
 1.9155908E-001, 2.8495661E-002, 1.5416667E-001, 1.9716687E-001
 2.0083703E-001, 2.5131930E-002, 1.6444444E-001, 1.8052596E-001
 2.1011499E-001, 2.1446480E-002, 1.7472222E-001, 1.6527474E-001
 2.1939294E-001, 1.9132763E-002, 1.8500000E-001, 1.5134151E-001
 2.2867091E-001, 1.7127144E-002, 1.9527778E-001, 1.3863153E-001
 2.3794888E-001, 1.5381434E-002, 2.0555556E-001, 1.2705712E-001
 2.4722685E-001, 1.3856021E-002, 2.1583333E-001, 1.1653264E-001
 2.5650482E-001, 1.3520543E-002, 2.2611111E-001, 1.0697398E-001
 2.6578280E-001, 1.2254743E-002, 2.3638889E-001, 9.8304409E-002
 2.7506078E-001, 1.1135267E-002, 2.4666667E-001, 9.0443792E-002
 2.8433877E-001, 1.0141867E-002, 2.5694444E-001, 8.3314249E-002
 2.9361675E-001, 9.0914867E-003, 2.6722222E-001, 7.6840244E-002
 3.0289474E-001, 8.3438704E-003, 2.7750000E-001, 7.0960096E-002
 3.1217273E-001, 7.6723733E-003, 2.8777778E-001, 6.5612952E-002
 3.2145072E-001, 7.0674763E-003, 2.9805556E-001, 6.0743969E-002
 3.3072871E-001, 6.5210280E-003, 3.0833333E-001, 5.6303008E-002
 3.4000670E-001, 6.4187503E-003, 3.1861111E-001, 5.2248536E-002
 3.4928469E-001, 5.9504931E-003, 3.2888889E-001, 4.8539488E-002
 3.5856269E-001, 5.5247913E-003, 3.3916667E-001, 4.5142332E-002
 3.6784069E-001, 5.1367515E-003, 3.4944444E-001, 4.2023004E-002
 3.7711868E-001, 4.7062761E-003, 3.5972222E-001, 3.9155678E-002
 3.8639668E-001, 4.3990114E-003, 3.7000000E-001, 3.4054150E-002
 3.9567468E-001, 4.1170023E-003,NaN,NaN
 4.0495268E-001, 3.8575367E-003,NaN,NaN
 4.1423068E-001, 3.6182267E-003,NaN,NaN
 4.2350868E-001, 3.3458630E-003,NaN,NaN
 4.3278669E-001, 3.3458630E-003,NaN,NaN
 4.4206469E-001, 3.1522188E-003,NaN,NaN
 4.5134269E-001, 2.9727418E-003,NaN,NaN
 4.6062069E-001, 2.7508905E-003,NaN,NaN
 4.6989870E-001, 2.6035826E-003,NaN,NaN
 4.7917670E-001, 2.4665666E-003,NaN,NaN
 4.8845471E-001, 2.3388418E-003,NaN,NaN
 4.9773271E-001, 2.1702363E-003,NaN,NaN
 5.0701072E-001, 2.0637982E-003,NaN,NaN
 5.1628873E-001, 1.9643454E-003,NaN,NaN
 5.2556673E-001, 1.9643454E-003,NaN,NaN
 5.3484474E-001, 1.8712222E-003,NaN,NaN
 5.4412275E-001, 1.7395185E-003,NaN,NaN
 5.5340075E-001, 1.6608166E-003,NaN,NaN
 5.6267876E-001, 1.5870251E-003,NaN,NaN
 5.7195677E-001, 1.5176946E-003,NaN,NaN
 5.8123478E-001, 1.4125611E-003,NaN,NaN
 5.9051279E-001, 1.3531790E-003,NaN,NaN
 5.9979080E-001, 1.2973494E-003,NaN,NaN
