m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 4.4289094E-001, 0.0000000E+000, 4.3573386E-001
 2.3077672E-001, 3.5256424E-001, 7.5510204E-002, 4.3801226E-001
 2.5759274E-001, 2.4163046E-001, 1.5102041E-001, 4.0047447E-001
 2.8440883E-001, 2.0117609E-001, 2.2653061E-001, 3.5075983E-001
 3.1122496E-001, 1.6935566E-001, 3.0204082E-001, 2.9547517E-001
 3.3804113E-001, 1.4397684E-001, 3.7755102E-001, 2.4397000E-001
 3.6485732E-001, 1.2348720E-001, 4.5306122E-001, 1.9960309E-001
 3.9167354E-001, 9.7848366E-002, 5.2857143E-001, 1.6239820E-001
 4.1848978E-001, 8.5418621E-002, 6.0408163E-001, 1.3251525E-001
 4.4530603E-001, 7.5012248E-002, 6.7959184E-001, 1.0876124E-001
 4.7212229E-001, 6.6240377E-002, 7.5510204E-001, 8.9966822E-002
 4.9893857E-001, 5.8799204E-002, 8.3061224E-001, 7.5154450E-002
 5.2575485E-001, 4.9412662E-002, 9.0612245E-001, 6.3451084E-002
 5.5257114E-001, 4.4270523E-002, 9.8163265E-001, 5.4088554E-002
 5.7938743E-001, 3.9814063E-002, 1.0571429E+000, 4.6562078E-002
 6.0620373E-001, 3.5935309E-002, 1.1326531E+000, 4.0513613E-002
 6.3302004E-001, 3.2545833E-002, 1.2081633E+000, 3.5623354E-002
 6.5983635E-001, 2.8450451E-002, 1.2836735E+000, 3.1695576E-002
 6.8665266E-001, 2.5922957E-002, 1.3591837E+000, 2.8496513E-002
 7.1346898E-001, 2.1685289E-002, 1.4346939E+000, 2.5869824E-002
 7.4028530E-001, 1.9905274E-002, 1.5102041E+000, 2.3643683E-002
 7.6710162E-001, 1.8313309E-002, 1.5857143E+000, 2.1764623E-002
 7.9391795E-001, 1.6538453E-002, 1.6612245E+000, 2.0142201E-002
 8.2073427E-001, 1.5281774E-002, 1.7367347E+000, 1.8720340E-002
 8.4755060E-001, 1.4144870E-002, 1.8122449E+000, 1.7411318E-002
 8.7436693E-001, 1.3114253E-002, 1.8877551E+000, 1.6161559E-002
 9.0118327E-001, 1.2178281E-002, 1.9632653E+000, 1.4965760E-002
 9.2799960E-001, 1.1257672E-002, 2.0387755E+000, 1.3807854E-002
 9.5481593E-001, 1.0496032E-002, 2.1142857E+000, 1.2730455E-002
 9.8163227E-001, 9.7975614E-003, 2.1897959E+000, 1.1737777E-002
 1.0084486E+000, 9.1560173E-003, 2.2653061E+000, 1.0865734E-002
 1.0352649E+000, 8.5659154E-003, 2.3408163E+000, 1.0085540E-002
 1.0620813E+000, 8.0590576E-003, 2.4163265E+000, 9.3682264E-003
 1.0888976E+000, 7.5691263E-003, 2.4918367E+000, 8.7308244E-003
 1.1157140E+000, 7.1147362E-003, 2.5673469E+000, 8.1658701E-003
 1.1425303E+000, 6.6927315E-003, 2.6428571E+000, 7.6549982E-003
 1.1693467E+000, 6.3003374E-003, 2.7183673E+000, 7.1858555E-003
 1.1961630E+000, 6.0045304E-003, 2.7938776E+000, 6.7559338E-003
 1.2229793E+000, 5.3649980E-003, 2.8693878E+000, 6.3828576E-003
 1.2497957E+000, 5.0749364E-003, 2.9448980E+000, 6.0395355E-003
 1.2766120E+000, 4.8025699E-003, 3.0204082E+000, 5.7146128E-003
 1.3034284E+000, 4.5465881E-003, 3.0959184E+000, 5.4250683E-003
 1.3302447E+000, 4.3871545E-003, 3.1714286E+000, 5.1661884E-003
 1.3570611E+000, 4.1685292E-003, 3.2469388E+000, 4.9233111E-003
 1.3838774E+000, 3.9616637E-003, 3.3224490E+000, 4.6762641E-003
 1.4106938E+000, 3.7657701E-003, 3.3979592E+000, 4.4063644E-003
 1.4375101E+000, 3.5801232E-003, 3.4734694E+000, 4.1282014E-003
 1.4643265E+000, 3.4751615E-003, 3.5489796E+000, 3.8194959E-003
 1.4911428E+000, 3.3156878E-003, 3.6244898E+000, 3.4698747E-003
 1.5179592E+000, 3.1635886E-003, 3.7000000E+000, 2.9256527E-003
