m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 9.6279540E+000, 0.0000000E+000, 2.9216962E+000
 2.3449903E-001, 8.0790025E+000, 3.7373737E-002, 3.0339534E+000
 2.6503754E-001, 6.3146533E+000, 7.4747475E-002, 3.1764247E+000
 2.9557623E-001, 5.5393556E+000, 1.1212121E-001, 3.3236702E+000
 3.2611504E-001, 4.9111608E+000, 1.4949495E-001, 3.3523133E+000
 3.5665395E-001, 4.3918202E+000, 1.8686869E-001, 3.4306550E+000
 3.8719293E-001, 3.5831999E+000, 2.2424242E-001, 3.4788959E+000
 4.1773197E-001, 3.0627549E+000, 2.6161616E-001, 3.5674428E+000
 4.4827106E-001, 2.8137551E+000, 2.9898990E-001, 3.6057352E+000
 4.7881017E-001, 2.5941127E+000, 3.3636364E-001, 3.6697115E+000
 5.0934932E-001, 2.2252330E+000, 3.7373737E-001, 3.6927423E+000
 5.3988850E-001, 1.9759967E+000, 4.1111111E-001, 3.7204308E+000
 5.7042769E-001, 1.8447724E+000, 4.4848485E-001, 3.7303785E+000
 6.0096691E-001, 1.7256864E+000, 4.8585859E-001, 3.7565308E+000
 6.3150614E-001, 1.6172279E+000, 5.2323232E-001, 3.7709016E+000
 6.6204538E-001, 1.3695308E+000, 5.6060606E-001, 3.7863738E+000
 6.9258463E-001, 1.2894868E+000, 5.9797980E-001, 3.7827451E+000
 7.2312389E-001, 1.2156175E+000, 6.3535354E-001, 3.7518262E+000
 7.5366316E-001, 1.1473165E+000, 6.7272727E-001, 3.7287591E+000
 7.8420244E-001, 1.0840588E+000, 7.1010101E-001, 3.6812686E+000
 8.1474173E-001, 9.3590657E-001, 7.4747475E-001, 3.6580173E+000
 8.4528102E-001, 8.8647824E-001, 7.8484848E-001, 3.6050258E+000
 8.7582032E-001, 8.4044639E-001, 8.2222222E-001, 3.5741938E+000
 9.0635962E-001, 7.9754172E-001, 8.5959596E-001, 3.4996058E+000
 9.3689892E-001, 7.3599968E-001, 8.9696970E-001, 3.4550918E+000
 9.6743823E-001, 6.6462294E-001, 9.3434343E-001, 3.3555850E+000
 9.9797755E-001, 6.3228946E-001, 9.7171717E-001, 3.2987324E+000
 1.0285169E+000, 6.0197316E-001, 1.0090909E+000, 3.1619899E+000
 1.0590562E+000, 5.6175103E-001, 1.0464646E+000, 3.0826719E+000
 1.0895955E+000, 5.3514991E-001, 1.0838384E+000, 2.9159291E+000
 1.1201348E+000, 4.8647483E-001, 1.1212121E+000, 2.8339263E+000
 1.1506742E+000, 4.6420333E-001, 1.1585859E+000, 2.6781203E+000
 1.1812135E+000, 4.4319062E-001, 1.1959596E+000, 2.6026049E+000
 1.2117528E+000, 4.1790920E-001, 1.2333333E+000, 2.4484270E+000
 1.2422922E+000, 3.9916012E-001, 1.2707071E+000, 2.3672455E+000
 1.2728315E+000, 3.8140397E-001, 1.3080808E+000, 2.1988507E+000
 1.3033708E+000, 3.4864138E-001, 1.3454545E+000, 2.1132460E+000
 1.3339102E+000, 3.3223488E-001, 1.3828283E+000, 1.9443061E+000
 1.3644495E+000, 3.1790906E-001, 1.4202020E+000, 1.8637421E+000
 1.3949888E+000, 3.0428272E-001, 1.4575758E+000, 1.7127661E+000
 1.4255282E+000, 2.7898325E-001, 1.4949495E+000, 1.6422712E+000
 1.4560675E+000, 2.6724184E-001, 1.5323232E+000, 1.5101399E+000
 1.4866069E+000, 2.5730417E-001, 1.5696970E+000, 1.4474084E+000
 1.5171462E+000, 2.4666140E-001, 1.6070707E+000, 1.3270660E+000
NaN,NaN, 1.6444444E+000, 1.2693173E+000
NaN,NaN, 1.6818182E+000, 1.1590270E+000
NaN,NaN, 1.7191919E+000, 1.1070697E+000
NaN,NaN, 1.7565657E+000, 1.0103504E+000
NaN,NaN, 1.7939394E+000, 9.6543235E-001
NaN,NaN, 1.8313131E+000, 8.8169898E-001
NaN,NaN, 1.8686869E+000, 8.4253827E-001
NaN,NaN, 1.9060606E+000, 7.6930491E-001
NaN,NaN, 1.9434343E+000, 7.3513547E-001
NaN,NaN, 1.9808081E+000, 6.7134130E-001
NaN,NaN, 2.0181818E+000, 6.4169266E-001
NaN,NaN, 2.0555556E+000, 5.8690483E-001
NaN,NaN, 2.0929293E+000, 5.6168725E-001
NaN,NaN, 2.1303030E+000, 5.1516831E-001
NaN,NaN, 2.1676768E+000, 4.9365906E-001
NaN,NaN, 2.2050505E+000, 4.5378917E-001
NaN,NaN, 2.2424242E+000, 4.3530930E-001
NaN,NaN, 2.2797980E+000, 4.0097318E-001
NaN,NaN, 2.3171717E+000, 3.8505219E-001
NaN,NaN, 2.3545455E+000, 3.5560239E-001
NaN,NaN, 2.3919192E+000, 3.4201942E-001
NaN,NaN, 2.4292929E+000, 3.1695136E-001
NaN,NaN, 2.4666667E+000, 3.0537304E-001
NaN,NaN, 2.5040404E+000, 2.8391150E-001
NaN,NaN, 2.5414141E+000, 2.7396211E-001
NaN,NaN, 2.5787879E+000, 2.5550289E-001
NaN,NaN, 2.6161616E+000, 2.4694619E-001
NaN,NaN, 2.6535354E+000, 2.3104421E-001
NaN,NaN, 2.6909091E+000, 2.2364088E-001
NaN,NaN, 2.7282828E+000, 2.0979743E-001
NaN,NaN, 2.7656566E+000, 2.0331514E-001
NaN,NaN, 2.8030303E+000, 1.9115685E-001
NaN,NaN, 2.8404040E+000, 1.8546575E-001
NaN,NaN, 2.8777778E+000, 1.7480190E-001
NaN,NaN, 2.9151515E+000, 1.6979647E-001
NaN,NaN, 2.9525253E+000, 1.6033617E-001
NaN,NaN, 2.9898990E+000, 1.5585910E-001
NaN,NaN, 3.0272727E+000, 1.4734640E-001
NaN,NaN, 3.0646465E+000, 1.4328627E-001
NaN,NaN, 3.1020202E+000, 1.3552432E-001
NaN,NaN, 3.1393939E+000, 1.3182489E-001
NaN,NaN, 3.1767677E+000, 1.2477200E-001
NaN,NaN, 3.2141414E+000, 1.2140159E-001
NaN,NaN, 3.2515152E+000, 1.1489475E-001
NaN,NaN, 3.2888889E+000, 1.1175316E-001
NaN,NaN, 3.3262626E+000, 1.0569495E-001
NaN,NaN, 3.3636364E+000, 1.0276513E-001
NaN,NaN, 3.4010101E+000, 9.7090524E-002
NaN,NaN, 3.4383838E+000, 9.4340630E-002
NaN,NaN, 3.4757576E+000, 8.8999594E-002
NaN,NaN, 3.5131313E+000, 8.6402021E-002
NaN,NaN, 3.5505051E+000, 8.1333929E-002
NaN,NaN, 3.5878788E+000, 7.8857418E-002
NaN,NaN, 3.6252525E+000, 7.4023891E-002
NaN,NaN, 3.6626263E+000, 7.1668977E-002
NaN,NaN, 3.7000000E+000, 6.7047188E-002
