m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 7.3960253E+000,-1.9000000E-002, 1.0835439E+000
 6.1853826E-002, 5.8339296E+000,-8.8505155E-003, 1.1648196E+000
 7.1315140E-002, 5.8339296E+000, 1.2989691E-003, 1.2443754E+000
 8.0776606E-002, 4.7727422E+000, 1.1448454E-002, 1.2982486E+000
 9.0238177E-002, 3.4945162E+000, 2.1597938E-002, 1.3596238E+000
 9.9699822E-002, 3.0135734E+000, 3.1747423E-002, 1.4028282E+000
 1.0916152E-001, 2.6312346E+000, 4.1896907E-002, 1.4281034E+000
 1.1862326E-001, 2.3204697E+000, 5.2046392E-002, 1.4476666E+000
 1.2808504E-001, 1.8728121E+000, 6.2195876E-002, 1.4675412E+000
 1.3754684E-001, 1.6887322E+000, 7.2345361E-002, 1.4887543E+000
 1.4700866E-001, 1.5304127E+000, 8.2494845E-002, 1.5101397E+000
 1.5647050E-001, 1.3931006E+000, 9.2644330E-002, 1.5302002E+000
 1.6593236E-001, 1.2731365E+000, 1.0279381E-001, 1.5478174E+000
 1.7539422E-001, 1.0963670E+000, 1.1294330E-001, 1.5623920E+000
 1.8485610E-001, 1.0963670E+000, 1.2309278E-001, 1.5738389E+000
 1.9431798E-001, 1.0099853E+000, 1.3324227E-001, 1.5826663E+000
 2.0377987E-001, 9.3290901E-001, 1.4339175E-001, 1.5893524E+000
 2.1324177E-001, 8.2256041E-001, 1.5354124E-001, 1.5939921E+000
 2.2270367E-001, 7.6339771E-001, 1.6369072E-001, 1.5963611E+000
 2.3216558E-001, 7.0984854E-001, 1.7384021E-001, 1.5961348E+000
 2.4162749E-001, 6.6124631E-001, 1.8398969E-001, 1.5932512E+000
 2.5108941E-001, 5.9609253E-001, 1.9413918E-001, 1.5879091E+000
 2.6055133E-001, 5.5700195E-001, 2.0428866E-001, 1.5803632E+000
 2.7001325E-001, 5.2114193E-001, 2.1443814E-001, 1.5707014E+000
 2.7947518E-001, 4.8818527E-001, 2.2458763E-001, 1.5590505E+000
 2.8893711E-001, 4.5784693E-001, 2.3473711E-001, 1.5452882E+000
 2.9839904E-001, 4.4791412E-001, 2.4488660E-001, 1.5291824E+000
 3.0786097E-001, 4.2066079E-001, 2.5503608E-001, 1.5109596E+000
 3.1732291E-001, 3.9541686E-001, 2.6518557E-001, 1.4910734E+000
 3.2678484E-001, 3.7200637E-001, 2.7533505E-001, 1.4696563E+000
 3.3624678E-001, 3.4600449E-001, 2.8548454E-001, 1.4466441E+000
 3.4570872E-001, 3.2635252E-001, 2.9563402E-001, 1.4220845E+000
 3.5517066E-001, 3.0801892E-001, 3.0578351E-001, 1.3961474E+000
 3.6463260E-001, 2.9089918E-001, 3.1593299E-001, 1.3685953E+000
 3.7409455E-001, 2.7334456E-001, 3.2608247E-001, 1.3389138E+000
 3.8355649E-001, 2.5884220E-001, 3.3623196E-001, 1.3070177E+000
 3.9301843E-001, 2.4523223E-001, 3.4638144E-001, 1.2732441E+000
 4.0248038E-001, 2.3244794E-001, 3.5653093E-001, 1.2380665E+000
