m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 8.0179218E+000, 0.0000000E+000, 1.5607255E+000
 2.3077672E-001, 7.0178289E+000, 7.5510204E-002, 1.7233134E+000
 2.5759274E-001, 5.9500830E+000, 1.5102041E-001, 1.8757916E+000
 2.8440883E-001, 5.3452211E+000, 2.2653061E-001, 1.9904077E+000
 3.1122496E-001, 4.8354018E+000, 3.0204082E-001, 2.0935223E+000
 3.3804113E-001, 4.3995918E+000, 3.7755102E-001, 2.1767881E+000
 3.6485732E-001, 4.0226251E+000, 4.5306122E-001, 2.2749917E+000
 3.9167354E-001, 3.5248459E+000, 5.2857143E-001, 2.3741561E+000
 4.1848978E-001, 3.2581524E+000, 6.0408163E-001, 2.4245566E+000
 4.4530603E-001, 3.0203008E+000, 6.7959184E-001, 2.4290090E+000
 4.7212229E-001, 2.8069690E+000, 7.5510204E-001, 2.4145635E+000
 4.9893857E-001, 2.6146457E+000, 8.3061224E-001, 2.3923089E+000
 5.2575485E-001, 2.3444242E+000, 9.0612245E-001, 2.3614398E+000
 5.5257114E-001, 2.1973761E+000, 9.8163265E-001, 2.3207687E+000
 5.7938743E-001, 2.0627976E+000, 1.0571429E+000, 2.2609311E+000
 6.0620373E-001, 1.9392949E+000, 1.1326531E+000, 2.1727995E+000
 6.3302004E-001, 1.8256697E+000, 1.2081633E+000, 2.0599755E+000
 6.5983635E-001, 1.6627800E+000, 1.2836735E+000, 1.9439151E+000
 6.8665266E-001, 1.5709119E+000, 1.3591837E+000, 1.8306267E+000
 7.1346898E-001, 1.4065562E+000, 1.4346939E+000, 1.7147184E+000
 7.4028530E-001, 1.3329351E+000, 1.5102041E+000, 1.5956475E+000
 7.6710162E-001, 1.2643679E+000, 1.5857143E+000, 1.4850807E+000
 7.9391795E-001, 1.1630509E+000, 1.6612245E+000, 1.3775938E+000
 8.2073427E-001, 1.1054940E+000, 1.7367347E+000, 1.2594117E+000
 8.4755060E-001, 1.0516464E+000, 1.8122449E+000, 1.1397065E+000
 8.7436693E-001, 1.0012107E+000, 1.8877551E+000, 1.0320547E+000
 9.0118327E-001, 9.5391523E-001, 1.9632653E+000, 9.3584430E-001
 9.2799960E-001, 8.8401330E-001, 2.0387755E+000, 8.4771299E-001
 9.5481593E-001, 8.4326661E-001, 2.1142857E+000, 7.6827699E-001
 9.8163227E-001, 8.0489208E-001, 2.1897959E+000, 6.9629089E-001
 1.0084486E+000, 7.6871819E-001, 2.2653061E+000, 6.3002517E-001
 1.0352649E+000, 7.3459045E-001, 2.3408163E+000, 5.6932898E-001
 1.0620813E+000, 6.8633506E-001, 2.4163265E+000, 5.1467295E-001
 1.0888976E+000, 6.5632899E-001, 2.4918367E+000, 4.6585825E-001
 1.1157140E+000, 6.2794327E-001, 2.5673469E+000, 4.2200476E-001
 1.1425303E+000, 6.0108119E-001, 2.6428571E+000, 3.8253713E-001
 1.1693467E+000, 5.7565308E-001, 2.7183673E+000, 3.4700985E-001
 1.1961630E+000, 5.4260663E-001, 2.7938776E+000, 3.1508497E-001
 1.2229793E+000, 4.9855662E-001, 2.8693878E+000, 2.8657420E-001
 1.2497957E+000, 4.7821087E-001, 2.9448980E+000, 2.6108826E-001
 1.2766120E+000, 4.5890061E-001, 3.0204082E+000, 2.3807488E-001
 1.3034284E+000, 4.4056443E-001, 3.0959184E+000, 2.1731945E-001
 1.3302447E+000, 4.1896656E-001, 3.1714286E+000, 1.9874875E-001
 1.3570611E+000, 4.0247598E-001, 3.2469388E+000, 1.8217696E-001
 1.3838774E+000, 3.8676996E-001, 3.3224490E+000, 1.6732039E-001
 1.4106938E+000, 3.7180522E-001, 3.3979592E+000, 1.5405306E-001
 1.4375101E+000, 3.5754097E-001, 3.4734694E+000, 1.4217223E-001
 1.4643265E+000, 3.4234140E-001, 3.5489796E+000, 1.3138682E-001
 1.4911428E+000, 3.2938540E-001, 3.6244898E+000, 1.2163120E-001
 1.5179592E+000, 3.1699832E-001, 3.7000000E+000, 1.1011917E-001
