m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 2.0396078E-001, 4.9580747E-001, 0.0000000E+000, 2.9425428E-001
 2.2433288E-001, 4.9580747E-001, 7.5510204E-002, 3.0191677E-001
 2.4470503E-001, 3.9129771E-001, 1.5102041E-001, 2.7391518E-001
 2.6507722E-001, 2.6475962E-001, 2.2653061E-001, 2.4732047E-001
 2.8544944E-001, 2.1911167E-001, 3.0204082E-001, 2.1825238E-001
 3.0582169E-001, 1.8349208E-001, 3.7755102E-001, 1.8972350E-001
 3.2619396E-001, 1.8349208E-001, 4.5306122E-001, 1.6303356E-001
 3.4656625E-001, 1.5529822E-001, 5.2857143E-001, 1.3941515E-001
 3.6693855E-001, 1.3269589E-001, 6.0408163E-001, 1.1894139E-001
 3.8731086E-001, 1.1436653E-001, 6.7959184E-001, 1.0119376E-001
 4.0768319E-001, 9.1360111E-002, 7.5510204E-001, 8.6039867E-002
 4.2805552E-001, 9.1360111E-002, 8.3061224E-001, 7.3566301E-002
 4.4842786E-001, 8.0066888E-002, 9.0612245E-001, 6.3357873E-002
 4.6880021E-001, 7.0590078E-002, 9.8163265E-001, 5.5051236E-002
 4.8917256E-001, 6.2583418E-002, 1.0571429E+000, 4.8113743E-002
 5.0954492E-001, 5.5775954E-002, 1.1326531E+000, 4.2331354E-002
 5.2991728E-001, 5.2613870E-002, 1.2081633E+000, 3.7492434E-002
 5.5028965E-001, 4.7120719E-002, 1.2836735E+000, 3.3406088E-002
 5.7066202E-001, 4.2374523E-002, 1.3591837E+000, 2.9917588E-002
 5.9103440E-001, 3.8254752E-002, 1.4346939E+000, 2.6903653E-002
 6.1140677E-001, 3.4663133E-002, 1.5102041E+000, 2.4319917E-002
 6.3177915E-001, 3.4663133E-002, 1.5857143E+000, 2.2127093E-002
 6.5215153E-001, 3.0366625E-002, 1.6612245E+000, 2.0263546E-002
 6.7252392E-001, 2.7694950E-002, 1.7367347E+000, 1.8676937E-002
 6.9289630E-001, 2.5326987E-002, 1.8122449E+000, 1.7323959E-002
 7.1326869E-001, 2.3221304E-002, 1.8877551E+000, 1.6180286E-002
 7.3364108E-001, 2.3221304E-002, 1.9632653E+000, 1.5205181E-002
 7.5401347E-001, 2.1343055E-002, 2.0387755E+000, 1.4348439E-002
 7.7438587E-001, 1.9662860E-002, 2.1142857E+000, 1.3560287E-002
 7.9475826E-001, 1.7779391E-002, 2.1897959E+000, 1.2790687E-002
 8.1513065E-001, 1.6448903E-002, 2.2653061E+000, 1.2020632E-002
 8.3550305E-001, 1.6448903E-002, 2.3408163E+000, 1.1272149E-002
 8.5587545E-001, 1.5243981E-002, 2.4163265E+000, 1.0545554E-002
 8.7624785E-001, 1.4150397E-002, 2.4918367E+000, 9.8271548E-003
 8.9662024E-001, 1.3155926E-002, 2.5673469E+000, 9.1409721E-003
 9.1699264E-001, 1.2158295E-002, 2.6428571E+000, 8.4738254E-003
 9.3736505E-001, 1.2158295E-002, 2.7183673E+000, 7.8377660E-003
 9.5773745E-001, 1.1346259E-002, 2.7938776E+000, 7.2297280E-003
 9.7810985E-001, 1.0600569E-002, 2.8693878E+000, 6.6662671E-003
 9.9848225E-001, 9.9147044E-003, 2.9448980E+000, 6.1459051E-003
 1.0188547E+000, 9.2829513E-003, 3.0204082E+000, 5.6649335E-003
 1.0392271E+000, 9.2829513E-003, 3.0959184E+000, 5.2240420E-003
 1.0595995E+000, 8.7265245E-003, 3.1714286E+000, 4.8316716E-003
 1.0799719E+000, 8.2006760E-003, 3.2469388E+000, 4.4755235E-003
 1.1003443E+000, 7.7123238E-003, 3.3224490E+000, 4.1381027E-003
 1.1207167E+000, 7.2581871E-003, 3.3979592E+000, 3.8147640E-003
 1.1410891E+000, 7.2581871E-003, 3.4734694E+000, 3.5081449E-003
 1.1614615E+000, 6.8353844E-003, 3.5489796E+000, 3.2058691E-003
 1.1818339E+000, 6.5101621E-003, 3.6244898E+000, 2.8970727E-003
 1.2022063E+000, 6.1536256E-003, 3.7000000E+000, 2.4672662E-003
