m,kW/m2,m,kW/m2
r,HF_radi,z,HF_vert
 5.2392748E-002, 1.4184001E-001, 0.0000000E+000, 2.1077745E-001
 6.4459234E-002, 1.9217721E-001, 6.6101695E-003, 3.4526077E-001
 7.6526347E-002, 1.6376839E-001, 1.3220339E-002, 3.7665238E-001
 8.8593831E-002, 1.1225299E-001, 1.9830508E-002, 3.8937001E-001
 1.0066155E-001, 9.1213860E-002, 2.6440678E-002, 3.9713258E-001
 1.1272943E-001, 7.0897732E-002, 3.3050847E-002, 4.0785735E-001
 1.2479743E-001, 5.1288133E-002, 3.9661017E-002, 4.2008170E-001
 1.3686551E-001, 4.3140395E-002, 4.6271186E-002, 4.3454960E-001
 1.4893365E-001, 3.5300031E-002, 5.2881356E-002, 4.3453009E-001
 1.6100185E-001, 2.8012045E-002, 5.9491525E-002, 4.3075159E-001
 1.7307008E-001, 2.3541951E-002, 6.6101695E-002, 4.2440692E-001
 1.8513834E-001, 2.0006847E-002, 7.2711864E-002, 4.1633867E-001
 1.9720663E-001, 1.6459966E-002, 7.9322034E-002, 4.0705571E-001
 2.0927494E-001, 1.4281444E-002, 8.5932203E-002, 3.8588868E-001
 2.2134327E-001, 1.2692372E-002, 9.2542373E-002, 3.7436649E-001
 2.3341161E-001, 1.0581078E-002, 9.9152542E-002, 3.6230313E-001
 2.4547997E-001, 9.3977689E-003, 1.0576271E-001, 3.4977408E-001
 2.5754834E-001, 8.4977113E-003, 1.1237288E-001, 3.3692323E-001
 2.6961671E-001, 7.2737090E-003, 1.1898305E-001, 3.1076700E-001
 2.8168510E-001, 6.6362748E-003, 1.2559322E-001, 2.9764791E-001
 2.9375349E-001, 6.0107960E-003, 1.3220339E-001, 2.8464376E-001
 3.0582189E-001, 5.2343217E-003, 1.3881356E-001, 2.7187153E-001
 3.1789029E-001, 4.8299124E-003, 1.4542373E-001, 2.5942903E-001
 3.2995870E-001, 4.4083099E-003, 1.5203390E-001, 2.4738368E-001
 3.4202711E-001, 3.9395185E-003, 1.5864407E-001, 2.2464106E-001
 3.5409553E-001, 3.6105037E-003, 1.6525424E-001, 2.1398715E-001
 3.6616395E-001, 3.3098051E-003, 1.7186441E-001, 2.0381650E-001
 3.7823238E-001, 2.9887429E-003, 1.7847458E-001, 1.9411991E-001
 3.9030080E-001, 2.7460132E-003, 1.8508475E-001, 1.8488526E-001
 4.0236923E-001, 2.4959894E-003, 1.9169492E-001, 1.7609812E-001
NaN,NaN, 1.9830508E-001, 1.5980005E-001
NaN,NaN, 2.0491525E-001, 1.5225534E-001
NaN,NaN, 2.1152542E-001, 1.4509212E-001
NaN,NaN, 2.1813559E-001, 1.3829458E-001
NaN,NaN, 2.2474576E-001, 1.3184607E-001
NaN,NaN, 2.3135593E-001, 1.1993193E-001
NaN,NaN, 2.3796610E-001, 1.1443704E-001
NaN,NaN, 2.4457627E-001, 1.0923084E-001
NaN,NaN, 2.5118644E-001, 1.0429839E-001
NaN,NaN, 2.5779661E-001, 9.9625563E-002
NaN,NaN, 2.6440678E-001, 9.5199382E-002
NaN,NaN, 2.7101695E-001, 8.7036820E-002
NaN,NaN, 2.7762712E-001, 8.3275639E-002
NaN,NaN, 2.8423729E-001, 7.9711032E-002
NaN,NaN, 2.9084746E-001, 7.6330551E-002
NaN,NaN, 2.9745763E-001, 7.3122882E-002
NaN,NaN, 3.0406780E-001, 7.0078270E-002
NaN,NaN, 3.1067797E-001, 6.4445260E-002
NaN,NaN, 3.1728814E-001, 6.1840746E-002
NaN,NaN, 3.2389831E-001, 5.9367282E-002
NaN,NaN, 3.3050847E-001, 5.7017281E-002
NaN,NaN, 3.3711864E-001, 5.4782755E-002
NaN,NaN, 3.4372881E-001, 5.2655737E-002
NaN,NaN, 3.5033898E-001, 4.8694527E-002
NaN,NaN, 3.5694915E-001, 4.6847325E-002
NaN,NaN, 3.6355932E-001, 4.5082031E-002
NaN,NaN, 3.7016949E-001, 4.3393971E-002
NaN,NaN, 3.7677966E-001, 4.1779010E-002
NaN,NaN, 3.8338983E-001, 3.8745092E-002
NaN,NaN, 3.9000000E-001, 3.7314701E-002
