m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 6.7094355E+002, 3.0000000E-001, 1.1774434E-001, 6.9169473E+000, 5.0000000E-002, 5.3532276E+002
 2.0000000E-001, 6.2414933E+002, 1.0000000E+000, 3.7739138E-001, 2.4481788E+000, 1.5000000E-001, 1.8113001E+002
 3.0000000E-001, 5.7827086E+002, 1.5000000E+000, 2.3292448E-001, 1.2863018E+000, 2.5000000E-001, 6.2641602E+001
 4.0000000E-001, 5.3745104E+002, 2.0000000E+000, 3.4137607E-001, 7.2242654E-001, 3.5000000E-001, 2.5441671E+001
 5.0000000E-001, 5.0205436E+002, 2.4990000E+000, 3.7802768E-001, 5.3678615E-001, 4.5000000E-001, 1.2527534E+001
 7.5000000E-001, 4.4268999E+002, 3.0000000E+000, 3.3403658E-001, 4.4674527E-001, 5.5000000E-001, 7.1679902E+000
 1.0000000E+000, 3.7372642E+002, 3.5000000E+000, 3.4629329E-001, 4.3488551E-001, 6.5000000E-001, 4.5708792E+000
 1.5000000E+000, 2.9458960E+002, 4.0000000E+000, 3.6204055E-001, 4.3113638E-001, 7.5000000E-001, 3.1407221E+000
 2.0000000E+000, 2.4240104E+002,NaN,NaN,NaN, 8.5000000E-001, 2.2712569E+000
 2.4990000E+000, 2.1342819E+002,NaN,NaN,NaN, 9.5000000E-001, 1.7036937E+000
 3.0000000E+000, 1.7954787E+002,NaN,NaN,NaN, 1.0500000E+000, 1.3123116E+000
 3.5000000E+000, 1.5737429E+002,NaN,NaN,NaN, 1.1500000E+000, 1.0311717E+000
 4.0000000E+000, 1.3943092E+002,NaN,NaN,NaN, 1.2500000E+000, 8.2209137E-001
 4.5000000E+000, 1.2378371E+002,NaN,NaN,NaN, 1.3500000E+000, 6.6301496E-001
 4.9990000E+000, 1.1437006E+002,NaN,NaN,NaN, 1.4500000E+000, 5.3937500E-001
 5.5000000E+000, 1.0126832E+002,NaN,NaN,NaN, 1.5500000E+000, 4.4178388E-001
 6.0000000E+000, 9.1294047E+001,NaN,NaN,NaN, 1.6500000E+000, 3.6411365E-001
 6.5000000E+000, 8.4537736E+001,NaN,NaN,NaN, 1.7500000E+000, 3.0122145E-001
 7.0000000E+000, 7.9022820E+001,NaN,NaN,NaN, 1.8500000E+000, 2.4986753E-001
 7.4990000E+000, 7.4688368E+001,NaN,NaN,NaN, 1.9500000E+000, 2.0792073E-001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.7355390E-001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.4523047E-001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.2165842E-001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.0199970E-001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 8.5564188E-002
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 7.1692068E-002
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 6.0023983E-002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 5.0248201E-002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 4.2057081E-002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 3.5154766E-002
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 2.9371256E-002
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 2.4536984E-002
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 2.0499858E-002
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 1.7109113E-002
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.4257591E-002
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 1.1897325E-002
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 9.9349258E-003
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 8.2889705E-003
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 6.9154981E-003
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 5.7779983E-003
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 4.8268023E-003
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 4.0239607E-003
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 3.3575347E-003
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 2.7991629E-003
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 2.3355267E-003
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 1.9427450E-003
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 1.6140801E-003
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 1.3386024E-003
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 1.1108087E-003
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 9.2286002E-004
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 7.6706724E-004
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 6.3646300E-004
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 5.2789591E-004
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 4.3744180E-004
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 3.6238234E-004
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 3.0021717E-004
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 2.4870594E-004
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 2.0585306E-004
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.6987393E-004
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.4016101E-004
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.1566896E-004
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 9.5612616E-005
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 7.8953794E-005
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 6.5270590E-005
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 5.3911446E-005
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 4.4534586E-005
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 3.6784486E-005
