m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 3.0308487E-005
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 2.4972614E-005
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 2.0537550E-005
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 1.6863123E-005
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.3781207E-005
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 1.1266263E-005
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 9.1774264E-006
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 7.4606044E-006
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 6.0543582E-006
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 4.8788914E-006
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 3.8890260E-006
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 3.0669381E-006
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.3977613E-006
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.8627662E-006
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.4319953E-006
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.0811808E-006
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 7.9835518E-007
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 5.8075217E-007
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 4.1065341E-007
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 2.8178530E-007
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.9122575E-007
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.2752586E-007
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 8.1532597E-008
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 4.9718862E-008
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 2.8153091E-008
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 1.4367105E-008
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 7.2283041E-009
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.2563828E-009
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 1.3098885E-009
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 5.5902923E-010
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 1.5870907E-010
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 0.0000000E+000
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 0.0000000E+000
