m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 9.0346998E+002, 3.0000000E-001, 1.2900133E+000, 6.0004536E+001, 5.0000000E-002, 1.2472583E+003
 2.0000000E-001, 9.2252338E+002, 1.0000000E+000, 2.1586763E+000, 3.9705952E+001, 1.5000000E-001, 8.0274970E+002
 3.0000000E-001, 9.3477091E+002, 1.5000000E+000, 1.7247735E+000, 3.3605348E+001, 2.5000000E-001, 3.9086939E+002
 4.0000000E-001, 9.3907761E+002, 2.0000000E+000, 1.8958531E+000, 2.9176330E+001, 3.5000000E-001, 2.3790821E+002
 5.0000000E-001, 9.3789218E+002, 2.4990000E+000, 2.0090562E+000, 2.6101483E+001, 4.5000000E-001, 1.7238181E+002
 7.5000000E-001, 9.2680494E+002, 3.0000000E+000, 1.8907584E+000, 2.2531615E+001, 5.5000000E-001, 1.3889970E+002
 1.0000000E+000, 8.9293051E+002, 3.5000000E+000, 1.8539682E+000, 1.9464164E+001, 6.5000000E-001, 1.1953711E+002
 1.5000000E+000, 8.2950913E+002, 4.0000000E+000, 1.8467137E+000, 1.6062283E+001, 7.5000000E-001, 1.0680059E+002
 2.0000000E+000, 7.8037940E+002,NaN,NaN,NaN, 8.5000000E-001, 9.7572858E+001
 2.4990000E+000, 7.3195559E+002,NaN,NaN,NaN, 9.5000000E-001, 9.0623041E+001
 3.0000000E+000, 6.5057468E+002,NaN,NaN,NaN, 1.0500000E+000, 8.5407764E+001
 3.5000000E+000, 5.9143133E+002,NaN,NaN,NaN, 1.1500000E+000, 8.1311495E+001
 4.0000000E+000, 5.3947513E+002,NaN,NaN,NaN, 1.2500000E+000, 7.7869549E+001
 4.5000000E+000, 4.7299828E+002,NaN,NaN,NaN, 1.3500000E+000, 7.5069128E+001
 4.9990000E+000, 4.1810484E+002,NaN,NaN,NaN, 1.4500000E+000, 7.2819445E+001
 5.5000000E+000, 3.4464319E+002,NaN,NaN,NaN, 1.5500000E+000, 7.0899865E+001
 6.0000000E+000, 3.1075211E+002,NaN,NaN,NaN, 1.6500000E+000, 6.9124003E+001
 6.5000000E+000, 2.7984347E+002,NaN,NaN,NaN, 1.7500000E+000, 6.7523880E+001
 7.0000000E+000, 2.5497383E+002,NaN,NaN,NaN, 1.8500000E+000, 6.5880432E+001
 7.4990000E+000, 2.3289512E+002,NaN,NaN,NaN, 1.9500000E+000, 6.4176830E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 6.2684537E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 6.1320121E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 6.0030843E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 5.8810179E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 5.7617985E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 5.6353117E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 5.5180450E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 5.4080469E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 5.2809114E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 5.1690837E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 5.0639355E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 4.9791846E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 4.8725976E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 4.7647555E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 4.6345027E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 4.5034548E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 4.3712835E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 4.2302679E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 4.0883159E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 3.9495013E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 3.7996190E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 3.6502017E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 3.5190148E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 3.4016452E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 3.2826826E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.1449573E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 3.0106885E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.8737871E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.7177286E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.5596207E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 2.3889169E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 2.2346804E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 2.0935768E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.9579995E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 1.8299881E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 1.6975191E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 1.5829506E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 1.4760956E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.3705947E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.2657468E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.1565156E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.0532109E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 9.5173586E+000
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 8.5602136E+000
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 7.6554993E+000
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 6.8276411E+000
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 6.0992665E+000
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 5.4541598E+000
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 4.8683253E+000
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 4.3251701E+000
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 3.8641873E+000
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 3.4596855E+000
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 3.0947834E+000
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.7831648E+000
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 2.5192893E+000
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 2.2888013E+000
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 2.0633340E+000
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.8509922E+000
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.6401707E+000
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.4604585E+000
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.3151302E+000
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.1901826E+000
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.0755094E+000
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 9.7564060E-001
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 8.9445259E-001
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 8.3040279E-001
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 7.5059555E-001
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 6.6286408E-001
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 5.7518506E-001
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 4.8798509E-001
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 4.1174380E-001
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 3.3580716E-001
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 2.7268786E-001
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 2.2297920E-001
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.8450575E-001
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 1.5193845E-001
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 1.2636244E-001
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 1.0598190E-001
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 8.9012025E-002
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 5.3527955E-002
