m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 7.6289200E+002, 3.0000000E-001, 1.4494607E-001, 8.2950348E+000, 5.0000000E-002, 6.5287961E+002
 2.0000000E-001, 7.1804982E+002, 1.0000000E+000, 4.7022392E-001, 2.9731845E+000, 1.5000000E-001, 2.3108477E+002
 3.0000000E-001, 6.7360023E+002, 1.5000000E+000, 2.8335584E-001, 1.6794447E+000, 2.5000000E-001, 8.1576534E+001
 4.0000000E-001, 6.3193580E+002, 2.0000000E+000, 4.0798549E-001, 1.0001215E+000, 3.5000000E-001, 3.3802869E+001
 5.0000000E-001, 5.9360043E+002, 2.4990000E+000, 4.5259030E-001, 7.1689996E-001, 4.5000000E-001, 1.7025513E+001
 7.5000000E-001, 5.2771371E+002, 3.0000000E+000, 3.9703121E-001, 5.4123620E-001, 5.5000000E-001, 9.9768876E+000
 1.0000000E+000, 4.4593599E+002, 3.5000000E+000, 4.0794925E-001, 4.9816357E-001, 6.5000000E-001, 6.4888057E+000
 1.5000000E+000, 3.4719614E+002, 4.0000000E+000, 4.2558071E-001, 4.8651111E-001, 7.5000000E-001, 4.5188749E+000
 2.0000000E+000, 2.8387751E+002,NaN,NaN,NaN, 8.5000000E-001, 3.3019987E+000
 2.4990000E+000, 2.4848220E+002,NaN,NaN,NaN, 9.5000000E-001, 2.5016532E+000
 3.0000000E+000, 2.0557652E+002,NaN,NaN,NaN, 1.0500000E+000, 1.9459671E+000
 3.5000000E+000, 1.7797249E+002,NaN,NaN,NaN, 1.1500000E+000, 1.5460209E+000
 4.0000000E+000, 1.6130046E+002,NaN,NaN,NaN, 1.2500000E+000, 1.2439284E+000
 4.5000000E+000, 1.4798025E+002,NaN,NaN,NaN, 1.3500000E+000, 1.0109092E+000
 4.9990000E+000, 1.3770439E+002,NaN,NaN,NaN, 1.4500000E+000, 8.2736567E-001
 5.5000000E+000, 1.2474559E+002,NaN,NaN,NaN, 1.5500000E+000, 6.7950535E-001
 6.0000000E+000, 1.1402478E+002,NaN,NaN,NaN, 1.6500000E+000, 5.6034835E-001
 6.5000000E+000, 1.0608608E+002,NaN,NaN,NaN, 1.7500000E+000, 4.6433015E-001
 7.0000000E+000, 9.8742804E+001,NaN,NaN,NaN, 1.8500000E+000, 3.8553955E-001
 7.4990000E+000, 9.2031890E+001,NaN,NaN,NaN, 1.9500000E+000, 3.2037503E-001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 2.6655398E-001
