m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 2.2228366E-001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.8587825E-001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.5569710E-001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 1.3026885E-001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 1.0892386E-001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 9.1016761E-002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 7.6084100E-002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 6.3587073E-002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 5.3062764E-002
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 4.4212191E-002
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 3.6854752E-002
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 3.0712255E-002
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 2.5556175E-002
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 2.1277658E-002
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 1.7717716E-002
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.4711240E-002
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.2183990E-002
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.0089177E-002
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 8.3574109E-003
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 6.9237299E-003
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 5.7259310E-003
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 4.7387599E-003
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 3.9212612E-003
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 3.2479008E-003
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 2.6845159E-003
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.2144456E-003
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 1.8304296E-003
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 1.5126861E-003
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 1.2481772E-003
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.0296482E-003
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 8.5015754E-004
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 7.0250689E-004
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 5.8038560E-004
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 4.7990195E-004
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 3.9694093E-004
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 3.2861002E-004
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 2.7254802E-004
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 2.2538883E-004
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.8595647E-004
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.5370390E-004
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.2722899E-004
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 1.0525036E-004
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 8.6989702E-005
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 7.1649474E-005
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 5.8802268E-005
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 4.8185882E-005
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 3.9477668E-005
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 3.2316518E-005
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 2.6451066E-005
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.1610583E-005
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.7623790E-005
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 1.4336782E-005
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 1.1642825E-005
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 9.4323720E-006
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 7.6092968E-006
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 6.0868878E-006
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 4.8307802E-006
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 3.8046741E-006
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.9939296E-006
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.3455079E-006
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.8280171E-006
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.4151310E-006
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.0874238E-006
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 8.2854506E-007
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 6.3013114E-007
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 4.7574563E-007
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 3.5341728E-007
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 2.5616969E-007
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 1.8487820E-007
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 1.3129172E-007
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 9.4639944E-008
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 6.7029210E-008
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 4.8088972E-008
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.3285787E-008
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.2057031E-008
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 1.4577502E-008
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 9.9712798E-009
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 6.6524037E-009
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 2.3386615E-009
