m,C,m,kW/m2,kW/m2,m,kW
 6.5000000E+000, 2.6449346E+002,NaN,NaN,NaN, 1.7500000E+000, 6.6490506E+001
 7.0000000E+000, 2.4484005E+002,NaN,NaN,NaN, 1.8500000E+000, 6.5010023E+001
 7.4990000E+000, 2.2544100E+002,NaN,NaN,NaN, 1.9500000E+000, 6.3576908E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 6.2227368E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 6.0972883E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 5.9999433E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 5.8734887E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 5.7443852E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 5.6088328E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 5.4716050E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 5.3284809E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 5.1682796E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 5.0041148E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 4.8544059E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 4.7200880E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 4.5902145E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 4.4756831E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 4.3644376E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 4.2484876E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 4.0937842E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 3.9239924E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 3.7511871E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 3.5848616E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 3.4314571E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 3.2816589E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 3.1411018E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 2.9948515E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 2.8511891E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 2.7119860E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.5732124E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.4494528E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.3259408E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.2094500E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 2.0894356E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.9711928E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 1.8486045E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.7238735E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 1.6006634E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 1.4840336E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 1.3747466E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 1.2688787E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.1615260E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.0595967E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 9.6663841E+000
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 8.8726146E+000
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 8.1408066E+000
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 7.4718493E+000
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 6.8609098E+000
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 6.2904606E+000
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 5.7241037E+000
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 5.2275213E+000
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 4.7781787E+000
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 4.2855721E+000
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 3.8511138E+000
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 3.4888942E+000
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 3.1581823E+000
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.8414642E+000
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 2.5628217E+000
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 2.2813655E+000
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 2.0239858E+000
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.8060456E+000
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.6222567E+000
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.4597389E+000
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.2910630E+000
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.1329407E+000
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 9.9429619E-001
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 8.5741162E-001
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 7.2482318E-001
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 6.1212451E-001
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 5.1877429E-001
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 4.2940231E-001
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 3.5846372E-001
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 2.9702440E-001
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 2.4502172E-001
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 2.0325194E-001
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 1.6745708E-001
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 1.4065590E-001
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.1733969E-001
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 9.8129795E-002
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 8.2626907E-002
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 6.8606987E-002
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 5.8362207E-002
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 3.5575739E-002
