m,C,m,kW/m2,kW/m2,m,kW
 7.4990000E+000, 2.9761089E+002,NaN,NaN,NaN, 1.9500000E+000, 1.0162515E+002
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.0084136E+002
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 9.9949433E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 9.9244140E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 9.8786077E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 9.8610788E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 9.8085761E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 9.7178433E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 9.6173933E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 9.5163922E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 9.4245827E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 9.2998439E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 9.1582774E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 9.0223850E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 8.8953419E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 8.7370325E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 8.5645890E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 8.3967637E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 8.2009151E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 7.9777529E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 7.7321688E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 7.4641654E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 7.2341667E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 7.0151970E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 6.8368947E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 6.6875678E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 6.5510111E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 6.4357327E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 6.2861836E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 6.1398468E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 6.0116603E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 5.8974007E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 5.7760073E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 5.6539395E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 5.5357482E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 5.3954207E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 5.2500054E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 5.1196502E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 4.9970638E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 4.8573595E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 4.6744472E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 4.4648335E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 4.2599530E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 4.0399571E+001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 3.8359530E+001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 3.6380959E+001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 3.4611099E+001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 3.2871367E+001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 3.1036571E+001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 2.9280073E+001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 2.7552732E+001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.5838983E+001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 2.4190448E+001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 2.2533536E+001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.1068335E+001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 1.9752382E+001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 1.8441762E+001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.7201353E+001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.6045483E+001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.4831938E+001
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.3685238E+001
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.2533893E+001
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.1340447E+001
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.0338636E+001
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 9.3912110E+000
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 8.5827529E+000
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 7.7997967E+000
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 7.0694523E+000
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 6.3551666E+000
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 5.6872372E+000
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 5.0195403E+000
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 4.4424975E+000
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 3.9476318E+000
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 3.4901574E+000
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 3.1021016E+000
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 2.8041822E+000
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.5233738E+000
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 2.3189145E+000
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 2.1583342E+000
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 1.9851908E+000
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 1.3743769E+000
