m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 4.6480727E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 4.4251626E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 4.2157912E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 4.0109386E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 3.7977653E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 3.5888852E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 3.4049272E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 3.2473447E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 3.1014535E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 2.9605086E+001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 2.8297466E+001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 2.7090916E+001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 2.5986970E+001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 2.4836060E+001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 2.3610789E+001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 2.2516917E+001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 2.1432272E+001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.0206726E+001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.8992228E+001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 1.7894323E+001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 1.6861700E+001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 1.6017473E+001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 1.5087188E+001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.4096072E+001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.3161784E+001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.2254802E+001
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.1365620E+001
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.0504520E+001
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 9.7070247E+000
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 9.0361870E+000
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 8.4191575E+000
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 7.8098754E+000
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 7.2710974E+000
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 6.7111877E+000
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 6.1648045E+000
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 5.5928014E+000
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 4.9484759E+000
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 4.3144664E+000
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 3.7692825E+000
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 3.2432085E+000
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 2.8230240E+000
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 2.4632510E+000
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.1185336E+000
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 1.8454340E+000
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 1.6132058E+000
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 1.4297397E+000
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 9.4867632E-001
