m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 6.5149364E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 6.4016396E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 6.2589053E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 6.1239975E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 5.9939398E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 5.8300241E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 5.6591529E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 5.4957425E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 5.3136804E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 5.1248812E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 4.9466110E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 4.7764120E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 4.5977411E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 4.4225970E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 4.2428947E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 4.0531835E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 3.8687655E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 3.6800896E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 3.4728264E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 3.2651061E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 3.0838308E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 2.9008016E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 2.7246346E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.5657736E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.4078440E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.2538074E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.1099541E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.9770392E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.8508985E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 1.7362773E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.6307541E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 1.5366281E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 1.4499374E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 1.3661350E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 1.2882273E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.2119882E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.1388442E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.0716728E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.0078095E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 9.4262392E+000
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 8.7635099E+000
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 8.0907545E+000
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 7.4749147E+000
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 6.8858042E+000
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 6.2555559E+000
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 5.6624671E+000
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 5.1174577E+000
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 4.6090934E+000
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 4.1470868E+000
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 3.7380608E+000
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 3.3802625E+000
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 3.0981584E+000
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 2.8522790E+000
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 2.6424775E+000
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 2.4662354E+000
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.3382164E+000
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.2391877E+000
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.1579750E+000
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 2.0712710E+000
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.9462589E+000
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.7968983E+000
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 1.6427838E+000
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 1.5031302E+000
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.3607873E+000
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.2237941E+000
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.1099494E+000
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 9.9114482E-001
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 8.7894039E-001
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 7.7202106E-001
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 6.8449542E-001
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 5.9305336E-001
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 4.9935083E-001
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 4.2367013E-001
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 3.5864775E-001
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 3.0463736E-001
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 2.6396254E-001
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 1.6153113E-001
