m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 9.0481292E+002, 3.0000000E-001, 1.2871941E+000, 5.9132558E+001, 5.0000000E-002, 1.2718587E+003
 2.0000000E-001, 9.2391221E+002, 1.0000000E+000, 2.1735088E+000, 3.9482377E+001, 1.5000000E-001, 8.0910628E+002
 3.0000000E-001, 9.3978324E+002, 1.5000000E+000, 1.7284507E+000, 3.3031256E+001, 2.5000000E-001, 3.9078293E+002
 4.0000000E-001, 9.4886718E+002, 2.0000000E+000, 1.8971605E+000, 2.7941440E+001, 3.5000000E-001, 2.3356860E+002
 5.0000000E-001, 9.5284406E+002, 2.4990000E+000, 2.0148488E+000, 2.4614625E+001, 4.5000000E-001, 1.6660387E+002
 7.5000000E-001, 9.4269805E+002, 3.0000000E+000, 1.8921380E+000, 2.0404714E+001, 5.5000000E-001, 1.3310114E+002
 1.0000000E+000, 9.1181187E+002, 3.5000000E+000, 1.8502698E+000, 1.6906288E+001, 6.5000000E-001, 1.1343729E+002
 1.5000000E+000, 8.5878520E+002, 4.0000000E+000, 1.8431496E+000, 1.3671925E+001, 7.5000000E-001, 1.0091960E+002
 2.0000000E+000, 8.0571028E+002,NaN,NaN,NaN, 8.5000000E-001, 9.2477851E+001
 2.4990000E+000, 7.6691110E+002,NaN,NaN,NaN, 9.5000000E-001, 8.6514932E+001
 3.0000000E+000, 6.9575328E+002,NaN,NaN,NaN, 1.0500000E+000, 8.2239935E+001
 3.5000000E+000, 6.3601037E+002,NaN,NaN,NaN, 1.1500000E+000, 7.9156896E+001
 4.0000000E+000, 5.6944920E+002,NaN,NaN,NaN, 1.2500000E+000, 7.6614562E+001
 4.5000000E+000, 5.0699908E+002,NaN,NaN,NaN, 1.3500000E+000, 7.4674648E+001
 4.9990000E+000, 4.6021479E+002,NaN,NaN,NaN, 1.4500000E+000, 7.3368760E+001
 5.5000000E+000, 3.9685604E+002,NaN,NaN,NaN, 1.5500000E+000, 7.2533039E+001
 6.0000000E+000, 3.5376464E+002,NaN,NaN,NaN, 1.6500000E+000, 7.1867161E+001
 6.5000000E+000, 3.1026273E+002,NaN,NaN,NaN, 1.7500000E+000, 7.1142255E+001
 7.0000000E+000, 2.7557000E+002,NaN,NaN,NaN, 1.8500000E+000, 7.0262679E+001
 7.4990000E+000, 2.5813687E+002,NaN,NaN,NaN, 1.9500000E+000, 6.9269892E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 6.8396073E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 6.7444806E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 6.6298273E+001
