m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.0526263E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 9.7531523E+000
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 8.9499951E+000
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 8.1411618E+000
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 7.3472072E+000
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 6.6622154E+000
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 6.0576978E+000
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 5.4816217E+000
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 4.9081140E+000
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 4.3380548E+000
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 3.8133401E+000
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.3526885E+000
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.9485369E+000
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 2.5959852E+000
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.2817197E+000
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.0010208E+000
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.7567373E+000
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.5353567E+000
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 1.3377580E+000
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.1692120E+000
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 1.0267102E+000
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 9.0431770E-001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 7.9796342E-001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 7.0812974E-001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 6.2162082E-001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 5.5150539E-001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 4.8872262E-001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 4.3323587E-001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 3.7986435E-001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 3.2859995E-001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 2.8762824E-001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 2.5425234E-001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 2.2717767E-001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 2.0263378E-001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 1.8068937E-001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 1.5888719E-001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 1.3439849E-001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 1.1312396E-001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 9.3837242E-002
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 7.7927050E-002
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 6.4008704E-002
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 5.2738805E-002
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 4.2808030E-002
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 3.5435666E-002
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.9060654E-002
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.3794134E-002
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.9571167E-002
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.6167498E-002
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.3222229E-002
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.0821432E-002
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 9.0354459E-003
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 7.5538509E-003
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 6.2271111E-003
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 5.1076360E-003
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 4.2062777E-003
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 3.4696759E-003
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 2.8333409E-003
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 2.3298084E-003
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 1.9091182E-003
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 1.5754570E-003
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.3125417E-003
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 1.0863721E-003
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 9.0859568E-004
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 7.5437737E-004
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 6.4811960E-004
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 3.9726988E-004
