m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.8563695E+000
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 1.5723771E+000
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 1.3205937E+000
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 1.1085105E+000
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 9.2753017E-001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 7.7234227E-001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 6.4039948E-001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 5.2751756E-001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 4.3262037E-001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 3.5404751E-001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.9006280E-001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.3768571E-001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.9494498E-001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.5937151E-001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 1.3020109E-001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.0608985E-001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 8.6310222E-002
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 7.0168529E-002
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 5.7132256E-002
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 4.6542182E-002
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 3.7912292E-002
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 3.0786019E-002
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 2.4974180E-002
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 2.0308404E-002
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 1.6593365E-002
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.3588951E-002
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 1.1108340E-002
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 9.0843882E-003
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 7.4292724E-003
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 6.0698982E-003
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 4.9654331E-003
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 4.0792358E-003
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 3.3646254E-003
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 2.7618621E-003
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 2.2614160E-003
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 1.8487723E-003
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 1.5252582E-003
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 1.2546609E-003
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.0322956E-003
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 8.5113746E-004
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 7.0437330E-004
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 5.8176437E-004
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 4.7986508E-004
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 3.9443660E-004
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 3.2493310E-004
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 2.6949320E-004
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 2.2390025E-004
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 1.8586133E-004
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.5395018E-004
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.2715244E-004
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.0510438E-004
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 8.6921844E-005
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 7.1678292E-005
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 5.9199914E-005
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 4.9164787E-005
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 4.0429292E-005
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.3369532E-005
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.7524353E-005
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 2.2534075E-005
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 1.8335140E-005
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 1.5274918E-005
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 9.2261021E-006
