m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 1.1159035E+001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 1.0136306E+001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 9.1404974E+000
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 8.1705810E+000
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 7.2856811E+000
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 6.5305180E+000
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 5.9340005E+000
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 5.4048173E+000
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 4.8990374E+000
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 4.4428163E+000
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 4.0066900E+000
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 3.5914412E+000
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 3.2085237E+000
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.8766151E+000
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.5643507E+000
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.2749361E+000
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 2.0363183E+000
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.8374960E+000
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.6325926E+000
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 1.4392871E+000
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 1.2786676E+000
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.1639691E+000
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.0733892E+000
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.0015778E+000
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 9.3977750E-001
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 8.7247161E-001
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 7.9339225E-001
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 7.1178053E-001
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 6.1684366E-001
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 5.2887830E-001
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 4.5510915E-001
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 3.9872481E-001
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 3.4767201E-001
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 3.0787209E-001
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 2.1206763E-001
