m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 8.7885801E+002, 3.0000000E-001, 1.5124787E+000, 6.3616561E+001, 5.0000000E-002, 1.2453808E+003
 2.0000000E-001, 9.0371208E+002, 1.0000000E+000, 2.4081655E+000, 4.5528762E+001, 1.5000000E-001, 8.5392714E+002
 3.0000000E-001, 9.1810165E+002, 1.5000000E+000, 1.9828261E+000, 3.9355906E+001, 2.5000000E-001, 4.1884213E+002
 4.0000000E-001, 9.2766386E+002, 2.0000000E+000, 2.1523951E+000, 3.4428548E+001, 3.5000000E-001, 2.5562026E+002
 5.0000000E-001, 9.3196334E+002, 2.4990000E+000, 2.2766215E+000, 3.1760380E+001, 4.5000000E-001, 1.8624266E+002
 7.5000000E-001, 9.3004552E+002, 3.0000000E+000, 2.1605941E+000, 2.7709680E+001, 5.5000000E-001, 1.5125289E+002
 1.0000000E+000, 9.0894851E+002, 3.5000000E+000, 2.1202755E+000, 2.3162197E+001, 6.5000000E-001, 1.3207667E+002
 1.5000000E+000, 8.5390422E+002, 4.0000000E+000, 2.1103767E+000, 1.8639472E+001, 7.5000000E-001, 1.1926960E+002
 2.0000000E+000, 7.9008793E+002,NaN,NaN,NaN, 8.5000000E-001, 1.0992725E+002
 2.4990000E+000, 7.3808340E+002,NaN,NaN,NaN, 9.5000000E-001, 1.0324910E+002
 3.0000000E+000, 6.5836274E+002,NaN,NaN,NaN, 1.0500000E+000, 9.8295738E+001
 3.5000000E+000, 6.1166799E+002,NaN,NaN,NaN, 1.1500000E+000, 9.4554498E+001
 4.0000000E+000, 5.4603847E+002,NaN,NaN,NaN, 1.2500000E+000, 9.1969454E+001
 4.5000000E+000, 4.7947462E+002,NaN,NaN,NaN, 1.3500000E+000, 8.9606898E+001
 4.9990000E+000, 4.2684882E+002,NaN,NaN,NaN, 1.4500000E+000, 8.7539325E+001
 5.5000000E+000, 3.5962852E+002,NaN,NaN,NaN, 1.5500000E+000, 8.5687809E+001
 6.0000000E+000, 3.2546752E+002,NaN,NaN,NaN, 1.6500000E+000, 8.4200582E+001
 6.5000000E+000, 2.9821374E+002,NaN,NaN,NaN, 1.7500000E+000, 8.2939086E+001
 7.0000000E+000, 2.7110894E+002,NaN,NaN,NaN, 1.8500000E+000, 8.1898444E+001
 7.4990000E+000, 2.4584870E+002,NaN,NaN,NaN, 1.9500000E+000, 8.0868990E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 7.9861803E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 7.8781049E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 7.7670788E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 7.6574777E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 7.5767111E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 7.4755596E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 7.3869556E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 7.3221365E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 7.2533810E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 7.1435570E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 7.0131663E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 6.8593067E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 6.6884803E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 6.5275091E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 6.3310612E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 6.1174645E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 5.8973562E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 5.6888347E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 5.4917511E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 5.3151344E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 5.1013575E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 4.8593643E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 4.6137701E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 4.3741236E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 4.1536083E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.9537076E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 3.7677703E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 3.6013237E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 3.4298314E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 3.2708057E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 3.0972369E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 2.9247779E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 2.7627146E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 2.6031783E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 2.4567274E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 2.3275911E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 2.2144633E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 2.0896716E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 1.9528551E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 1.8258937E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 1.6969012E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 1.5687520E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 1.4457563E+001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.3251652E+001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 1.2196844E+001
