m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 9.7107680E+002, 3.0000000E-001, 5.9866461E-001, 3.4862049E+001, 5.0000000E-002, 1.2346260E+003
 2.0000000E-001, 9.6905239E+002, 1.0000000E+000, 1.3044864E+000, 1.9009402E+001, 1.5000000E-001, 5.9971570E+002
 3.0000000E-001, 9.6198024E+002, 1.5000000E+000, 9.0837193E-001, 1.4017401E+001, 2.5000000E-001, 2.6187920E+002
 4.0000000E-001, 9.5174780E+002, 2.0000000E+000, 1.0809056E+000, 1.0475691E+001, 3.5000000E-001, 1.4305559E+002
 5.0000000E-001, 9.3683889E+002, 2.4990000E+000, 1.1693293E+000, 8.2728267E+000, 4.5000000E-001, 9.5352312E+001
 7.5000000E-001, 9.0188835E+002, 3.0000000E+000, 1.0528480E+000, 5.6443227E+000, 5.5000000E-001, 7.2279364E+001
 1.0000000E+000, 8.3930092E+002, 3.5000000E+000, 1.0330667E+000, 3.9783749E+000, 6.5000000E-001, 5.9111796E+001
 1.5000000E+000, 7.4666501E+002, 4.0000000E+000, 1.0405523E+000, 2.8350330E+000, 7.5000000E-001, 5.1007519E+001
 2.0000000E+000, 6.6458456E+002,NaN,NaN,NaN, 8.5000000E-001, 4.5478788E+001
 2.4990000E+000, 5.9469267E+002,NaN,NaN,NaN, 9.5000000E-001, 4.1450102E+001
 3.0000000E+000, 4.8792463E+002,NaN,NaN,NaN, 1.0500000E+000, 3.8510958E+001
 3.5000000E+000, 4.0781074E+002,NaN,NaN,NaN, 1.1500000E+000, 3.6147861E+001
 4.0000000E+000, 3.4010989E+002,NaN,NaN,NaN, 1.2500000E+000, 3.4078475E+001
 4.5000000E+000, 2.9372209E+002,NaN,NaN,NaN, 1.3500000E+000, 3.2248725E+001
 4.9990000E+000, 2.6077346E+002,NaN,NaN,NaN, 1.4500000E+000, 3.0602883E+001
 5.5000000E+000, 2.1874921E+002,NaN,NaN,NaN, 1.5500000E+000, 2.9127316E+001
 6.0000000E+000, 2.0230513E+002,NaN,NaN,NaN, 1.6500000E+000, 2.7757180E+001
 6.5000000E+000, 1.8149103E+002,NaN,NaN,NaN, 1.7500000E+000, 2.6339582E+001
 7.0000000E+000, 1.6547406E+002,NaN,NaN,NaN, 1.8500000E+000, 2.4868100E+001
 7.4990000E+000, 1.5677999E+002,NaN,NaN,NaN, 1.9500000E+000, 2.3477038E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 2.2203454E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 2.1010246E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.9762265E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.8487135E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 1.7234742E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 1.6006925E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 1.4841197E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 1.3758699E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 1.2834515E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 1.2013930E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 1.1195408E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 1.0401719E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 9.6365617E+000
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 8.8726769E+000
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 8.1774844E+000
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 7.5294669E+000
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 6.8975066E+000
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 6.3013003E+000
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 5.7617843E+000
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 5.2302090E+000
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 4.7180409E+000
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 4.2235871E+000
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 3.7588926E+000
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 3.3402744E+000
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 2.9477160E+000
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 2.5663470E+000
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 2.2143500E+000
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 1.9081940E+000
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 1.6387351E+000
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 1.4119694E+000
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 1.2181148E+000
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.0496119E+000
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 9.0702931E-001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 7.8452517E-001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 6.7567890E-001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 5.7486049E-001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 4.9102163E-001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 4.2399164E-001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 3.6240697E-001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 3.1231856E-001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 2.7451530E-001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 2.4350372E-001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 2.1786196E-001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.9632614E-001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 1.7271885E-001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 1.5402461E-001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 1.3593252E-001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 1.1739586E-001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 1.0156348E-001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 8.8986671E-002
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 7.6621345E-002
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 6.5046513E-002
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 5.4637833E-002
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 4.5189098E-002
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 3.8021792E-002
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 3.1954252E-002
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 2.6411207E-002
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 2.1725715E-002
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.7465706E-002
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.4032761E-002
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.1278935E-002
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 8.9380198E-003
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 7.1028137E-003
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 5.7452186E-003
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 4.6152688E-003
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 3.7224759E-003
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 3.0721657E-003
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 2.5543835E-003
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 2.0937458E-003
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 1.7297429E-003
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 1.4197976E-003
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 1.1654108E-003
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 9.6875620E-004
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 7.9950098E-004
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 6.6677521E-004
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 5.5367674E-004
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 4.5908688E-004
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 3.7992977E-004
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 3.2946379E-004
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 2.0850342E-004
