m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 8.4955864E+002, 3.0000000E-001, 2.2165821E+000, 7.6813770E+001, 5.0000000E-002, 1.1391254E+003
 2.0000000E-001, 8.7992703E+002, 1.0000000E+000, 3.1141354E+000, 5.8087885E+001, 1.5000000E-001, 9.3070892E+002
 3.0000000E-001, 9.0239076E+002, 1.5000000E+000, 2.7636186E+000, 5.2715966E+001, 2.5000000E-001, 4.8300322E+002
 4.0000000E-001, 9.2054273E+002, 2.0000000E+000, 2.9292726E+000, 4.8963598E+001, 3.5000000E-001, 3.1169841E+002
 5.0000000E-001, 9.3333295E+002, 2.4990000E+000, 3.0592132E+000, 4.6096369E+001, 4.5000000E-001, 2.3799002E+002
 7.5000000E-001, 9.4265819E+002, 3.0000000E+000, 2.9876151E+000, 4.1241803E+001, 5.5000000E-001, 2.0127683E+002
 1.0000000E+000, 9.3379211E+002, 3.5000000E+000, 2.9561819E+000, 3.5735943E+001, 6.5000000E-001, 1.7903124E+002
 1.5000000E+000, 8.8420856E+002, 4.0000000E+000, 2.9411330E+000, 2.9969764E+001, 7.5000000E-001, 1.6334763E+002
 2.0000000E+000, 8.2827290E+002,NaN,NaN,NaN, 8.5000000E-001, 1.5181021E+002
 2.4990000E+000, 7.8885670E+002,NaN,NaN,NaN, 9.5000000E-001, 1.4323456E+002
 3.0000000E+000, 7.3301894E+002,NaN,NaN,NaN, 1.0500000E+000, 1.3665150E+002
 3.5000000E+000, 6.9067000E+002,NaN,NaN,NaN, 1.1500000E+000, 1.3111816E+002
 4.0000000E+000, 6.2740736E+002,NaN,NaN,NaN, 1.2500000E+000, 1.2667387E+002
 4.5000000E+000, 5.6555866E+002,NaN,NaN,NaN, 1.3500000E+000, 1.2298307E+002
 4.9990000E+000, 5.2110826E+002,NaN,NaN,NaN, 1.4500000E+000, 1.1949013E+002
 5.5000000E+000, 4.5898651E+002,NaN,NaN,NaN, 1.5500000E+000, 1.1646567E+002
 6.0000000E+000, 4.2293168E+002,NaN,NaN,NaN, 1.6500000E+000, 1.1419237E+002
 6.5000000E+000, 3.9276393E+002,NaN,NaN,NaN, 1.7500000E+000, 1.1292552E+002
 7.0000000E+000, 3.5938260E+002,NaN,NaN,NaN, 1.8500000E+000, 1.1260112E+002
 7.4990000E+000, 3.3688881E+002,NaN,NaN,NaN, 1.9500000E+000, 1.1266887E+002
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.1231827E+002
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.1220693E+002
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.1255955E+002
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.1310384E+002
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 1.1359448E+002
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 1.1386885E+002
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 1.1381306E+002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 1.1394677E+002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 1.1401775E+002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 1.1406494E+002
