m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 8.9877843E+002, 3.0000000E-001, 1.4029446E+000, 6.1287349E+001, 5.0000000E-002, 1.2529629E+003
 2.0000000E-001, 9.2330691E+002, 1.0000000E+000, 2.2792235E+000, 4.2128730E+001, 1.5000000E-001, 8.3213368E+002
 3.0000000E-001, 9.3591300E+002, 1.5000000E+000, 1.8537937E+000, 3.5371445E+001, 2.5000000E-001, 4.0398938E+002
 4.0000000E-001, 9.4009582E+002, 2.0000000E+000, 2.0218564E+000, 3.0261715E+001, 3.5000000E-001, 2.4464213E+002
 5.0000000E-001, 9.4097790E+002, 2.4990000E+000, 2.1401721E+000, 2.7758436E+001, 4.5000000E-001, 1.7866784E+002
 7.5000000E-001, 9.2797479E+002, 3.0000000E+000, 2.0243363E+000, 2.5024551E+001, 5.5000000E-001, 1.4572059E+002
 1.0000000E+000, 8.9019790E+002, 3.5000000E+000, 1.9855397E+000, 2.1849124E+001, 6.5000000E-001, 1.2621261E+002
 1.5000000E+000, 8.3738491E+002, 4.0000000E+000, 1.9781647E+000, 1.8335227E+001, 7.5000000E-001, 1.1298778E+002
 2.0000000E+000, 7.9134613E+002,NaN,NaN,NaN, 8.5000000E-001, 1.0358174E+002
 2.4990000E+000, 7.4514226E+002,NaN,NaN,NaN, 9.5000000E-001, 9.6672050E+001
 3.0000000E+000, 6.8393465E+002,NaN,NaN,NaN, 1.0500000E+000, 9.1246422E+001
 3.5000000E+000, 6.2052550E+002,NaN,NaN,NaN, 1.1500000E+000, 8.6760790E+001
 4.0000000E+000, 5.4381315E+002,NaN,NaN,NaN, 1.2500000E+000, 8.3637564E+001
 4.5000000E+000, 4.8971967E+002,NaN,NaN,NaN, 1.3500000E+000, 8.0954093E+001
 4.9990000E+000, 4.5174176E+002,NaN,NaN,NaN, 1.4500000E+000, 7.8798714E+001
 5.5000000E+000, 3.9143154E+002,NaN,NaN,NaN, 1.5500000E+000, 7.7177341E+001
 6.0000000E+000, 3.5740446E+002,NaN,NaN,NaN, 1.6500000E+000, 7.5682043E+001
 6.5000000E+000, 3.1090661E+002,NaN,NaN,NaN, 1.7500000E+000, 7.4203649E+001
 7.0000000E+000, 2.6396941E+002,NaN,NaN,NaN, 1.8500000E+000, 7.2758682E+001
 7.4990000E+000, 2.3696590E+002,NaN,NaN,NaN, 1.9500000E+000, 7.1475763E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 6.9988539E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 6.8542793E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 6.7297507E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 6.6160360E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 6.4983038E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 6.3845278E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 6.2657653E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 6.1392698E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 6.0172618E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 5.8899369E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 5.7398016E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 5.5718956E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 5.4029393E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 5.2536295E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 5.1202870E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 5.0021992E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 4.8938917E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 4.7747245E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 4.6416037E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 4.5205558E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 4.3829466E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 4.2381913E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 4.0662081E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 3.8838774E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 3.7302743E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 3.5947571E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 3.4721224E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 3.3463336E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 3.2097586E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 3.0793007E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 2.9560894E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 2.8466270E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 2.7338417E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 2.6127653E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 2.4799225E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 2.3387502E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 2.1951034E+001
