m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 9.3237843E+002, 3.0000000E-001, 8.8677986E-001, 4.6736982E+001, 5.0000000E-002, 1.2822306E+003
 2.0000000E-001, 9.4581693E+002, 1.0000000E+000, 1.6905549E+000, 2.8813902E+001, 1.5000000E-001, 7.1367157E+002
 3.0000000E-001, 9.5049011E+002, 1.5000000E+000, 1.2590395E+000, 2.2755210E+001, 2.5000000E-001, 3.2736065E+002
 4.0000000E-001, 9.5090033E+002, 2.0000000E+000, 1.4293024E+000, 1.8067065E+001, 3.5000000E-001, 1.8729408E+002
 5.0000000E-001, 9.4608959E+002, 2.4990000E+000, 1.5313848E+000, 1.5100017E+001, 4.5000000E-001, 1.3034292E+002
 7.5000000E-001, 9.2840267E+002, 3.0000000E+000, 1.4043230E+000, 1.1371069E+001, 5.5000000E-001, 1.0245591E+002
 1.0000000E+000, 8.7967607E+002, 3.5000000E+000, 1.3713991E+000, 8.7096484E+000, 6.5000000E-001, 8.6854743E+001
 1.5000000E+000, 7.9103977E+002, 4.0000000E+000, 1.3714789E+000, 6.8360150E+000, 7.5000000E-001, 7.6370232E+001
 2.0000000E+000, 7.0958815E+002,NaN,NaN,NaN, 8.5000000E-001, 6.8867300E+001
 2.4990000E+000, 6.4305743E+002,NaN,NaN,NaN, 9.5000000E-001, 6.3552378E+001
 3.0000000E+000, 5.5462580E+002,NaN,NaN,NaN, 1.0500000E+000, 5.9841046E+001
 3.5000000E+000, 4.8359593E+002,NaN,NaN,NaN, 1.1500000E+000, 5.7250787E+001
 4.0000000E+000, 4.2795772E+002,NaN,NaN,NaN, 1.2500000E+000, 5.5189391E+001
 4.5000000E+000, 3.8023711E+002,NaN,NaN,NaN, 1.3500000E+000, 5.3408598E+001
 4.9990000E+000, 3.5417547E+002,NaN,NaN,NaN, 1.4500000E+000, 5.1723705E+001
 5.5000000E+000, 3.0155349E+002,NaN,NaN,NaN, 1.5500000E+000, 5.0161584E+001
 6.0000000E+000, 2.6948054E+002,NaN,NaN,NaN, 1.6500000E+000, 4.8724199E+001
 6.5000000E+000, 2.3792954E+002,NaN,NaN,NaN, 1.7500000E+000, 4.7400427E+001
 7.0000000E+000, 2.0289183E+002,NaN,NaN,NaN, 1.8500000E+000, 4.6248289E+001
 7.4990000E+000, 1.8364117E+002,NaN,NaN,NaN, 1.9500000E+000, 4.5120973E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 4.3897380E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 4.2633731E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 4.1448105E+001
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 4.0233923E+001
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 3.8869124E+001
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 3.7323389E+001
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 3.5759183E+001
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 3.4004662E+001
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 3.2295810E+001
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 3.0787196E+001
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 2.9408986E+001
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 2.7952538E+001
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 2.6492998E+001
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 2.5078813E+001
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 2.3747588E+001
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 2.2548408E+001
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 2.1280655E+001
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.9961069E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.8702287E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 1.7411999E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 1.6160408E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 1.5087634E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 1.4124374E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 1.3235574E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 1.2460973E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 1.1695805E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 1.0947135E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 1.0214516E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 9.4888995E+000
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 8.7377330E+000
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 8.0092297E+000
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 7.2901395E+000
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 6.6413513E+000
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 6.0315900E+000
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 5.4447333E+000
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 4.8940151E+000
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 4.3601219E+000
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 3.8584249E+000
