m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 3.4170942E+000
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 3.0212126E+000
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 2.6557270E+000
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 2.3277662E+000
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 2.0465938E+000
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.8069714E+000
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 1.6040078E+000
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 1.4116121E+000
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 1.2333337E+000
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 1.0811367E+000
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 9.5269709E-001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 8.4425914E-001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 7.3974737E-001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 6.5108674E-001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 5.7256290E-001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 4.9971937E-001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 4.2774502E-001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 3.6205294E-001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 3.0812385E-001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 2.6058772E-001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.2264756E-001
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.8777066E-001
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.5403767E-001
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.2684646E-001
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.0516437E-001
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 8.6461272E-002
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 7.0442783E-002
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 5.8083179E-002
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 4.8149347E-002
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 4.0636773E-002
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 3.3994085E-002
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 2.8530383E-002
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 2.3869172E-002
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 2.0032172E-002
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 1.6980214E-002
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 1.4491808E-002
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 1.2257364E-002
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 1.0378246E-002
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 8.8299388E-003
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 7.4802759E-003
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 6.6251951E-003
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 4.1317316E-003
