m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 7.8521834E+002, 3.0000000E-001, 3.0000297E+000, 8.8835742E+001, 5.0000000E-002, 1.0621310E+003
 2.0000000E-001, 8.2152256E+002, 1.0000000E+000, 3.9029542E+000, 7.5170194E+001, 1.5000000E-001, 9.7947234E+002
 3.0000000E-001, 8.5185775E+002, 1.5000000E+000, 3.6419525E+000, 7.0687572E+001, 2.5000000E-001, 5.3098965E+002
 4.0000000E-001, 8.7639058E+002, 2.0000000E+000, 3.8246038E+000, 6.6674822E+001, 3.5000000E-001, 3.4312401E+002
 5.0000000E-001, 8.9326234E+002, 2.4990000E+000, 3.9783406E+000, 6.4584928E+001, 4.5000000E-001, 2.6425846E+002
 7.5000000E-001, 9.1294117E+002, 3.0000000E+000, 3.9607555E+000, 6.3190650E+001, 5.5000000E-001, 2.2602824E+002
 1.0000000E+000, 9.2166075E+002, 3.5000000E+000, 3.9527302E+000, 6.0569100E+001, 6.5000000E-001, 2.0481391E+002
 1.5000000E+000, 9.0076159E+002, 4.0000000E+000, 3.9564376E+000, 5.6901137E+001, 7.5000000E-001, 1.9044759E+002
 2.0000000E+000, 8.7614537E+002,NaN,NaN,NaN, 8.5000000E-001, 1.7910663E+002
 2.4990000E+000, 8.5547772E+002,NaN,NaN,NaN, 9.5000000E-001, 1.7004886E+002
 3.0000000E+000, 8.2642762E+002,NaN,NaN,NaN, 1.0500000E+000, 1.6293706E+002
 3.5000000E+000, 7.8677560E+002,NaN,NaN,NaN, 1.1500000E+000, 1.5741406E+002
 4.0000000E+000, 7.4608119E+002,NaN,NaN,NaN, 1.2500000E+000, 1.5298876E+002
 4.5000000E+000, 7.1262368E+002,NaN,NaN,NaN, 1.3500000E+000, 1.5001834E+002
 4.9990000E+000, 6.7690479E+002,NaN,NaN,NaN, 1.4500000E+000, 1.4699819E+002
 5.5000000E+000, 6.0903208E+002,NaN,NaN,NaN, 1.5500000E+000, 1.4457896E+002
 6.0000000E+000, 5.6427781E+002,NaN,NaN,NaN, 1.6500000E+000, 1.4239918E+002
 6.5000000E+000, 5.2305983E+002,NaN,NaN,NaN, 1.7500000E+000, 1.4030111E+002
