m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 6.4703379E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 6.1168174E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 5.7718395E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 5.4239472E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 5.1157747E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 4.8217646E+001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 4.5439074E+001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 4.2863348E+001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 4.0207714E+001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 3.7762270E+001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 3.5350195E+001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 3.3116739E+001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 3.1057947E+001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 2.9032468E+001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 2.7118150E+001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 2.5326078E+001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.3544116E+001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 2.2006592E+001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 2.0330694E+001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.8732841E+001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.7258545E+001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 1.5870732E+001
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 1.4510351E+001
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 1.3373819E+001
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 1.2286756E+001
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.1230418E+001
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.0221820E+001
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 9.2745348E+000
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 8.4266104E+000
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 7.6834549E+000
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 6.9608232E+000
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 6.2938913E+000
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 5.6575342E+000
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 5.1231301E+000
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 4.5987705E+000
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 4.1288034E+000
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 3.7148681E+000
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.3287765E+000
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.9541483E+000
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 2.6807300E+000
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 2.3911386E+000
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 2.1450496E+000
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 1.4745120E+000
