m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 8.1461245E+002, 3.0000000E-001, 2.2470755E+000, 7.8045505E+001, 5.0000000E-002, 1.1704810E+003
 2.0000000E-001, 8.3908912E+002, 1.0000000E+000, 3.1795265E+000, 5.9522898E+001, 1.5000000E-001, 9.5031969E+002
 3.0000000E-001, 8.6067028E+002, 1.5000000E+000, 2.8082809E+000, 5.4279904E+001, 2.5000000E-001, 4.9168385E+002
 4.0000000E-001, 8.7871295E+002, 2.0000000E+000, 2.9830662E+000, 5.0369913E+001, 3.5000000E-001, 3.1414782E+002
 5.0000000E-001, 8.9328628E+002, 2.4990000E+000, 3.1194900E+000, 4.7888668E+001, 4.5000000E-001, 2.3812528E+002
 7.5000000E-001, 9.1004774E+002, 3.0000000E+000, 3.0460182E+000, 4.5449891E+001, 5.5000000E-001, 1.9875736E+002
 1.0000000E+000, 9.1187030E+002, 3.5000000E+000, 3.0183928E+000, 4.2905167E+001, 6.5000000E-001, 1.7526315E+002
 1.5000000E+000, 8.8597338E+002, 4.0000000E+000, 3.0065432E+000, 3.9307037E+001, 7.5000000E-001, 1.5948723E+002
 2.0000000E+000, 8.6121092E+002,NaN,NaN,NaN, 8.5000000E-001, 1.4789802E+002
 2.4990000E+000, 8.4062361E+002,NaN,NaN,NaN, 9.5000000E-001, 1.3886720E+002
 3.0000000E+000, 8.0385352E+002,NaN,NaN,NaN, 1.0500000E+000, 1.3220370E+002
 3.5000000E+000, 7.4881309E+002,NaN,NaN,NaN, 1.1500000E+000, 1.2703652E+002
 4.0000000E+000, 6.9351334E+002,NaN,NaN,NaN, 1.2500000E+000, 1.2330267E+002
 4.5000000E+000, 6.4802964E+002,NaN,NaN,NaN, 1.3500000E+000, 1.2040477E+002
 4.9990000E+000, 6.0847261E+002,NaN,NaN,NaN, 1.4500000E+000, 1.1817701E+002
 5.5000000E+000, 5.4006616E+002,NaN,NaN,NaN, 1.5500000E+000, 1.1646329E+002
 6.0000000E+000, 4.8849284E+002,NaN,NaN,NaN, 1.6500000E+000, 1.1489950E+002
 6.5000000E+000, 4.3653200E+002,NaN,NaN,NaN, 1.7500000E+000, 1.1356451E+002
 7.0000000E+000, 4.0137956E+002,NaN,NaN,NaN, 1.8500000E+000, 1.1250216E+002
 7.4990000E+000, 3.7841550E+002,NaN,NaN,NaN, 1.9500000E+000, 1.1186611E+002
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.1173418E+002
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.1178259E+002
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.1197345E+002
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.1180172E+002
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 1.1158228E+002
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 1.1094455E+002
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 1.1004042E+002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 1.0934891E+002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 1.0879928E+002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 1.0800685E+002
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 1.0739578E+002
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 1.0695266E+002
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 1.0609655E+002
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 1.0498012E+002
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.0364344E+002
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 1.0244704E+002
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.0102958E+002
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 9.9412658E+001
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 9.7476690E+001
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 9.5267878E+001
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 9.3041153E+001
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 9.0791798E+001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 8.8856825E+001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 8.7032511E+001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 8.5407684E+001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 8.3328566E+001
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 8.1096063E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 7.8716929E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 7.6041040E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 7.3344751E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 7.0714654E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 6.8341115E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 6.6003793E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 6.3701946E+001
