m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 4.0145312E-001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 3.4045192E-001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 2.8742314E-001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 2.4168999E-001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 2.0259794E-001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 1.6994433E-001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 1.4242909E-001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 1.1938335E-001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 9.9806902E-002
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 8.2663316E-002
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 6.8838075E-002
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 5.7186336E-002
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 4.7560261E-002
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 3.9207526E-002
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 3.2106814E-002
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 2.6405149E-002
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 2.1860019E-002
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 1.8063129E-002
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 1.4813853E-002
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 1.2130540E-002
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 1.0006996E-002
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 8.2163025E-003
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 6.6879660E-003
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 5.4388101E-003
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 4.4487377E-003
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 3.6478390E-003
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 3.0038000E-003
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 2.4656411E-003
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 2.0156726E-003
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 1.6526974E-003
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 1.3536104E-003
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 1.1125481E-003
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 9.1205599E-004
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 7.4383403E-004
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 6.0416496E-004
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 4.9237489E-004
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 3.9959451E-004
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 3.2608402E-004
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 2.6641081E-004
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 2.1703948E-004
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.7619967E-004
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.4334581E-004
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.1674222E-004
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 9.5155591E-005
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 7.7525428E-005
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 6.3035912E-005
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 5.1091466E-005
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 4.1370577E-005
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 3.3811579E-005
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 2.7440604E-005
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 2.2347186E-005
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 1.8052773E-005
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 1.4940356E-005
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 8.7036249E-006
