m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 9.7399187E+002, 3.0000000E-001, 4.3897317E-001, 2.7108605E+001, 5.0000000E-002, 1.1612510E+003
 2.0000000E-001, 9.6804969E+002, 1.0000000E+000, 1.0758429E+000, 1.3256249E+001, 1.5000000E-001, 5.1259218E+002
 3.0000000E-001, 9.5430478E+002, 1.5000000E+000, 7.0848603E-001, 9.0124965E+000, 2.5000000E-001, 2.1188552E+002
 4.0000000E-001, 9.3380306E+002, 2.0000000E+000, 8.7743166E-001, 6.2019176E+000, 3.5000000E-001, 1.0827098E+002
 5.0000000E-001, 9.1012402E+002, 2.4990000E+000, 9.5858658E-001, 4.7143510E+000, 4.5000000E-001, 6.8271629E+001
 7.5000000E-001, 8.5563636E+002, 3.0000000E+000, 8.5000052E-001, 3.1294140E+000, 5.5000000E-001, 4.9716176E+001
 1.0000000E+000, 7.8039231E+002, 3.5000000E+000, 8.3892333E-001, 2.1246206E+000, 6.5000000E-001, 3.9790391E+001
 1.5000000E+000, 6.6309893E+002, 4.0000000E+000, 8.5217268E-001, 1.4225288E+000, 7.5000000E-001, 3.3724704E+001
 2.0000000E+000, 5.6980980E+002,NaN,NaN,NaN, 8.5000000E-001, 2.9584164E+001
 2.4990000E+000, 4.9510565E+002,NaN,NaN,NaN, 9.5000000E-001, 2.6556457E+001
 3.0000000E+000, 4.0337964E+002,NaN,NaN,NaN, 1.0500000E+000, 2.4188363E+001
 3.5000000E+000, 3.4531676E+002,NaN,NaN,NaN, 1.1500000E+000, 2.2261866E+001
 4.0000000E+000, 2.9824546E+002,NaN,NaN,NaN, 1.2500000E+000, 2.0715119E+001
 4.5000000E+000, 2.6237013E+002,NaN,NaN,NaN, 1.3500000E+000, 1.9328390E+001
 4.9990000E+000, 2.3624392E+002,NaN,NaN,NaN, 1.4500000E+000, 1.7979586E+001
 5.5000000E+000, 2.0554858E+002,NaN,NaN,NaN, 1.5500000E+000, 1.6758261E+001
 6.0000000E+000, 1.7990447E+002,NaN,NaN,NaN, 1.6500000E+000, 1.5551201E+001
 6.5000000E+000, 1.6155743E+002,NaN,NaN,NaN, 1.7500000E+000, 1.4376316E+001
 7.0000000E+000, 1.4806940E+002,NaN,NaN,NaN, 1.8500000E+000, 1.3266621E+001
 7.4990000E+000, 1.4083281E+002,NaN,NaN,NaN, 1.9500000E+000, 1.2232464E+001
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.1246922E+001
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.0300916E+001
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 9.3875203E+000
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 8.5505149E+000
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 7.7849371E+000
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 7.0692007E+000
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 6.4005230E+000
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 5.7977334E+000
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 5.2376996E+000
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 4.7144369E+000
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 4.2207635E+000
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 3.7409695E+000
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 3.3000181E+000
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 2.8891803E+000
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 2.5249803E+000
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 2.1924830E+000
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.8975665E+000
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.6341354E+000
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.4013983E+000
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 1.2008293E+000
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 1.0360532E+000
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 8.9525149E-001
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 7.6733553E-001
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 6.5228192E-001
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 5.5662570E-001
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 4.7501603E-001
