m,C,m,kW/m2,kW/m2,m,kW
NaN,NaN,NaN,NaN,NaN, 8.2500000E+000, 1.9294901E+001
NaN,NaN,NaN,NaN,NaN, 8.3500000E+000, 1.7921269E+001
NaN,NaN,NaN,NaN,NaN, 8.4500000E+000, 1.6680078E+001
NaN,NaN,NaN,NaN,NaN, 8.5500000E+000, 1.5544225E+001
NaN,NaN,NaN,NaN,NaN, 8.6500000E+000, 1.4519053E+001
NaN,NaN,NaN,NaN,NaN, 8.7500000E+000, 1.3467395E+001
NaN,NaN,NaN,NaN,NaN, 8.8500000E+000, 1.2503557E+001
NaN,NaN,NaN,NaN,NaN, 8.9500000E+000, 1.1599173E+001
NaN,NaN,NaN,NaN,NaN, 9.0500000E+000, 1.0695076E+001
NaN,NaN,NaN,NaN,NaN, 9.1500000E+000, 9.8334086E+000
NaN,NaN,NaN,NaN,NaN, 9.2500000E+000, 9.0141464E+000
NaN,NaN,NaN,NaN,NaN, 9.3500000E+000, 8.2267226E+000
NaN,NaN,NaN,NaN,NaN, 9.4500000E+000, 7.4729498E+000
NaN,NaN,NaN,NaN,NaN, 9.5500000E+000, 6.7120976E+000
NaN,NaN,NaN,NaN,NaN, 9.6500000E+000, 6.0368547E+000
NaN,NaN,NaN,NaN,NaN, 9.7500000E+000, 5.3193434E+000
NaN,NaN,NaN,NaN,NaN, 9.8500000E+000, 4.8334586E+000
NaN,NaN,NaN,NaN,NaN, 9.9500000E+000, 3.2613763E+000
