m,C,m,kW/m2,kW/m2,m,kW
z_TC,TC,z_HF,HF_wide,HF_narrow,z,HRR
 1.0000000E-001, 7.9983751E+002, 3.0000000E-001, 2.6061428E+000, 8.5229142E+001, 5.0000000E-002, 1.1060931E+003
 2.0000000E-001, 8.3431250E+002, 1.0000000E+000, 3.5083913E+000, 6.9666546E+001, 1.5000000E-001, 9.6382422E+002
 3.0000000E-001, 8.6246180E+002, 1.5000000E+000, 3.1990744E+000, 6.3437558E+001, 2.5000000E-001, 5.0526970E+002
 4.0000000E-001, 8.8239496E+002, 2.0000000E+000, 3.3756716E+000, 5.7617436E+001, 3.5000000E-001, 3.2181562E+002
 5.0000000E-001, 8.9789808E+002, 2.4990000E+000, 3.5178884E+000, 5.4140520E+001, 4.5000000E-001, 2.4531432E+002
 7.5000000E-001, 9.1506578E+002, 3.0000000E+000, 3.4670352E+000, 5.0656254E+001, 5.5000000E-001, 2.0736499E+002
 1.0000000E+000, 9.1861219E+002, 3.5000000E+000, 3.4466984E+000, 4.6641334E+001, 6.5000000E-001, 1.8477343E+002
 1.5000000E+000, 8.9548254E+002, 4.0000000E+000, 3.4425860E+000, 4.2818522E+001, 7.5000000E-001, 1.6989942E+002
 2.0000000E+000, 8.6345488E+002,NaN,NaN,NaN, 8.5000000E-001, 1.5956621E+002
 2.4990000E+000, 8.2602902E+002,NaN,NaN,NaN, 9.5000000E-001, 1.5297104E+002
 3.0000000E+000, 7.7212886E+002,NaN,NaN,NaN, 1.0500000E+000, 1.4765900E+002
 3.5000000E+000, 7.3329428E+002,NaN,NaN,NaN, 1.1500000E+000, 1.4345999E+002
 4.0000000E+000, 6.8850864E+002,NaN,NaN,NaN, 1.2500000E+000, 1.4001011E+002
 4.5000000E+000, 6.4365799E+002,NaN,NaN,NaN, 1.3500000E+000, 1.3728581E+002
 4.9990000E+000, 6.1298103E+002,NaN,NaN,NaN, 1.4500000E+000, 1.3512152E+002
 5.5000000E+000, 5.6001341E+002,NaN,NaN,NaN, 1.5500000E+000, 1.3377856E+002
 6.0000000E+000, 5.0942673E+002,NaN,NaN,NaN, 1.6500000E+000, 1.3269586E+002
 6.5000000E+000, 4.6405472E+002,NaN,NaN,NaN, 1.7500000E+000, 1.3188535E+002
 7.0000000E+000, 4.1787849E+002,NaN,NaN,NaN, 1.8500000E+000, 1.3165345E+002
 7.4990000E+000, 3.9438221E+002,NaN,NaN,NaN, 1.9500000E+000, 1.3192463E+002
NaN,NaN,NaN,NaN,NaN, 2.0500000E+000, 1.3211958E+002
NaN,NaN,NaN,NaN,NaN, 2.1500000E+000, 1.3220213E+002
NaN,NaN,NaN,NaN,NaN, 2.2500000E+000, 1.3220459E+002
NaN,NaN,NaN,NaN,NaN, 2.3500000E+000, 1.3237196E+002
NaN,NaN,NaN,NaN,NaN, 2.4500000E+000, 1.3238757E+002
NaN,NaN,NaN,NaN,NaN, 2.5500000E+000, 1.3200257E+002
NaN,NaN,NaN,NaN,NaN, 2.6500000E+000, 1.3172285E+002
NaN,NaN,NaN,NaN,NaN, 2.7500000E+000, 1.3159641E+002
NaN,NaN,NaN,NaN,NaN, 2.8500000E+000, 1.3151880E+002
NaN,NaN,NaN,NaN,NaN, 2.9500000E+000, 1.3117370E+002
NaN,NaN,NaN,NaN,NaN, 3.0500000E+000, 1.3009263E+002
NaN,NaN,NaN,NaN,NaN, 3.1500000E+000, 1.2828167E+002
NaN,NaN,NaN,NaN,NaN, 3.2500000E+000, 1.2605597E+002
NaN,NaN,NaN,NaN,NaN, 3.3500000E+000, 1.2395321E+002
NaN,NaN,NaN,NaN,NaN, 3.4500000E+000, 1.2204797E+002
NaN,NaN,NaN,NaN,NaN, 3.5500000E+000, 1.1989009E+002
NaN,NaN,NaN,NaN,NaN, 3.6500000E+000, 1.1775846E+002
NaN,NaN,NaN,NaN,NaN, 3.7500000E+000, 1.1594120E+002
NaN,NaN,NaN,NaN,NaN, 3.8500000E+000, 1.1408823E+002
NaN,NaN,NaN,NaN,NaN, 3.9500000E+000, 1.1204195E+002
NaN,NaN,NaN,NaN,NaN, 4.0500000E+000, 1.1043259E+002
NaN,NaN,NaN,NaN,NaN, 4.1500000E+000, 1.0880203E+002
NaN,NaN,NaN,NaN,NaN, 4.2500000E+000, 1.0670826E+002
NaN,NaN,NaN,NaN,NaN, 4.3500000E+000, 1.0431158E+002
NaN,NaN,NaN,NaN,NaN, 4.4500000E+000, 1.0224422E+002
NaN,NaN,NaN,NaN,NaN, 4.5500000E+000, 1.0026498E+002
NaN,NaN,NaN,NaN,NaN, 4.6500000E+000, 9.8035928E+001
NaN,NaN,NaN,NaN,NaN, 4.7500000E+000, 9.5526628E+001
NaN,NaN,NaN,NaN,NaN, 4.8500000E+000, 9.3023286E+001
NaN,NaN,NaN,NaN,NaN, 4.9500000E+000, 9.0875015E+001
NaN,NaN,NaN,NaN,NaN, 5.0500000E+000, 8.8740328E+001
NaN,NaN,NaN,NaN,NaN, 5.1500000E+000, 8.6627150E+001
NaN,NaN,NaN,NaN,NaN, 5.2500000E+000, 8.4242470E+001
NaN,NaN,NaN,NaN,NaN, 5.3500000E+000, 8.1490540E+001
NaN,NaN,NaN,NaN,NaN, 5.4500000E+000, 7.8585082E+001
NaN,NaN,NaN,NaN,NaN, 5.5500000E+000, 7.5737975E+001
NaN,NaN,NaN,NaN,NaN, 5.6500000E+000, 7.3149386E+001
NaN,NaN,NaN,NaN,NaN, 5.7500000E+000, 7.0421383E+001
NaN,NaN,NaN,NaN,NaN, 5.8500000E+000, 6.7841818E+001
NaN,NaN,NaN,NaN,NaN, 5.9500000E+000, 6.5263016E+001
NaN,NaN,NaN,NaN,NaN, 6.0500000E+000, 6.2981102E+001
NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 6.0815740E+001
NaN,NaN,NaN,NaN,NaN, 6.2500000E+000, 5.8927517E+001
NaN,NaN,NaN,NaN,NaN, 6.3500000E+000, 5.7150291E+001
NaN,NaN,NaN,NaN,NaN, 6.4500000E+000, 5.5062459E+001
NaN,NaN,NaN,NaN,NaN, 6.5500000E+000, 5.2709005E+001
NaN,NaN,NaN,NaN,NaN, 6.6500000E+000, 5.0210696E+001
NaN,NaN,NaN,NaN,NaN, 6.7500000E+000, 4.7632848E+001
NaN,NaN,NaN,NaN,NaN, 6.8500000E+000, 4.5064475E+001
NaN,NaN,NaN,NaN,NaN, 6.9500000E+000, 4.2593989E+001
NaN,NaN,NaN,NaN,NaN, 7.0500000E+000, 4.0122308E+001
NaN,NaN,NaN,NaN,NaN, 7.1500000E+000, 3.7722013E+001
NaN,NaN,NaN,NaN,NaN, 7.2500000E+000, 3.5629809E+001
NaN,NaN,NaN,NaN,NaN, 7.3500000E+000, 3.3619125E+001
NaN,NaN,NaN,NaN,NaN, 7.4500000E+000, 3.1769016E+001
NaN,NaN,NaN,NaN,NaN, 7.5500000E+000, 3.0005027E+001
NaN,NaN,NaN,NaN,NaN, 7.6500000E+000, 2.8399595E+001
NaN,NaN,NaN,NaN,NaN, 7.7500000E+000, 2.6820673E+001
NaN,NaN,NaN,NaN,NaN, 7.8500000E+000, 2.5159392E+001
NaN,NaN,NaN,NaN,NaN, 7.9500000E+000, 2.3711249E+001
NaN,NaN,NaN,NaN,NaN, 8.0500000E+000, 2.2240075E+001
NaN,NaN,NaN,NaN,NaN, 8.1500000E+000, 2.0707380E+001
