s,[K],[mg],[W/g]
 8.9400000E+002, 4.4898725E+002, 4.9785262E+000, 3.6504234E-001
 8.9500000E+002, 4.4915419E+002, 4.9782009E+000, 3.6974570E-001
 8.9600000E+002, 4.4931954E+002, 4.9778717E+000, 4.4703145E-001
 8.9700000E+002, 4.4949262E+002, 4.9775386E+000, 4.2195949E-001
 8.9800000E+002, 4.4965637E+002, 4.9772012E+000, 3.7795846E-001
 8.9900000E+002, 4.4982302E+002, 4.9768600E+000, 3.8399407E-001
 9.0000000E+002, 4.4998205E+002, 4.9765147E+000, 3.6126416E-001
 9.0100000E+002, 4.5015678E+002, 4.9761654E+000, 4.5932468E-001
 9.0200000E+002, 4.5032441E+002, 4.9758119E+000, 3.9566447E-001
 9.0300000E+002, 4.5049054E+002, 4.9754544E+000, 4.0411246E-001
 9.0400000E+002, 4.5065163E+002, 4.9750927E+000, 3.7209194E-001
 9.0500000E+002, 4.5081828E+002, 4.9747270E+000, 3.7816632E-001
 9.0600000E+002, 4.5099114E+002, 4.9743571E+000, 4.2152515E-001
 9.0700000E+002, 4.5115645E+002, 4.9739830E+000, 4.3145555E-001
 9.0800000E+002, 4.5132036E+002, 4.9736048E+000, 3.8672982E-001
 9.0900000E+002, 4.5148647E+002, 4.9732225E+000, 3.9522720E-001
 9.1000000E+002, 4.5165704E+002, 4.9728359E+000, 3.8362258E-001
 9.1100000E+002, 4.5181904E+002, 4.9724450E+000, 4.1283947E-001
 9.1200000E+002, 4.5198803E+002, 4.9720501E+000, 4.0620931E-001
 9.1300000E+002, 4.5215332E+002, 4.9716510E+000, 4.1837863E-001
 9.1400000E+002, 4.5232487E+002, 4.9712477E+000, 4.0231811E-001
 9.1500000E+002, 4.5248581E+002, 4.9708400E+000, 3.7099166E-001
 9.1600000E+002, 4.5265285E+002, 4.9704282E+000, 3.7532912E-001
 9.1700000E+002, 4.5281825E+002, 4.9700123E+000, 4.5235190E-001
 9.1800000E+002, 4.5299130E+002, 4.9695921E+000, 4.2736768E-001
 9.1900000E+002, 4.5315497E+002, 4.9691676E+000, 3.8372397E-001
 9.2000000E+002, 4.5332158E+002, 4.9687390E+000, 3.8996609E-001
 9.2100000E+002, 4.5348063E+002, 4.9683063E+000, 3.6717772E-001
 9.2200000E+002, 4.5365546E+002, 4.9678694E+000, 4.6481465E-001
 9.2300000E+002, 4.5382312E+002, 4.9674282E+000, 4.0099805E-001
 9.2400000E+002, 4.5398925E+002, 4.9669828E+000, 4.0941548E-001
 9.2500000E+002, 4.5415026E+002, 4.9665334E+000, 3.7774970E-001
 9.2600000E+002, 4.5431685E+002, 4.9660799E+000, 3.8407153E-001
 9.2700000E+002, 4.5448972E+002, 4.9656221E+000, 4.2744774E-001
 9.2800000E+002, 4.5465513E+002, 4.9651603E+000, 4.3689518E-001
 9.2900000E+002, 4.5481908E+002, 4.9646944E+000, 3.9202334E-001
 9.3000000E+002, 4.5498520E+002, 4.9642246E+000, 4.0050099E-001
 9.3100000E+002, 4.5515567E+002, 4.9637506E+000, 3.8928461E-001
 9.3200000E+002, 4.5531766E+002, 4.9632726E+000, 4.1857216E-001
 9.3300000E+002, 4.5548663E+002, 4.9627907E+000, 4.1197738E-001
 9.3400000E+002, 4.5565203E+002, 4.9623049E+000, 4.2370745E-001
 9.3500000E+002, 4.5582362E+002, 4.9618151E+000, 4.0747548E-001
 9.3600000E+002, 4.5598458E+002, 4.9613214E+000, 3.7606645E-001
 9.3700000E+002, 4.5615153E+002, 4.9608239E+000, 3.8076911E-001
 9.3800000E+002, 4.5631693E+002, 4.9603227E+000, 4.5782355E-001
 9.3900000E+002, 4.5648995E+002, 4.9598178E+000, 4.3295568E-001
 9.4000000E+002, 4.5665372E+002, 4.9593089E+000, 3.8888439E-001
 9.4100000E+002, 4.5682039E+002, 4.9587966E+000, 3.9488882E-001
 9.4200000E+002, 4.5697946E+002, 4.9582806E+000, 3.7199504E-001
 9.4300000E+002, 4.5715421E+002, 4.9577612E+000, 4.6996680E-001
 9.4400000E+002, 4.5732181E+002, 4.9572381E+000, 4.0639536E-001
 9.4500000E+002, 4.5748795E+002, 4.9567116E+000, 4.1479019E-001
 9.4600000E+002, 4.5764908E+002, 4.9561817E+000, 3.8266159E-001
 9.4700000E+002, 4.5781573E+002, 4.9556487E+000, 3.8871340E-001
 9.4800000E+002, 4.5798862E+002, 4.9551122E+000, 4.3199246E-001
 9.4900000E+002, 4.5815396E+002, 4.9545725E+000, 4.4170108E-001
 9.5000000E+002, 4.5831787E+002, 4.9540298E+000, 3.9703582E-001
 9.5100000E+002, 4.5848399E+002, 4.9534842E+000, 4.0549921E-001
 9.5200000E+002, 4.5865457E+002, 4.9529354E+000, 3.9387890E-001
 9.5300000E+002, 4.5881664E+002, 4.9523837E+000, 4.2280655E-001
 9.5400000E+002, 4.5898563E+002, 4.9518293E+000, 4.1611674E-001
 9.5500000E+002, 4.5915093E+002, 4.9512723E+000, 4.2819696E-001
 9.5600000E+002, 4.5932248E+002, 4.9507126E+000, 4.1220930E-001
 9.5700000E+002, 4.5948347E+002, 4.9501502E+000, 3.8067585E-001
 9.5800000E+002, 4.5965053E+002, 4.9495854E+000, 3.8491483E-001
 9.5900000E+002, 4.5981601E+002, 4.9490184E+000, 4.6162033E-001
 9.6000000E+002, 4.5998903E+002, 4.9484492E+000, 4.3673422E-001
 9.6100000E+002, 4.6015273E+002, 4.9478775E+000, 3.9296093E-001
 9.6200000E+002, 4.6031937E+002, 4.9473039E+000, 3.9909591E-001
 9.6300000E+002, 4.6047848E+002, 4.9467285E+000, 3.7608692E-001
 9.6400000E+002, 4.6065335E+002, 4.9461513E+000, 4.7354448E-001
 9.6500000E+002, 4.6082102E+002, 4.9455721E+000, 4.0968545E-001
 9.6600000E+002, 4.6098718E+002, 4.9449914E+000, 4.1795008E-001
 9.6700000E+002, 4.6114825E+002, 4.9444093E+000, 3.8607769E-001
 9.6800000E+002, 4.6131487E+002, 4.9438259E+000, 3.9227204E-001
 9.6900000E+002, 4.6148779E+002, 4.9432411E+000, 4.3548295E-001
 9.7000000E+002, 4.6165325E+002, 4.9426552E+000, 4.4462250E-001
 9.7100000E+002, 4.6181723E+002, 4.9420682E+000, 3.9968270E-001
 9.7200000E+002, 4.6198338E+002, 4.9414807E+000, 4.0801898E-001
 9.7300000E+002, 4.6215387E+002, 4.9408922E+000, 3.9673049E-001
 9.7400000E+002, 4.6231595E+002, 4.9403030E+000, 4.2568047E-001
 9.7500000E+002, 4.6248495E+002, 4.9397135E+000, 4.1892957E-001
 9.7600000E+002, 4.6265039E+002, 4.9391238E+000, 4.3046397E-001
 9.7700000E+002, 4.6282200E+002, 4.9385338E+000, 4.1418548E-001
 9.7800000E+002, 4.6298304E+002, 4.9379436E+000, 3.8246046E-001
 9.7900000E+002, 4.6315004E+002, 4.9373536E+000, 3.8695679E-001
 9.8000000E+002, 4.6331552E+002, 4.9367640E+000, 4.6364507E-001
 9.8100000E+002, 4.6348854E+002, 4.9361749E+000, 4.3876873E-001
 9.8200000E+002, 4.6365238E+002, 4.9355860E+000, 3.9446726E-001
 9.8300000E+002, 4.6381909E+002, 4.9349980E+000, 4.0025597E-001
 9.8400000E+002, 4.6397824E+002, 4.9344109E+000, 3.7704883E-001
 9.8500000E+002, 4.6415306E+002, 4.9338250E+000, 4.7474843E-001
 9.8600000E+002, 4.6432069E+002, 4.9332399E+000, 4.1104281E-001
 9.8700000E+002, 4.6448688E+002, 4.9326564E+000, 4.1918922E-001
 9.8800000E+002, 4.6464808E+002, 4.9320743E+000, 3.8678810E-001
 9.8900000E+002, 4.6481479E+002, 4.9314940E+000, 3.9262680E-001
 9.9000000E+002, 4.6498775E+002, 4.9309154E+000, 4.3564351E-001
 9.9100000E+002, 4.6515316E+002, 4.9303388E+000, 4.4496050E-001
 9.9200000E+002, 4.6531712E+002, 4.9297643E+000, 4.0014340E-001
 9.9300000E+002, 4.6548329E+002, 4.9291923E+000, 4.0837242E-001
 9.9400000E+002, 4.6565392E+002, 4.9286227E+000, 3.9655447E-001
 9.9500000E+002, 4.6581612E+002, 4.9280556E+000, 4.2503736E-001
 9.9600000E+002, 4.6598515E+002, 4.9274914E+000, 4.1809367E-001
 9.9700000E+002, 4.6615052E+002, 4.9269304E+000, 4.2989701E-001
 9.9800000E+002, 4.6632210E+002, 4.9263723E+000, 4.1378173E-001
 9.9900000E+002, 4.6648319E+002, 4.9258174E+000, 3.8187248E-001
 1.0000000E+003, 4.6665031E+002, 4.9252661E+000, 3.8584692E-001
 1.0010000E+003, 4.6681591E+002, 4.9247186E+000, 4.6207858E-001
 1.0020000E+003, 4.6698894E+002, 4.9241748E+000, 4.3709493E-001
 1.0030000E+003, 4.6715272E+002, 4.9236347E+000, 3.9302550E-001
 1.0040000E+003, 4.6731943E+002, 4.9230989E+000, 3.9887882E-001
 1.0050000E+003, 4.6747863E+002, 4.9225674E+000, 3.7549361E-001
 1.0060000E+003, 4.6765358E+002, 4.9220404E+000, 4.7261988E-001
 1.0070000E+003, 4.6782129E+002, 4.9215178E+000, 4.0856321E-001
 1.0080000E+003, 4.6798753E+002, 4.9210000E+000, 4.1651968E-001
 1.0090000E+003, 4.6814868E+002, 4.9204870E+000, 3.8432518E-001
 1.0100000E+003, 4.6831536E+002, 4.9199793E+000, 3.9025957E-001
 1.0110000E+003, 4.6848836E+002, 4.9194765E+000, 4.3315967E-001
 1.0120000E+003, 4.6865391E+002, 4.9189790E+000, 4.4187599E-001
 1.0130000E+003, 4.6881794E+002, 4.9184870E+000, 3.9674875E-001
 1.0140000E+003, 4.6898415E+002, 4.9180008E+000, 4.0481607E-001
 1.0150000E+003, 4.6915471E+002, 4.9175201E+000, 3.9329852E-001
 1.0160000E+003, 4.6931691E+002, 4.9170453E+000, 4.2177643E-001
 1.0170000E+003, 4.6948595E+002, 4.9165764E+000, 4.1474985E-001
 1.0180000E+003, 4.6965146E+002, 4.9161138E+000, 4.2601047E-001
 1.0190000E+003, 4.6982311E+002, 4.9156573E+000, 4.0960217E-001
 1.0200000E+003, 4.6998425E+002, 4.9152071E+000, 3.7750538E-001
 1.0210000E+003, 4.7015130E+002, 4.9147633E+000, 3.8175309E-001
 1.0220000E+003, 4.7031691E+002, 4.9143262E+000, 4.5793566E-001
 1.0230000E+003, 4.7048994E+002, 4.9138957E+000, 4.3297461E-001
 1.0240000E+003, 4.7065384E+002, 4.9134718E+000, 3.8841250E-001
 1.0250000E+003, 4.7082062E+002, 4.9130549E+000, 3.9394835E-001
 1.0260000E+003, 4.7097986E+002, 4.9126448E+000, 3.7038704E-001
 1.0270000E+003, 4.7115475E+002, 4.9122418E+000, 4.6777629E-001
 1.0280000E+003, 4.7132242E+002, 4.9118458E+000, 4.0391337E-001
 1.0290000E+003, 4.7148867E+002, 4.9114569E+000, 4.1179667E-001
 1.0300000E+003, 4.7164994E+002, 4.9110752E+000, 3.7914967E-001
 1.0310000E+003, 4.7181669E+002, 4.9107009E+000, 3.8479821E-001
 1.0320000E+003, 4.7198973E+002, 4.9103337E+000, 4.2756514E-001
 1.0330000E+003, 4.7215520E+002, 4.9099740E+000, 4.3650375E-001
 1.0340000E+003, 4.7231919E+002, 4.9096216E+000, 3.9157737E-001
 1.0350000E+003, 4.7248541E+002, 4.9092767E+000, 3.9962316E-001
 1.0360000E+003, 4.7265607E+002, 4.9089392E+000, 3.8770174E-001
 1.0370000E+003, 4.7281837E+002, 4.9086092E+000, 4.1580156E-001
 1.0380000E+003, 4.7298742E+002, 4.9082867E+000, 4.0868582E-001
 1.0390000E+003, 4.7315284E+002, 4.9079717E+000, 4.2027221E-001
 1.0400000E+003, 4.7332444E+002, 4.9076642E+000, 4.0412556E-001
 1.0410000E+003, 4.7348560E+002, 4.9073642E+000, 3.7193364E-001
 1.0420000E+003, 4.7365275E+002, 4.9070716E+000, 3.7579885E-001
 1.0430000E+003, 4.7381843E+002, 4.9067866E+000, 4.5168760E-001
 1.0440000E+003, 4.7399143E+002, 4.9065090E+000, 4.2678072E-001
 1.0450000E+003, 4.7415525E+002, 4.9062388E+000, 3.8259866E-001
 1.0460000E+003, 4.7432197E+002, 4.9059760E+000, 3.8835870E-001
 1.0470000E+003, 4.7448123E+002, 4.9057205E+000, 3.6476578E-001
 1.0480000E+003, 4.7465621E+002, 4.9054725E+000, 4.6178209E-001
 1.0490000E+003, 4.7482391E+002, 4.9052315E+000, 3.9775516E-001
 1.0500000E+003, 4.7499016E+002, 4.9049978E+000, 4.0561773E-001
 1.0510000E+003, 4.7515134E+002, 4.9047712E+000, 3.7331825E-001
 1.0520000E+003, 4.7531803E+002, 4.9045517E+000, 3.7923663E-001
 1.0530000E+003, 4.7549106E+002, 4.9043391E+000, 4.2206927E-001
 1.0540000E+003, 4.7565662E+002, 4.9041334E+000, 4.3062072E-001
 1.0550000E+003, 4.7582064E+002, 4.9039346E+000, 3.8560308E-001
 1.0560000E+003, 4.7598684E+002, 4.9037425E+000, 3.9370825E-001
 1.0570000E+003, 4.7615737E+002, 4.9035570E+000, 3.8229181E-001
 1.0580000E+003, 4.7631965E+002, 4.9033781E+000, 4.1051355E-001
 1.0590000E+003, 4.7648867E+002, 4.9032056E+000, 4.0351648E-001
 1.0600000E+003, 4.7665415E+002, 4.9030394E+000, 4.1484060E-001
 1.0610000E+003, 4.7682576E+002, 4.9028795E+000, 3.9867203E-001
 1.0620000E+003, 4.7698691E+002, 4.9027256E+000, 3.6649177E-001
 1.0630000E+003, 4.7715395E+002, 4.9025777E+000, 3.7081488E-001
 1.0640000E+003, 4.7731960E+002, 4.9024357E+000, 4.4682677E-001
 1.0650000E+003, 4.7749253E+002, 4.9022994E+000, 4.2219209E-001
 1.0660000E+003, 4.7765643E+002, 4.9021687E+000, 3.7774047E-001
 1.0670000E+003, 4.7782317E+002, 4.9020435E+000, 3.8340108E-001
 1.0680000E+003, 4.7798242E+002, 4.9019237E+000, 3.5983203E-001
 1.0690000E+003, 4.7815729E+002, 4.9018091E+000, 4.5729008E-001
 1.0700000E+003, 4.7832489E+002, 4.9016995E+000, 3.9367281E-001
 1.0710000E+003, 4.7849111E+002, 4.9015950E+000, 4.0167718E-001
 1.0720000E+003, 4.7865235E+002, 4.9014952E+000, 3.6917458E-001
 1.0730000E+003, 4.7881905E+002, 4.9014001E+000, 3.7504239E-001
 1.0740000E+003, 4.7899206E+002, 4.9013095E+000, 4.1796595E-001
 1.0750000E+003, 4.7915751E+002, 4.9012233E+000, 4.2690447E-001
 1.0760000E+003, 4.7932144E+002, 4.9011413E+000, 3.8227061E-001
 1.0770000E+003, 4.7948761E+002, 4.9010635E+000, 3.9053715E-001
 1.0780000E+003, 4.7965819E+002, 4.9009897E+000, 3.7893745E-001
 1.0790000E+003, 4.7982051E+002, 4.9009197E+000, 4.0700455E-001
 1.0800000E+003, 4.7998948E+002, 4.9008533E+000, 4.0011146E-001
 1.0810000E+003, 4.8015485E+002, 4.9007906E+000, 4.1192988E-001
 1.0820000E+003, 4.8032635E+002, 4.9007313E+000, 3.9620323E-001
 1.0830000E+003, 4.8048750E+002, 4.9006752E+000, 3.6409047E-001
 1.0840000E+003, 4.8065458E+002, 4.9006223E+000, 3.6824082E-001
 1.0850000E+003, 4.8082026E+002, 4.9005725E+000, 4.4411260E-001
 1.0860000E+003, 4.8099313E+002, 4.9005255E+000, 4.1971855E-001
 1.0870000E+003, 4.8115690E+002, 4.9004814E+000, 3.7575737E-001
 1.0880000E+003, 4.8132356E+002, 4.9004398E+000, 3.8177485E-001
 1.0890000E+003, 4.8148279E+002, 4.9004008E+000, 3.5830202E-001
 1.0900000E+003, 4.8165772E+002, 4.9003642E+000, 4.5555367E-001
 1.0910000E+003, 4.8182531E+002, 4.9003299E+000, 3.9192261E-001
 1.0920000E+003, 4.8199151E+002, 4.9002978E+000, 4.0002182E-001
 1.0930000E+003, 4.8215264E+002, 4.9002677E+000, 3.6793373E-001
 1.0940000E+003, 4.8231926E+002, 4.9002396E+000, 3.7416497E-001
 1.0950000E+003, 4.8249224E+002, 4.9002134E+000, 4.1724623E-001
 1.0960000E+003, 4.8265775E+002, 4.9001889E+000, 4.2588737E-001
 1.0970000E+003, 4.8282168E+002, 4.9001661E+000, 3.8127868E-001
 1.0980000E+003, 4.8298781E+002, 4.9001448E+000, 3.8968089E-001
 1.0990000E+003, 4.8315826E+002, 4.9001250E+000, 3.7862442E-001
 1.1000000E+003, 4.8332056E+002, 4.9001066E+000, 4.0683846E-001
 1.1010000E+003, 4.8348948E+002, 4.9000895E+000, 4.0012728E-001
 1.1020000E+003, 4.8365489E+002, 4.9000736E+000, 4.1172604E-001
 1.1030000E+003, 4.8382639E+002, 4.9000588E+000, 3.9604220E-001
 1.1040000E+003, 4.8398753E+002, 4.9000451E+000, 3.6395488E-001
 1.1050000E+003, 4.8415450E+002, 4.9000324E+000, 3.6854573E-001
 1.1060000E+003, 4.8432016E+002, 4.9000207E+000, 4.4452316E-001
 1.1070000E+003, 4.8449295E+002, 4.9000097E+000, 4.2042217E-001
 1.1080000E+003, 4.8465680E+002, 4.8999996E+000, 3.7620896E-001
 1.1090000E+003, 4.8482348E+002, 4.8999903E+000, 3.8211899E-001
 1.1100000E+003, 4.8498271E+002, 4.8999816E+000, 3.5863995E-001
 1.1110000E+003, 4.8515755E+002, 4.8999735E+000, 4.5624144E-001
 1.1120000E+003, 4.8532505E+002, 4.8999661E+000, 3.9296687E-001
 1.1130000E+003, 4.8549123E+002, 4.8999591E+000, 4.0116241E-001
 1.1140000E+003, 4.8565243E+002, 4.8999527E+000, 3.6884082E-001
 1.1150000E+003, 4.8581906E+002, 4.8999467E+000, 3.7497336E-001
 1.1160000E+003, 4.8599205E+002, 4.8999411E+000, 4.1808691E-001
 1.1170000E+003, 4.8615745E+002, 4.8999359E+000, 4.2704585E-001
 1.1180000E+003, 4.8632132E+002, 4.8999311E+000, 3.8277078E-001
 1.1190000E+003, 4.8648742E+002, 4.8999265E+000, 3.9126608E-001
 1.1200000E+003, 4.8665794E+002, 4.8999223E+000, 3.7997007E-001
 1.1210000E+003, 4.8682030E+002, 4.8999183E+000, 4.0793941E-001
 1.1220000E+003, 4.8698920E+002, 4.8999145E+000, 4.0124379E-001
 1.1230000E+003, 4.8715452E+002, 4.8999109E+000, 4.1322078E-001
 1.1240000E+003, 4.8732594E+002, 4.8999075E+000, 3.9788754E-001
 1.1250000E+003, 4.8748709E+002, 4.8999043E+000, 3.6577210E-001
 1.1260000E+003, 4.8765413E+002, 4.8999012E+000, 3.7010142E-001
 1.1270000E+003, 4.8781985E+002, 4.8998983E+000, 4.4582764E-001
 1.1280000E+003, 4.8799259E+002, 4.8998955E+000, 4.2186765E-001
 1.1290000E+003, 4.8815635E+002, 4.8998927E+000, 3.7802236E-001
 1.1300000E+003, 4.8832298E+002, 4.8998901E+000, 3.8417689E-001
 1.1310000E+003, 4.8848222E+002, 4.8998875E+000, 3.6068667E-001
 1.1320000E+003, 4.8865713E+002, 4.8998850E+000, 4.5800755E-001
 1.1330000E+003, 4.8882465E+002, 4.8998825E+000, 3.9463600E-001
 1.1340000E+003, 4.8899083E+002, 4.8998801E+000, 4.0281473E-001
 1.1350000E+003, 4.8915196E+002, 4.8998777E+000, 3.7078219E-001
 1.1360000E+003, 4.8931853E+002, 4.8998753E+000, 3.7716620E-001
 1.1370000E+003, 4.8949151E+002, 4.8998730E+000, 4.2033141E-001
 1.1380000E+003, 4.8965701E+002, 4.8998706E+000, 4.2885280E-001
 1.1390000E+003, 4.8982090E+002, 4.8998683E+000, 3.8448081E-001
 1.1400000E+003, 4.8998701E+002, 4.8998660E+000, 3.9297841E-001
 1.1410000E+003, 4.9015743E+002, 4.8998637E+000, 3.8207844E-001
 1.1420000E+003, 4.9031978E+002, 4.8998613E+000, 4.1012810E-001
 1.1430000E+003, 4.9048865E+002, 4.8998590E+000, 4.0352127E-001
 1.1440000E+003, 4.9065405E+002, 4.8998567E+000, 4.1518482E-001
 1.1450000E+003, 4.9082548E+002, 4.8998543E+000, 3.9979769E-001
 1.1460000E+003, 4.9098665E+002, 4.8998519E+000, 3.6761055E-001
 1.1470000E+003, 4.9115360E+002, 4.8998495E+000, 3.7227496E-001
 1.1480000E+003, 4.9131932E+002, 4.8998471E+000, 4.4801085E-001
 1.1490000E+003, 4.9149201E+002, 4.8998447E+000, 4.2425816E-001
 1.1500000E+003, 4.9165586E+002, 4.8998422E+000, 3.8008641E-001
 1.1510000E+003, 4.9182253E+002, 4.8998397E+000, 3.8604586E-001
 1.1520000E+003, 4.9198179E+002, 4.8998372E+000, 3.6246749E-001
 1.1530000E+003, 4.9215663E+002, 4.8998347E+000, 4.6004426E-001
 1.1540000E+003, 4.9232408E+002, 4.8998321E+000, 3.9696043E-001
 1.1550000E+003, 4.9249026E+002, 4.8998295E+000, 4.0516356E-001
 1.1560000E+003, 4.9265146E+002, 4.8998268E+000, 3.7283673E-001
 1.1570000E+003, 4.9281808E+002, 4.8998241E+000, 3.7905175E-001
 1.1580000E+003, 4.9299108E+002, 4.8998214E+000, 4.2217356E-001
 1.1590000E+003, 4.9315650E+002, 4.8998187E+000, 4.3092201E-001
 1.1600000E+003, 4.9332033E+002, 4.8998159E+000, 3.8685346E-001
 1.1610000E+003, 4.9348642E+002, 4.8998131E+000, 3.9541270E-001
 1.1620000E+003, 4.9365690E+002, 4.8998102E+000, 3.8425985E-001
 1.1630000E+003, 4.9381934E+002, 4.8998073E+000, 4.1197380E-001
 1.1640000E+003, 4.9398820E+002, 4.8998044E+000, 4.0533680E-001
 1.1650000E+003, 4.9415352E+002, 4.8998014E+000, 4.1730042E-001
 1.1660000E+003, 4.9432488E+002, 4.8997984E+000, 4.0223231E-001
 1.1670000E+003, 4.9448608E+002, 4.8997954E+000, 3.6998650E-001
 1.1680000E+003, 4.9465310E+002, 4.8997923E+000, 3.7435522E-001
 1.1690000E+003, 4.9481889E+002, 4.8997891E+000, 4.4979889E-001
 1.1700000E+003, 4.9499155E+002, 4.8997860E+000, 4.2614985E-001
 1.1710000E+003, 4.9515531E+002, 4.8997827E+000, 3.8231413E-001
 1.1720000E+003, 4.9532194E+002, 4.8997795E+000, 3.8849110E-001
 1.1730000E+003, 4.9548120E+002, 4.8997762E+000, 3.6488067E-001
 1.1740000E+003, 4.9565613E+002, 4.8997728E+000, 4.6215204E-001
 1.1750000E+003, 4.9582360E+002, 4.8997694E+000, 3.9894792E-001
 1.1760000E+003, 4.9598978E+002, 4.8997660E+000, 4.0710846E-001
 1.1770000E+003, 4.9615092E+002, 4.8997625E+000, 3.7504895E-001
 1.1780000E+003, 4.9631749E+002, 4.8997590E+000, 3.8149913E-001
 1.1790000E+003, 4.9649048E+002, 4.8997554E+000, 4.2466902E-001
 1.1800000E+003, 4.9665600E+002, 4.8997518E+000, 4.3298431E-001
 1.1810000E+003, 4.9681986E+002, 4.8997481E+000, 3.8878261E-001
 1.1820000E+003, 4.9698595E+002, 4.8997444E+000, 3.9732214E-001
 1.1830000E+003, 4.9715635E+002, 4.8997406E+000, 3.8651844E-001
 1.1840000E+003, 4.9731879E+002, 4.8997367E+000, 4.1429057E-001
 1.1850000E+003, 4.9748762E+002, 4.8997329E+000, 4.0771397E-001
 1.1860000E+003, 4.9765302E+002, 4.8997289E+000, 4.1938017E-001
 1.1870000E+003, 4.9782440E+002, 4.8997250E+000, 4.0423814E-001
 1.1880000E+003, 4.9798561E+002, 4.8997209E+000, 3.7191689E-001
 1.1890000E+003, 4.9815255E+002, 4.8997168E+000, 3.7664045E-001
 1.1900000E+003, 4.9831834E+002, 4.8997127E+000, 4.5210565E-001
 1.1910000E+003, 4.9849093E+002, 4.8997085E+000, 4.2866345E-001
 1.1920000E+003, 4.9865479E+002, 4.8997042E+000, 3.8450865E-001
 1.1930000E+003, 4.9882146E+002, 4.8996999E+000, 3.9048185E-001
 1.1940000E+003, 4.9898075E+002, 4.8996955E+000, 3.6678016E-001
 1.1950000E+003, 4.9915561E+002, 4.8996911E+000, 4.6429259E-001
 1.1960000E+003, 4.9932301E+002, 4.8996866E+000, 4.0138152E-001
 1.1970000E+003, 4.9948918E+002, 4.8996821E+000, 4.0956548E-001
 1.1980000E+003, 4.9965041E+002, 4.8996775E+000, 3.7721857E-001
 1.1990000E+003, 4.9981700E+002, 4.8996728E+000, 3.8349384E-001
 1.2000000E+003, 4.9999002E+002, 4.8996681E+000, 4.2661672E-001
 1.2010000E+003, 5.0015546E+002, 4.8996633E+000, 4.3514810E-001
 1.2020000E+003, 5.0031926E+002, 4.8996584E+000, 3.9125762E-001
 1.2030000E+003, 5.0048534E+002, 4.8996535E+000, 3.9986003E-001
 1.2040000E+003, 5.0065580E+002, 4.8996485E+000, 3.8884121E-001
 1.2051000E+003, 5.0082767E+002, 4.8996432E+000, 4.3087304E-001
 1.2061000E+003, 5.0100334E+002, 4.8996378E+000, 3.9982636E-001
 1.2071000E+003, 5.0116903E+002, 4.8996326E+000, 4.1015225E-001
 1.2081000E+003, 5.0133013E+002, 4.8996274E+000, 3.7834772E-001
 1.2091000E+003, 5.0149670E+002, 4.8996220E+000, 3.8475673E-001
 1.2101000E+003, 5.0166971E+002, 4.8996166E+000, 4.2791116E-001
 1.2111000E+003, 5.0183524E+002, 4.8996112E+000, 4.3607234E-001
 1.2121000E+003, 5.0199908E+002, 4.8996056E+000, 3.9200188E-001
 1.2131000E+003, 5.0216508E+002, 4.8996000E+000, 4.0090972E-001
 1.2141000E+003, 5.0233549E+002, 4.8995943E+000, 3.9012379E-001
 1.2151000E+003, 5.0249802E+002, 4.8995886E+000, 4.1754185E-001
 1.2161000E+003, 5.0266683E+002, 4.8995827E+000, 4.1095142E-001
 1.2171000E+003, 5.0283223E+002, 4.8995768E+000, 4.2261103E-001
 1.2181000E+003, 5.0300356E+002, 4.8995708E+000, 4.0766944E-001
 1.2191000E+003, 5.0316473E+002, 4.8995648E+000, 3.7554148E-001
 1.2201000E+003, 5.0333171E+002, 4.8995586E+000, 3.8012261E-001
 1.2211000E+003, 5.0349759E+002, 4.8995524E+000, 4.5522447E-001
 1.2221000E+003, 5.0367013E+002, 4.8995461E+000, 4.3196522E-001
 1.2231000E+003, 5.0383399E+002, 4.8995397E+000, 3.8782341E-001
 1.2241000E+003, 5.0400065E+002, 4.8995332E+000, 3.9382050E-001
 1.2251000E+003, 5.0415989E+002, 4.8995266E+000, 3.7032634E-001
 1.2261000E+003, 5.0433479E+002, 4.8995200E+000, 4.6768827E-001
 1.2271000E+003, 5.0450220E+002, 4.8995133E+000, 4.0474362E-001
 1.2281000E+003, 5.0466838E+002, 4.8995064E+000, 4.1287762E-001
 1.2291000E+003, 5.0482961E+002, 4.8994995E+000, 3.8051555E-001
 1.2301000E+003, 5.0499619E+002, 4.8994925E+000, 3.8684718E-001
 1.2311000E+003, 5.0516914E+002, 4.8994854E+000, 4.3031885E-001
 1.2321000E+003, 5.0533463E+002, 4.8994783E+000, 4.3855251E-001
 1.2331000E+003, 5.0549844E+002, 4.8994710E+000, 3.9462262E-001
 1.2341000E+003, 5.0566452E+002, 4.8994636E+000, 4.0321736E-001
 1.2351000E+003, 5.0583496E+002, 4.8994561E+000, 3.9229068E-001
 1.2361000E+003, 5.0599754E+002, 4.8994486E+000, 4.1955978E-001
 1.2371000E+003, 5.0616626E+002, 4.8994409E+000, 4.1328455E-001
 1.2381000E+003, 5.0633161E+002, 4.8994332E+000, 4.2511756E-001
 1.2391000E+003, 5.0650292E+002, 4.8994253E+000, 4.1033776E-001
 1.2401000E+003, 5.0666418E+002, 4.8994174E+000, 3.7784641E-001
 1.2411000E+003, 5.0683119E+002, 4.8994093E+000, 3.8226259E-001
 1.2421000E+003, 5.0699712E+002, 4.8994011E+000, 4.5718122E-001
