s,[K],[mg],[W/g]
 9.7700000E+002, 4.6282522E+002, 4.9999977E+000, 4.0114363E-001
 9.7800000E+002, 4.6298658E+002, 4.9999977E+000, 3.6795300E-001
 9.7900000E+002, 4.6315360E+002, 4.9999976E+000, 3.7237918E-001
 9.8000000E+002, 4.6331824E+002, 4.9999976E+000, 4.5152943E-001
 9.8100000E+002, 4.6349156E+002, 4.9999975E+000, 4.2666824E-001
 9.8200000E+002, 4.6365585E+002, 4.9999975E+000, 3.8028372E-001
 9.8300000E+002, 4.6382248E+002, 4.9999974E+000, 3.8646931E-001
 9.8400000E+002, 4.6398184E+002, 4.9999974E+000, 3.6227751E-001
 9.8500000E+002, 4.6415565E+002, 4.9999973E+000, 4.6321111E-001
 9.8600000E+002, 4.6432402E+002, 4.9999973E+000, 3.9751587E-001
 9.8700000E+002, 4.6449011E+002, 4.9999972E+000, 4.0616028E-001
 9.8800000E+002, 4.6465161E+002, 4.9999972E+000, 3.7235177E-001
 9.8900000E+002, 4.6481822E+002, 4.9999971E+000, 3.7860255E-001
 9.9000000E+002, 4.6499068E+002, 4.9999971E+000, 4.2246988E-001
 9.9100000E+002, 4.6515600E+002, 4.9999970E+000, 4.3367846E-001
 9.9200000E+002, 4.6532048E+002, 4.9999970E+000, 3.8643046E-001
 9.9300000E+002, 4.6548655E+002, 4.9999969E+000, 3.9516597E-001
 9.9400000E+002, 4.6565727E+002, 4.9999969E+000, 3.8288320E-001
 9.9500000E+002, 4.6581905E+002, 4.9999968E+000, 4.1178984E-001
 9.9600000E+002, 4.6598812E+002, 4.9999967E+000, 4.0610537E-001
 9.9700000E+002, 4.6615341E+002, 4.9999967E+000, 4.1831332E-001
 9.9800000E+002, 4.6632522E+002, 4.9999966E+000, 4.0114788E-001
 9.9900000E+002, 4.6648658E+002, 4.9999966E+000, 3.6795733E-001
 1.0000000E+003, 4.6665360E+002, 4.9999965E+000, 3.7238356E-001
 1.0010000E+003, 4.6681824E+002, 4.9999964E+000, 4.5153388E-001
 1.0020000E+003, 4.6699156E+002, 4.9999964E+000, 4.2667276E-001
 1.0030000E+003, 4.6715585E+002, 4.9999963E+000, 3.8028834E-001
 1.0040000E+003, 4.6732247E+002, 4.9999962E+000, 3.8647401E-001
 1.0050000E+003, 4.6748184E+002, 4.9999962E+000, 3.6228229E-001
 1.0060000E+003, 4.6765565E+002, 4.9999961E+000, 4.6321595E-001
 1.0070000E+003, 4.6782402E+002, 4.9999960E+000, 3.9752079E-001
 1.0080000E+003, 4.6799011E+002, 4.9999959E+000, 4.0616528E-001
 1.0090000E+003, 4.6815161E+002, 4.9999959E+000, 3.7235687E-001
 1.0100000E+003, 4.6831822E+002, 4.9999958E+000, 3.7860774E-001
 1.0110000E+003, 4.6849068E+002, 4.9999957E+000, 4.2247516E-001
 1.0120000E+003, 4.6865600E+002, 4.9999956E+000, 4.3368381E-001
 1.0130000E+003, 4.6882048E+002, 4.9999956E+000, 3.8643589E-001
 1.0140000E+003, 4.6898654E+002, 4.9999955E+000, 3.9517149E-001
 1.0150000E+003, 4.6915727E+002, 4.9999954E+000, 3.8288883E-001
 1.0160000E+003, 4.6931905E+002, 4.9999953E+000, 4.1179558E-001
 1.0170000E+003, 4.6948812E+002, 4.9999952E+000, 4.0611120E-001
 1.0180000E+003, 4.6965341E+002, 4.9999951E+000, 4.1831922E-001
 1.0190000E+003, 4.6982522E+002, 4.9999951E+000, 4.0115388E-001
 1.0200000E+003, 4.6998658E+002, 4.9999950E+000, 3.6796343E-001
 1.0210000E+003, 4.7015360E+002, 4.9999949E+000, 3.7238978E-001
 1.0220000E+003, 4.7031824E+002, 4.9999948E+000, 4.5154022E-001
 1.0230000E+003, 4.7049156E+002, 4.9999947E+000, 4.2667919E-001
 1.0240000E+003, 4.7065584E+002, 4.9999946E+000, 3.8029486E-001
 1.0250000E+003, 4.7082247E+002, 4.9999945E+000, 3.8648063E-001
 1.0260000E+003, 4.7098184E+002, 4.9999944E+000, 3.6228903E-001
 1.0270000E+003, 4.7115564E+002, 4.9999943E+000, 4.6322281E-001
 1.0280000E+003, 4.7132402E+002, 4.9999942E+000, 3.9752777E-001
 1.0290000E+003, 4.7149010E+002, 4.9999941E+000, 4.0617237E-001
 1.0300000E+003, 4.7165160E+002, 4.9999940E+000, 3.7236406E-001
 1.0310000E+003, 4.7181822E+002, 4.9999939E+000, 3.7861504E-001
 1.0320000E+003, 4.7199068E+002, 4.9999938E+000, 4.2248258E-001
 1.0330000E+003, 4.7215600E+002, 4.9999936E+000, 4.3369138E-001
 1.0340000E+003, 4.7232048E+002, 4.9999935E+000, 3.8644359E-001
 1.0350000E+003, 4.7248654E+002, 4.9999934E+000, 3.9517931E-001
 1.0360000E+003, 4.7265727E+002, 4.9999933E+000, 3.8289675E-001
 1.0370000E+003, 4.7281905E+002, 4.9999932E+000, 4.1180363E-001
 1.0380000E+003, 4.7298812E+002, 4.9999931E+000, 4.0611938E-001
 1.0390000E+003, 4.7315341E+002, 4.9999929E+000, 4.1832756E-001
 1.0400000E+003, 4.7332522E+002, 4.9999928E+000, 4.0116235E-001
 1.0410000E+003, 4.7348658E+002, 4.9999927E+000, 3.6797206E-001
 1.0420000E+003, 4.7365360E+002, 4.9999925E+000, 3.7239852E-001
 1.0430000E+003, 4.7381823E+002, 4.9999924E+000, 4.5154909E-001
 1.0440000E+003, 4.7399155E+002, 4.9999923E+000, 4.2668820E-001
 1.0450000E+003, 4.7415584E+002, 4.9999921E+000, 3.8030404E-001
 1.0460000E+003, 4.7432247E+002, 4.9999920E+000, 3.8648997E-001
 1.0470000E+003, 4.7448184E+002, 4.9999919E+000, 3.6229853E-001
 1.0480000E+003, 4.7465564E+002, 4.9999917E+000, 4.6323243E-001
 1.0490000E+003, 4.7482402E+002, 4.9999916E+000, 3.9753753E-001
 1.0500000E+003, 4.7499010E+002, 4.9999914E+000, 4.0618230E-001
 1.0510000E+003, 4.7515160E+002, 4.9999913E+000, 3.7237418E-001
 1.0520000E+003, 4.7531821E+002, 4.9999911E+000, 3.7862533E-001
 1.0530000E+003, 4.7549068E+002, 4.9999909E+000, 4.2249304E-001
 1.0540000E+003, 4.7565600E+002, 4.9999908E+000, 4.3370197E-001
 1.0550000E+003, 4.7582048E+002, 4.9999906E+000, 3.8645434E-001
 1.0560000E+003, 4.7598654E+002, 4.9999905E+000, 3.9519023E-001
 1.0570000E+003, 4.7615726E+002, 4.9999903E+000, 3.8290788E-001
 1.0580000E+003, 4.7631905E+002, 4.9999901E+000, 4.1181497E-001
 1.0590000E+003, 4.7648811E+002, 4.9999899E+000, 4.0613090E-001
 1.0600000E+003, 4.7665341E+002, 4.9999898E+000, 4.1833921E-001
 1.0610000E+003, 4.7682521E+002, 4.9999896E+000, 4.0117417E-001
 1.0620000E+003, 4.7698657E+002, 4.9999894E+000, 3.6798409E-001
 1.0630000E+003, 4.7715359E+002, 4.9999892E+000, 3.7241077E-001
 1.0640000E+003, 4.7731823E+002, 4.9999890E+000, 4.5156156E-001
 1.0650000E+003, 4.7749155E+002, 4.9999888E+000, 4.2670085E-001
 1.0660000E+003, 4.7765584E+002, 4.9999886E+000, 3.8031687E-001
 1.0670000E+003, 4.7782247E+002, 4.9999884E+000, 3.8650298E-001
 1.0680000E+003, 4.7798183E+002, 4.9999882E+000, 3.6231176E-001
 1.0690000E+003, 4.7815564E+002, 4.9999880E+000, 4.6324590E-001
 1.0700000E+003, 4.7832402E+002, 4.9999878E+000, 3.9755124E-001
 1.0710000E+003, 4.7849010E+002, 4.9999876E+000, 4.0619622E-001
 1.0720000E+003, 4.7865160E+002, 4.9999874E+000, 3.7238828E-001
 1.0730000E+003, 4.7881821E+002, 4.9999872E+000, 3.7863963E-001
 1.0740000E+003, 4.7899067E+002, 4.9999869E+000, 4.2250758E-001
 1.0750000E+003, 4.7915599E+002, 4.9999867E+000, 4.3371680E-001
 1.0760000E+003, 4.7932047E+002, 4.9999865E+000, 3.8646941E-001
 1.0770000E+003, 4.7948654E+002, 4.9999862E+000, 3.9520554E-001
 1.0780000E+003, 4.7965726E+002, 4.9999860E+000, 3.8292337E-001
 1.0790000E+003, 4.7981904E+002, 4.9999857E+000, 4.1183071E-001
 1.0800000E+003, 4.7998811E+002, 4.9999855E+000, 4.0614688E-001
 1.0810000E+003, 4.8015340E+002, 4.9999852E+000, 4.1835549E-001
 1.0820000E+003, 4.8032521E+002, 4.9999850E+000, 4.0119072E-001
 1.0830000E+003, 4.8048657E+002, 4.9999847E+000, 3.6800092E-001
 1.0840000E+003, 4.8065359E+002, 4.9999845E+000, 3.7242780E-001
 1.0850000E+003, 4.8081823E+002, 4.9999842E+000, 4.5157885E-001
 1.0860000E+003, 4.8099155E+002, 4.9999839E+000, 4.2671839E-001
 1.0870000E+003, 4.8115583E+002, 4.9999836E+000, 3.8033475E-001
 1.0880000E+003, 4.8132246E+002, 4.9999834E+000, 3.8652117E-001
 1.0890000E+003, 4.8148183E+002, 4.9999831E+000, 3.6233025E-001
 1.0900000E+003, 4.8165563E+002, 4.9999828E+000, 4.6326461E-001
 1.0910000E+003, 4.8182401E+002, 4.9999825E+000, 3.9757021E-001
 1.0920000E+003, 4.8199009E+002, 4.9999822E+000, 4.0621550E-001
 1.0930000E+003, 4.8215159E+002, 4.9999819E+000, 3.7240793E-001
 1.0940000E+003, 4.8231821E+002, 4.9999816E+000, 3.7865960E-001
 1.0950000E+003, 4.8249067E+002, 4.9999812E+000, 4.2252786E-001
 1.0960000E+003, 4.8265599E+002, 4.9999809E+000, 4.3373734E-001
 1.0970000E+003, 4.8282047E+002, 4.9999806E+000, 3.8649024E-001
 1.0980000E+003, 4.8298653E+002, 4.9999803E+000, 3.9522669E-001
 1.0990000E+003, 4.8315726E+002, 4.9999799E+000, 3.8294491E-001
 1.1000000E+003, 4.8331904E+002, 4.9999796E+000, 4.1185265E-001
 1.1010000E+003, 4.8348810E+002, 4.9999792E+000, 4.0616916E-001
 1.1020000E+003, 4.8365340E+002, 4.9999789E+000, 4.1837802E-001
 1.1030000E+003, 4.8382520E+002, 4.9999785E+000, 4.0121356E-001
 1.1040000E+003, 4.8398656E+002, 4.9999781E+000, 3.6802414E-001
 1.1050000E+003, 4.8415358E+002, 4.9999778E+000, 3.7245145E-001
 1.1060000E+003, 4.8431822E+002, 4.9999774E+000, 4.5160291E-001
 1.1070000E+003, 4.8449154E+002, 4.9999770E+000, 4.2674280E-001
 1.1080000E+003, 4.8465583E+002, 4.9999766E+000, 3.8035947E-001
 1.1090000E+003, 4.8482246E+002, 4.9999762E+000, 3.8654623E-001
 1.1100000E+003, 4.8498182E+002, 4.9999758E+000, 3.6235573E-001
 1.1110000E+003, 4.8515563E+002, 4.9999754E+000, 4.6329054E-001
 1.1120000E+003, 4.8532401E+002, 4.9999749E+000, 3.9759658E-001
 1.1130000E+003, 4.8549009E+002, 4.9999745E+000, 4.0624227E-001
 1.1140000E+003, 4.8565159E+002, 4.9999741E+000, 3.7243503E-001
 1.1150000E+003, 4.8581820E+002, 4.9999736E+000, 3.7868707E-001
 1.1160000E+003, 4.8599066E+002, 4.9999732E+000, 4.2255578E-001
 1.1170000E+003, 4.8615598E+002, 4.9999727E+000, 4.3376578E-001
 1.1180000E+003, 4.8632046E+002, 4.9999723E+000, 3.8651916E-001
 1.1190000E+003, 4.8648652E+002, 4.9999718E+000, 3.9525603E-001
 1.1200000E+003, 4.8665725E+002, 4.9999713E+000, 3.8297460E-001
 1.1210000E+003, 4.8681903E+002, 4.9999708E+000, 4.1188279E-001
 1.1220000E+003, 4.8698810E+002, 4.9999704E+000, 4.0619976E-001
 1.1230000E+003, 4.8715339E+002, 4.9999698E+000, 4.1840917E-001
 1.1240000E+003, 4.8732520E+002, 4.9999693E+000, 4.0124520E-001
 1.1250000E+003, 4.8748656E+002, 4.9999688E+000, 3.6805632E-001
 1.1260000E+003, 4.8765357E+002, 4.9999683E+000, 3.7248399E-001
 1.1270000E+003, 4.8781821E+002, 4.9999678E+000, 4.5163594E-001
 1.1280000E+003, 4.8799153E+002, 4.9999672E+000, 4.2677629E-001
 1.1290000E+003, 4.8815582E+002, 4.9999667E+000, 3.8039360E-001
 1.1300000E+003, 4.8832245E+002, 4.9999661E+000, 3.8658092E-001
 1.1310000E+003, 4.8848181E+002, 4.9999655E+000, 3.6239098E-001
 1.1320000E+003, 4.8865562E+002, 4.9999650E+000, 4.6332617E-001
 1.1330000E+003, 4.8882400E+002, 4.9999644E+000, 3.9763272E-001
 1.1340000E+003, 4.8899008E+002, 4.9999638E+000, 4.0627896E-001
 1.1350000E+003, 4.8915158E+002, 4.9999632E+000, 3.7247241E-001
 1.1360000E+003, 4.8931819E+002, 4.9999625E+000, 3.7872505E-001
 1.1370000E+003, 4.8949065E+002, 4.9999619E+000, 4.2259435E-001
 1.1380000E+003, 4.8965597E+002, 4.9999613E+000, 4.3380481E-001
 1.1390000E+003, 4.8982045E+002, 4.9999606E+000, 3.8655872E-001
 1.1400000E+003, 4.8998651E+002, 4.9999600E+000, 3.9529618E-001
 1.1410000E+003, 4.9015724E+002, 4.9999593E+000, 3.8301548E-001
 1.1420000E+003, 4.9031902E+002, 4.9999586E+000, 4.1192440E-001
 1.1430000E+003, 4.9048809E+002, 4.9999579E+000, 4.0624199E-001
 1.1440000E+003, 4.9065338E+002, 4.9999572E+000, 4.1845187E-001
 1.1450000E+003, 4.9082519E+002, 4.9999565E+000, 4.0128845E-001
 1.1460000E+003, 4.9098655E+002, 4.9999558E+000, 3.6810029E-001
 1.1470000E+003, 4.9115356E+002, 4.9999550E+000, 3.7252875E-001
 1.1480000E+003, 4.9131820E+002, 4.9999543E+000, 4.5168146E-001
 1.1490000E+003, 4.9149152E+002, 4.9999535E+000, 4.2682244E-001
 1.1500000E+003, 4.9165581E+002, 4.9999528E+000, 3.8044032E-001
 1.1510000E+003, 4.9182244E+002, 4.9999520E+000, 3.8662826E-001
 1.1520000E+003, 4.9198180E+002, 4.9999512E+000, 3.6243908E-001
 1.1530000E+003, 4.9215561E+002, 4.9999504E+000, 4.6337512E-001
 1.1540000E+003, 4.9232398E+002, 4.9999495E+000, 3.9768246E-001
 1.1550000E+003, 4.9249007E+002, 4.9999487E+000, 4.0632945E-001
 1.1560000E+003, 4.9265156E+002, 4.9999479E+000, 3.7252349E-001
 1.1570000E+003, 4.9281818E+002, 4.9999470E+000, 3.7877680E-001
 1.1580000E+003, 4.9299064E+002, 4.9999461E+000, 4.2264690E-001
 1.1590000E+003, 4.9315596E+002, 4.9999452E+000, 4.3385834E-001
 1.1600000E+003, 4.9332044E+002, 4.9999443E+000, 3.8661311E-001
 1.1610000E+003, 4.9348650E+002, 4.9999434E+000, 3.9535136E-001
 1.1620000E+003, 4.9365722E+002, 4.9999425E+000, 3.8307126E-001
 1.1630000E+003, 4.9381901E+002, 4.9999415E+000, 4.1198103E-001
 1.1640000E+003, 4.9398807E+002, 4.9999406E+000, 4.0629944E-001
 1.1650000E+003, 4.9415336E+002, 4.9999396E+000, 4.1851033E-001
 1.1660000E+003, 4.9432517E+002, 4.9999386E+000, 4.0134782E-001
 1.1670000E+003, 4.9448653E+002, 4.9999376E+000, 3.6816063E-001
 1.1680000E+003, 4.9465355E+002, 4.9999366E+000, 3.7258974E-001
 1.1690000E+003, 4.9481819E+002, 4.9999355E+000, 4.5174332E-001
 1.1700000E+003, 4.9499151E+002, 4.9999345E+000, 4.2688513E-001
 1.1710000E+003, 4.9515579E+002, 4.9999334E+000, 3.8050419E-001
 1.1720000E+003, 4.9532242E+002, 4.9999323E+000, 3.8669316E-001
 1.1730000E+003, 4.9548179E+002, 4.9999312E+000, 3.6250500E-001
 1.1740000E+003, 4.9565559E+002, 4.9999301E+000, 4.6344172E-001
 1.1750000E+003, 4.9582397E+002, 4.9999289E+000, 3.9774997E-001
 1.1760000E+003, 4.9599005E+002, 4.9999278E+000, 4.0639796E-001
 1.1770000E+003, 4.9615155E+002, 4.9999266E+000, 3.7259328E-001
 1.1780000E+003, 4.9631816E+002, 4.9999254E+000, 3.7884767E-001
 1.1790000E+003, 4.9649062E+002, 4.9999242E+000, 4.2271884E-001
 1.1800000E+003, 4.9665594E+002, 4.9999229E+000, 4.3393110E-001
 1.1810000E+003, 4.9682042E+002, 4.9999217E+000, 3.8668682E-001
 1.1820000E+003, 4.9698648E+002, 4.9999204E+000, 3.9542613E-001
 1.1830000E+003, 4.9715721E+002, 4.9999191E+000, 3.8314737E-001
 1.1840000E+003, 4.9731899E+002, 4.9999178E+000, 4.1205847E-001
 1.1850000E+003, 4.9748805E+002, 4.9999165E+000, 4.0637801E-001
 1.1860000E+003, 4.9765335E+002, 4.9999151E+000, 4.1858971E-001
 1.1870000E+003, 4.9782515E+002, 4.9999137E+000, 4.0142818E-001
 1.1880000E+003, 4.9798651E+002, 4.9999123E+000, 3.6824230E-001
 1.1890000E+003, 4.9815353E+002, 4.9999109E+000, 3.7267285E-001
 1.1900000E+003, 4.9831817E+002, 4.9999095E+000, 4.5182782E-001
 1.1910000E+003, 4.9849149E+002, 4.9999080E+000, 4.2697075E-001
 1.1920000E+003, 4.9865577E+002, 4.9999065E+000, 3.8059081E-001
 1.1930000E+003, 4.9882240E+002, 4.9999050E+000, 3.8678089E-001
 1.1940000E+003, 4.9898176E+002, 4.9999035E+000, 3.6259411E-001
 1.1950000E+003, 4.9915557E+002, 4.9999019E+000, 4.6353236E-001
 1.1960000E+003, 4.9932395E+002, 4.9999003E+000, 3.9784206E-001
 1.1970000E+003, 4.9949003E+002, 4.9998987E+000, 4.0649138E-001
 1.1980000E+003, 4.9965152E+002, 4.9998971E+000, 3.7268774E-001
 1.1990000E+003, 4.9981814E+002, 4.9998954E+000, 3.7894333E-001
 1.2000000E+003, 4.9999060E+002, 4.9998938E+000, 4.2281594E-001
 1.2010000E+003, 5.0015592E+002, 4.9998920E+000, 4.3402998E-001
 1.2020000E+003, 5.0032040E+002, 4.9998903E+000, 3.8678725E-001
 1.2030000E+003, 5.0048646E+002, 4.9998885E+000, 3.9552796E-001
 1.2040000E+003, 5.0065718E+002, 4.9998868E+000, 3.8325025E-001
 1.2051000E+003, 5.0082811E+002, 4.9998849E+000, 4.2811980E-001
 1.2061000E+003, 5.0100439E+002, 4.9998829E+000, 3.9582621E-001
 1.2071000E+003, 5.0117010E+002, 4.9998810E+000, 4.0615857E-001
 1.2081000E+003, 5.0133153E+002, 4.9998791E+000, 3.7267172E-001
 1.2091000E+003, 5.0149813E+002, 4.9998772E+000, 3.7898738E-001
 1.2101000E+003, 5.0167059E+002, 4.9998753E+000, 4.2287149E-001
 1.2111000E+003, 5.0183590E+002, 4.9998733E+000, 4.3408836E-001
 1.2121000E+003, 5.0200038E+002, 4.9998712E+000, 3.8684683E-001
 1.2131000E+003, 5.0216644E+002, 4.9998692E+000, 3.9558849E-001
 1.2141000E+003, 5.0233717E+002, 4.9998671E+000, 3.8331210E-001
 1.2151000E+003, 5.0249895E+002, 4.9998650E+000, 4.1222579E-001
 1.2161000E+003, 5.0266801E+002, 4.9998628E+000, 4.0654719E-001
 1.2171000E+003, 5.0283330E+002, 4.9998607E+000, 4.1876146E-001
 1.2181000E+003, 5.0300511E+002, 4.9998584E+000, 4.0160241E-001
 1.2191000E+003, 5.0316647E+002, 4.9998562E+000, 3.6841935E-001
 1.2201000E+003, 5.0333349E+002, 4.9998539E+000, 3.7285245E-001
 1.2211000E+003, 5.0349812E+002, 4.9998516E+000, 4.5201013E-001
 1.2221000E+003, 5.0367144E+002, 4.9998493E+000, 4.2715486E-001
 1.2231000E+003, 5.0383573E+002, 4.9998469E+000, 3.8077792E-001
 1.2241000E+003, 5.0400235E+002, 4.9998444E+000, 3.8697079E-001
 1.2251000E+003, 5.0416172E+002, 4.9998420E+000, 3.6278698E-001
 1.2261000E+003, 5.0433552E+002, 4.9998395E+000, 4.6372793E-001
 1.2271000E+003, 5.0450390E+002, 4.9998369E+000, 3.9804040E-001
 1.2281000E+003, 5.0466998E+002, 4.9998344E+000, 4.0669199E-001
 1.2291000E+003, 5.0483148E+002, 4.9998318E+000, 3.7289155E-001
 1.2301000E+003, 5.0499809E+002, 4.9998291E+000, 3.7915009E-001
 1.2311000E+003, 5.0517055E+002, 4.9998264E+000, 4.2302578E-001
 1.2321000E+003, 5.0533587E+002, 4.9998237E+000, 4.3424298E-001
 1.2331000E+003, 5.0550034E+002, 4.9998209E+000, 3.8700321E-001
 1.2341000E+003, 5.0566641E+002, 4.9998181E+000, 3.9574628E-001
 1.2351000E+003, 5.0583713E+002, 4.9998152E+000, 3.8347187E-001
 1.2361000E+003, 5.0599891E+002, 4.9998123E+000, 4.1238815E-001
 1.2371000E+003, 5.0616797E+002, 4.9998094E+000, 4.0671234E-001
 1.2381000E+003, 5.0633326E+002, 4.9998064E+000, 4.1892907E-001
 1.2391000E+003, 5.0650507E+002, 4.9998034E+000, 4.0177220E-001
 1.2401000E+003, 5.0666643E+002, 4.9998003E+000, 3.6859108E-001
 1.2411000E+003, 5.0683344E+002, 4.9997972E+000, 3.7302635E-001
 1.2421000E+003, 5.0699808E+002, 4.9997940E+000, 4.5218668E-001
 1.2431000E+003, 5.0717140E+002, 4.9997908E+000, 4.2733422E-001
 1.2441000E+003, 5.0733568E+002, 4.9997875E+000, 3.8096023E-001
 1.2451000E+003, 5.0750231E+002, 4.9997842E+000, 3.8715557E-001
 1.2461000E+003, 5.0766167E+002, 4.9997808E+000, 3.6297375E-001
 1.2471000E+003, 5.0783548E+002, 4.9997774E+000, 4.6391700E-001
 1.2481000E+003, 5.0800385E+002, 4.9997739E+000, 3.9823219E-001
 1.2491000E+003, 5.0816993E+002, 4.9997704E+000, 4.0688711E-001
 1.2501000E+003, 5.0833143E+002, 4.9997668E+000, 3.7308981E-001
 1.2511000E+003, 5.0849804E+002, 4.9997632E+000, 3.7935096E-001
 1.2521000E+003, 5.0867050E+002, 4.9997595E+000, 4.2322867E-001
 1.2531000E+003, 5.0883582E+002, 4.9997558E+000, 4.3444860E-001
 1.2541000E+003, 5.0900029E+002, 4.9997520E+000, 3.8721171E-001
 1.2551000E+003, 5.0916635E+002, 4.9997482E+000, 3.9595831E-001
 1.2561000E+003, 5.0933708E+002, 4.9997443E+000, 3.8368713E-001
 1.2571000E+003, 5.0949885E+002, 4.9997403E+000, 4.1260670E-001
 1.2581000E+003, 5.0966792E+002, 4.9997363E+000, 4.0693291E-001
 1.2591000E+003, 5.0983321E+002, 4.9997322E+000, 4.1915236E-001
 1.2601000E+003, 5.1000501E+002, 4.9997281E+000, 4.0199852E-001
 1.2611000E+003, 5.1016637E+002, 4.9997239E+000, 3.6882169E-001
 1.2621000E+003, 5.1033339E+002, 4.9997196E+000, 3.7326040E-001
 1.2631000E+003, 5.1049802E+002, 4.9997153E+000, 4.5242418E-001
 1.2641000E+003, 5.1067134E+002, 4.9997109E+000, 4.2757360E-001
 1.2651000E+003, 5.1083562E+002, 4.9997064E+000, 3.8120282E-001
 1.2661000E+003, 5.1100225E+002, 4.9997019E+000, 3.8740159E-001
 1.2671000E+003, 5.1116161E+002, 4.9996973E+000, 3.6322429E-001
 1.2681000E+003, 5.1133541E+002, 4.9996927E+000, 4.6417117E-001
 1.2691000E+003, 5.1150379E+002, 4.9996879E+000, 3.9848986E-001
 1.2701000E+003, 5.1166987E+002, 4.9996831E+000, 4.0714722E-001
 1.2711000E+003, 5.1183136E+002, 4.9996783E+000, 3.7335330E-001
 1.2721000E+003, 5.1199797E+002, 4.9996733E+000, 3.7961808E-001
 1.2731000E+003, 5.1217043E+002, 4.9996683E+000, 4.2350050E-001
 1.2741000E+003, 5.1233575E+002, 4.9996633E+000, 4.3472469E-001
 1.2751000E+003, 5.1250023E+002, 4.9996581E+000, 3.8749152E-001
 1.2761000E+003, 5.1266629E+002, 4.9996529E+000, 3.9624061E-001
 1.2771000E+003, 5.1283701E+002, 4.9996476E+000, 3.8397286E-001
 1.2781000E+003, 5.1299878E+002, 4.9996422E+000, 4.1289697E-001
 1.2791000E+003, 5.1316785E+002, 4.9996367E+000, 4.0722807E-001
 1.2801000E+003, 5.1333314E+002, 4.9996312E+000, 4.1945183E-001
 1.2811000E+003, 5.1350494E+002, 4.9996255E+000, 4.0230173E-001
 1.2821000E+003, 5.1366630E+002, 4.9996198E+000, 3.6912820E-001
 1.2831000E+003, 5.1383331E+002, 4.9996140E+000, 3.7357066E-001
 1.2841000E+003, 5.1399795E+002, 4.9996082E+000, 4.5273906E-001
 1.2851000E+003, 5.1417126E+002, 4.9996022E+000, 4.2789338E-001
 1.2861000E+003, 5.1433555E+002, 4.9995962E+000, 3.8152776E-001
 1.2871000E+003, 5.1450217E+002, 4.9995900E+000, 3.8773079E-001
 1.2881000E+003, 5.1466153E+002, 4.9995838E+000, 3.6355688E-001
 1.2891000E+003, 5.1483533E+002, 4.9995775E+000, 4.6450768E-001
 1.2901000E+003, 5.1500371E+002, 4.9995711E+000, 3.9883106E-001
 1.2911000E+003, 5.1516978E+002, 4.9995646E+000, 4.0749427E-001
 1.2921000E+003, 5.1533128E+002, 4.9995580E+000, 3.7370583E-001
 1.2931000E+003, 5.1549789E+002, 4.9995513E+000, 3.7997509E-001
 1.2941000E+003, 5.1567035E+002, 4.9995445E+000, 4.2386089E-001
 1.2951000E+003, 5.1583566E+002, 4.9995376E+000, 4.3508978E-001
 1.2961000E+003, 5.1600014E+002, 4.9995306E+000, 3.8786157E-001
 1.2971000E+003, 5.1616619E+002, 4.9995235E+000, 3.9661682E-001
 1.2981000E+003, 5.1633691E+002, 4.9995163E+000, 3.8435468E-001
 1.2991000E+003, 5.1649869E+002, 4.9995091E+000, 4.1328448E-001
 1.3001000E+003, 5.1666775E+002, 4.9995017E+000, 4.0761894E-001
 1.3011000E+003, 5.1683304E+002, 4.9994942E+000, 4.1984734E-001
 1.3021000E+003, 5.1700484E+002, 4.9994865E+000, 4.0270245E-001
 1.3031000E+003, 5.1716620E+002, 4.9994788E+000, 3.6953644E-001
 1.3041000E+003, 5.1733321E+002, 4.9994710E+000, 3.7398484E-001
 1.3051000E+003, 5.1749784E+002, 4.9994630E+000, 4.5315919E-001
 1.3061000E+003, 5.1767116E+002, 4.9994550E+000, 4.2831657E-001
 1.3071000E+003, 5.1783544E+002, 4.9994468E+000, 3.8195643E-001
 1.3081000E+003, 5.1800206E+002, 4.9994385E+000, 3.8816535E-001
 1.3091000E+003, 5.1816142E+002, 4.9994301E+000, 3.6399934E-001
 1.3101000E+003, 5.1833522E+002, 4.9994216E+000, 4.6495640E-001
 1.3111000E+003, 5.1850360E+002, 4.9994129E+000, 3.9928577E-001
 1.3121000E+003, 5.1866967E+002, 4.9994041E+000, 4.0795301E-001
 1.3131000E+003, 5.1883117E+002, 4.9993952E+000, 3.7417034E-001
 1.3141000E+003, 5.1899777E+002, 4.9993862E+000, 3.8044580E-001
 1.3151000E+003, 5.1917023E+002, 4.9993770E+000, 4.2433980E-001
 1.3161000E+003, 5.1933554E+002, 4.9993677E+000, 4.3557604E-001
 1.3171000E+003, 5.1950002E+002, 4.9993583E+000, 3.8835418E-001
 1.3181000E+003, 5.1966607E+002, 4.9993487E+000, 3.9711353E-001
 1.3191000E+003, 5.1983679E+002, 4.9993391E+000, 3.8485718E-001
 1.3201000E+003, 5.1999857E+002, 4.9993292E+000, 4.1379481E-001
 1.3211000E+003, 5.2016763E+002, 4.9993192E+000, 4.0813775E-001
 1.3221000E+003, 5.2033291E+002, 4.9993091E+000, 4.2037354E-001
 1.3231000E+003, 5.2050471E+002, 4.9992989E+000, 4.0323497E-001
 1.3241000E+003, 5.2066607E+002, 4.9992885E+000, 3.7007448E-001
 1.3251000E+003, 5.2083308E+002, 4.9992779E+000, 3.7452922E-001
